MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_hd_uprint_typeiv_090_r0			Time:	20.018311	s	4/13/2019 11:06:35 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_4545_uprint.tst
Displacement	Force	Running Time
mm	N	s
-40.043541	-216.33318	0.022705078
-40.043331	-214.42525	0.032470703
-40.04377	-220.29794	0.042236328
-40.043503	-217.99522	0.052001953
-40.04369	-218.03865	0.061767578
-40.043232	-217.29076	0.071533203
-40.042721	-216.72798	0.081298828
-40.042404	-219.51703	0.091064453
-40.041382	-214.4157	0.10083008
-40.040005	-211.69562	0.1105957
-40.040524	-216.04436	0.12036133
-40.039139	-218.11899	0.13012695
-40.037609	-220.06026	0.13989258
-40.03714	-212.89323	0.1496582
-40.0354	-212.07593	0.15942383
-40.035755	-210.63724	0.16918945
-40.035038	-211.23808	0.17895508
-40.03389	-215.87326	0.1887207
-40.033386	-215.93947	0.19848633
-40.033108	-214.30934	0.20825195
-40.030888	-209.98351	0.21801758
-40.030296	-206.16345	0.2277832
-40.029629	-206.18951	0.23754883
-40.028599	-212.94093	0.24731445
-40.028301	-215.16191	0.25708008
-40.027039	-210.86423	0.2668457
-40.026932	-207.48242	0.27661133
-40.025234	-203.31837	0.28637695
-40.025654	-205.77798	0.29614258
-40.02454	-205.3141	0.3059082
-40.022984	-208.13986	0.31567383
-40.021641	-211.10736	0.32543945
-40.021107	-206.52885	0.33520508
-40.021965	-203.45024	0.3449707
-40.019871	-198.16309	0.35473633
-40.018639	-203.82312	0.36450195
-40.019161	-207.82327	0.37426758
-40.017696	-206.20822	0.3840332
-40.016239	-204.60086	0.39379883
-40.016136	-198.50804	0.40356445
-40.015499	-198.64314	0.41333008
-40.014412	-200.62486	0.4230957
-40.014023	-199.16486	0.43286133
-40.012783	-206.39429	0.44262695
-40.011864	-202.12294	0.45239258
-40.011662	-198.94791	0.4621582
-40.009872	-196.68019	0.47192383
-40.009811	-193.35561	0.48168945
-40.008293	-201.18248	0.49145508
-40.007351	-201.06694	0.5012207
-40.006329	-198.49606	0.51098633
-40.006386	-197.4388	0.52075195
-40.006241	-194.12753	0.53051758
-40.004894	-194.26175	0.5402832
-40.003857	-193.41829	0.55004883
-40.001961	-195.10916	0.55981445
-40.002453	-197.83206	0.56958008
-40.002029	-195.23686	0.5793457
-40.000473	-192.83102	0.58911133
-39.999886	-189.61908	0.59887695
-39.998478	-192.03333	0.60864258
-39.998848	-191.81757	0.6184082
-39.997482	-194.13733	0.62817383
-39.996315	-192.04706	0.63793945
-39.99564	-191.48843	0.64770508
-39.995342	-190.49106	0.6574707
-39.993835	-186.81177	0.66723633
-39.993546	-187.24347	0.67700195
-39.991722	-189.53714	0.68676758
-39.992004	-191.97575	0.6965332
-39.990894	-188.33414	0.70629883
-39.989323	-183.79865	0.71606445
-39.989998	-186.17133	0.72583008
-39.988388	-181.80351	0.7355957
-39.987804	-186.58633	0.74536133
-39.986385	-185.12599	0.75512695
-39.986195	-185.6422	0.76489258
-39.985676	-187.86929	0.7746582
-39.984425	-181.32397	0.78442383
-39.983051	-179.25838	0.79418945
-39.982857	-181.22107	0.80395508
-39.98103	-185.29976	0.8137207
-39.981277	-188.23618	0.82348633
-39.979885	-183.40405	0.83325195
-39.979542	-178.65726	0.84301758
-39.977863	-177.3157	0.8527832
-39.978554	-178.63014	0.86254883
-39.978359	-181.87189	0.87231445
-39.97686	-182.10478	0.88208008
-39.976627	-184.79321	0.8918457
-39.974117	-178.33983	0.90161133
-39.973637	-174.70883	0.91137695
-39.972462	-173.88879	0.92114258
-39.971313	-177.63766	0.9309082
-39.971531	-181.72008	0.94067383
-39.970051	-181.32726	0.95043945
-39.970177	-175.52423	0.96020508
-39.969593	-172.84473	0.9699707
-39.969406	-173.32793	0.97973633
-39.967564	-173.21428	0.98950195
-39.965935	-176.29602	0.99926758
-39.965286	-178.67612	1.0090332
-39.96476	-173.54288	1.0187988
-39.964272	-172.19228	1.0285645
-39.96302	-167.14998	1.0383301
-39.96273	-169.54474	1.0480957
-39.962597	-174.32559	1.0578613
-39.961071	-173.88811	1.067627
-39.959007	-172.59241	1.0773926
-39.959484	-167.47792	1.0871582
-39.958054	-167.03947	1.0969238
-39.956459	-168.82726	1.1066895
-39.956814	-167.21086	1.1164551
-39.955795	-170.48001	1.1262207
-39.956394	-169.00882	1.1359863
-39.95343	-168.88695	1.145752
-39.953026	-165.74486	1.1555176
-39.952156	-161.23248	1.1652832
-39.951633	-165.73871	1.1750488
-39.950966	-164.06821	1.1848145
-39.951012	-166.37381	1.1945801
-39.949795	-166.51126	1.2043457
-39.949039	-162.66502	1.2141113
-39.949005	-162.11267	1.223877
-39.947323	-158.64461	1.2336426
-39.945389	-159.35127	1.2434082
-39.945595	-164.11868	1.2531738
-39.945023	-164.84419	1.2629395
-39.943821	-162.08829	1.2727051
-39.943718	-158.55363	1.2824707
-39.941277	-157.39824	1.2922363
-39.941681	-158.13423	1.302002
-39.939461	-159.69441	1.3117676
-39.939987	-158.1235	1.3215332
-39.939064	-160.5088	1.3312988
-39.939114	-158.83333	1.3410645
-39.936741	-154.77019	1.3508301
-39.936378	-152.72701	1.3605957
-39.936001	-155.0143	1.3703613
-39.935066	-161.1553	1.380127
-39.933811	-161.41916	1.3898926
-39.933804	-154.61508	1.3996582
-39.932442	-152.08224	1.4094238
-39.931595	-148.42517	1.4191895
-39.931381	-154.33411	1.4289551
-39.930481	-155.05345	1.4387207
-39.929546	-154.91953	1.4484863
-39.92794	-157.20462	1.458252
-39.92791	-149.0058	1.4680176
-39.926979	-146.95148	1.4777832
-39.926292	-148.46184	1.4875488
-39.924492	-151.02171	1.4973145
-39.923656	-156.93874	1.5070801
-39.923813	-150.49886	1.5168457
-39.923042	-146.96652	1.5266113
-39.921413	-145.90164	1.536377
-39.920181	-145.66177	1.5461426
-39.919178	-149.8912	1.5559082
-39.918606	-149.23227	1.5656738
-39.919243	-152.04131	1.5754395
-39.917416	-147.53204	1.5852051
-39.916264	-143.05406	1.5949707
-39.916275	-142.12325	1.6047363
-39.914783	-144.45682	1.614502
-39.913986	-148.98331	1.6242676
-39.913486	-147.99043	1.6340332
-39.912674	-143.9577	1.6437988
-39.911903	-139.72412	1.6535645
-39.911671	-139.75514	1.6633301
-39.909466	-141.04538	1.6730957
-39.910568	-141.93391	1.6828613
-39.909081	-143.1586	1.692627
