MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_dimension_typei_090_r0			Time:	20.019531	s	4/15/2019 2:21:31 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typei_solid_090_dimension.tst
10.116403	-26.609301	1.7802734
10.11622	-19.424253	1.7900391
10.117712	-12.336894	1.7998047
10.118321	-11.598587	1.8095703
10.119276	-16.488573	1.8193359
10.120193	-20.582449	1.8291016
10.120324	-19.313437	1.8388672
10.121458	-17.549742	1.8486328
10.122186	-11.301595	1.8583984
10.122754	-11.052907	1.8681641
10.124428	-9.5660715	1.8779297
10.125243	-13.55349	1.8876953
10.125174	-20.069838	1.8974609
10.126109	-15.126836	1.9072266
10.12767	-11.006104	1.9169922
10.128269	-5.0531063	1.9267578
10.128668	-7.8820314	1.9365234
10.1297	-12.813173	1.9462891
10.130401	-12.509512	1.9560547
10.131096	-13.531512	1.9658203
10.132305	-7.0772028	1.9755859
10.132563	-4.2778153	1.9853516
10.133958	-3.0417285	1.9951172
10.134455	-1.6917477	2.0048828
10.134673	-9.3096361	2.0146484
10.135494	-9.73349	2.0244141
10.137012	-6.1184921	2.0341797
10.137839	-0.81398624	2.0439453
10.138238	1.7995373	2.0537109
10.139141	-2.3857067	2.0634766
10.138912	-5.1525111	2.0732422
10.140877	-4.0583854	2.0830078
10.141383	-5.9122357	2.0927734
10.142287	-0.43138447	2.1025391
10.144081	3.0624173	2.1123047
10.144699	5.3134003	2.1220703
10.146296	2.2833357	2.1318359
10.146074	-2.0866947	2.1416016
10.147532	-2.8349235	2.1513672
10.148199	2.9936788	2.1611328
10.149638	5.5829053	2.1708984
10.149531	7.6586819	2.1806641
10.150779	5.8440943	2.1904297
10.150853	5.7687173	2.2001953
10.151699	3.0830894	2.2099609
10.152453	2.743572	2.2197266
10.152813	6.0621467	2.2294922
10.153612	11.77033	2.2392578
10.155346	13.730411	2.2490234
10.156495	10.959982	2.2587891
10.156538	4.2032108	2.2685547
10.157147	5.647325	2.2783203
10.1581	12.263709	2.2880859
10.159876	11.721188	2.2978516
10.160127	16.366211	2.3076172
10.159986	15.94053	2.3173828
10.161723	11.218622	2.3271484
10.161825	9.7331228	2.3369141
10.162139	8.677907	2.3466797
10.163063	15.848148	2.3564453
10.164376	23.227251	2.3662109
10.164884	20.844051	2.3759766
10.166111	16.720585	2.3857422
10.166798	10.161926	2.3955078
10.166991	14.205075	2.4052734
10.16928	17.54068	2.4150391
10.169875	22.505955	2.4248047
10.170684	25.308416	2.4345703
10.171752	21.534077	2.4443359
10.172713	17.251316	2.4541016
10.172584	14.65103	2.4638672
10.172694	18.629499	2.4736328
10.173906	27.30596	2.4833984
10.175676	28.161701	2.4931641
10.175713	26.923046	2.5029297
10.176986	20.802853	2.5126953
10.178255	20.684484	2.5224609
10.179367	23.951311	2.5322266
10.179696	27.368196	2.5419922
10.180682	28.901365	2.5517578
10.18104	31.983747	2.5615234
10.182301	27.895033	2.5712891
10.183154	23.393654	2.5810547
10.18472	25.828562	2.5908203
10.184468	29.137815	2.6005859
10.185128	36.1558	2.6103516
10.185759	35.705959	2.6201172
10.185738	30.596636	2.6298828
10.186634	28.893934	2.6396484
10.188204	28.376507	2.6494141
10.189033	32.807667	2.6591797
10.190264	33.982327	2.6689453
10.191053	37.32547	2.6787109
10.191917	39.99493	2.6884766
10.192247	34.411209	2.6982422
10.193047	33.927258	2.7080078
10.193474	32.34594	2.7177734
10.194382	38.318893	2.7275391
10.195183	43.36779	2.7373047
10.197179	40.351101	2.7470703
10.197433	39.423405	2.7568359
10.198009	38.176651	2.7666016
10.199133	38.066551	2.7763672
10.199968	38.698711	2.7861328
10.200253	41.28693	2.7958984
10.20145	47.266968	2.8056641
10.203282	47.542683	2.8154297
10.202983	42.361843	2.8251953
10.203616	39.55484	2.8349609
10.20437	41.343498	2.8447266
10.205884	44.811028	2.8544922
10.206426	49.325851	2.8642578
10.206405	50.044159	2.8740234
10.2084	47.722416	2.8837891
10.209507	46.888023	2.8935547
10.209146	42.381844	2.9033203
10.210511	44.565376	2.9130859
10.212452	52.338745	2.9228516
10.212389	55.025131	2.9326172
10.213126	54.386269	2.9423828
10.213485	46.508408	2.9521484
10.21425	46.297791	2.9619141
10.215645	48.428368	2.9716797
10.216424	52.621914	2.9814453
10.216328	59.279366	2.9912109
10.217652	58.276604	3.0009766
10.217544	55.192917	3.0107422
10.218348	50.815708	3.0205078
10.220095	48.78693	3.0302734
10.220255	56.718109	3.0400391
10.22168	61.860641	3.0498047
10.222846	63.617088	3.0595703
10.223289	59.438828	3.0693359
10.223208	53.065578	3.0791016
10.225034	55.858749	3.0888672
10.225743	59.171818	3.0986328
10.226665	62.230976	3.1083984
10.227849	67.472	3.1181641
10.228453	63.607044	3.1279297
10.228649	63.490971	3.1376953
10.229795	55.001617	3.1474609
10.231124	59.912815	3.1572266
10.230704	67.364532	3.1669922
10.23243	69.783051	3.1767578
10.233293	70.055138	3.1865234
10.234598	62.735462	3.1962891
10.234921	62.058353	3.2060547
10.235366	64.378021	3.2158203
10.2362	66.959732	3.2255859
10.237111	69.156792	3.2353516
10.238018	74.212189	3.2451172
10.23817	71.957062	3.2548828
10.239173	66.939827	3.2646484
10.241437	68.337395	3.2744141
10.240557	68.677536	3.2841797
10.241785	74.65271	3.2939453
10.242417	78.242012	3.3037109
10.242693	74.462624	3.3134766
10.244195	72.452103	3.3232422
10.245968	71.02108	3.3330078
10.24574	74.129814	3.3427734
10.247304	73.622627	3.3525391
10.247453	77.45417	3.3623047
10.248274	82.620308	3.3720703
10.248823	79.106964	3.3818359
10.25018	75.474014	3.3916016
10.250797	73.460358	3.4013672
10.252412	76.891418	3.4111328
10.251825	82.89949	3.4208984
10.253598	81.839104	3.4306641
10.253797	83.237816	3.4404297
10.255169	81.053085	3.4501953
10.255767	78.673042	3.4599609
10.256863	78.707016	3.4697266
10.256238	79.952103	3.4794922
10.259034	87.622223	3.4892578
10.26025	89.49292	3.4990234
10.259599	83.667458	3.5087891
10.260245	81.968933	3.5185547
10.261934	79.412384	3.5283203
10.262794	86.493011	3.5380859
10.263497	88.76487	3.5478516
10.263932	92.343491	3.5576172
10.266328	91.230026	3.5673828
10.265577	88.703583	3.5771484
10.266094	84.26545	3.5869141
10.266156	84.896164	3.5966797
10.268053	90.054337	3.6064453
10.269474	99.350739	3.6162109
10.269656	95.914253	3.6259766
10.271329	90.829018	3.6357422
10.271435	88.050674	3.6455078
10.271301	89.222328	3.6552734
10.272846	93.416817	3.6650391
10.273572	99.740349	3.6748047
10.273983	97.615921	3.6845703
10.274516	98.935272	3.6943359
10.275814	92.402916	3.7041016
10.276379	89.328201	3.7138672
10.278232	95.174965	3.7236328
10.278701	100.51863	3.7333984
10.2794	106.04391	3.7431641
10.280892	101.59762	3.7529297
10.280761	94.592018	3.7626953
10.281479	95.896881	3.7724609
10.282304	98.198891	3.7822266
10.283509	103.07475	3.7919922
10.284048	105.81624	3.8017578
10.284877	105.24037	3.8115234
10.28578	106.0067	3.8212891
10.286636	98.018402	3.8310547
10.287484	99.969933	3.8408203
10.287645	105.15121	3.8505859
10.288964	110.56121	3.8603516
10.290171	112.06128	3.8701172
10.290234	106.89424	3.8798828
10.291915	104.20749	3.8896484
10.293006	107.02956	3.8994141
10.293041	107.95192	3.9091797
10.293919	110.95698	3.9189453
10.295698	113.67168	3.9287109
10.295343	113.97424	3.9384766
10.297395	110.12354	3.9482422
10.297935	107.36414	3.9580078
10.298877	108.54141	3.9677734
10.299702	113.8315	3.9775391
10.299356	116.65293	3.9873047
10.300274	118.42054	3.9970703
10.30226	115.33149	4.0068359
10.302227	112.85867	4.0166016
10.302023	113.65717	4.0263672
10.304048	113.24603	4.0361328
10.303617	118.30605	4.0458984
10.304997	123.23783	4.0556641
10.305845	121.07864	4.0654297
10.307254	119.63963	4.0751953
10.308045	114.09782	4.0849609
10.308177	115.83604	4.0947266
10.309628	122.20242	4.1044922
10.31038	123.3488	4.1142578
10.311706	127.47949	4.1240234
10.312585	124.3313	4.1337891
10.31247	120.19292	4.1435547
10.313357	119.85764	4.1533203
10.31424	119.27368	4.1630859
10.314954	127.94387	4.1728516
10.315828	131.28595	4.1826172
10.31677	128.64053	4.1923828
10.317359	123.79288	4.2021484
10.319197	120.53764	4.2119141
10.319608	126.16442	4.2216797
10.319529	130.33215	4.2314453
10.320724	134.55498	4.2412109
10.321417	134.01872	4.2509766
10.322773	129.50803	4.2607422
10.32256	127.54578	4.2705078
10.323145	124.42395	4.2802734
10.325558	130.58755	4.2900391
10.326062	137.90468	4.2998047
10.326275	139.12955	4.3095703
10.32735	133.5448	4.3193359
10.327602	127.35711	4.3291016
10.329126	129.51752	4.3388672
10.330009	134.59944	4.3486328
10.330487	139.45818	4.3583984
10.331313	139.51924	4.3681641
10.332091	140.45976	4.3779297
10.33451	135.92271	4.3876953
10.334519	132.745	4.3974609
10.334074	137.82373	4.4072266
10.335917	139.3295	4.4169922
10.336672	146.36725	4.4267578
10.337523	145.59601	4.4365234
10.337871	137.0798	4.4462891
10.339467	138.9563	4.4560547
10.339644	138.17923	4.4658203
10.340976	143.2093	4.4755859
10.341914	147.07591	4.4853516
10.342124	145.45067	4.4951172
10.343558	148.65694	4.5048828
10.344754	140.85435	4.5146484
10.343403	141.00981	4.5244141
10.34616	142.49887	4.5341797
10.346233	148.36905	4.5439453
10.346811	153.29837	4.5537109
10.346976	148.57959	4.5634766
10.349207	147.38963	4.5732422
10.349956	147.16393	4.5830078
10.349688	147.6714	4.5927734
10.350531	150.19193	4.6025391
10.35058	153.10258	4.6123047
10.351983	157.13095	4.6220703
10.35359	155.62204	4.6318359
10.35356	149.98445	4.6416016
10.355259	147.57892	4.6513672
10.3563	153.5972	4.6611328
10.356642	157.43369	4.6708984
10.356665	159.95012	4.6806641
10.35839	159.2364	4.6904297
10.358109	155.53571	4.7001953
10.359951	153.11885	4.7099609
10.360954	153.8502	4.7197266
10.361685	156.14235	4.7294922
10.36269	162.03236	4.7392578
10.362916	165.34686	4.7490234
10.364061	162.37144	4.7587891
10.365114	154.34727	4.7685547
10.365773	155.9071	4.7783203
10.367321	161.08749	4.7880859
10.366792	164.55916	4.7978516
10.36722	168.96555	4.8076172
10.36891	165.48322	4.8173828
10.369612	161.98903	4.8271484
10.370696	161.2607	4.8369141
10.370976	158.46806	4.8466797
10.372243	167.04678	4.8564453
10.372927	172.83533	4.8662109
10.374336	172.82768	4.8759766
10.374491	167.32993	4.8857422
10.375006	160.83374	4.8955078
10.377184	165.95831	4.9052734
10.377893	168.68407	4.9150391
10.377653	173.34584	4.9248047
10.378422	175.56004	4.9345703
10.380052	171.64461	4.9443359
10.379602	169.6066	4.9541016
10.382277	165.4698	4.9638672
10.382113	170.53154	4.9736328
10.382518	177.34341	4.9833984
10.383597	180.35324	4.9931641
10.383912	178.71895	5.0029297
10.384093	171.26981	5.0126953
10.387172	169.6823	5.0224609
10.38733	174.92625	5.0322266
10.387194	178.91374	5.0419922
10.387841	181.8709	5.0517578
10.389221	183.78792	5.0615234
10.389119	178.38348	5.0712891
10.39043	174.43239	5.0810547
10.39201	175.91153	5.0908203
10.392713	177.68123	5.1005859
10.394757	186.91666	5.1103516
10.394341	187.00066	5.1201172
10.395073	181.99884	5.1298828
10.397139	178.7785	5.1396484
10.395973	179.09148	5.1494141
10.397018	181.65948	5.1591797
10.397885	184.35886	5.1689453
10.399818	187.36533	5.1787109
10.399884	189.44469	5.1884766
10.401662	186.70572	5.1982422
10.400764	183.29846	5.2080078
10.402675	181.80388	5.2177734
10.402975	187.71442	5.2275391
10.404384	194.54764	5.2373047
10.404589	190.11014	5.2470703
10.406111	191.24094	5.2568359
10.40564	188.68883	5.2666016
10.407441	186.2894	5.2763672
10.408095	190.85895	5.2861328
10.407927	190.95796	5.2958984
10.40916	197.86716	5.3056641
10.410406	197.90234	5.3154297
10.411704	191.73715	5.3251953
10.412402	189.276	5.3349609
10.412448	190.04831	5.3447266
10.413667	196.6898	5.3544922
10.414607	200.23105	5.3642578
10.415916	198.81374	5.3740234
10.416801	197.28049	5.3837891
10.417114	194.70903	5.3935547
10.416919	194.57965	5.4033203
10.418682	194.38417	5.4130859
10.418477	201.47276	5.4228516
10.420719	206.81393	5.4326172
10.421499	205.10103	5.4423828
10.421106	198.08511	5.4521484
10.422805	196.51117	5.4619141
10.423082	200.07816	5.4716797
10.424519	203.12883	5.4814453
10.425073	210.61714	5.4912109
10.426908	207.28326	5.5009766
10.426694	204.25813	5.5107422
10.428862	200.72035	5.5205078
10.427784	199.83386	5.5302734
10.429	207.33789	5.5400391
10.430118	212.74771	5.5498047
10.431237	215.26103	5.5595703
10.431761	209.1739	5.5693359
10.431326	202.20726	5.5791016
10.433879	206.07465	5.5888672
10.433537	209.70338	5.5986328
10.434564	213.66458	5.6083984
10.435842	214.899	5.6181641
10.43685	212.34093	5.6279297
10.436313	211.01744	5.6376953
10.437661	205.96173	5.6474609
10.438349	208.34222	5.6572266
10.439672	215.63307	5.6669922
10.441438	220.08394	5.6767578
10.440846	219.39337	5.6865234
10.442616	215.49509	5.6962891
10.442529	211.55087	5.7060547
10.443927	215.11397	5.7158203
10.444987	217.39656	5.7255859
10.445766	219.88133	5.7353516
10.446142	223.2135	5.7451172
10.445684	221.48863	5.7548828
10.448116	218.24702	5.7646484
10.448421	215.94035	5.7744141
10.448575	217.49246	5.7841797
10.450317	225.36519	5.7939453
10.450438	227.44344	5.8037109
10.451159	224.35039	5.8134766
10.452666	224.24684	5.8232422
10.454465	220.65555	5.8330078
10.454128	221.83302	5.8427734
10.454909	224.59145	5.8525391
10.455304	226.83183	5.8623047
10.456652	231.79318	5.8720703
10.457893	229.12593	5.8818359
10.458882	226.54541	5.8916016
10.459484	222.6805	5.9013672
10.459468	226.26566	5.9111328
10.460508	232.68442	5.9208984
10.462963	233.74066	5.9306641
10.463531	234.27313	5.9404297
10.463563	230.08679	5.9501953
10.463929	227.63535	5.9599609
10.464551	230.14017	5.9697266
10.466866	231.16101	5.9794922
10.466672	238.09442	5.9892578
10.467653	240.00674	5.9990234
10.468251	235.63966	6.0087891
10.468458	232.49403	6.0185547
10.470363	230.54594	6.0283203
10.470875	237.14014	6.0380859
10.47121	240.94618	6.0478516
10.473126	243.34972	6.0576172
10.47368	240.31615	6.0673828
10.474268	238.21849	6.0771484
10.474765	234.25299	6.0869141
10.475537	237.56999	6.0966797
10.476336	241.81337	6.1064453
10.478159	246.48468	6.1162109
10.477452	247.12761	6.1259766
10.478718	239.5844	6.1357422
10.479671	236.38286	6.1455078
10.479696	238.04402	6.1552734
10.481147	244.88426	6.1650391
10.482003	251.38905	6.1748047
10.482492	248.5843	6.1845703
10.483728	247.67358	6.1943359
10.484206	243.54193	6.2041016
10.485351	240.56441	6.2138672
10.486589	245.6974	6.2236328
10.485816	250.26915	6.2333984
10.488054	254.5105	6.2431641
10.488684	252.27687	6.2529297
10.489673	242.88129	6.2626953
10.490008	245.73997	6.2724609
10.489927	249.29907	6.2822266
10.491744	254.16293	6.2919922
10.492788	256.78824	6.3017578
10.493152	254.16824	6.3115234
10.493349	254.88531	6.3212891
10.495047	250.09177	6.3310547
10.496324	249.13297	6.3408203
10.49594	253.48732	6.3505859
10.497459	258.72534	6.3603516
10.499158	264.3121	6.3701172
10.499413	257.27368	6.3798828
10.500128	254.69145	6.3896484
10.501152	255.28148	6.3994141
10.502102	257.37878	6.4091797
10.502005	260.24487	6.4189453
10.503153	262.18619	6.4287109
10.503687	264.25717	6.4384766
10.505063	261.91547	6.4482422
10.506645	256.80649	6.4580078
10.506935	256.49112	6.4677734
10.506622	263.37357	6.4775391
10.508512	267.82162	6.4873047
10.509376	267.27325	6.4970703
10.510128	266.61304	6.5068359
10.510867	261.04941	6.5166016
10.510803	263.27579	6.5263672
10.512718	263.63022	6.5361328
10.512307	266.15494	6.5458984
10.513674	272.3566	6.5556641
10.514712	272.31683	6.5654297
10.5155	267.56985	6.5751953
10.515226	263.29913	6.5849609
10.517443	265.07263	6.5947266
10.51706	272.73489	6.6044922
10.519555	272.8429	6.6142578
10.518527	276.59418	6.6240234
10.520852	273.51401	6.6337891
10.521196	269.71408	6.6435547
10.522323	270.10773	6.6533203
10.522834	269.73535	6.6630859
10.522797	277.90097	6.6728516
10.523578	282.6387	6.6826172
10.524601	280.27142	6.6923828
10.526325	274.40887	6.7021484
10.526574	268.0126	6.7119141
10.527786	274.76144	6.7216797
10.5289	281.66193	6.7314453
10.528585	283.49164	6.7412109
10.529447	282.41324	6.7509766
10.530834	278.75104	6.7607422
10.530265	275.57986	6.7705078
10.53287	274.86642	6.7802734
10.532351	280.58459	6.7900391
10.533554	288.05295	6.7998047
10.534791	289.18158	6.8095703
10.535647	283.7572	6.8193359
10.537355	278.73227	6.8291016
10.537658	279.3772	6.8388672
10.539162	285.37888	6.8486328
10.539543	289.49246	6.8583984
10.538768	289.59	6.8681641
10.541336	290.76764	6.8779297
10.541143	285.75314	6.8876953
10.542278	282.75912	6.8974609
10.543349	285.58597	6.9072266
10.544086	289.71994	6.9169922
10.544785	295.91763	6.9267578
10.54518	295.05789	6.9365234
10.545976	288.98071	6.9462891
10.546792	288.75418	6.9560547
10.548098	287.78262	6.9658203
10.549761	292.38803	6.9755859
10.549489	296.73666	6.9853516
10.54987	295.96985	6.9951172
10.550873	298.17303	7.0048828
10.55296	291.65015	7.0146484
10.552235	291.87335	7.0244141
10.553647	291.66498	7.0341797
10.554095	297.86636	7.0439453
10.555184	303.8414	7.0537109
10.556684	299.24887	7.0634766
10.55624	298.55399	7.0732422
10.557473	296.91949	7.0830078
10.558516	298.32913	7.0927734
10.559073	300.63846	7.1025391
10.560372	302.62979	7.1123047
10.56077	305.65222	7.1220703
10.560543	305.10779	7.1318359
10.561817	297.76764	7.1416016
10.563531	296.98605	7.1513672
10.564012	299.17816	7.1611328
10.564598	305.8096	7.1708984
10.566005	309.18448	7.1806641
10.566971	310.00238	7.1904297
10.567563	304.31958	7.2001953
10.568185	303.03735	7.2099609
10.568588	303.47894	7.2197266
10.570679	305.03235	7.2294922
10.570128	312.85764	7.2392578
10.571278	314.9935	7.2490234
10.572625	312.43924	7.2587891
10.57363	303.73212	7.2685547
10.573233	304.44696	7.2783203
10.57516	310.38693	7.2880859
10.575981	313.50247	7.2978516
10.576108	319.00409	7.3076172
10.577676	313.60983	7.3173828
10.577854	310.84048	7.3271484
10.578546	310.31131	7.3369141
10.580497	309.06851	7.3466797
10.580797	317.26688	7.3564453
10.581249	321.88544	7.3662109
10.583278	322.15393	7.3759766
10.582872	316.10129	7.3857422
10.584292	308.82428	7.3955078
10.585731	315.15695	7.4052734
10.585182	320.36652	7.4150391
10.586568	323.61819	7.4248047
10.587661	324.93521	7.4345703
10.58749	319.13873	7.4443359
10.588467	317.75473	7.4541016
10.589326	314.08441	7.4638672
10.589843	320.78842	7.4736328
10.590885	326.64566	7.4833984
10.592528	329.31281	7.4931641
10.592604	327.77737	7.5029297
10.592458	319.94803	7.5126953
10.593734	318.50531	7.5224609
10.594903	323.46768	7.5322266
10.59586	327.42426	7.5419922
10.597062	330.95929	7.5517578
10.596965	331.47134	7.5615234
10.598709	327.67551	7.5712891
10.599162	324.99646	7.5810547
10.599505	326.37469	7.5908203
10.600558	326.65359	7.6005859
10.601107	334.45654	7.6103516
10.602887	335.83014	7.6201172
10.602776	331.14322	7.6298828
10.604198	329.16797	7.6396484
10.605361	327.63113	7.6494141
10.60496	333.52362	7.6591797
10.607329	334.37793	7.6689453
10.608209	334.29254	7.6787109
10.609251	336.89481	7.6884766
10.609034	334.2728	7.6982422
10.609852	332.36942	7.7080078
10.610147	330.7774	7.7177734
10.611684	334.20859	7.7275391
10.612585	342.37402	7.7373047
10.613199	342.37286	7.7470703
10.6141	340.49954	7.7568359
10.613721	337.39764	7.7666016
10.615295	334.71164	7.7763672
10.617259	339.25253	7.7861328
10.616314	340.52133	7.7958984
10.618506	345.89542	7.8056641
10.619032	348.59848	7.8154297
10.619209	342.64905	7.8251953
10.620464	339.26736	7.8349609
10.621126	337.89835	7.8447266
10.622248	346.37283	7.8544922
10.623051	349.63843	7.8642578
10.623557	350.93597	7.8740234
10.624479	345.57553	7.8837891
10.62587	343.13589	7.8935547
10.626148	342.35397	7.9033203
10.625929	344.57141	7.9130859
10.627779	351.06195	7.9228516
10.628305	355.20612	7.9326172
10.629404	354.89969	7.9423828
10.630301	347.46292	7.9521484
10.631003	342.68304	7.9619141
10.632422	347.24426	7.9716797
10.632907	354.51337	7.9814453
10.633641	358.79935	7.9912109
10.635319	355.54034	8.0009766
10.635326	352.3299	8.0107422
10.636589	350.93658	8.0205078
10.636634	347.36493	8.0302734
10.637593	356.31018	8.0400391
10.637791	360.25815	8.0498047
10.638931	363.09476	8.0595703
10.640169	359.60587	8.0693359
10.640985	350.54169	8.0791016
10.640456	352.53467	8.0888672
10.643524	358.53198	8.0986328
10.643478	363.79263	8.1083984
10.644511	364.75024	8.1181641
10.644685	362.06812	8.1279297
10.64554	359.76633	8.1376953
10.646841	357.33652	8.1474609
10.647408	358.73044	8.1572266
10.648184	363.78577	8.1669922
10.649419	368.48059	8.1767578
10.650174	369.85757	8.1865234
10.65009	361.87186	8.1962891
10.651168	360.86859	8.2060547
