MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_uprint_typeiv_090_r0			Time:	20.019043	s	4/14/2019 1:17:22 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_090_uprint.tst
Displacement	Force	Running Time
mm	N	s
-40.040829	-149.5399	0.022705078
-40.041248	-149.96155	0.032470703
-40.042252	-154.85347	0.042236328
-40.040905	-151.76772	0.052001953
-40.040913	-153.51395	0.061767578
-40.04158	-152.15352	0.071533203
-40.041054	-152.0303	0.081298828
-40.040718	-151.72278	0.091064453
-40.040565	-145.81653	0.10083008
-40.038975	-150.33032	0.1105957
-40.038612	-149.30141	0.12036133
-40.038143	-151.29022	0.13012695
-40.037281	-150.62231	0.13989258
-40.034573	-148.66245	0.1496582
-40.035999	-148.18953	0.15942383
-40.034019	-143.63443	0.16918945
-40.033604	-142.88744	0.17895508
-40.031445	-146.97813	0.1887207
-40.032303	-149.79602	0.19848633
-40.031761	-146.3705	0.20825195
-40.029171	-142.97711	0.21801758
-40.029243	-140.79848	0.2277832
-40.027145	-141.34567	0.23754883
-40.027782	-143.74225	0.24731445
-40.026291	-143.81479	0.25708008
-40.025574	-143.89613	0.2668457
-40.025181	-143.11238	0.27661133
-40.023621	-138.49225	0.28637695
-40.024784	-137.30663	0.29614258
-40.022236	-136.55592	0.3059082
-40.020542	-142.64549	0.31567383
-40.019707	-143.38495	0.32543945
-40.018528	-138.11481	0.33520508
-40.01862	-134.62151	0.3449707
-40.019203	-133.12231	0.35473633
-40.017582	-135.85455	0.36450195
-40.016422	-137.63687	0.37426758
-40.017181	-136.19075	0.3840332
-40.015118	-141.43742	0.39379883
-40.013954	-130.95877	0.40356445
-40.013332	-130.10925	0.41333008
-40.01413	-130.48027	0.4230957
-40.012737	-131.88261	0.43286133
-40.011803	-137.25098	0.44262695
-40.010113	-135.02388	0.45239258
-40.009304	-129.26872	0.4621582
-40.00766	-128.15764	0.47192383
-40.007549	-128.38101	0.48168945
-40.00621	-129.81706	0.49145508
-40.0061	-129.89343	0.5012207
-40.005215	-132.25383	0.51098633
-40.005276	-129.82573	0.52075195
-40.003014	-126.05351	0.53051758
-40.002918	-123.74367	0.5402832
-40.002106	-124.84699	0.55004883
-40.000114	-129.00551	0.55981445
-40.000546	-129.11871	0.56958008
-40.001202	-125.07665	0.5793457
-39.998703	-122.07966	0.58911133
-39.997746	-122.18156	0.59887695
-39.99625	-122.51298	0.60864258
-39.996193	-122.82578	0.6184082
-39.995285	-123.58013	0.62817383
-39.995586	-124.576	0.63793945
-39.994011	-122.69806	0.64770508
-39.99316	-120.17226	0.6574707
-39.992367	-117.28732	0.66723633
-39.990376	-120.85409	0.67700195
-39.990101	-118.93822	0.68676758
-39.990181	-121.20738	0.6965332
-39.989391	-119.53161	0.70629883
-39.988914	-116.40302	0.71606445
-39.986794	-117.67065	0.72583008
-39.986057	-114.72513	0.7355957
-39.986092	-115.06371	0.74536133
-39.984978	-116.53249	0.75512695
-39.984142	-117.51389	0.76489258
-39.983429	-117.70056	0.7746582
-39.981792	-110.66441	0.78442383
-39.981346	-111.65784	0.79418945
-39.98008	-110.48351	0.80395508
-39.979847	-113.96711	0.8137207
-39.979496	-115.88799	0.82348633
-39.979111	-111.5215	0.83325195
-39.977566	-113.26246	0.84301758
-39.977112	-108.25304	0.8527832
-39.974373	-104.93644	0.86254883
-39.975475	-108.42578	0.87231445
-39.975399	-112.84137	0.88208008
-39.973099	-112.65534	0.8918457
-39.972672	-109.38039	0.90161133
-39.971924	-102.9057	0.91137695
-39.971115	-103.50345	0.92114258
-39.970287	-105.44138	0.9309082
-39.969566	-107.8233	0.94067383
-39.967968	-107.51962	0.95043945
-39.967754	-107.52629	0.96020508
-39.965984	-101.94792	0.9699707
-39.965153	-99.313454	0.97973633
-39.966389	-100.67014	0.98950195
-39.964542	-103.43945	0.99926758
-39.963264	-107.72108	1.0090332
-39.962822	-104.4577	1.0187988
-39.962936	-99.107018	1.0285645
-39.960854	-95.655998	1.0383301
-39.961151	-98.215836	1.0480957
-39.959709	-102.29361	1.0578613
-39.959377	-99.09594	1.067627
-39.958206	-103.1937	1.0773926
-39.956074	-98.11097	1.0871582
-39.956154	-94.797592	1.0969238
-39.955715	-94.235443	1.1066895
-39.955933	-93.540581	1.1164551
-39.95401	-101.78465	1.1262207
-39.952923	-98.702026	1.1359863
-39.951946	-96.048134	1.145752
-39.952087	-92.011765	1.1555176
-39.950481	-91.772461	1.1652832
-39.951466	-94.969383	1.1750488
-39.948475	-93.615746	1.1848145
-39.94912	-95.417068	1.1945801
-39.946938	-94.453056	1.2043457
-39.946266	-91.25663	1.2141113
-39.94553	-88.986832	1.223877
-39.944485	-87.942513	1.2336426
-39.943466	-90.720894	1.2434082
-39.942982	-91.47551	1.2531738
-39.943085	-90.150703	1.2629395
-39.941826	-88.993599	1.2727051
-39.942047	-85.798363	1.2824707
-39.940651	-87.639824	1.2922363
-39.940514	-85.850494	1.302002
-39.938801	-86.417618	1.3117676
-39.93729	-88.466644	1.3215332
-39.937908	-88.646126	1.3312988
-39.935898	-85.426094	1.3410645
-39.935669	-81.195206	1.3508301
-39.934227	-83.635353	1.3605957
-39.933098	-82.84465	1.3703613
-39.932407	-87.261902	1.380127
-39.932182	-83.278603	1.3898926
-39.930637	-81.786232	1.3996582
-39.930038	-82.462784	1.4094238
-39.92976	-79.228737	1.4191895
-39.928818	-77.99617	1.4289551
-39.927326	-80.807381	1.4387207
-39.926895	-83.012085	1.4484863
-39.926197	-83.564209	1.458252
-39.925156	-75.525551	1.4680176
-39.924774	-74.963959	1.4777832
-39.925186	-73.321808	1.4875488
-39.924126	-76.480904	1.4973145
-39.922783	-79.904289	1.5070801
-39.92173	-75.810883	1.5168457
-39.92046	-77.859764	1.5266113
-39.920055	-72.555359	1.536377
-39.91848	-69.565269	1.5461426
-39.918026	-70.492241	1.5559082
-39.91769	-75.198372	1.5656738
-39.916855	-77.62355	1.5754395
-39.916679	-72.775772	1.5852051
-39.915386	-67.552338	1.5949707
-39.913887	-68.843216	1.6047363
-39.91457	-70.419296	1.614502
-39.912502	-72.759964	1.6242676
-39.911774	-72.415665	1.6340332
-39.911156	-72.173752	1.6437988
-39.910664	-68.258385	1.6535645
-39.909462	-64.390984	1.6633301
-39.908669	-63.48653	1.6730957
-39.906868	-66.4217	1.6828613
-39.90699	-70.43515	1.692627
