MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_hd_uprint_typeiv_090_r0			Time:	20.01709	s	4/13/2019 10:55:52 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_4545_uprint.tst
Displacement	Force	Running Time
mm	N	s
-40.04253	-129.01659	0.021972656
-40.042046	-116.75399	0.031738281
-40.04314	-110.04399	0.041503906
-40.043804	-117.1158	0.051269531
-40.043053	-128.30644	0.061035156
-40.041859	-139.82932	0.070800781
-40.040638	-132.53188	0.080566406
-40.039955	-120.25726	0.090332031
-40.039059	-109.83749	0.10009766
-40.039059	-112.22926	0.10986328
-40.037666	-126.47849	0.11962891
-40.038044	-135.28735	0.12939453
-40.036362	-130.8051	0.13916016
-40.035439	-121.42026	0.14892578
-40.035831	-112.37442	0.15869141
-40.034161	-107.32417	0.16845703
-40.034225	-114.21698	0.17822266
-40.033051	-126.46958	0.18798828
-40.032032	-131.39113	0.19775391
-40.0313	-125.16247	0.20751953
-40.029922	-109.79472	0.21728516
-40.029118	-103.57069	0.22705078
-40.028572	-109.07735	0.23681641
-40.026814	-118.35799	0.24658203
-40.026291	-127.15382	0.25634766
-40.026169	-124.07135	0.26611328
-40.025745	-115.5834	0.27587891
-40.024551	-105.90504	0.28564453
-40.024014	-101.57491	0.29541016
-40.021732	-111.1275	0.30517578
-40.021812	-118.74111	0.31494141
-40.02182	-124.23549	0.32470703
-40.019936	-118.11018	0.33447266
-40.020199	-101.25343	0.34423828
-40.018848	-98.668594	0.35400391
-40.018314	-101.40385	0.36376953
-40.016476	-113.51978	0.37353516
-40.015907	-120.39986	0.38330078
-40.016628	-117.16903	0.39306641
-40.014175	-107.77262	0.40283203
-40.013794	-94.772484	0.41259766
-40.013134	-93.963486	0.42236328
-40.012604	-105.30978	0.43212891
-40.011997	-117.34866	0.44189453
-40.011131	-120.23395	0.45166016
-40.011559	-107.44926	0.46142578
-40.009247	-94.234962	0.47119141
-40.007389	-90.995964	0.48095703
-40.006912	-99.005417	0.49072266
-40.006897	-109.30975	0.50048828
-40.006027	-115.12362	0.51025391
-40.005486	-113.85663	0.52001953
-40.004738	-97.999878	0.52978516
-40.003448	-88.667282	0.53955078
-40.002098	-89.083504	0.54931641
-40.001747	-104.18149	0.55908203
-40.000603	-113.90661	0.56884766
-39.9991	-111.12112	0.57861328
-39.999767	-99.501862	0.58837891
-39.998432	-86.046112	0.59814453
-39.997295	-87.735352	0.60791016
-39.99691	-95.253265	0.61767578
-39.994652	-105.14619	0.62744141
-39.995159	-113.07433	0.63720703
-39.993935	-100.00624	0.64697266
-39.993591	-89.299438	0.65673828
-39.992496	-80.519257	0.66650391
-39.992264	-86.19873	0.67626953
-39.991386	-102.82906	0.68603516
-39.991024	-105.48711	0.69580078
-39.98922	-101.06821	0.70556641
-39.988476	-89.820572	0.71533203
-39.98793	-80.365608	0.72509766
-39.986271	-83.40831	0.73486328
-39.986305	-89.144913	0.74462891
-39.986217	-103.56735	0.75439453
-39.984001	-102.68047	0.76416016
-39.984318	-93.935188	0.77392578
-39.982372	-80.961411	0.78369141
-39.982056	-75.145142	0.79345703
-39.980835	-86.694016	0.80322266
-39.981144	-96.180702	0.81298828
-39.979397	-99.310699	0.82275391
-39.978977	-94.229126	0.83251953
-39.978886	-83.709496	0.84228516
-39.977489	-77.007736	0.85205078
-39.977764	-76.892128	0.86181641
-39.974724	-86.678009	0.87158203
-39.97517	-95.805763	0.88134766
-39.974167	-96.077766	0.89111328
-39.973709	-84.051163	0.90087891
-39.972366	-72.887398	0.91064453
-39.971317	-73.432892	0.92041016
-39.971859	-78.769241	0.93017578
-39.97028	-91.966301	0.93994141
-39.969494	-93.378685	0.94970703
-39.969322	-87.96875	0.95947266
-39.967777	-76.854286	0.96923828
-39.967064	-67.493996	0.97900391
-39.966721	-70.674889	0.98876953
-39.965492	-81.254799	0.99853516
-39.964615	-90.323235	1.0083008
-39.964157	-90.064499	1.0180664
-39.962498	-73.34153	1.027832
-39.962528	-66.856567	1.0375977
-39.960846	-66.430031	1.0473633
-39.960999	-76.422531	1.0571289
-39.959564	-87.108681	1.0668945
-39.958538	-87.228554	1.0766602
-39.95726	-83.2164	1.0864258
-39.957176	-65.796791	1.0961914
-39.955982	-59.552067	1.105957
-39.955532	-67.206367	1.1157227
-39.954464	-79.162888	1.1254883
-39.953758	-88.039185	1.1352539
-39.953884	-79.5065	1.1450195
-39.952263	-67.233841	1.1547852
-39.951183	-59.240158	1.1645508
-39.950638	-60.624222	1.1743164
-39.949684	-72.328461	1.184082
-39.947765	-80.958824	1.1938477
-39.948212	-82.296135	1.2036133
-39.947807	-70.40358	1.2133789
-39.946297	-56.578247	1.2231445
-39.946228	-53.852062	1.2329102
-39.945656	-64.245262	1.2426758
-39.943859	-77.410164	1.2524414
-39.943336	-79.469162	1.262207
-39.943134	-70.3918	1.2719727
-39.941299	-57.208366	1.2817383
-39.940796	-52.597523	1.2915039
-39.940182	-56.408985	1.3012695
-39.938881	-67.83136	1.3110352
-39.938896	-78.776703	1.3208008
-39.937546	-71.585091	1.3305664
-39.936916	-61.90752	1.340332
-39.934505	-50.178963	1.3500977
-39.934868	-50.489494	1.3598633
-39.934788	-65.646133	1.3696289
-39.93322	-70.820702	1.3793945
-39.933151	-71.410553	1.3891602
-39.931446	-61.729877	1.3989258
-39.931435	-50.842266	1.4086914
-39.930744	-49.523624	1.418457
-39.929626	-52.22821	1.4282227
-39.928493	-65.132935	1.4379883
-39.928013	-69.78714	1.4477539
-39.926544	-65.436729	1.4575195
-39.926624	-53.318668	1.4672852
-39.925579	-43.980736	1.4770508
-39.92556	-48.116795	1.4868164
-39.924023	-57.176292	1.496582
-39.923031	-64.148056	1.5063477
-39.922089	-64.569023	1.5161133
-39.922085	-54.073204	1.5258789
-39.919518	-47.468979	1.5356445
-39.919006	-41.353905	1.5454102
-39.918877	-46.720699	1.5551758
-39.918633	-60.022617	1.5649414
-39.917908	-63.679756	1.574707
-39.916641	-57.248852	1.5844727
-39.916176	-43.457211	1.5942383
-39.914597	-38.583912	1.6040039
-39.913807	-41.235909	1.6137695
-39.913502	-53.223686	1.6235352
-39.912487	-59.383572	1.6333008
-39.911682	-59.090462	1.6430664
-39.910645	-48.66991	1.652832
-39.909359	-37.768032	1.6625977
-39.909363	-35.200481	1.6723633
-39.908859	-44.021648	1.6821289
-39.907921	-56.049267	1.6918945
