MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_dimension_typeiv_090_r0			Time:	20.017334	s	4/14/2019 1:41:41 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_090_dimension.tst
Displacement	Force	Running Time
mm	N	s
-40.041595	-126.1864	0.022460938
-40.041393	-119.27596	0.032226563
-40.040916	-117.69901	0.041992188
-40.040997	-117.26526	0.051757813
-40.041706	-119.4463	0.061523438
-40.04166	-126.47919	0.071289063
-40.039753	-124.43606	0.081054688
-40.039974	-120.42389	0.090820313
-40.040188	-119.74135	0.10058594
-40.039284	-116.9678	0.11035156
-40.037617	-116.79851	0.12011719
-40.036755	-118.20888	0.12988281
-40.036266	-119.83871	0.13964844
-40.035526	-119.88185	0.14941406
-40.035175	-118.3804	0.15917969
-40.033169	-114.524	0.16894531
-40.031864	-113.58015	0.17871094
-40.032673	-115.60285	0.18847656
-40.032112	-117.29457	0.19824219
-40.031097	-117.74049	0.20800781
-40.031155	-114.80923	0.21777344
-40.02895	-114.26027	0.22753906
-40.028606	-111.69242	0.23730469
-40.02631	-109.04507	0.24707031
-40.026993	-112.91428	0.25683594
-40.025417	-112.44037	0.26660156
-40.025703	-114.41351	0.27636719
-40.024559	-111.21056	0.28613281
-40.024292	-105.56935	0.29589844
-40.021667	-108.7718	0.30566406
-40.022434	-105.44811	0.31542969
-40.020344	-109.06931	0.32519531
-40.020863	-108.99596	0.33496094
-40.019241	-108.28265	0.34472656
-40.018162	-108.57494	0.35449219
-40.017521	-102.78519	0.36425781
-40.016727	-103.6729	0.37402344
-40.017227	-105.36544	0.38378906
-40.015636	-106.92996	0.39355469
-40.014431	-110.2391	0.40332031
-40.014393	-102.62296	0.41308594
-40.012863	-100.86488	0.42285156
-40.011303	-100.68689	0.43261719
-40.011074	-100.68289	0.44238281
-40.010796	-103.59267	0.45214844
-40.00906	-104.48089	0.46191406
-40.00946	-105.1912	0.47167969
-40.008141	-99.653419	0.48144531
-40.00729	-94.200989	0.49121094
-40.005058	-97.320595	0.50097656
-40.005905	-101.70586	0.51074219
-40.003613	-103.7863	0.52050781
-40.004383	-102.39287	0.53027344
-40.002533	-95.404144	0.54003906
-40.002411	-93.370644	0.54980469
-40.001347	-94.176094	0.55957031
-40.001282	-95.49044	0.56933594
-39.999569	-96.80497	0.57910156
-39.999371	-97.544006	0.58886719
-39.997997	-93.656059	0.59863281
-39.997536	-91.790169	0.60839844
-39.996239	-88.259781	0.61816406
-39.995701	-92.162682	0.62792969
-39.994255	-97.967644	0.63769531
-39.994183	-94.286064	0.64746094
-39.993023	-91.647873	0.65722656
-39.991714	-86.104462	0.66699219
-39.99324	-87.801765	0.67675781
-39.991409	-88.052124	0.68652344
-39.992088	-87.224945	0.69628906
-39.989418	-92.227272	0.70605469
-39.989189	-90.097809	0.71582031
-39.987595	-86.919998	0.72558594
-39.986839	-84.323982	0.73535156
-39.985535	-82.036179	0.74511719
-39.985535	-88.143188	0.75488281
-39.983677	-88.420433	0.76464844
-39.983871	-86.675728	0.77441406
-39.981743	-84.408493	0.78417969
-39.982323	-81.766487	0.79394531
-39.982849	-81.669014	0.80371094
-39.980492	-80.73101	0.81347656
-39.980556	-80.364677	0.82324219
-39.979076	-84.855453	0.83300781
-39.977821	-81.34803	0.84277344
-39.976242	-78.430618	0.85253906
-39.975746	-76.755859	0.86230469
-39.976276	-78.318726	0.87207031
-39.974449	-78.062553	0.88183594
-39.973606	-81.979668	0.89160156
-39.973267	-77.530838	0.90136719
-39.972282	-79.328758	0.91113281
-39.970741	-75.537292	0.92089844
-39.97049	-73.597733	0.93066406
-39.970203	-73.398277	0.94042969
-39.969776	-74.804031	0.95019531
-39.969036	-79.439079	0.95996094
-39.966282	-75.73159	0.96972656
-39.965473	-70.902031	0.97949219
-39.964958	-71.675774	0.98925781
-39.964874	-69.697159	0.99902344
-39.963573	-72.927521	1.0087891
-39.962242	-73.076553	1.0185547
-39.962193	-71.821495	1.0283203
-39.962948	-73.511124	1.0380859
-39.960358	-67.254478	1.0478516
-39.959705	-65.192642	1.0576172
-39.959282	-67.795609	1.0673828
-39.959023	-71.344505	1.0771484
-39.957577	-74.197449	1.0869141
-39.956448	-66.945412	1.0966797
-39.955856	-64.961212	1.1064453
-39.955605	-63.91164	1.1162109
-39.955032	-64.477409	1.1259766
-39.952095	-66.249504	1.1357422
-39.953255	-66.731979	1.1455078
-39.952915	-68.888069	1.1552734
-39.950382	-63.648285	1.1650391
-39.950207	-58.357841	1.1748047
-39.949543	-59.4692	1.1845703
-39.948524	-61.638863	1.1943359
-39.94912	-67.312393	1.2041016
-39.947338	-66.63501	1.2138672
-39.946304	-60.541752	1.2236328
-39.945141	-56.889523	1.2333984
-39.943771	-57.504902	1.2431641
-39.943871	-58.222954	1.2529297
-39.94371	-59.861919	1.2626953
-39.9431	-62.903343	1.2724609
-39.940937	-59.86718	1.2822266
-39.940346	-56.186722	1.2919922
-39.940933	-51.124844	1.3017578
-39.938343	-54.672428	1.3115234
-39.937572	-59.631733	1.3212891
-39.935734	-58.790298	1.3310547
-39.936497	-54.586758	1.3408203
-39.935863	-53.220432	1.3505859
-39.934334	-52.349415	1.3603516
-39.934101	-53.36314	1.3701172
-39.932961	-51.534973	1.3798828
-39.932625	-55.461048	1.3896484
-39.931496	-54.107983	1.3994141
-39.93082	-52.731571	1.4091797
-39.929897	-47.336864	1.4189453
-39.928692	-46.247383	1.4287109
-39.928753	-52.126286	1.4384766
-39.927185	-51.13295	1.4482422
-39.92598	-50.904842	1.4580078
-39.925194	-49.130367	1.4677734
-39.925056	-47.300316	1.4775391
-39.923637	-47.572742	1.4873047
-39.923767	-45.210361	1.4970703
-39.923477	-44.589058	1.5068359
-39.922695	-48.216244	1.5166016
-39.921917	-49.969643	1.5263672
-39.920296	-45.668476	1.5361328
-39.919617	-41.323933	1.5458984
-39.918179	-41.920826	1.5556641
-39.918274	-42.865639	1.5654297
-39.916111	-43.433586	1.5751953
-39.915226	-43.402485	1.5849609
-39.915493	-42.905338	1.5947266
-39.915081	-42.929279	1.6044922
-39.912674	-40.105858	1.6142578
-39.912533	-35.097855	1.6240234
-39.91214	-37.356422	1.6337891
-39.912193	-43.154675	1.6435547
-39.909927	-44.004059	1.6533203
-39.909355	-38.666779	1.6630859
-39.908344	-34.926163	1.6728516
-39.909386	-33.470852	1.6826172
-39.907856	-36.069988	1.6923828
