MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_dimension_typei_4545_r0			Time:	20.019287	s	4/14/2019 4:49:37 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typei_solid_4545_dimension.tst
10.09853	-53.721378	1.7705078
10.098619	-51.801144	1.7802734
10.099974	-49.190632	1.7900391
10.100784	-40.754585	1.7998047
10.101948	-41.880447	1.8095703
10.101141	-41.814442	1.8193359
10.102513	-48.377117	1.8291016
10.103945	-53.733921	1.8388672
10.104595	-44.697399	1.8486328
10.105271	-37.377892	1.8583984
10.106776	-35.893509	1.8681641
10.106522	-37.864029	1.8779297
10.107673	-44.917274	1.8876953
10.10882	-47.636353	1.8974609
10.109218	-46.455616	1.9072266
10.110787	-40.781971	1.9169922
10.110906	-32.823692	1.9267578
10.110652	-31.119211	1.9365234
10.112907	-35.62476	1.9462891
10.114835	-44.637424	1.9560547
10.114419	-46.645599	1.9658203
10.114819	-36.523586	1.9755859
10.115842	-30.94039	1.9853516
10.117572	-26.420122	1.9951172
10.118082	-35.041962	2.0048828
10.118905	-39.8708	2.0146484
10.118549	-40.630959	2.0244141
10.119665	-39.253353	2.0341797
10.121333	-31.041058	2.0439453
10.121119	-22.991941	2.0537109
10.122828	-23.974483	2.0634766
10.12331	-34.177612	2.0732422
10.124112	-41.067177	2.0830078
10.124918	-38.433178	2.0927734
10.125551	-26.833038	2.1025391
10.126581	-23.193485	2.1123047
10.127712	-21.752304	2.1220703
10.127853	-27.734549	2.1318359
10.128892	-34.234169	2.1416016
10.129099	-34.802605	2.1513672
10.130139	-30.000166	2.1611328
10.130723	-19.881001	2.1708984
10.131266	-16.222971	2.1806641
10.132769	-20.948282	2.1904297
10.133968	-30.721176	2.2001953
10.134719	-32.221706	2.2099609
10.136289	-26.852665	2.2197266
10.136023	-18.92461	2.2294922
10.137796	-17.016552	2.2392578
10.138019	-16.28447	2.2490234
10.138923	-21.545021	2.2587891
10.139965	-28.075827	2.2685547
10.140057	-24.424105	2.2783203
10.141955	-19.518555	2.2880859
10.142421	-10.850442	2.2978516
10.142925	-10.351968	2.3076172
10.143502	-18.735838	2.3173828
10.144115	-22.834167	2.3271484
10.14488	-23.677946	2.3369141
10.146313	-17.788582	2.3466797
10.146989	-10.769917	2.3564453
10.1474	-8.7899103	2.3662109
10.148911	-7.2230372	2.3759766
10.149361	-15.675416	2.3857422
10.150036	-21.394672	2.3955078
10.150503	-18.95421	2.4052734
10.151669	-12.8865	2.4150391
10.152837	-4.3914194	2.4248047
10.153953	-4.8447165	2.4345703
10.154239	-9.9495325	2.4443359
10.155228	-14.129463	2.4541016
10.155707	-15.239124	2.4638672
10.157121	-11.507955	2.4736328
10.158687	-4.006104	2.4833984
10.157495	-2.0133166	2.4931641
10.159174	-0.38246921	2.5029297
10.159705	-9.1788397	2.5126953
10.159771	-15.605	2.5224609
10.162054	-12.209526	2.5322266
10.163655	-3.3508279	2.5419922
10.163939	3.2262104	2.5517578
10.164043	1.7986467	2.5615234
10.16472	-5.1916704	2.5712891
10.16555	-7.7993007	2.5810547
10.166256	-10.848495	2.5908203
10.167135	-5.8242445	2.6005859
10.167638	3.4639096	2.6103516
10.168833	6.6611028	2.6201172
10.169463	5.0373082	2.6298828
10.170611	-6.1776295	2.6396484
10.171506	-8.6021929	2.6494141
10.172574	-2.3479145	2.6591797
10.173118	4.8798118	2.6689453
10.173195	11.828547	2.6787109
10.175216	6.7677674	2.6884766
10.175679	1.119819	2.6982422
10.176524	-3.3518531	2.7080078
10.17657	-4.1156583	2.7177734
10.177656	5.7112575	2.7275391
10.17802	14.033027	2.7373047
10.179627	14.743722	2.7470703
10.179548	6.459548	2.7568359
10.180623	-0.89851868	2.7666016
10.182573	-1.4585431	2.7763672
10.183135	9.017663	2.7861328
10.182835	15.206801	2.7958984
10.184155	17.527046	2.8056641
10.18521	14.621078	2.8154297
10.186523	6.4707336	2.8251953
10.187077	1.4584768	2.8349609
10.186725	5.3860531	2.8447266
10.188299	15.489709	2.8544922
10.188672	23.150091	2.8642578
10.190562	19.817028	2.8740234
10.191097	11.846007	2.8837891
10.191702	5.6082797	2.8935547
10.19255	7.6258507	2.9033203
10.192726	17.206673	2.9130859
10.194819	19.32597	2.9228516
10.194839	24.054893	2.9326172
10.196041	20.843414	2.9423828
10.196112	11.595663	2.9521484
10.19759	11.310198	2.9619141
10.198138	14.260629	2.9716797
10.198329	25.143433	2.9814453
10.20025	29.972649	2.9912109
10.201177	24.054874	3.0009766
10.201468	19.422852	3.0107422
10.202067	14.910177	3.0205078
10.203358	18.698496	3.0302734
10.203829	22.843353	3.0400391
10.204154	27.973227	3.0498047
10.205	30.279247	3.0595703
10.206747	27.101337	3.0693359
10.206944	18.958199	3.0791016
10.207679	17.980587	3.0888672
10.209024	23.807802	3.0986328
10.208947	32.799274	3.1083984
10.210029	33.35033	3.1181641
10.210394	32.803215	3.1279297
10.212782	26.503046	3.1376953
10.212381	22.152563	3.1474609
10.213433	25.935286	3.1572266
10.214604	28.893276	3.1669922
10.215508	37.266903	3.1767578
10.216302	39.97121	3.1865234
10.217061	31.815838	3.1962891
10.216644	23.322435	3.2060547
10.21975	25.141325	3.2158203
10.220057	32.270065	3.2255859
10.221638	41.627895	3.2353516
10.221407	42.06686	3.2451172
10.221906	37.308281	3.2548828
10.222903	32.065506	3.2646484
10.222344	27.684692	3.2744141
10.22381	30.304558	3.2841797
10.224738	40.124283	3.2939453
10.225266	46.53339	3.3037109
10.225849	47.151917	3.3134766
10.227242	35.042946	3.3232422
10.228747	29.239157	3.3330078
10.228862	32.48975	3.3427734
10.22913	42.896309	3.3525391
10.230662	50.727085	3.3623047
10.231307	48.195141	3.3720703
10.23267	43.17836	3.3818359
10.233692	37.302124	3.3916016
10.234074	34.473698	3.4013672
10.235003	43.162796	3.4111328
10.235261	50.71492	3.4208984
10.2377	55.367031	3.4306641
10.237639	49.674591	3.4404297
10.237749	37.306026	3.4501953
10.238091	36.792156	3.4599609
10.239598	44.994789	3.4697266
10.239449	50.226707	3.4794922
10.240879	54.772617	3.4892578
10.242679	53.957863	3.4990234
10.243363	48.629021	3.5087891
10.244011	42.192619	3.5185547
10.244768	43.402439	3.5283203
10.245387	51.47477	3.5380859
10.244745	58.341114	3.5478516
10.24734	60.184639	3.5576172
10.248448	52.447723	3.5673828
10.248831	46.062984	3.5771484
10.250448	47.128048	3.5869141
10.249485	52.454754	3.5966797
10.250999	56.178635	3.6064453
10.251228	63.450256	3.6162109
10.252918	60.079067	3.6259766
10.252957	54.188751	3.6357422
10.253151	48.945427	3.6455078
10.254436	48.4743	3.6552734
10.256189	60.094418	3.6650391
10.256638	66.507874	3.6748047
10.258236	64.312019	3.6845703
10.258628	60.93462	3.6943359
10.25913	53.458286	3.7041016
10.260071	55.233303	3.7138672
10.260815	58.229481	3.7236328
10.262338	63.114277	3.7333984
10.262815	71.396996	3.7431641
10.262885	67.23481	3.7529297
10.263741	61.596062	3.7626953
10.264462	56.358387	3.7724609
10.26641	58.066658	3.7822266
10.265874	68.063492	3.7919922
10.266477	71.65313	3.8017578
10.268414	74.295883	3.8115234
10.268935	66.878792	3.8212891
10.269628	61.86084	3.8310547
10.271014	61.156837	3.8408203
10.270607	65.532722	3.8505859
10.272089	74.597778	3.8603516
10.273456	79.703873	3.8701172
10.27333	73.362511	3.8798828
10.274463	64.965492	3.8896484
10.276122	61.978493	3.8994141
10.276526	68.221855	3.9091797
10.276195	78.092369	3.9189453
10.277854	82.144035	3.9287109
10.278811	79.530067	3.9384766
10.28019	73.079979	3.9482422
10.279746	68.043556	3.9580078
10.28068	69.351982	3.9677734
10.281875	75.77211	3.9775391
10.281588	86.209061	3.9873047
10.283575	87.640877	3.9970703
10.28383	78.657722	4.0068359
10.285676	70.791069	4.0166016
10.286501	70.831741	4.0263672
10.285717	78.570374	4.0361328
10.287763	86.241608	4.0458984
10.288329	87.833702	4.0556641
10.289698	85.403008	4.0654297
10.290786	78.786064	4.0751953
10.291717	72.475166	4.0849609
10.292425	80.247116	4.0947266
10.291375	87.492981	4.1044922
10.293162	93.973328	4.1142578
10.294456	90.328636	4.1240234
10.296021	82.148132	4.1337891
10.295739	77.09333	4.1435547
10.295425	80.102486	4.1533203
10.29673	86.725449	4.1630859
10.298122	92.179596	4.1728516
10.29849	94.621994	4.1826172
10.300213	93.135178	4.1923828
10.300712	85.560936	4.2021484
10.301714	81.014137	4.2119141
10.30244	87.140831	4.2216797
10.303061	94.600929	4.2314453
10.303261	101.32626	4.2412109
10.304522	93.853401	4.2509766
10.305669	90.100899	4.2607422
10.306341	88.191444	4.2705078
10.306794	88.746857	4.2802734
10.308017	94.171135	4.2900391
10.308983	101.29332	4.2998047
10.310671	101.76236	4.3095703
10.309266	99.533379	4.3193359
10.310893	92.024178	4.3291016
10.311776	86.628685	4.3388672
10.313188	95.794914	4.3486328
10.313182	103.70342	4.3583984
10.314953	105.47336	4.3681641
10.315343	104.91369	4.3779297
10.316381	95.951378	4.3876953
10.317102	94.234482	4.3974609
10.317595	94.723434	4.4072266
10.319486	101.24408	4.4169922
10.319937	110.44447	4.4267578
10.320574	111.4027	4.4365234
10.320076	104.72286	4.4462891
10.322086	94.937233	4.4560547
10.322213	96.41497	4.4658203
10.322794	104.64776	4.4755859
10.32376	110.62182	4.4853516
10.324602	115.36778	4.4951172
10.32617	109.64791	4.5048828
10.326284	102.20353	4.5146484
10.328279	100.50663	4.5244141
10.327489	102.09619	4.5341797
10.327868	112.56498	4.5439453
10.330039	120.42152	4.5537109
10.331228	115.35503	4.5634766
10.331551	108.16032	4.5732422
10.332256	101.10933	4.5830078
10.3328	105.00383	4.5927734
10.333902	115.87366	4.6025391
10.334609	120.90152	4.6123047
10.335585	120.66018	4.6220703
10.336494	114.73975	4.6318359
10.336496	107.3074	4.6416016
10.337019	104.89542	4.6513672
10.338785	112.07534	4.6611328
10.33933	121.99792	4.6708984
10.340846	128.63893	4.6806641
10.341162	122.22989	4.6904297
10.341098	112.21275	4.7001953
10.344308	110.18185	4.7099609
10.342959	114.97189	4.7197266
10.344866	124.06905	4.7294922
10.34559	127.39225	4.7392578
10.346826	127.8117	4.7490234
10.346616	121.1111	4.7587891
10.347199	111.98888	4.7685547
10.348251	114.95179	4.7783203
10.349453	122.40232	4.7880859
10.350725	134.19249	4.7978516
10.352132	132.93265	4.8076172
10.351868	123.0299	4.8173828
10.352459	119.79523	4.8271484
10.353738	119.26115	4.8369141
10.354121	123.99311	4.8466797
10.355592	130.245	4.8564453
10.356307	133.4388	4.8662109
10.356277	135.21399	4.8759766
10.357531	127.26931	4.8857422
10.357863	123.38113	4.8955078
10.359365	122.85932	4.9052734
10.359636	131.30052	4.9150391
10.360671	139.56787	4.9248047
10.361781	137.55159	4.9345703
10.362528	131.28979	4.9443359
10.362091	127.95477	4.9541016
10.363453	125.41425	4.9638672
10.365637	131.7478	4.9736328
10.364526	138.7773	4.9833984
10.366321	142.43687	4.9931641
10.367491	142.69376	5.0029297
10.368093	132.07011	5.0126953
10.368403	127.49322	5.0224609
10.370269	131.24315	5.0322266
10.370864	140.04898	5.0419922
10.370986	146.98143	5.0517578
10.371835	146.47067	5.0615234
10.372185	138.74255	5.0712891
10.373713	135.97295	5.0810547
10.374558	132.55263	5.0908203
10.375602	138.21286	5.1005859
10.375559	145.89893	5.1103516
10.377059	152.50203	5.1201172
10.37817	147.86591	5.1298828
10.378672	136.58501	5.1396484
10.377954	133.73599	5.1494141
10.381058	139.24774	5.1591797
10.38139	147.97166	5.1689453
10.381964	156.62344	5.1787109
10.382832	151.47913	5.1884766
10.383965	145.61119	5.1982422
10.38422	141.09598	5.2080078
10.384861	137.75603	5.2177734
10.385618	150.31543	5.2275391
10.387049	157.04704	5.2373047
10.387229	159.5274	5.2470703
10.388246	151.14307	5.2568359
10.390171	142.39406	5.2666016
10.389672	142.74785	5.2763672
10.391165	150.1378	5.2861328
10.391672	157.18007	5.2958984
10.392894	161.26007	5.3056641
10.392976	157.0388	5.3154297
10.394019	150.67107	5.3251953
10.394145	145.75038	5.3349609
10.39593	149.68777	5.3447266
10.396068	160.03134	5.3544922
10.397098	164.85516	5.3642578
10.398725	164.2379	5.3740234
10.399334	155.64302	5.3837891
10.399814	149.3121	5.3935547
10.400695	152.99434	5.4033203
10.401127	158.93024	5.4130859
10.402176	165.118	5.4228516
10.402735	168.06709	5.4326172
10.403431	163.647	5.4423828
10.404756	157.08232	5.4521484
10.406029	153.74867	5.4619141
10.40667	157.05849	5.4716797
10.406483	168.41019	5.4814453
10.408319	172.16614	5.4912109
10.40924	166.80199	5.5009766
10.40958	162.4577	5.5107422
10.409634	157.27713	5.5205078
10.411146	160.58282	5.5302734
10.411936	165.65338	5.5400391
10.412303	171.27431	5.5498047
10.413449	174.31371	5.5595703
10.414229	171.37924	5.5693359
10.415425	163.46767	5.5791016
10.41718	159.81047	5.5888672
10.417599	165.48122	5.5986328
10.417344	178.10574	5.6083984
10.418423	178.37894	5.6181641
10.418404	175.93909	5.6279297
10.420324	168.27661	5.6376953
10.421789	166.09293	5.6474609
10.420722	168.59302	5.6572266
10.421993	173.4668	5.6669922
10.423339	180.26529	5.6767578
10.424692	185.3573	5.6865234
10.425919	175.50322	5.6962891
10.425911	166.86926	5.7060547
10.426354	168.44914	5.7158203
10.427126	173.71304	5.7255859
10.428432	183.22775	5.7353516
10.428224	186.81462	5.7451172
10.43024	181.12532	5.7548828
10.430528	175.49495	5.7646484
10.432099	169.90967	5.7744141
10.433103	174.05504	5.7841797
10.433734	182.40326	5.7939453
10.433835	192.26523	5.8037109
10.434081	190.40904	5.8134766
10.436087	180.09521	5.8232422
10.436353	173.94841	5.8330078
10.436995	175.77649	5.8427734
10.437881	185.67891	5.8525391
10.438971	194.05078	5.8623047
10.439511	191.70192	5.8720703
10.440212	190.51831	5.8818359
10.441026	179.9711	5.8916016
10.442244	176.70142	5.9013672
10.443855	185.57304	5.9111328
10.443971	194.64529	5.9208984
10.444679	199.66742	5.9306641
10.445655	194.84695	5.9404297
10.44628	182.29883	5.9501953
10.446933	182.67236	5.9599609
10.447622	186.10025	5.9697266
10.447908	194.77686	5.9794922
10.448524	200.22659	5.9892578
10.449881	199.28447	5.9990234
10.451292	195.24646	6.0087891
10.451093	186.23911	6.0185547
10.453155	187.5137	6.0283203
10.453224	195.0352	6.0380859
10.454768	203.49619	6.0478516
10.456256	206.04196	6.0576172
10.456182	196.84009	6.0673828
10.456396	190.08905	6.0771484
10.457341	190.68188	6.0869141
10.458191	195.00955	6.0966797
10.45918	200.41139	6.1064453
10.459479	208.00792	6.1162109
10.460773	206.04857	6.1259766
10.461442	201.27634	6.1357422
10.462175	195.14587	6.1455078
10.463737	193.69237	6.1552734
10.463361	205.72124	6.1650391
10.464349	209.70424	6.1748047
10.465569	209.42963	6.1845703
10.465939	205.81543	6.1943359
10.467329	198.9086	6.2041016
10.467605	197.88623	6.2138672
10.469043	201.22023	6.2236328
10.469571	209.51851	6.2333984
10.4701	217.44907	6.2431641
10.471707	214.77641	6.2529297
10.471706	207.13748	6.2626953
10.473545	198.56374	6.2724609
10.474053	203.68942	6.2822266
10.475128	214.44696	6.2919922
10.475369	217.85509	6.3017578
10.475841	219.75752	6.3115234
10.475974	211.80556	6.3212891
10.477932	204.67488	6.3310547
10.478557	204.89009	6.3408203
10.479742	209.92282	6.3505859
10.480454	220.09656	6.3603516
10.480884	226.64879	6.3701172
10.481273	219.85463	6.3798828
10.483324	211.43349	6.3896484
10.483118	206.45433	6.3994141
10.484016	212.09731	6.4091797
10.484848	221.84286	6.4189453
10.486602	226.8701	6.4287109
10.487784	225.65109	6.4384766
10.487687	219.15553	6.4482422
10.48904	210.37057	6.4580078
10.489776	211.0112	6.4677734
10.489754	220.15503	6.4775391
10.491652	231.51791	6.4873047
10.491732	232.69763	6.4970703
10.492066	222.11928	6.5068359
10.493958	216.29437	6.5166016
10.494495	215.58009	6.5263672
10.495284	223.28485	6.5361328
10.495217	233.12057	6.5458984
10.496779	233.47417	6.5556641
10.497867	231.51385	6.5654297
10.499674	223.49286	6.5751953
10.498642	215.0663	6.5849609
10.499891	222.32364	6.5947266
10.500077	228.88466	6.6044922
10.502699	239.461	6.6142578
10.503313	236.7162	6.6240234
10.503576	225.5903	6.6337891
10.503498	221.54507	6.6435547
10.504794	224.2196	6.6533203
10.506025	230.85712	6.6630859
10.505919	236.95706	6.6728516
10.507916	238.31567	6.6826172
10.508512	238.47862	6.6923828
10.509375	228.41068	6.7021484
10.509424	225.43111	6.7119141
10.510522	231.03703	6.7216797
10.511724	240.04449	6.7314453
10.511539	246.77596	6.7412109
10.512893	241.25981	6.7509766
10.513514	233.6804	6.7607422
10.51367	233.0687	6.7705078
10.515296	231.88177	6.7802734
10.51704	238.46022	6.7900391
10.517414	246.26334	6.7998047
10.516734	247.13159	6.8095703
10.51838	244.90309	6.8193359
10.519279	235.88376	6.8291016
10.520436	232.88811	6.8388672
10.521123	239.50575	6.8486328
10.521324	248.36261	6.8583984
10.522375	251.20166	6.8681641
10.523819	249.23438	6.8779297
10.523971	242.08313	6.8876953
10.525016	238.69759	6.8974609
10.526611	238.39455	6.9072266
10.526197	247.6425	6.9169922
10.527633	253.3586	6.9267578
10.528633	256.04956	6.9365234
10.528869	249.34689	6.9462891
10.529944	240.23035	6.9560547
10.53036	241.46045	6.9658203
10.530494	248.92924	6.9755859
10.532167	254.66943	6.9853516
10.533795	260.48953	6.9951172
10.534266	254.99738	7.0048828
10.535018	247.43831	7.0146484
10.53635	244.61864	7.0244141
10.536718	246.25398	7.0341797
10.53774	256.01819	7.0439453
10.53826	264.50735	7.0537109
10.538293	263.06601	7.0634766
10.540042	253.77496	7.0732422
10.539929	243.45007	7.0830078
10.541766	249.17673	7.0927734
10.54127	257.89056	7.1025391
10.542336	265.25937	7.1123047
10.543658	267.48749	7.1220703
10.545035	260.75342	7.1318359
10.545199	253.74084	7.1416016
10.54601	250.00885	7.1513672
10.547026	257.33566	7.1611328
10.54817	267.79523	7.1708984
10.547879	272.31604	7.1806641
10.54947	266.92682	7.1904297
10.550955	258.39432	7.2001953
10.552687	253.72368	7.2099609
10.55231	260.75845	7.2197266
10.552558	267.81036	7.2294922
10.554552	271.23465	7.2392578
10.555321	271.70139	7.2490234
10.556278	265.68549	7.2587891
10.556343	257.03632	7.2685547
10.557224	260.65393	7.2783203
10.558244	265.22879	7.2880859
10.557981	277.7366	7.2978516
10.558634	276.84116	7.3076172
10.560341	269.88525	7.3173828
10.561032	264.88235	7.3271484
10.561225	262.69849	7.3369141
10.561996	268.47058	7.3466797
10.563659	274.23679	7.3564453
10.56356	277.97864	7.3662109
10.564831	280.0737	7.3759766
10.566257	271.69354	7.3857422
10.567268	266.73126	7.3955078
10.566836	267.31473	7.4052734
10.568193	273.84216	7.4150391
10.569051	284.01154	7.4248047
10.570234	283.53217	7.4345703
10.571004	277.97583	7.4443359
10.571676	273.56644	7.4541016
10.572376	269.58514	7.4638672
10.573196	276.00577	7.4736328
10.574316	282.35684	7.4833984
10.572964	287.28513	7.4931641
10.574316	287.72653	7.5029297
10.577103	278.03485	7.5126953
10.578055	271.01938	7.5224609
10.577568	275.60593	7.5322266
10.580448	283.92374	7.5419922
10.57819	290.116	7.5517578
10.579863	292.45535	7.5615234
10.582012	283.91809	7.5712891
10.582264	278.27808	7.5810547
10.583566	275.17783	7.5908203
10.583219	282.34903	7.6005859
10.58459	291.14218	7.6103516
10.586435	296.31708	7.6201172
10.586709	293.91959	7.6298828
10.587621	280.40521	7.6396484
10.586953	276.77234	7.6494141
10.58898	284.91608	7.6591797
10.589406	291.91544	7.6689453
10.590622	300.15811	7.6787109
10.591125	296.85117	7.6884766
10.59152	290.50375	7.6982422
10.593657	283.37076	7.7080078
10.593888	281.73676	7.7177734
10.593625	292.44016	7.7275391
10.594613	301.67371	7.7373047
10.595081	303.21301	7.7470703
10.597067	295.44766	7.7568359
10.596926	284.73203	7.7666016
10.599037	287.06775	7.7763672
10.598934	292.86624	7.7861328
10.600059	301.09424	7.7958984
10.601307	305.61829	7.8056641
10.601188	302.71832	7.8154297
10.602425	296.1192	7.8251953
10.603103	289.76703	7.8349609
10.604386	291.79401	7.8447266
10.604445	303.43723	7.8544922
10.605552	309.81461	7.8642578
10.606889	306.27097	7.8740234
10.608013	300.16187	7.8837891
10.608707	292.60706	7.8935547
10.609567	297.11166	7.9033203
10.609512	302.41257	7.9130859
10.610343	308.22769	7.9228516
10.610852	311.74982	7.9326172
10.611308	308.5195	7.9423828
10.612938	300.51379	7.9521484
10.613356	297.23029	7.9619141
10.614681	300.20746	7.9716797
10.61609	313.35794	7.9814453
10.616574	317.12085	7.9912109
10.616845	312.45813	8.0009766
10.618071	305.94626	8.0107422
10.618618	300.8356	8.0205078
10.619637	304.73639	8.0302734
10.61997	308.80667	8.0400391
10.621094	314.75653	8.0498047
10.622289	321.56644	8.0595703
10.623137	313.33234	8.0693359
10.622896	306.16187	8.0791016
10.623879	303.17294	8.0888672
10.625249	309.63052	8.0986328
10.625892	320.20432	8.1083984
10.626868	321.7868	8.1181641
10.62882	320.29007	8.1279297
10.628376	313.16418	8.1376953
10.629227	307.55066	8.1474609
10.629846	311.10071	8.1572266
