MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_uprint_typeiv_090_r0			Time:	20.026855	s	4/14/2019 1:02:36 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_090_uprint.tst
Displacement	Force	Running Time
mm	N	s
-40.038502	-101.40814	0.031738281
-40.040512	-98.534843	0.041503906
-40.040493	-94.038551	0.051269531
-40.04076	-93.55835	0.061035156
-40.040646	-99.193832	0.070800781
-40.039806	-100.31049	0.080566406
-40.040016	-99.674614	0.090332031
-40.039375	-101.86697	0.10009766
-40.038673	-96.014549	0.10986328
-40.037666	-94.941902	0.11962891
-40.03603	-91.40596	0.12939453
-40.035725	-92.260201	0.13916016
-40.035084	-98.938889	0.14892578
-40.033298	-96.030899	0.15869141
-40.032223	-93.760078	0.16845703
-40.032696	-91.168701	0.17822266
-40.031872	-89.334259	0.18798828
-40.03146	-93.501907	0.19775391
-40.029636	-91.689484	0.20751953
-40.028248	-92.076668	0.21728516
-40.026524	-92.170433	0.22705078
-40.026279	-90.598679	0.23681641
-40.026112	-87.842857	0.24658203
-40.025063	-84.136581	0.25634766
-40.025566	-88.236458	0.26611328
-40.023735	-89.058807	0.27587891
-40.022221	-88.345352	0.28564453
-40.022427	-86.215546	0.29541016
-40.020741	-85.764641	0.30517578
-40.021294	-85.215492	0.31494141
-40.020512	-86.354225	0.32470703
-40.018574	-83.085365	0.33447266
-40.017178	-85.69558	0.34423828
-40.017429	-86.649582	0.35400391
-40.01759	-83.500427	0.36376953
-40.017746	-79.354301	0.37353516
-40.014854	-79.391235	0.38330078
-40.015289	-81.362762	0.39306641
-40.01273	-84.964508	0.40283203
-40.012062	-80.685364	0.41259766
-40.011566	-80.819931	0.42236328
-40.011036	-79.95295	0.43212891
-40.009872	-75.538101	0.44189453
-40.009659	-77.68911	0.45166016
-40.008167	-77.42601	0.46142578
-40.007038	-80.304146	0.47119141
-40.006653	-81.939919	0.48095703
-40.006691	-75.884056	0.49072266
-40.005444	-71.956566	0.50048828
-40.003567	-71.374886	0.51025391
-40.003368	-77.292198	0.52001953
-40.002159	-78.227974	0.52978516
-40.002094	-76.146149	0.53955078
-40.000793	-75.712883	0.54931641
-39.999962	-70.466362	0.55908203
-39.999878	-68.959038	0.56884766
-39.998734	-70.44017	0.57861328
-39.997292	-73.476364	0.58837891
-39.996864	-77.029297	0.59814453
-39.996082	-73.243355	0.60791016
-39.996792	-66.13826	0.61767578
-39.993877	-66.636131	0.62744141
-39.994343	-67.991875	0.63720703
-39.993748	-72.123184	0.64697266
-39.992722	-71.845169	0.65673828
-39.991066	-68.687981	0.66650391
-39.990654	-67.229362	0.67626953
-39.989464	-63.829655	0.68603516
-39.989258	-62.45908	0.69580078
-39.987026	-65.292419	0.70556641
-39.987743	-70.37793	0.71533203
-39.986736	-66.841682	0.72509766
-39.985134	-63.615314	0.73486328
-39.984287	-59.649128	0.74462891
-39.984455	-62.000542	0.75439453
-39.982826	-63.259624	0.76416016
-39.982395	-64.489052	0.77392578
-39.981918	-64.889343	0.78369141
-39.981205	-61.09663	0.79345703
-39.979492	-61.26815	0.80322266
-39.980213	-58.826694	0.81298828
-39.978176	-56.087181	0.82275391
-39.978672	-63.404598	0.83251953
-39.976879	-59.920547	0.84228516
-39.976555	-60.998459	0.85205078
-39.975243	-55.738701	0.86181641
-39.973988	-53.942211	0.87158203
-39.973087	-56.471905	0.88134766
-39.973721	-56.66069	0.89111328
-39.971916	-55.532047	0.90087891
-39.971016	-56.61549	0.91064453
-39.970642	-56.127686	0.92041016
-39.969368	-54.903561	0.93017578
-39.968937	-49.617138	0.93994141
-39.967922	-51.385979	0.94970703
-39.966835	-53.644234	0.95947266
-39.965797	-55.358421	0.96923828
-39.966221	-53.391731	0.97900391
-39.964218	-51.155407	0.98876953
-39.964134	-49.001583	0.99853516
-39.962997	-47.693409	1.0083008
-39.961918	-48.932667	1.0180664
-39.961082	-49.983509	1.027832
-39.959267	-53.543179	1.0375977
-39.960079	-51.503063	1.0473633
-39.958282	-47.301849	1.0571289
-39.957748	-44.601818	1.0668945
-39.957401	-44.467381	1.0766602
-39.956978	-49.532555	1.0864258
-39.955997	-47.986252	1.0961914
-39.955345	-46.556023	1.105957
-39.954216	-46.429691	1.1157227
-39.952221	-42.342072	1.1254883
-39.952572	-41.562668	1.1352539
-39.950752	-42.802082	1.1450195
-39.951149	-45.668369	1.1547852
-39.949947	-49.460854	1.1645508
-39.949333	-42.607216	1.1743164
-39.948681	-39.4529	1.184082
-39.94717	-37.204891	1.1938477
-39.947308	-40.596512	1.2036133
-39.94569	-44.351452	1.2133789
-39.944771	-41.129036	1.2231445
-39.943512	-41.717422	1.2329102
-39.944397	-37.759167	1.2426758
-39.942822	-35.269352	1.2524414
-39.942165	-36.063049	1.262207
-39.940826	-36.439747	1.2719727
-39.939426	-42.552273	1.2817383
-39.939053	-38.714149	1.2915039
-39.938751	-33.106884	1.3012695
-39.937485	-31.311132	1.3110352
-39.936829	-33.181721	1.3208008
-39.935623	-37.153481	1.3305664
-39.933659	-36.814053	1.340332
-39.934826	-35.270744	1.3500977
-39.933739	-32.843723	1.3598633
-39.932674	-31.205616	1.3696289
-39.931511	-29.214239	1.3793945
-39.930878	-30.392389	1.3891602
-39.931328	-32.528999	1.3989258
-39.929371	-33.281445	1.4086914
-39.929283	-31.595613	1.418457
-39.927876	-28.05735	1.4282227
-39.927689	-26.683994	1.4379883
-39.925781	-29.08075	1.4477539
-39.925098	-28.353172	1.4575195
-39.924496	-30.202105	1.4672852
-39.923157	-27.198811	1.4770508
-39.923149	-28.060427	1.4868164
-39.922546	-25.289387	1.496582
-39.921425	-22.541473	1.5063477
-39.920773	-26.257168	1.5161133
-39.919498	-25.273861	1.5258789
-39.919422	-27.811333	1.5356445
-39.917763	-26.435566	1.5454102
-39.918068	-20.497492	1.5551758
-39.916721	-23.578678	1.5649414
-39.915173	-19.364889	1.574707
-39.916008	-21.899111	1.5844727
-39.914539	-22.461912	1.5942383
-39.913853	-25.197954	1.6040039
-39.912785	-21.609201	1.6137695
-39.911724	-16.477573	1.6235352
-39.91143	-15.575379	1.6333008
-39.909794	-19.231112	1.6430664
-39.908569	-21.526432	1.652832
-39.908764	-21.098404	1.6625977
-39.90781	-18.396744	1.6723633
-39.906235	-16.84498	1.6821289
-39.907352	-12.395047	1.6918945
-39.905594	-13.998357	1.7016602
