MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_dimension_typeiv_090_r0			Time:	20.017578	s	4/14/2019 1:49:42 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_090_dimension.tst
-39.902031	55.189869	1.7412109
-39.900135	53.899998	1.7509766
-39.900063	55.489418	1.7607422
-39.899139	60.297844	1.7705078
-39.897926	60.48064	1.7802734
-39.8979	60.549068	1.7900391
-39.897373	60.109516	1.7998047
-39.896759	59.00285	1.8095703
-39.894981	59.713287	1.8193359
-39.89476	59.046005	1.8291016
-39.893738	62.070992	1.8388672
-39.892387	66.459	1.8486328
-39.892536	65.167854	1.8583984
-39.889889	64.349838	1.8681641
-39.89027	60.63203	1.8779297
-39.889126	62.11068	1.8876953
-39.888935	65.99044	1.8974609
-39.887421	65.477013	1.9072266
-39.887043	70.367203	1.9169922
-39.885715	70.439804	1.9267578
-39.885033	67.291626	1.9365234
-39.884331	65.362343	1.9462891
-39.883461	62.653393	1.9560547
-39.883068	70.796127	1.9658203
-39.881607	74.323479	1.9755859
-39.881691	72.247818	1.9853516
-39.880711	67.381508	1.9951172
-39.880367	67.144447	2.0048828
-39.878567	69.156181	2.0146484
-39.8778	71.589272	2.0244141
-39.878265	75.56781	2.0341797
-39.877056	76.574104	2.0439453
-39.875931	74.95755	2.0537109
-39.875713	72.069885	2.0634766
-39.874752	69.910187	2.0732422
-39.872528	73.890823	2.0830078
-39.872955	80.962181	2.0927734
-39.870934	81.232826	2.1025391
-39.870815	76.319206	2.1123047
-39.869461	75.846199	2.1220703
-39.869133	75.22036	2.1318359
-39.868229	76.897415	2.1416016
-39.867775	82.132729	2.1513672
-39.867699	81.531509	2.1611328
-39.865505	83.106476	2.1708984
-39.865501	78.561195	2.1806641
-39.86451	74.476265	2.1904297
-39.86314	78.78994	2.2001953
-39.862816	82.722031	2.2099609
-39.862846	86.718552	2.2197266
-39.861446	84.548203	2.2294922
-39.860012	80.200607	2.2392578
-39.859146	81.254028	2.2490234
-39.858215	82.03846	2.2587891
-39.857079	85.602478	2.2685547
-39.856155	86.565842	2.2783203
-39.856018	87.568169	2.2880859
-39.85577	89.665405	2.2978516
-39.854641	82.873482	2.3076172
-39.852962	84.481407	2.3173828
-39.853065	85.609856	2.3271484
-39.853016	90.84304	2.3369141
-39.853123	92.495415	2.3466797
-39.850082	89.714645	2.3564453
-39.848877	88.360306	2.3662109
-39.848751	90.233025	2.3759766
-39.848076	89.193253	2.3857422
-39.847282	89.631561	2.3955078
-39.846611	93.101578	2.4052734
-39.845875	94.070824	2.4150391
-39.844059	94.048264	2.4248047
-39.844601	91.429253	2.4345703
-39.843468	89.885872	2.4443359
-39.842331	94.316948	2.4541016
-39.84145	94.020653	2.4638672
-39.840759	95.184273	2.4736328
-39.839523	97.32753	2.4833984
-39.838764	96.548042	2.4931641
-39.838421	95.885452	2.5029297
-39.838551	94.415642	2.5126953
-39.837101	96.320282	2.5224609
-39.835201	99.90715	2.5322266
-39.835506	101.52212	2.5419922
-39.833855	100.56304	2.5517578
-39.832924	96.632797	2.5615234
-39.833092	98.16452	2.5712891
-39.831608	100.88483	2.5810547
-39.83073	100.30243	2.5908203
-39.829979	105.48329	2.6005859
-39.829266	105.43211	2.6103516
-39.827934	103.66348	2.6201172
-39.827229	100.44444	2.6298828
-39.826221	98.864616	2.6396484
-39.826736	106.03249	2.6494141
-39.82497	109.92998	2.6591797
-39.824413	109.4306	2.6689453
-39.823524	105.89616	2.6787109
-39.823059	103.08183	2.6884766
-39.822155	105.63907	2.6982422
-39.819454	104.95155	2.7080078
-39.819416	110.46858	2.7177734
-39.819618	110.94329	2.7275391
-39.820019	110.59957	2.7373047
-39.817753	106.82485	2.7470703
-39.81609	105.47803	2.7568359
-39.817039	108.47614	2.7666016
-39.814758	114.91212	2.7763672
-39.814087	116.87935	2.7861328
-39.813274	114.15443	2.7958984
-39.812885	110.72967	2.8056641
-39.81234	109.34528	2.8154297
-39.812042	112.69222	2.8251953
-39.810562	115.09068	2.8349609
-39.809734	117.33662	2.8447266
-39.808514	119.09476	2.8544922
-39.807556	116.4081	2.8642578
-39.807285	111.76334	2.8740234
-39.806435	113.99148	2.8837891
-39.805637	115.87398	2.8935547
-39.804157	121.58181	2.9033203
-39.803699	121.45295	2.9130859
-39.803295	116.94812	2.9228516
-39.802685	118.87792	2.9326172
-39.802326	117.79342	2.9423828
-39.800945	119.7551	2.9521484
-39.80061	120.56328	2.9619141
-39.798782	121.62098	2.9716797
-39.799835	126.44186	2.9814453
-39.797188	120.40263	2.9912109
-39.796566	119.19737	3.0009766
-39.7957	121.506	3.0107422
-39.794189	123.87744	3.0205078
-39.793373	127.10598	3.0302734
-39.793701	124.49154	3.0400391
-39.793304	124.89178	3.0498047
-39.791004	126.41013	3.0595703
-39.790272	123.3374	3.0693359
-39.790123	124.61562	3.0791016
-39.790249	126.43291	3.0888672
-39.789036	130.18893	3.0986328
-39.788067	132.74576	3.1083984
-39.786724	127.04008	3.1181641
-39.786201	125.71319	3.1279297
-39.784641	127.07013	3.1376953
-39.785133	130.3922	3.1474609
-39.784374	131.13393	3.1572266
-39.782227	134.4034	3.1669922
-39.78191	132.94266	3.1767578
-39.782032	131.88104	3.1865234
-39.781071	129.05396	3.1962891
-39.778439	130.11636	3.2060547
-39.778172	135.12967	3.2158203
-39.776909	139.05135	3.2255859
-39.77784	139.40198	3.2353516
-39.776226	132.87395	3.2451172
-39.775284	133.739	3.2548828
-39.774567	135.56514	3.2646484
-39.773964	135.08423	3.2744141
-39.772675	141.31013	3.2841797
-39.7724	140.0062	3.2939453
-39.771049	140.14253	3.3037109
-39.770527	136.04037	3.3134766
-39.769176	134.38672	3.3232422
-39.769215	139.35507	3.3330078
-39.768799	144.73892	3.3427734
-39.767738	145.60255	3.3525391
-39.766926	142.92542	3.3623047
-39.766235	138.9122	3.3720703
-39.765121	141.36711	3.3818359
-39.76244	142.27654	3.3916016
-39.762592	145.82251	3.4013672
-39.762157	148.00313	3.4111328
-39.762249	147.21167	3.4208984
-39.759487	144.35001	3.4306641
-39.759621	141.33859	3.4404297
-39.759205	141.70572	3.4501953
-39.758244	148.51707	3.4599609
-39.756279	150.91818	3.4697266
-39.75737	148.53328	3.4794922
-39.754684	145.4789	3.4892578
-39.754963	143.04712	3.4990234
-39.755318	146.60068	3.5087891
-39.754356	148.8557	3.5185547
-39.753174	148.54652	3.5283203
-39.752163	153.79114	3.5380859
-39.74987	151.9138	3.5478516
-39.75153	147.99625	3.5576172
-39.748577	148.18594	3.5673828
-39.748432	150.63097	3.5771484
-39.747696	154.49117	3.5869141
-39.746376	154.33981	3.5966797
-39.745724	151.42854	3.6064453
-39.745865	153.50835	3.6162109
-39.74477	151.59743	3.6259766
-39.743652	154.21704	3.6357422
-39.742783	152.54031	3.6455078
-39.741982	156.1311	3.6552734
-39.740707	159.90305	3.6650391
-39.740326	156.35085	3.6748047
-39.739876	155.99876	3.6845703
-39.739414	156.37685	3.6943359
-39.737747	157.29141	3.7041016
-39.736706	160.45914	3.7138672
-39.73769	158.62813	3.7236328
-39.735645	162.18312	3.7333984
-39.734436	161.26271	3.7431641
-39.733089	158.52756	3.7529297
-39.733879	159.37772	3.7626953
-39.731796	160.04286	3.7724609
-39.732403	165.13464	3.7822266
-39.730106	167.48659	3.7919922
-39.730862	164.47839	3.8017578
-39.728283	161.38918	3.8115234
-39.728729	160.46063	3.8212891
-39.728363	163.71507	3.8310547
-39.727058	166.27785	3.8408203
-39.725216	168.76437	3.8505859
-39.726555	169.9106	3.8603516
-39.723885	167.99527	3.8701172
-39.72361	162.5085	3.8798828
-39.722992	162.96056	3.8896484
-39.722061	167.51042	3.8994141
-39.71994	172.76949	3.9091797
-39.720707	172.79199	3.9189453
-39.719349	167.55208	3.9287109
-39.719086	167.09332	3.9384766
-39.718296	167.57501	3.9482422
-39.716835	169.27715	3.9580078
-39.716469	174.03072	3.9677734
-39.714848	175.61954	3.9775391
-39.714775	175.22139	3.9873047
-39.713676	170.99321	3.9970703
-39.712341	168.46658	4.0068359
-39.711575	171.67227	4.0166016
-39.711872	176.68317	4.0263672
-39.710526	180.45909	4.0361328
-39.709541	177.16335	4.0458984
-39.709003	172.61694	4.0556641
-39.707817	172.84761	4.0654297
-39.706738	173.0228	4.0751953
-39.706337	176.80817	4.0849609
-39.706039	179.51021	4.0947266
-39.705196	181.78894	4.1044922
-39.704311	181.06642	4.1142578
-39.702766	174.81226	4.1240234
-39.701118	176.0444	4.1337891
-39.701176	181.45035	4.1435547
-39.699886	183.70987	4.1533203
-39.699986	184.49211	4.1630859
-39.699612	180.15955	4.1728516
-39.698418	178.64938	4.1826172
-39.698013	181.68539	4.1923828
-39.696846	181.35368	4.2021484
-39.696655	183.17302	4.2119141
-39.694836	187.89516	4.2216797
-39.694485	187.09357	4.2314453
-39.692501	184.37506	4.2412109
-39.693169	184.21385	4.2509766
-39.691616	181.77396	4.2607422
-39.691517	187.22777	4.2705078
-39.691132	189.09561	4.2802734
-39.690483	188.25691	4.2900391
-39.688286	189.17799	4.2998047
-39.686638	187.13069	4.3095703
-39.686943	189.09978	4.3193359
-39.685753	186.5545	4.3291016
-39.685772	190.35785	4.3388672
-39.684174	193.34941	4.3486328
-39.683521	192.53287	4.3583984
-39.683113	192.92308	4.3681641
-39.682236	187.92958	4.3779297
-39.679882	188.98561	4.3876953
-39.680897	193.9951	4.3974609
-39.680145	193.85342	4.4072266
-39.679012	197.01387	4.4169922
-39.678013	196.15469	4.4267578
-39.678085	193.51289	4.4365234
-39.676777	191.67206	4.4462891
-39.67527	191.06198	4.4560547
-39.674782	196.99976	4.4658203
-39.673851	200.6868	4.4755859
-39.672611	199.17725	4.4853516
-39.673187	196.55394	4.4951172
-39.671741	193.58925	4.5048828
-39.672298	196.41284	4.5146484
-39.669655	199.12691	4.5244141
-39.669353	201.29958	4.5341797
-39.669144	203.71669	4.5439453
-39.667385	202.78957	4.5537109
-39.667206	198.58368	4.5634766
-39.666344	197.99773	4.5732422
-39.664368	199.19516	4.5830078
-39.663803	207.40126	4.5927734
-39.663242	206.69405	4.6025391
-39.661777	202.84538	4.6123047
-39.661541	200.01184	4.6220703
-39.660229	200.91827	4.6318359
-39.659893	201.95433	4.6416016
-39.659557	207.4104	4.6513672
-39.657833	207.82823	4.6611328
-39.657616	209.68399	4.6708984
-39.656101	208.18016	4.6806641
-39.656662	202.71375	4.6904297
-39.654991	204.82864	4.7001953
-39.654682	211.22092	4.7099609
-39.654366	212.84859	4.7197266
-39.653347	212.16772	4.7294922
-39.651516	206.33989	4.7392578
-39.650833	207.86156	4.7490234
-39.650059	207.01498	4.7587891
-39.649323	211.12402	4.7685547
-39.64859	213.08447	4.7783203
-39.648651	213.78635	4.7880859
-39.646294	213.80392	4.7978516
-39.645985	210.15427	4.8076172
-39.646515	210.03026	4.8173828
-39.643402	212.56798	4.8271484
-39.644154	216.06625	4.8369141
-39.643097	217.87401	4.8466797
-39.641567	215.19469	4.8564453
-39.642548	214.36894	4.8662109
-39.64072	214.84518	4.8759766
-39.640488	214.04759	4.8857422
-39.639267	215.82344	4.8955078
-39.638306	220.06975	4.9052734
-39.63736	221.01088	4.9150391
-39.636215	221.37038	4.9248047
-39.636047	218.8069	4.9345703
-39.635571	216.47652	4.9443359
-39.632935	221.04198	4.9541016
-39.632786	221.04391	4.9638672
-39.632133	222.33694	4.9736328
-39.631866	222.61427	4.9833984
-39.63052	222.94791	4.9931641
-39.62928	221.88649	5.0029297
-39.628269	218.91069	5.0126953
-39.627354	222.98955	5.0224609
-39.62743	225.99911	5.0322266
-39.626793	228.24228	5.0419922
-39.626228	228.17473	5.0517578
-39.62455	223.04237	5.0615234
-39.62381	222.78209	5.0712891
-39.622688	225.89507	5.0810547
-39.623283	226.90746	5.0908203
-39.620228	231.54858	5.1005859
-39.621513	229.31874	5.1103516
-39.619728	227.52083	5.1201172
-39.618263	225.10988	5.1298828
-39.618988	223.7218	5.1396484
-39.618023	229.45126	5.1494141
-39.616482	236.41167	5.1591797
-39.616184	235.1109	5.1689453
-39.614662	231.14973	5.1787109
-39.615269	229.33357	5.1884766
-39.612785	228.48055	5.1982422
-39.612892	232.27414	5.2080078
-39.611935	235.61702	5.2177734
-39.610706	237.5522	5.2275391
-39.61026	234.39844	5.2373047
-39.609947	232.42787	5.2470703
-39.609467	228.05574	5.2568359
-39.607048	231.84935	5.2666016
-39.606098	238.95047	5.2763672
-39.606171	240.92337	5.2861328
-39.605076	237.4597	5.2958984
-39.604546	235.63275	5.3056641
-39.60437	235.29573	5.3154297
-39.603024	235.70412	5.3251953
-39.602188	239.9895	5.3349609
-39.600796	241.52248	5.3447266
-39.600941	244.08083	5.3544922
-39.598717	240.91844	5.3642578
-39.598148	237.52118	5.3740234
-39.598049	238.62634	5.3837891
-39.597218	241.19942	5.3935547
-39.596985	246.73378	5.4033203
-39.59594	245.67505	5.4130859
-39.594643	242.66484	5.4228516
-39.59478	241.76979	5.4326172
-39.59309	241.66711	5.4423828
-39.592903	242.72339	5.4521484
-39.59219	244.8035	5.4619141
-39.591278	248.22307	5.4716797
-39.590256	250.3905	5.4814453
-39.588993	244.8528	5.4912109
-39.588814	244.02312	5.5009766
-39.586643	245.6823	5.5107422
-39.586781	248.66193	5.5205078
-39.586693	250.67302	5.5302734
-39.584572	248.82497	5.5400391
-39.583736	248.88376	5.5498047
-39.582985	251.15848	5.5595703
-39.583435	248.80444	5.5693359
-39.581093	248.31995	5.5791016
-39.580444	249.5907	5.5888672
-39.581429	252.69225	5.5986328
-39.579704	256.84198	5.6083984
-39.57972	252.49831	5.6181641
-39.577953	249.23189	5.6279297
-39.57827	252.53165	5.6376953
-39.575264	254.12875	5.6474609
-39.575817	255.20158	5.6572266
-39.57399	258.41028	5.6669922
-39.573902	255.40933	5.6767578
-39.57309	255.82173	5.6865234
-39.571926	251.68898	5.6962891
-39.571167	253.48625	5.7060547
-39.570793	258.88522	5.7158203
-39.569534	262.05191	5.7255859
-39.568832	261.07684	5.7353516
-39.567173	255.7672	5.7451172
-39.568653	256.17636	5.7548828
-39.566643	257	5.7646484
-39.564995	258.63739	5.7744141
-39.564411	264.71021	5.7841797
-39.563835	262.36035	5.7939453
-39.563042	263.44363	5.8037109
-39.562748	260.55258	5.8134766
-39.562351	256.28046	5.8232422
-39.561501	260.89267	5.8330078
-39.560104	268.23859	5.8427734
-39.558895	266.24371	5.8525391
-39.559193	265.3992	5.8623047
-39.557007	260.88272	5.8720703
-39.556484	260.70215	5.8818359
-39.556278	264.01233	5.8916016
-39.554199	268.3533	5.9013672
-39.553093	269.23941	5.9111328
-39.553688	270.43445	5.9208984
-39.552891	266.75107	5.9306641
-39.552383	261.96759	5.9404297
-39.550545	264.73441	5.9501953
-39.551479	270.85486	5.9599609
-39.549675	274.17538	5.9697266
-39.548893	272.56006	5.9794922
-39.548008	269.72711	5.9892578
-39.546368	266.79288	5.9990234
-39.54628	269.89304	6.0087891
-39.5452	271.52328	6.0185547
-39.544758	272.62103	6.0283203
-39.544838	276.12897	6.0380859
-39.542133	275.73163	6.0478516
-39.541714	270.50171	6.0576172
-39.541519	270.7179	6.0673828
-39.540478	271.65958	6.0771484
-39.539539	277.53122	6.0869141
-39.538265	278.36844	6.0966797
-39.537754	274.30927	6.1064453
-39.537487	276.23846	6.1162109
-39.536148	275.29578	6.1259766
-39.536446	276.49197	6.1357422
-39.534615	276.30917	6.1455078
-39.534348	279.95541	6.1552734
-39.534069	282.53787	6.1650391
-39.531322	279.40759	6.1748047
-39.530972	278.90012	6.1845703
-39.529976	278.09879	6.1943359
-39.529949	279.88849	6.2041016
-39.529617	284.03046	6.2138672
-39.529266	281.91205	6.2236328
-39.527569	283.60153	6.2333984
-39.527084	283.57343	6.2431641
-39.524906	279.79938	6.2529297
-39.524872	280.63382	6.2626953
-39.525837	281.93454	6.2724609
-39.52454	285.98514	6.2822266
-39.523174	289.26886	6.2919922
-39.521729	286.72418	6.3017578
-39.520775	283.32745	6.3115234
-39.520626	282.40088	6.3212891
-39.519539	285.62006	6.3310547
-39.517174	288.2731	6.3408203
-39.516361	289.08603	6.3505859
-39.515739	289.84448	6.3603516
-39.516212	289.94217	6.3701172
-39.516098	283.90567	6.3798828
-39.515038	284.45651	6.3896484
-39.513592	289.20746	6.3994141
-39.511833	294.61182	6.4091797
-39.512268	294.18182	6.4189453
-39.511299	289.35535	6.4287109
-39.511356	288.25726	6.4384766
-39.509781	288.62338	6.4482422
-39.509411	290.62964	6.4580078
-39.50769	297.54486	6.4677734
-39.508076	296.79807	6.4775391
-39.507015	295.45358	6.4873047
-39.504513	292.43384	6.4970703
-39.503643	288.35834	6.5068359
-39.50367	292.4072	6.5166016
-39.503246	297.52499	6.5263672
-39.502117	300.08148	6.5361328
-39.501724	297.54227	6.5458984
-39.500233	293.34479	6.5556641
-39.500347	293.39737	6.5654297
-39.498749	296.87784	6.5751953
-39.497284	298.96027	6.5849609
-39.496834	300.72614	6.5947266
-39.495255	301.94385	6.6044922
-39.496586	299.8418	6.6142578
-39.494652	295.74741	6.6240234
-39.49382	296.67532	6.6337891
-39.493526	300.24619	6.6435547
-39.492203	304.1601	6.6533203
-39.49147	303.4877	6.6630859
-39.490692	301.02097	6.6728516
-39.48946	299.66913	6.6826172
-39.48875	301.37119	6.6923828
-39.489315	303.63443	6.7021484
-39.487713	301.97955	6.7119141
-39.487312	306.80609	6.7216797
-39.485672	308.3475	6.7314453
-39.484825	302.86679	6.7412109
-39.485016	301.5719	6.7509766
-39.48315	302.427	6.7607422
-39.482018	307.69434	6.7705078
-39.482666	308.38385	6.7802734
-39.480347	308.20081	6.7900391
-39.479378	309.4696	6.7998047
-39.479141	308.00668	6.8095703
-39.478611	308.75793	6.8193359
-39.477188	305.73325	6.8291016
-39.476974	308.84265	6.8388672
-39.474491	313.94537	6.8486328
-39.475647	312.3186	6.8583984
-39.474537	311.76694	6.8681641
-39.472916	307.02368	6.8779297
-39.473698	310.25021	6.8876953
-39.470974	314.20758	6.8974609
-39.47139	313.28757	6.9072266
-39.470036	317.23529	6.9169922
-39.468521	315.44525	6.9267578
-39.469276	312.09891	6.9365234
-39.468155	310.19388	6.9462891
-39.466736	310.18881	6.9560547
-39.466469	315.25745	6.9658203
-39.465607	320.31888	6.9755859
-39.46468	317.73877	6.9853516
-39.464912	313.72858	6.9951172
-39.462822	310.62866	7.0048828
-39.462902	314.42944	7.0146484
-39.462139	317.57047	7.0244141
-39.459457	321.97754	7.0341797
-39.460072	322.59201	7.0439453
-39.459721	320.58246	7.0537109
-39.458694	314.44623	7.0634766
-39.458076	314.57559	7.0732422
-39.456932	317.43762	7.0830078
-39.455811	324.08841	7.0927734
-39.453674	325.7587	7.1025391
-39.454121	320.64841	7.1123047
-39.453472	318.51086	7.1220703
-39.454082	317.92459	7.1318359
-39.452156	321.01999	7.1416016
-39.451115	325.60455	7.1513672
-39.450855	325.28986	7.1611328
-39.44957	327.54831	7.1708984
-39.447697	324.22913	7.1806641
-39.447155	317.96271	7.1904297
-39.446476	322.86923	7.2001953
-39.446209	326.86353	7.2099609
-39.445435	331.15076	7.2197266
-39.444088	328.93332	7.2294922
-39.443985	325.07849	7.2392578
-39.442467	324.94421	7.2490234
-39.44112	325.93481	7.2587891
-39.441338	328.11511	7.2685547
-39.440018	329.1152	7.2783203
-39.438736	330.04523	7.2880859
-39.438095	330.77408	7.2978516
-39.437954	327.42667	7.3076172
-39.437836	325.68918	7.3173828
-39.436314	328.57495	7.3271484
-39.435249	332.50925	7.3369141
-39.43428	333.66168	7.3466797
-39.433384	332.55975	7.3564453
-39.433701	330.70166	7.3662109
-39.432926	332.36646	7.3759766
-39.431896	331.22968	7.3857422
-39.429932	331.89096	7.3955078
-39.429077	334.00104	7.4052734
-39.429363	337.80862	7.4150391
-39.428497	336.14102	7.4248047
-39.427143	333.01178	7.4345703
-39.42609	332.85214	7.4443359
-39.425098	336.52753	7.4541016
-39.425625	336.86368	7.4638672
-39.424812	338.18796	7.4736328
-39.422493	338.77402	7.4833984
-39.422363	338.64163	7.4931641
-39.421623	337.57657	7.5029297
-39.419994	333.52109	7.5126953
-39.418869	336.68552	7.5224609
-39.419739	341.89349	7.5322266
-39.418331	343.67755	7.5419922
-39.417221	341.06256	7.5517578
-39.416645	336.62604	7.5615234
-39.416649	337.42059	7.5712891
-39.416088	341.18463	7.5810547
-39.4146	341.19354	7.5908203
-39.413479	346.7453	7.6005859
-39.411846	343.49677	7.6103516
-39.412586	343.19284	7.6201172
-39.411186	338.89548	7.6298828
-39.410175	336.64999	7.6396484
-39.409264	343.36145	7.6494141
-39.408508	349.14587	7.6591797
-39.407696	349.5863	7.6689453
-39.407993	344.76514	7.6787109
-39.406067	342.03934	7.6884766
-39.404289	344.68427	7.6982422
-39.404526	345.87683	7.7080078
-39.404049	350.14664	7.7177734
-39.40205	350.81607	7.7275391
-39.402061	351.56009	7.7373047
-39.400742	346.31067	7.7470703
-39.40052	342.93948	7.7568359
-39.399471	345.43884	7.7666016
-39.398479	351.91684	7.7763672
-39.398819	354.09021	7.7861328
-39.396946	351.97177	7.7958984
-39.396011	347.54794	7.8056641
-39.394711	347.07068	7.8154297
