MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_hd_dimension_typei_4545_r0			Time:	20.018066	s	4/15/2019 3:12:21 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typei_hd_4545_dimension.tst
11.237731	557.05011	15.149414
11.238315	554.84833	15.15918
11.240936	560.51569	15.168945
11.240551	566.69354	15.178711
11.240522	571.52679	15.188477
11.242386	569.58069	15.198242
11.241991	563.02155	15.208008
11.241956	558.82202	15.217773
11.244093	557.59302	15.227539
11.245815	566.3512	15.237305
11.244961	574.99548	15.24707
11.246743	574.59979	15.256836
11.247147	566.12469	15.266602
11.248045	560.68195	15.276367
11.248966	562.48389	15.286133
11.250278	565.02191	15.295898
11.250078	575.03082	15.305664
11.251577	573.47064	15.31543
11.252307	572.47833	15.325195
11.253103	568.15234	15.334961
11.253622	559.30939	15.344727
11.255523	568.15704	15.354492
11.255065	572.20032	15.364258
11.256593	578.43158	15.374023
11.257066	577.82855	15.383789
11.258893	567.41907	15.393555
11.258162	567.3678	15.40332
11.259452	568.85199	15.413086
11.260439	573.58081	15.422852
11.260979	578.52649	15.432617
11.261613	578.72278	15.442383
11.263402	578.40857	15.452148
11.263478	568.49359	15.461914
11.26461	569.06042	15.47168
11.265808	572.71533	15.481445
11.266479	579.53558	15.491211
11.266583	583.42749	15.500977
11.266571	577.19824	15.510742
11.267132	575.0423	15.520508
11.269127	572.98645	15.530273
11.26968	573.19696	15.540039
11.270097	578.42474	15.549805
11.272536	584.04968	15.55957
11.274171	585.62866	15.569336
11.273508	580.50238	15.579102
11.274315	575.5351	15.588867
11.274691	575.0332	15.598633
11.275597	580.2605	15.608398
11.277617	584.91125	15.618164
11.277304	584.79834	15.62793
11.278681	584.6665	15.637695
11.27937	578.76605	15.647461
11.280095	578.90875	15.657227
11.280816	577.61554	15.666992
11.281828	583.58002	15.676758
11.282419	590.2323	15.686523
11.283054	589.71094	15.696289
11.282986	584.46289	15.706055
11.284809	577.7312	15.71582
11.285494	576.97937	15.725586
11.285927	586.48761	15.735352
11.287578	588.3291	15.745117
11.287712	593.27594	15.754883
11.288379	588.78113	15.764648
11.290154	582.95288	15.774414
11.291105	582.14075	15.78418
11.291693	581.32098	15.793945
11.291885	590.62732	15.803711
11.29293	598.14038	15.813477
11.293152	593.5174	15.823242
11.295529	589.25958	15.833008
11.295323	581.0976	15.842773
11.296499	586.01404	15.852539
11.296162	591.98749	15.862305
11.297442	596.68127	15.87207
11.299352	600.1413	15.881836
11.298254	593.39545	15.891602
11.299981	589.31403	15.901367
11.301166	583.99768	15.911133
11.302459	589.07397	15.920898
11.303392	598.6778	15.930664
11.304798	600.53888	15.94043
11.305712	596.19373	15.950195
11.304802	587.76025	15.959961
11.305419	587.05621	15.969727
11.306118	590.68103	15.979492
11.309178	599.39966	15.989258
11.308188	600.1842	15.999023
11.309025	602.28998	16.008789
11.30958	597.01862	16.018555
11.310701	588.27643	16.02832
11.312734	591.90271	16.038086
11.312335	596.85492	16.047852
11.313748	605.98334	16.057617
11.31396	603.96674	16.067383
11.314714	597.64191	16.077148
11.315042	594.96387	16.086914
11.317276	592.38336	16.09668
11.317645	600.44043	16.106445
11.317812	601.98077	16.116211
11.319902	605.77765	16.125977
11.320098	605.7298	16.135742
11.320424	595.58563	16.145508
11.322089	595.95044	16.155273
11.322192	597.60455	16.165039
11.323481	604.98212	16.174805
11.324551	609.51776	16.18457
11.324476	604.98993	16.194336
11.324122	603.38013	16.204102
11.326374	600.59454	16.213867
11.327303	597.62091	16.223633
11.327268	601.19922	16.233398
11.328954	606.00598	16.243164
11.329569	612.74573	16.25293
11.329782	610.05408	16.262695
11.330758	601.0058	16.272461
11.332033	600.95233	16.282227
11.333453	604.29382	16.291992
11.333852	610.51672	16.301758
11.333847	613.62384	16.311523
11.336361	613.71619	16.321289
11.336332	608.36108	16.331055
11.337298	604.25977	16.34082
11.338385	602.71527	16.350586
11.338334	607.87909	16.360352
11.340429	616.03467	16.370117
11.340431	619.21375	16.379883
11.340488	614.54736	16.389648
11.34179	605.94312	16.399414
11.342371	604.64526	16.40918
11.343632	610.1366	16.418945
11.343392	613.77917	16.428711
11.345798	620.9231	16.438477
11.34643	616.80939	16.448242
11.346848	611.66309	16.458008
11.346475	606.3479	16.467773
11.347779	603.94617	16.477539
11.348988	614.83185	16.487305
11.350086	623.04541	16.49707
11.350598	621.85889	16.506836
11.351564	615.10406	16.516602
11.351911	606.94098	16.526367
11.352355	611.43445	16.536133
11.354802	615.3269	16.545898
11.355045	621.86401	16.555664
11.355453	623.70935	16.56543
11.355937	622.45642	16.575195
11.35787	618.1535	16.584961
11.35841	608.8559	16.594727
11.359072	614.83765	16.604492
11.359696	623.94763	16.614258
11.360847	626.72382	16.624023
11.361625	625.48639	16.633789
11.362808	616.0105	16.643555
11.362762	615.57788	16.65332
11.363937	616.05902	16.663086
11.365179	620.57233	16.672852
11.364415	627.11029	16.682617
11.367789	630.51215	16.692383
11.366971	625.08569	16.702148
11.368448	616.92761	16.711914
11.368808	616.40039	16.72168
11.36933	622.46985	16.731445
11.36981	630.16772	16.741211
11.371381	632.02472	16.750977
11.372226	627.08899	16.760742
11.37248	622.32532	16.770508
11.372952	619.19769	16.780273
11.374468	623.46313	16.790039
11.375616	625.77228	16.799805
11.374866	632.34271	16.80957
11.376709	635.96191	16.819336
11.377899	626.06097	16.829102
11.378609	624.17804	16.838867
11.379343	622.15973	16.848633
11.379768	628.62665	16.858398
11.38026	634.66052	16.868164
11.382216	632.90881	16.87793
11.382692	635.49957	16.887695
11.383862	627.9928	16.897461
11.384295	625.40778	16.907227
11.384684	627.3548	16.916992
11.385425	630.95135	16.926758
11.386572	639.315	16.936523
11.388451	636.6145	16.946289
11.388136	632.38025	16.956055
11.39044	627.23651	16.96582
11.389405	627.39886	16.975586
11.39049	635.79041	16.985352
11.391262	637.04712	16.995117
11.392099	639.69324	17.004883
11.393158	638.20001	17.014648
11.39373	632.8205	17.024414
11.394584	629.02594	17.03418
11.394702	631.69641	17.043945
11.395993	638.5528	17.053711
11.396613	645.51416	17.063477
11.399377	641.8161	17.073242
11.39903	633.43896	17.083008
11.399223	631.01691	17.092773
11.400928	634.25317	17.102539
11.400558	638.09668	17.112305
11.401787	644.31531	17.12207
11.401743	645.26501	17.131836
11.40334	642.0033	17.141602
11.405041	633.40704	17.151367
11.404682	632.51746	17.161133
11.406594	639.94922	17.170898
11.406712	645.77289	17.180664
11.407664	649.55261	17.19043
11.408789	644.42731	17.200195
11.409782	636.15509	17.209961
11.409158	637.70398	17.219727
11.411543	637.45233	17.229492
11.411362	646.6004	17.239258
11.412852	650.23254	17.249023
11.414305	649.91028	17.258789
11.413697	644.84576	17.268555
11.414925	634.65741	17.27832
11.415646	639.35522	17.288086
11.415927	646.09174	17.297852
11.416785	650.1535	17.307617
11.417871	652.35175	17.317383
11.419303	643.37927	17.327148
11.419003	642.80072	17.336914
11.42064	642.08215	17.34668
11.422021	644.41162	17.356445
11.422	650.85358	17.366211
11.423079	654.75397	17.375977
11.424434	653.3642	17.385742
11.424649	645.6441	17.395508
11.425871	640.74609	17.405273
11.426286	645.93665	17.415039
11.426982	652.03833	17.424805
11.428162	655.27979	17.43457
11.429008	653.82635	17.444336
11.43003	647.97321	17.454102
11.430266	647.36749	17.463867
11.43263	646.34888	17.473633
11.431667	649.38995	17.483398
11.433161	656.21179	17.493164
11.433599	661.13635	17.50293
11.433334	655.26294	17.512695
11.435859	651.39624	17.522461
11.436366	646.57959	17.532227
11.437507	653.01373	17.541992
11.43817	656.69562	17.551758
11.440096	657.74945	17.561523
11.439104	660.75476	17.571289
11.440063	655.53503	17.581055
11.441208	652.7655	17.59082
11.441934	650.47015	17.600586
11.442677	653.18085	17.610352
11.443267	662.85602	17.620117
11.444163	663.21826	17.629883
11.445306	659.86273	17.639648
11.445982	651.79761	17.649414
11.446781	652.07111	17.65918
11.448786	656.84241	17.668945
11.447907	660.69446	17.678711
11.448486	667.21686	17.688477
11.44992	665.33368	17.698242
11.451365	657.82355	17.708008
11.451283	656.12109	17.717773
11.45308	653.27448	17.727539
11.453117	661.89856	17.737305
11.45474	668.7334	17.74707
11.455065	666.59894	17.756836
11.456428	662.31409	17.766602
11.456808	654.75848	17.776367
11.457017	655.995	17.786133
11.459695	660.72601	17.795898
11.459502	668.17767	17.805664
11.459647	670.91364	17.81543
11.460824	668.64209	17.825195
11.462098	662.58478	17.834961
11.463051	655.53021	17.844727
11.462949	661.07513	17.854492
11.464032	669.95074	17.864258
11.464518	674.90985	17.874023
11.464791	669.72986	17.883789
11.465903	665.06555	17.893555
11.46727	662.19458	17.90332
11.468162	661.58472	17.913086
11.46917	668.53552	17.922852
11.470098	672.5473	17.932617
11.470572	675.95038	17.942383
11.470451	671.02484	17.952148
11.471362	660.88037	17.961914
11.473099	663.63287	17.97168
11.473362	667.71716	17.981445
11.474982	675.23932	17.991211
11.474961	677.6795	18.000977
11.477028	671.17413	18.010742
11.476021	670.034	18.020508
11.477461	666.909	18.030273
11.477534	667.30774	18.040039
11.479784	673.42639	18.049805
11.479793	676.93939	18.05957
11.479135	680.63031	18.069336
11.480534	673.03949	18.079102
11.482384	667.82135	18.088867
11.482352	668.39288	18.098633
11.484334	672.90417	18.108398
11.486213	679.65253	18.118164
11.486237	677.92786	18.12793
11.486591	678.48108	18.137695
11.488182	675.30695	18.147461
11.487104	670.64276	18.157227
11.490067	671.44794	18.166992
11.489426	678.35718	18.176758
11.489975	684.57697	18.186523
11.492237	683.1319	18.196289
11.492982	677.72723	18.206055
11.492734	671.11816	18.21582
11.494661	674.79095	18.225586
11.495049	679.17633	18.235352
11.496044	682.17731	18.245117
11.497075	685.53894	18.254883
11.497598	681.83618	18.264648
11.497165	677.67358	18.274414
11.498709	672.08484	18.28418
11.499181	674.14532	18.293945
11.500067	687.0163	18.303711
11.501683	687.09448	18.313477
11.502515	687.44751	18.323242
11.502724	679.18781	18.333008
11.503388	676.68762	18.342773
11.503984	680.047	18.352539
11.505753	680.16949	18.362305
11.506235	690.1897	18.37207
11.50659	689.44397	18.381836
11.507783	685.5379	18.391602
11.508875	680.59412	18.401367
11.509508	675.35162	18.411133
11.509997	683.60498	18.420898
11.510743	693.33771	18.430664
11.512225	692.58496	18.44043
11.512452	689.61664	18.450195
11.512863	681.5921	18.459961
11.513891	681.39398	18.469727
11.514668	682.03491	18.479492
11.51569	689.62817	18.489258
11.516806	694.57446	18.499023
11.517543	692.70569	18.508789
11.518401	688.35095	18.518555
11.520301	679.81189	18.52832
11.520279	682.26025	18.538086
11.520706	691.11255	18.547852
11.521736	695.3158	18.557617
11.522225	696.81464	18.567383
11.522927	689.81409	18.577148
11.52377	687.44043	18.586914
11.524336	684.87732	18.59668
11.525257	689.8642	18.606445
11.526586	694.11938	18.616211
11.526731	700.0304	18.625977
11.52787	699.44397	18.635742
11.5284	689.42957	18.645508
11.529983	686.8999	18.655273
11.530984	689.19513	18.665039
11.53116	697.2287	18.674805
11.532264	700.20508	18.68457
11.533593	695.16968	18.694336
11.533915	696.69287	18.704102
11.534643	690.97729	18.713867
11.534491	690.77826	18.723633
11.537024	694.27942	18.733398
11.537093	699.47089	18.743164
11.53932	705.82178	18.75293
11.538541	695.11993	18.762695
11.540312	694.12494	18.772461
11.539932	691.04932	18.782227
11.541181	694.60284	18.791992
11.542135	700.93884	18.801758
11.54215	701.69659	18.811523
11.543161	705.16766	18.821289
11.544538	702.33337	18.831055
11.545863	694.70349	18.84082
11.54617	695.36682	18.850586
11.547741	698.41309	18.860352
11.549359	707.02979	18.870117
11.547622	706.86749	18.879883
11.549305	704.44141	18.889648
11.55061	697.18872	18.899414
11.550421	696.20984	18.90918
11.551893	698.79987	18.918945
11.552308	704.93317	18.928711
11.552302	709.64276	18.938477
11.554109	709.08575	18.948242
11.555455	703.64709	18.958008
11.556355	697.14362	18.967773
11.557226	699.03052	18.977539
11.557231	707.04016	18.987305
11.557825	710.81128	18.99707
11.558142	711.14661	19.006836
11.559561	706.67963	19.016602
11.560265	702.00104	19.026367
11.561369	701.77728	19.036133
11.561659	702.49225	19.045898
11.563398	712.63464	19.055664
11.562972	714.03125	19.06543
11.564449	714.0415	19.075195
11.565962	705.71173	19.084961
11.566298	698.84222	19.094727
11.567543	706.19867	19.104492
11.567747	713.20807	19.114258
11.568469	717.16724	19.124023
11.569494	714.36969	19.133789
11.570789	707.61237	19.143555
11.572445	707.52844	19.15332
11.573148	705.95337	19.163086
11.573294	712.5741	19.172852
11.57299	718.38367	19.182617
11.57485	719.39282	19.192383
11.574759	714.38989	19.202148
11.576075	706.06635	19.211914
11.576545	706.15924	19.22168
11.57654	714.02625	19.231445
11.578255	717.96716	19.241211
11.579312	720.40131	19.250977
11.58079	714.42126	19.260742
11.580298	711.44055	19.270508
11.581202	708.41711	19.280273
11.58262	709.47656	19.290039
11.582861	717.39215	19.299805
11.584888	722.03406	19.30957
11.585505	722.87256	19.319336
11.585279	714.96619	19.329102
11.587535	711.37836	19.338867
11.587368	712.4577	19.348633
11.587614	718.2182	19.358398
11.588941	721.92712	19.368164
11.59018	721.59393	19.37793
11.591264	721.1297	19.387695
11.591959	715.24756	19.397461
11.592711	714.50995	19.407227
11.594098	714.84436	19.416992
11.594219	721.72064	19.426758
11.595468	726.86218	19.436523
11.594893	722.6687	19.446289
11.59735	721.79584	19.456055
11.59817	715.19598	19.46582
11.598738	717.15131	19.475586
11.599121	721.74884	19.485352
11.600125	723.20038	19.495117
11.600852	729.33984	19.504883
11.601231	726.49945	19.514648
11.603146	720.1969	19.524414
11.603099	718.4826	19.53418
11.603781	718.47443	19.543945
11.603845	727.95325	19.553711
11.605086	730.05359	19.563477
11.606073	729.59137	19.573242
11.607031	723.19025	19.583008
11.608614	719.59155	19.592773
11.608349	721.79449	19.602539
11.608795	724.9726	19.612305
11.610278	732.15808	19.62207
11.610744	734.27759	19.631836
11.611971	728.84631	19.641602
11.611276	720.38715	19.651367
11.612839	718.60547	19.661133
11.613789	726.12366	19.670898
11.61472	734.09558	19.680664
11.616033	735.34222	19.69043
11.616495	730.27423	19.700195
11.617396	726.75574	19.709961
11.618394	723.42938	19.719727
11.619071	722.26318	19.729492
11.619742	731.44232	19.739258
11.621142	736.33252	19.749023
11.621323	737.44177	19.758789
11.622693	730.06067	19.768555
11.62258	722.08899	19.77832
11.623711	725.00623	19.788086
11.625157	734.24005	19.797852
11.625546	740.20465	19.807617
11.62746	739.34375	19.817383
11.626457	731.9679	19.827148
11.628811	730.65814	19.836914
11.628932	725.20068	19.84668
11.629837	732.9939	19.856445
11.630861	737.08417	19.866211
11.631913	741.26923	19.875977
11.633063	740.84021	19.885742
11.634429	729.42212	19.895508
11.633904	729.211	19.905273
11.635108	733.59564	19.915039
11.63464	737.70697	19.924805
11.63686	743.36853	19.93457
11.637239	741.07153	19.944336
11.638006	739.07721	19.954102
11.638163	733.49304	19.963867
11.639713	730.7594	19.973633
11.640805	737.69183	19.983398
11.641704	743.45465	19.993164
11.642625	745.55768	20.00293
11.643044	738.42712	20.012695


Data Header:			0.254_hd_dimension_typei_4545_r0			Time:	40.017822	s	4/15/2019 3:12:41 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typei_hd_4545_dimension.tst
Displacement	Force	Running Time
mm	N	s
11.643369	736.37683	20.022461
11.644565	733.62695	20.032227
11.645152	737.12164	20.041992
11.646282	741.58472	20.051758
11.647139	745.14496	20.061523
11.647447	745.89185	20.071289
11.648903	741.53796	20.081055
11.648685	737.88336	20.09082
11.651068	734.08179	20.100586
11.650689	742.03046	20.110352
11.651823	748.44299	20.120117
11.653121	747.01727	20.129883
11.65388	745.85626	20.139648
11.65431	739.32751	20.149414
11.655267	740.57977	20.15918
11.656049	740.97327	20.168945
11.6566	745.25208	20.178711
11.656898	752.47156	20.188477
11.658367	749.86823	20.198242
11.658754	745.35321	20.208008
11.660147	738.2041	20.217773
11.660849	738.76318	20.227539
11.661977	749.51752	20.237305
11.66249	752.28369	20.24707
11.663906	752.52405	20.256836
11.663976	745.98804	20.266602
11.665007	741.35449	20.276367
11.66542	744.05267	20.286133
11.666503	744.65033	20.295898
11.667005	752.89636	20.305664
11.668195	757.79565	20.31543
11.668689	752.08087	20.325195
11.66983	746.56024	20.334961
11.670769	740.16095	20.344727
11.669999	747.96173	20.354492
11.672367	753.9776	20.364258
11.672808	757.60956	20.374023
11.674503	755.65533	20.383789
11.674919	749.51166	20.393555
11.676088	746.41907	20.40332
11.675371	743.45917	20.413086
11.677101	750.48077	20.422852
11.678081	760.01978	20.432617
11.678732	759.51221	20.442383
11.678897	753.75873	20.452148
11.679768	745.96796	20.461914
11.680841	746.06012	20.47168
11.681681	752.44012	20.481445
11.682793	759.76648	20.491211
11.683767	760.16772	20.500977
11.68406	758.20715	20.510742
11.685486	753.77032	20.520508
11.685639	746.44037	20.530273
11.687095	753.45178	20.540039
11.688011	756.49127	20.549805
11.688665	764.56586	20.55957
11.689634	762.04517	20.569336
11.689864	753.73486	20.579102
11.690743	752.42645	20.588867
11.691867	751.69293	20.598633
11.691998	758.74963	20.608398
11.693085	762.16632	20.618164
11.694138	760.74268	20.62793
11.694746	762.17847	20.637695
11.695945	755.71692	20.647461
11.696537	752.74884	20.657227
11.696911	753.90662	20.666992
11.698313	762.59808	20.676758
11.69903	767.96216	20.686523
11.698947	765.00085	20.696289
11.701294	760.70856	20.706055
11.702247	756.68164	20.71582
11.702521	756.65039	20.725586
11.703886	760.50922	20.735352
11.703876	764.37537	20.745117
11.705519	767.72614	20.754883
11.705587	765.59662	20.764648
11.706073	759.08698	20.774414
11.706875	755.38312	20.78418
11.708086	760.27386	20.793945
11.70851	767.88794	20.803711
11.709622	771.41101	20.813477
11.710744	768.69794	20.823242
11.711113	763.12726	20.833008
11.712411	760.56403	20.842773
11.712434	760.78656	20.852539
11.713809	763.72729	20.862305
11.714928	772.0816	20.87207
11.715002	772.07684	20.881836
11.715165	769.53821	20.891602
11.716558	761.18652	20.901367
11.717201	759.48138	20.911133
11.718729	767.36823	20.920898
11.719333	769.58887	20.930664
11.71904	775.46588	20.94043
11.720659	770.80212	20.950195
11.722479	765.06317	20.959961
11.723527	764.56354	20.969727
11.724207	762.39691	20.979492
11.723812	771.11346	20.989258
11.725464	778.59143	20.999023
11.726143	776.26196	21.008789
11.726329	770.05969	21.018555
11.726582	761.94031	21.02832
11.728025	764.49304	21.038086
11.72924	772.30115	21.047852
11.730433	776.19861	21.057617
11.729991	778.41565	21.067383
11.73157	771.66565	21.077148
11.733044	769.54303	21.086914
11.732689	765.60175	21.09668
11.734528	770.05884	21.106445
11.735058	778.43121	21.116211
11.735656	780.72601	21.125977
11.735999	777.3006	21.135742
11.737606	769.96667	21.145508
11.738298	765.57135	21.155273
11.739449	771.5271	21.165039
11.739661	776.13538	21.174805
11.740499	778.92749	21.18457
11.741602	780.04956	21.194336
11.742227	774.74908	21.204102
11.742676	770.2005	21.213867
11.742666	769.78265	21.223633
11.744305	772.9696	21.233398
11.745429	781.495	21.243164
11.746667	784.9234	21.25293
11.746893	778.40643	21.262695
11.748539	774.4743	21.272461
11.748082	772.46057	21.282227
11.74925	777.35077	21.291992
11.749877	781.026	21.301758
11.750855	781.36011	21.311523
11.753078	783.70178	21.321289
11.752901	778.05792	21.331055
11.752838	774.13947	21.34082
11.753953	773.78424	21.350586
11.755898	777.87811	21.360352
11.7559	787.30878	21.370117
11.756653	783.85028	21.379883
11.756862	784.32306	21.389648
11.759025	777.922	21.399414
11.759146	775.65594	21.40918
11.759444	779.03278	21.418945
11.76153	781.84259	21.428711
11.761889	788.30042	21.438477
11.761621	787.81097	21.448242
11.763236	781.89923	21.458008
11.764498	775.61328	21.467773
11.764929	776.99231	21.477539
11.766292	785.09473	21.487305
11.765799	788.26257	21.49707
11.766673	791.46497	21.506836
11.768157	785.81531	21.516602
11.76883	780.51624	21.526367
11.769604	778.26361	21.536133
11.77037	782.18304	21.545898
11.771019	788.02106	21.555664
11.772316	793.82281	21.56543
11.772323	790.25214	21.575195
11.773758	782.57129	21.584961
11.775711	778.28339	21.594727
11.775117	783.11407	21.604492
11.777136	790.77472	21.614258
11.776895	794.8147	21.624023
11.778709	791.79535	21.633789
11.778377	788.14209	21.643555
11.780282	782.82703	21.65332
11.780445	779.79663	21.663086
11.781339	790.6015	21.672852
11.782304	796.11731	21.682617
11.782619	797.99463	21.692383
11.784435	790.60645	21.702148
11.78428	781.84131	21.711914
11.785913	783.86578	21.72168
11.78637	788.91516	21.731445
11.786418	794.73944	21.741211
11.787802	797.62	21.750977
11.788394	792.80096	21.760742
11.789621	790.9314	21.770508
11.789951	783.67078	21.780273
11.79057	786.87872	21.790039
11.792217	795.14081	21.799805
11.792649	798.01813	21.80957
11.793332	800.29742	21.819336
11.793395	790.97662	21.829102
11.794803	787.46179	21.838867
11.794898	789.67725	21.848633
11.79729	792.82062	21.858398
11.798093	799.33771	21.868164
11.798898	801.2301	21.87793
11.799512	797.51636	21.887695
11.799664	790.99237	21.897461
11.800756	789.28217	21.907227
11.801555	792.27686	21.916992
11.801797	800.08502	21.926758
11.802859	804.27429	21.936523
11.803971	798.95538	21.946289
11.803865	795.91547	21.956055
11.805928	792.37518	21.96582
11.807549	793.8985	21.975586
11.807993	797.11871	21.985352
11.807815	801.72406	21.995117
11.808896	804.94446	22.004883
11.810728	799.98663	22.014648
11.80988	796.48126	22.024414
11.811067	790.90668	22.03418
11.812369	796.64294	22.043945
11.812869	804.96289	22.053711
11.81407	804.68835	22.063477
11.815084	805.94574	22.073242
11.816029	798.20013	22.083008
11.815685	795.86694	22.092773
11.816912	796.78955	22.102539
11.818217	798.82635	22.112305
11.817952	806.53925	22.12207
11.818903	810.25562	22.131836
11.820029	803.58289	22.141602
11.821088	796.22815	22.151367
11.821246	793.81512	22.161133
11.822985	802.47125	22.170898
11.823122	806.75085	22.180664
11.824387	808.35333	22.19043
11.824867	809.93182	22.200195
11.824947	800.24731	22.209961
11.826748	799.52228	22.219727
11.827677	797.77472	22.229492
11.827183	806.40845	22.239258
11.828539	813.25604	22.249023
11.831156	811.76477	22.258789
11.831637	803.59808	22.268555
11.831038	798.33075	22.27832
11.832862	799.81238	22.288086
11.83283	807.92413	22.297852
11.83433	812.0434	22.307617
11.834987	812.16718	22.317383
11.836102	811.04688	22.327148
11.835926	802.90967	22.336914
11.836827	798.94519	22.34668
11.837802	805.27557	22.356445
11.838501	810.62891	22.366211
11.840399	817.39404	22.375977
11.841294	810.05676	22.385742
11.840786	803.71344	22.395508
11.841763	803.73297	22.405273
11.8428	805.74066	22.415039
11.843058	811.48981	22.424805
11.844163	814.7887	22.43457
11.845057	816.29382	22.444336
11.846251	813.79669	22.454102
11.846945	802.80847	22.463867
11.848542	805.90363	22.473633
11.848618	808.57916	22.483398
11.848998	816.47253	22.493164
11.849957	819.98315	22.50293
11.850563	810.37708	22.512695
11.852046	808.53271	22.522461
11.853031	806.74915	22.532227
11.853105	810.26819	22.541992
11.854051	815.30365	22.551758
11.855987	818.62323	22.561523
11.856228	819.26819	22.571289
11.856767	812.02887	22.581055
11.857189	808.03802	22.59082
11.858655	807.48608	22.600586
11.859083	814.42755	22.610352
11.859221	819.66101	22.620117
11.860177	819.1283	22.629883
11.862654	815.44128	22.639648
11.862589	813.29956	22.649414
11.863907	811.38831	22.65918
11.86367	812.66833	22.668945
11.864065	817.26642	22.678711
11.865114	821.91815	22.688477
11.866942	821.75214	22.698242
11.866236	815.50311	22.708008
11.868561	808.44934	22.717773
11.868416	812.20575	22.727539
11.870276	818.71033	22.737305
11.871369	820.78937	22.74707
11.870933	823.0882	22.756836
11.872143	818.00476	22.766602
11.873069	814.09296	22.776367
11.874526	812.57819	22.786133
11.874077	813.44263	22.795898
11.875641	823.51282	22.805664
11.876398	828.18182	22.81543
11.877337	825.09058	22.825195
11.877675	813.4837	22.834961
11.878412	811.71539	22.844727
11.879341	817.34387	22.854492
11.881176	819.00098	22.864258
11.882053	826.30103	22.874023
11.882756	825.16705	22.883789
11.882568	818.91388	22.893555
11.883581	816.65826	22.90332
11.884071	812.05261	22.913086
11.885027	819.77966	22.922852
11.887579	828.1535	22.932617
11.887009	828.80438	22.942383
11.887815	824.0708	22.952148
11.887853	816.53961	22.961914
11.89007	814.48962	22.97168
11.890106	822.30176	22.981445
11.889483	825.20142	22.991211
11.891193	830.55377	23.000977
11.89241	828.06445	23.010742
11.892866	821.84369	23.020508
11.895013	816.03052	23.030273
11.894993	819.4165	23.040039
11.896853	826.42413	23.049805
11.896735	832.57275	23.05957
11.89709	831.97125	23.069336
11.897408	824.43744	23.079102
11.899277	820.15558	23.088867
11.900546	821.86389	23.098633
11.901013	826.19672	23.108398
11.902215	828.51117	23.118164
11.902277	833.40955	23.12793
11.90322	831.11957	23.137695
11.904153	821.50708	23.147461
11.90508	823.09515	23.157227
11.905741	823.92755	23.166992
11.906042	830.11316	23.176758
11.907843	834.71417	23.186523
11.907202	830.06476	23.196289
11.908686	826.75989	23.206055
11.910295	824.03015	23.21582
11.911148	825.09589	23.225586
11.910707	830.06726	23.235352
11.912618	832.08466	23.245117
11.912547	837.03467	23.254883
11.9133	831.87012	23.264648
11.915015	826.22485	23.274414
11.915277	825.24298	23.28418
11.916072	827.79279	23.293945
11.916611	835.84741	23.303711
11.917673	835.00793	23.313477
11.919138	835.09485	23.323242
11.919342	831.77191	23.333008
11.919179	827.15723	23.342773
11.920726	826.40295	23.352539
11.922084	830.38782	23.362305
11.922995	837.74036	23.37207
11.92296	838.81134	23.381836
11.924002	833.73218	23.391602
11.92486	827.68384	23.401367
11.92583	826.07837	23.411133
11.926611	832.03461	23.420898
11.927732	836.11395	23.430664
11.928824	841.12311	23.44043
11.929124	837.05145	23.450195
11.929539	834.79163	23.459961
11.931015	827.37439	23.469727
11.931436	828.19226	23.479492
11.933621	836.75439	23.489258
11.933344	841.66119	23.499023
11.933527	842.66284	23.508789
11.934256	835.21613	23.518555
11.936037	828.91528	23.52832
11.935705	832.24347	23.538086
11.936716	832.97772	23.547852
11.93806	842.17224	23.557617
11.939136	842.43988	23.567383
11.939687	838.74792	23.577148
11.941364	835.10767	23.586914
11.941217	826.5788	23.59668
11.942811	834.41541	23.606445
11.943005	842.94849	23.616211
11.944812	845.51636	23.625977
11.94419	843.14606	23.635742
11.945672	833.17419	23.645508
11.94591	832.32257	23.655273
11.947156	834.28912	23.665039
11.947282	841.29309	23.674805
11.948493	845.40039	23.68457
11.950205	844.79663	23.694336
11.950128	840.62012	23.704102
11.951446	831.97723	23.713867
11.952069	833.17206	23.723633
11.952835	841.06635	23.733398
11.953881	845.81116	23.743164
11.954107	845.94781	23.75293
11.955111	841.26025	23.762695
11.956299	837.73584	23.772461
11.9571	835.88727	23.782227
11.957932	836.80579	23.791992
11.95839	841.06067	23.801758
11.959007	847.31146	23.811523
11.960448	847.40088	23.821289
11.959764	840.38861	23.831055
11.960801	838.14972	23.84082
11.962824	835.31085	23.850586
11.963741	846.3053	23.860352
11.964937	849.00537	23.870117
11.964706	847.09106	23.879883
11.966018	846.3988	23.889648
11.966607	841.09766	23.899414
11.967978	840.20105	23.90918
11.967875	840.68787	23.918945
11.968491	845.24164	23.928711
11.970094	852.17664	23.938477
11.97078	848.90692	23.948242
11.971641	843.82654	23.958008
11.973339	839.17993	23.967773
11.97334	840.52295	23.977539
11.974504	848.46674	23.987305
11.974932	848.72687	23.99707
11.975675	852.21216	24.006836
11.976338	849.89374	24.016602
11.976708	841.06061	24.026367
11.977051	840.95117	24.036133
11.978085	841.63965	24.045898
11.979527	850.64191	24.055664
11.980603	856.63403	24.06543
11.981762	851.37463	24.075195
