MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_dimension_typei_4545_r0			Time:	20.016846	s	4/14/2019 4:55:12 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typei_solid_4545_dimension.tst
Displacement	Force	Running Time
mm	N	s
9.9581232	-112.24968	0.022216797
9.9579	-113.00121	0.031982422
9.9575205	-126.66549	0.041748047
9.9588156	-135.92401	0.051513672
9.9580193	-133.0641	0.061279297
9.9590054	-126.30453	0.071044922
9.9606771	-117.66243	0.080810547
9.9612961	-113.37324	0.090576172
9.9615221	-116.19186	0.1003418
9.9624577	-125.35442	0.11010742
9.9624815	-133.58496	0.11987305
9.963913	-129.42563	0.12963867
9.9648008	-114.62846	0.1394043
9.9646511	-109.52942	0.14916992
9.9654131	-113.50902	0.15893555
9.968462	-120.7868	0.16870117
9.9675808	-127.87923	0.1784668
9.9681416	-124.2404	0.18823242
9.9691725	-118.46632	0.19799805
9.9700956	-111.39645	0.20776367
9.9702625	-107.57948	0.2175293
9.9712219	-112.28347	0.22729492
9.9726782	-122.41518	0.23706055
9.9736767	-125.68549	0.24682617
9.9740763	-119.7873	0.2565918
9.97542	-108.41222	0.26635742
9.9764519	-107.23056	0.27612305
9.9759197	-109.24242	0.28588867
9.9769888	-115.67622	0.2956543
9.978693	-119.84741	0.30541992
9.9789858	-117.68612	0.31518555
9.9799404	-113.80372	0.32495117
9.9808311	-104.26346	0.3347168
9.9817104	-100.72565	0.34448242
9.9822893	-108.18687	0.35424805
9.9824724	-115.48058	0.36401367
9.9843168	-118.94315	0.3737793
9.9847784	-111.37147	0.38354492
9.9855318	-103.52439	0.39331055
9.9872866	-102.00028	0.40307617
9.987009	-102.9223	0.4128418
9.9881258	-109.48136	0.42260742
9.9885178	-113.04765	0.43237305
9.989193	-113.45236	0.44213867
9.9905691	-106.8254	0.4519043
9.9916868	-96.947792	0.46166992
9.9917917	-95.675034	0.47143555
9.9928703	-103.20268	0.48120117
9.9937325	-111.39796	0.4909668
9.9942408	-110.89317	0.50073242
9.9963217	-103.58204	0.51049805
9.9956884	-96.921234	0.52026367
9.9970684	-92.599602	0.5300293
9.9976482	-96.545174	0.53979492
9.9981194	-103.75145	0.54956055
10.000029	-111.18648	0.55932617
9.9993849	-106.39523	0.5690918
10.001378	-98.677292	0.57885742
10.002209	-88.99955	0.58862305
10.002069	-91.615219	0.59838867
10.004092	-102.40596	0.6081543
10.004054	-106.01222	0.61791992
10.005647	-103.70145	0.62768555
10.006264	-97.983307	0.63745117
10.006001	-88.271935	0.6472168
10.006613	-88.588112	0.65698242
10.00795	-90.551727	0.66674805
10.008981	-100.94946	0.67651367
10.00992	-107.33588	0.6862793
10.010127	-98.64933	0.69604492
10.011162	-87.609413	0.70581055
10.011781	-84.05265	0.71557617
10.013544	-88.523529	0.7253418
10.014544	-97.236084	0.73510742
10.014739	-99.492813	0.74487305
10.014941	-96.825722	0.75463867
10.016566	-88.432655	0.7644043
10.01663	-81.184502	0.77416992
10.018288	-81.714066	0.78393555
10.018815	-87.948387	0.79370117
10.02022	-99.346695	0.8034668
10.019897	-96.570786	0.81323242
10.021106	-86.668373	0.82299805
10.021675	-80.654121	0.83276367
10.022603	-78.738197	0.8425293
10.023805	-84.637543	0.85229492
10.023396	-91.486465	0.86206055
10.025666	-91.456192	0.87182617
10.025884	-88.080772	0.8815918
10.027849	-80.175827	0.89135742
10.027016	-75.440666	0.90112305
10.029024	-77.340393	0.91088867
10.029711	-84.482834	0.9206543
10.029448	-91.431412	0.93041992
10.030669	-88.197517	0.94018555
10.032002	-79.48082	0.94995117
10.033233	-72.807899	0.9597168
10.032651	-73.065887	0.96948242
10.035186	-78.031525	0.97924805
10.034725	-85.572472	0.98901367
10.03602	-85.483345	0.9987793
10.035996	-82.956482	1.0085449
10.03652	-74.192024	1.0183105
10.039088	-68.363152	1.0280762
10.038533	-71.922005	1.0378418
10.04061	-77.920319	1.0476074
10.040071	-85.575233	1.057373
10.042017	-81.354057	1.0671387
10.042676	-70.645569	1.0769043
10.042883	-68.863914	1.0866699
10.045094	-65.647331	1.0964355
10.044657	-71.684448	1.1062012
10.046016	-78.420013	1.1159668
10.046649	-80.508011	1.1257324
10.048253	-75.102036	1.135498
10.047406	-65.251488	1.1452637
10.048722	-60.582558	1.1550293
10.049919	-65.079605	1.1647949
10.050362	-74.897552	1.1745605
10.051316	-78.082939	1.1843262
10.051358	-74.215996	1.1940918
10.052609	-64.967537	1.2038574
10.053056	-58.888451	1.213623
10.055045	-59.797562	1.2233887
10.054777	-66.384949	1.2331543
10.056075	-74.240082	1.2429199
10.056801	-75.231789	1.2526855
10.058215	-66.345749	1.2624512
10.057807	-54.727039	1.2722168
10.060924	-53.166134	1.2819824
10.0604	-63.150398	1.291748
10.060834	-69.403984	1.3015137
10.061038	-72.440971	1.3112793
10.061265	-65.968994	1.3210449
10.064726	-54.932034	1.3308105
10.064066	-51.003834	1.3405762
10.065573	-52.983128	1.3503418
10.065892	-64.660889	1.3601074
10.065928	-69.806602	1.369873
10.068033	-65.176811	1.3796387
10.068295	-55.616535	1.3894043
10.069158	-45.967072	1.3991699
10.070445	-50.507801	1.4089355
10.070617	-58.359467	1.4187012
10.072077	-61.521301	1.4284668
10.071883	-63.114574	1.4382324
10.073469	-56.752293	1.447998
10.073747	-49.016441	1.4577637
10.074851	-45.094334	1.4675293
10.075296	-47.809841	1.4772949
10.076657	-58.713619	1.4870605
10.076968	-61.981861	1.4968262
10.07841	-56.58839	1.5065918
10.079299	-46.678967	1.5163574
10.079125	-41.049664	1.526123
10.08092	-44.877037	1.5358887
10.081613	-53.342075	1.5456543
10.082217	-53.188801	1.5554199
10.08243	-56.043995	1.5651855
10.083545	-49.944313	1.5749512
10.084778	-41.798222	1.5847168
10.084392	-39.56963	1.5944824
10.085625	-42.647919	1.604248
10.086809	-50.688625	1.6140137
10.088266	-56.289623	1.6237793
10.088188	-47.13924	1.6335449
10.089726	-41.312363	1.6433105
10.090982	-36.432861	1.6530762
10.091323	-39.325096	1.6628418
10.090333	-46.933998	1.6726074
10.092937	-48.217766	1.682373
10.093443	-50.64349	1.6921387
10.09367	-41.544441	1.7019043
10.095488	-32.882343	1.7116699
10.096618	-30.597588	1.7214355
10.096712	-38.547703	1.7312012
10.097905	-47.412479	1.7409668
10.098431	-47.400257	1.7507324
10.098274	-40.778057	1.760498
10.100392	-33.875347	1.7702637
