MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_dimension_typeiv_4545_r0			Time:	20.017334	s	4/13/2019 8:44:30 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_4545_dimension.tst
-39.897541	-132.15831	1.7016602
-39.897476	-134.90445	1.7114258
-39.895573	-132.28223	1.7211914
-39.896069	-134.24149	1.730957
-39.89502	-136.45901	1.7407227
-39.893883	-134.4317	1.7504883
-39.892498	-135.19595	1.7602539
-39.891972	-130.86835	1.7700195
-39.891689	-126.99911	1.7797852
-39.890373	-129.51688	1.7895508
-39.890724	-132.59715	1.7993164
-39.889179	-133.98369	1.809082
-39.88763	-131.71278	1.8188477
-39.887821	-127.03908	1.8286133
-39.885902	-123.92274	1.8383789
-39.885963	-125.85318	1.8481445
-39.8857	-129.17616	1.8579102
-39.884068	-128.78024	1.8676758
-39.883617	-128.90158	1.8774414
-39.883976	-124.03925	1.887207
-39.882092	-121.3233	1.8969727
-39.880379	-119.85172	1.9067383
-39.880043	-124.4645	1.9165039
-39.879257	-127.98238	1.9262695
-39.87788	-125.03227	1.9360352
-39.876949	-120.41718	1.9458008
-39.876957	-117.71981	1.9555664
-39.876289	-119.12753	1.965332
-39.875328	-120.6358	1.9750977
-39.875004	-120.48889	1.9848633
-39.873409	-123.68067	1.9946289
-39.8741	-118.52769	2.0043945
-39.871738	-116.87678	2.0141602
-39.870663	-114.11656	2.0239258
-39.870941	-114.86086	2.0336914
-39.868168	-121.95232	2.043457
-39.868355	-119.1813	2.0532227
-39.867424	-117.51404	2.0629883
-39.867313	-114.57392	2.0727539
-39.866024	-110.93012	2.0825195
-39.865746	-112.71491	2.0922852
-39.864208	-110.52546	2.1020508
-39.864025	-112.51012	2.1118164
-39.864136	-113.95013	2.121582
-39.862244	-111.97365	2.1313477
-39.861507	-108.44278	2.1411133
-39.860821	-106.6629	2.1508789
-39.859879	-109.73134	2.1606445
-39.859966	-109.91008	2.1704102
-39.85807	-109.0991	2.1801758
-39.857788	-108.49554	2.1899414
-39.856647	-107.41321	2.199707
-39.855442	-105.78233	2.2094727
-39.854668	-103.23471	2.2192383
-39.853371	-105.34122	2.2290039
-39.853821	-106.68977	2.2387695
-39.852108	-108.49231	2.2485352
-39.851879	-103.78728	2.2583008
-39.85043	-101.74519	2.2680664
-39.849674	-101.05811	2.277832
-39.849819	-99.705887	2.2875977
-39.848576	-102.79266	2.2973633
-39.84774	-101.69094	2.3071289
-39.845695	-102.09133	2.3168945
-39.845165	-102.65371	2.3266602
-39.845829	-95.918091	2.3364258
-39.844498	-95.87606	2.3461914
-39.843964	-96.309166	2.355957
-39.842773	-101.5909	2.3657227
-39.842163	-101.97497	2.3754883
-39.840405	-94.315025	2.3852539
-39.839764	-94.923607	2.3950195
-39.839355	-90.707199	2.4047852
-39.840389	-93.214897	2.4145508
-39.837139	-96.364807	2.4243164
-39.835835	-95.380409	2.434082
-39.836296	-96.633339	2.4438477
-39.834343	-91.140945	2.4536133
-39.83466	-88.143723	2.4633789
-39.834641	-89.559212	2.4731445
-39.832657	-91.935165	2.4829102
-39.831551	-96.557999	2.4926758
-39.831135	-91.651108	2.5024414
-39.830902	-86.662346	2.512207
-39.829269	-85.148773	2.5219727
-39.829346	-85.186394	2.5317383
-39.828102	-87.568832	2.5415039
-39.82682	-88.895065	2.5512695
-39.826298	-89.988022	2.5610352
-39.826542	-87.101242	2.5708008
-39.824539	-82.215286	2.5805664
-39.824432	-80.869232	2.590332
-39.822701	-83.276161	2.6000977
-39.821568	-86.139885	2.6098633
-39.821846	-86.859413	2.6196289
-39.820877	-81.446808	2.6293945
-39.819939	-78.568512	2.6391602
-39.818523	-79.741127	2.6489258
-39.817684	-79.57457	2.6586914
-39.818169	-79.887802	2.668457
-39.81591	-84.085022	2.6782227
-39.815468	-78.868896	2.6879883
-39.815422	-78.350327	2.6977539
-39.814991	-73.711472	2.7075195
-39.812824	-73.027962	2.7172852
-39.81432	-80.53746	2.7270508
-39.810791	-76.627388	2.7368164
-39.810608	-77.604248	2.746582
-39.809425	-75.273376	2.7563477
-39.808697	-73.435997	2.7661133
-39.809677	-73.471817	2.7758789
-39.806984	-71.829796	2.7856445
-39.80674	-73.073608	2.7954102
-39.806087	-75.84742	2.8051758
-39.805836	-73.980461	2.8149414
-39.804424	-70.788475	2.824707
-39.803169	-66.583099	2.8344727
-39.803665	-69.876228	2.8442383
-39.802109	-70.605911	2.8540039
-39.801006	-70.92218	2.8637695
-39.801311	-70.768532	2.8735352
-39.797695	-68.494423	2.8833008
-39.798828	-67.356232	2.8930664
-39.796986	-64.426636	2.902832
-39.796879	-62.451923	2.9125977
-39.795975	-66.680397	2.9223633
-39.795723	-67.964127	2.9321289
-39.795856	-65.304665	2.9418945
-39.794655	-60.797611	2.9516602
-39.794033	-59.333183	2.9614258
-39.791412	-59.086517	2.9711914
-39.790924	-61.651817	2.980957
-39.790546	-61.926956	2.9907227
-39.789589	-64.085381	3.0004883
-39.787865	-63.310413	3.0102539
-39.788513	-57.213577	3.0200195
-39.787525	-53.368988	3.0297852
-39.785488	-55.334881	3.0395508
-39.786385	-62.080227	3.0493164
-39.783756	-62.084038	3.059082
-39.784176	-56.795132	3.0688477
-39.782913	-54.935493	3.0786133
-39.781979	-51.574638	3.0883789
-39.782257	-53.321774	3.0981445
-39.780315	-54.530167	3.1079102
-39.780186	-55.835148	3.1176758
-39.778831	-58.251839	3.1274414
-39.778938	-51.643742	3.137207
-39.777771	-48.034832	3.1469727
-39.776741	-48.180161	3.1567383
-39.776283	-49.254047	3.1665039
-39.773991	-55.317833	3.1762695
-39.774364	-53.059891	3.1860352
-39.77301	-48.045055	3.1958008
-39.772701	-46.6912	3.2055664
-39.771309	-44.310749	3.215332
-39.771278	-48.682495	3.2250977
-39.769363	-48.452587	3.2348633
-39.769577	-50.673347	3.2446289
-39.768585	-47.525879	3.2543945
-39.767891	-42.221127	3.2641602
-39.767666	-40.194088	3.2739258
-39.766735	-41.856529	3.2836914
-39.765549	-46.17997	3.293457
-39.763996	-47.316246	3.3032227
-39.764378	-42.384441	3.3129883
-39.762409	-40.00816	3.3227539
-39.762489	-40.287151	3.3325195
-39.760475	-38.042961	3.3422852
-39.760418	-39.108276	3.3520508
-39.758972	-41.3531	3.3618164
-39.758865	-40.11879	3.371582
-39.757694	-40.456436	3.3813477
-39.757095	-36.107864	3.3911133
-39.754955	-34.402996	3.4008789
-39.755844	-38.804729	3.4106445
-39.754807	-37.998917	3.4204102
-39.75425	-38.361881	3.4301758
-39.753181	-35.005337	3.4399414
-39.752346	-34.988083	3.449707
-39.750725	-32.942921	3.4594727
-39.749947	-29.716461	3.4692383
-39.749718	-32.790066	3.4790039
-39.749359	-33.369942	3.4887695
-39.748703	-34.979145	3.4985352
-39.746796	-32.775326	3.5083008
-39.747459	-26.97879	3.5180664
-39.745468	-29.425892	3.527832
-39.744267	-27.414389	3.5375977
-39.744331	-30.266783	3.5473633
-39.743999	-30.834999	3.5571289
-39.743759	-29.513498	3.5668945
-39.741879	-29.628832	3.5766602
-39.740646	-25.175358	3.5864258
-39.740685	-23.160591	3.5961914
-39.740234	-26.258423	3.605957
-39.738861	-28.611906	3.6157227
-39.738518	-29.052921	3.6254883
-39.736572	-24.348406	3.6352539
-39.73698	-20.536776	3.6450195
-39.734669	-19.247587	3.6547852
-39.733349	-20.467157	3.6645508
-39.73365	-22.190449	3.6743164
-39.732834	-23.856354	3.684082
-39.731304	-22.414871	3.6938477
-39.730614	-18.987125	3.7036133
-39.730522	-14.900933	3.7133789
-39.730175	-15.579782	3.7231445
-39.728355	-20.012947	3.7329102
-39.726421	-23.128889	3.7426758
-39.727684	-18.888083	3.7524414
-39.726582	-16.832491	3.762207
-39.725853	-11.433043	3.7719727
-39.724953	-14.340701	3.7817383
-39.723232	-13.589904	3.7915039
-39.722935	-15.562268	3.8012695
-39.721642	-18.123667	3.8110352
-39.722622	-13.078857	3.8208008
-39.720333	-10.702836	3.8305664
-39.720154	-7.0808792	3.840332
-39.718567	-10.838304	3.8500977
-39.718468	-15.620131	3.8598633
-39.716557	-13.53174	3.8696289
-39.717346	-9.9541721	3.8793945
-39.71698	-6.7788224	3.8891602
-39.714756	-5.9127536	3.8989258
-39.714737	-7.1878238	3.9086914
-39.713383	-4.4937553	3.918457
-39.71291	-10.705021	3.9282227
-39.711567	-7.5472779	3.9379883
-39.71114	-5.4520826	3.9477539
-39.709686	-2.2323947	3.9575195
-39.709126	-0.82212669	3.9672852
-39.707634	-6.7955379	3.9770508
-39.707157	-6.0079331	3.9868164
-39.706829	-4.4043446	3.996582
-39.705357	-3.6403737	4.0063477
-39.704266	-0.92139691	4.0161133
-39.704704	-1.7301818	4.0258789
-39.704105	1.0804527	4.0356445
-39.703285	0.11713356	4.0454102
-39.701675	-2.3775661	4.0551758
-39.701897	-2.4735947	4.0649414
-39.700264	2.7307918	4.074707
-39.699234	4.4677033	4.0844727
-39.698685	3.2875953	4.0942383
-39.697456	3.4205666	4.1040039
-39.695881	3.2212806	4.1137695
-39.696159	4.7070494	4.1235352
-39.695572	2.6220348	4.1333008
-39.695122	6.9064245	4.1430664
-39.693024	9.4559536	4.152832
-39.693176	9.6956301	4.1625977
-39.691631	7.1138201	4.1723633
-39.692062	3.1174016	4.1821289
-39.690937	6.824564	4.1918945
-39.688374	11.17385	4.2016602
-39.688568	10.337526	4.2114258
-39.687355	13.405601	4.2211914
-39.687191	9.8332005	4.230957
-39.687038	9.8990078	4.2407227
-39.685337	9.7410879	4.2504883
-39.68383	8.813385	4.2602539
-39.685665	15.984656	4.2700195
-39.683247	18.502544	4.2797852
-39.682846	17.1649	4.2895508
-39.681095	11.462132	4.2993164
-39.681026	8.6052752	4.309082
-39.681458	17.954187	4.3188477
-39.679646	17.08466	4.3286133
-39.67815	21.731016	4.3383789
-39.676956	20.5741	4.3481445
-39.676643	15.97809	4.3579102
-39.675179	16.443417	4.3676758
-39.674522	14.547119	4.3774414
-39.674999	19.339165	4.387207
-39.673435	25.714897	4.3969727
-39.673267	24.256748	4.4067383
-39.672169	21.062492	4.4165039
-39.670891	17.417791	4.4262695
-39.670212	19.678755	4.4360352
-39.669132	24.293694	4.4458008
-39.668358	26.664721	4.4555664
-39.668148	26.754717	4.465332
-39.666721	27.493065	4.4750977
-39.665379	24.176271	4.4848633
-39.665703	21.162891	4.4946289
-39.664619	24.197803	4.5043945
-39.66386	28.252142	4.5141602
-39.663086	31.43973	4.5239258
-39.661308	31.101719	4.5336914
-39.660412	26.012117	4.543457
-39.660282	26.165051	4.5532227
-39.66048	28.807398	4.5629883
-39.659523	33.224781	4.5727539
-39.658405	32.592331	4.5825195
-39.656349	34.669525	4.5922852
-39.656826	34.74654	4.6020508
-39.655994	28.018217	4.6118164
-39.655243	30.731907	4.621582
-39.653324	32.174446	4.6313477
-39.652843	36.274055	4.6411133
-39.651505	38.718384	4.6508789
-39.652779	33.766373	4.6606445
-39.651913	34.920521	4.6704102
-39.649662	36.017632	4.6801758
-39.649124	35.756523	4.6899414
-39.64843	37.82618	4.699707
-39.647968	39.401535	4.7094727
-39.647369	41.950283	4.7192383
-39.646694	41.027878	4.7290039
-39.644257	38.434986	4.7387695
-39.643944	37.351543	4.7485352
-39.642445	40.656158	4.7583008
-39.642136	43.970287	4.7680664
-39.64212	44.459366	4.777832
-39.641689	44.828033	4.7875977
-39.639713	44.491608	4.7973633
-39.63895	42.364014	4.8071289
-39.637032	41.345093	4.8168945
-39.637489	45.402073	4.8266602
-39.637581	46.865482	4.8364258
-39.636169	49.069115	4.8461914
-39.635246	48.6735	4.855957
-39.635185	42.962181	4.8657227
-39.633701	44.450909	4.8754883
-39.632072	48.248924	4.8852539
-39.632236	49.937263	4.8950195
-39.630886	52.688328	4.9047852
-39.629623	50.347454	4.9145508
-39.629341	50.756653	4.9243164
-39.629139	48.14687	4.934082
-39.627377	49.02401	4.9438477
-39.62756	53.518387	4.9536133
-39.627369	56.703743	4.9633789
-39.626148	56.837322	4.9731445
-39.624146	52.908985	4.9829102
-39.624073	50.368961	4.9926758
-39.623573	55.353214	5.0024414
-39.623039	55.329903	5.012207
-39.621639	61.495003	5.0219727
-39.620277	60.418591	5.0317383
-39.619129	58.692127	5.0415039
-39.618961	56.200779	5.0512695
-39.617802	53.698444	5.0610352
-39.617592	57.697132	5.0708008
-39.617226	65.922722	5.0805664
-39.61578	65.158791	5.090332
-39.615566	63.554413	5.1000977
-39.615383	58.01524	5.1098633
-39.613018	58.974476	5.1196289
-39.612694	62.08606	5.1293945
-39.612068	64.699127	5.1391602
-39.611549	65.72905	5.1489258
-39.610592	67.021294	5.1586914
-39.609539	64.081665	5.168457
-39.608273	61.521118	5.1782227
-39.607048	63.689568	5.1879883
-39.606976	67.996269	5.1977539
-39.605469	71.46492	5.2075195
-39.605343	70.511238	5.2172852
-39.604828	65.954353	5.2270508
-39.604244	66.116241	5.2368164
-39.602283	66.924118	5.246582
-39.602627	71.016479	5.2563477
-39.601028	70.777649	5.2661133
-39.599712	73.965874	5.2758789
-39.59848	74.128159	5.2856445
-39.598583	70.556274	5.2954102
-39.598213	70.567543	5.3051758
-39.59684	70.826981	5.3149414
-39.595512	75.313293	5.324707
-39.595554	79.042587	5.3344727
-39.594048	74.326897	5.3442383
-39.594448	75.360306	5.3540039
-39.594318	74.260941	5.3637695
-39.592773	76.146935	5.3735352
-39.590267	78.385689	5.3833008
-39.59103	79.582787	5.3930664
-39.589035	81.739548	5.402832
-39.589092	82.049271	5.4125977
-39.58847	79.732269	5.4223633
-39.586578	77.852631	5.4321289
-39.586983	78.852394	5.4418945
-39.585228	85.126244	5.4516602
-39.585148	84.091743	5.4614258
-39.584724	84.367256	5.4711914
-39.583675	84.561081	5.480957
-39.582088	81.856247	5.4907227
-39.582314	83.814941	5.5004883
-39.581432	84.161224	5.5102539
-39.579704	88.011467	5.5200195
-39.579529	90.967194	5.5297852
-39.578651	88.306221	5.5395508
-39.577862	84.306343	5.5493164
-39.575726	83.171219	5.559082
-39.575401	86.084167	5.5688477
-39.574326	88.285294	5.5786133
-39.574051	92.007507	5.5883789
-39.573414	91.323242	5.5981445
-39.571434	90.692413	5.6079102
-39.571262	87.805992	5.6176758
-39.571289	85.361282	5.6274414
-39.569431	92.207115	5.637207
-39.569218	95.643608	5.6469727
-39.568848	98.054588	5.6567383
-39.567959	92.858574	5.6665039
-39.566833	89.402718	5.6762695
-39.566662	92.597404	5.6860352
-39.565079	93.930595	5.6958008
-39.565434	98.919113	5.7055664
-39.562981	99.692543	5.715332
-39.563232	97.895279	5.7250977
-39.562935	96.424911	5.7348633
-39.561653	92.306931	5.7446289
-39.55986	98.185455	5.7543945
-39.558784	101.27312	5.7641602
-39.558235	105.05063	5.7739258
-39.559231	103.2355	5.7836914
-39.556923	98.365463	5.793457
-39.556469	99.227463	5.8032227
-39.555691	100.42461	5.8129883
-39.555466	103.88917	5.8227539
-39.552502	105.72339	5.8325195
-39.553452	104.80243	5.8422852
-39.551903	106.53905	5.8520508
-39.551334	101.2769	5.8618164
-39.550152	102.27752	5.871582
-39.549057	104.79208	5.8813477
-39.54982	109.85992	5.8911133
-39.548149	110.76946	5.9008789
-39.547642	106.54839	5.9106445
-39.547218	105.42844	5.9204102
-39.545658	108.64369	5.9301758
-39.545429	108.5038	5.9399414
-39.543468	109.40295	5.949707
-39.543575	111.68872	5.9594727
-39.543465	112.50903	5.9692383
-39.542446	111.37754	5.9790039
-39.541031	109.70661	5.9887695
-39.539745	108.9854	5.9985352
-39.5392	114.28242	6.0083008
-39.538303	116.36357	6.0180664
-39.537426	115.55988	6.027832
-39.536777	115.60803	6.0375977
-39.535973	114.29282	6.0473633
-39.535458	115.93781	6.0571289
-39.53471	112.45597	6.0668945
-39.533634	116.95274	6.0766602
-39.53392	123.31555	6.0864258
-39.532249	121.41228	6.0961914
-39.531338	120.40028	6.105957
-39.530514	115.42018	6.1157227
-39.529533	116.67533	6.1254883
-39.529411	120.87095	6.1352539
-39.528095	121.97297	6.1450195
-39.526691	124.61697	6.1547852
-39.525829	124.24649	6.1645508
-39.526211	121.01549	6.1743164
-39.523853	121.58555	6.184082
-39.523514	119.61169	6.1938477
-39.523933	127.48903	6.2036133
-39.522488	129.58255	6.2133789
-39.521896	127.4657	6.2231445
-39.52029	126.19555	6.2329102
-39.51973	122.74007	6.2426758
-39.519093	126.53081	6.2524414
-39.518555	127.1394	6.262207
-39.517433	132.03743	6.2719727
-39.515675	132.02971	6.2817383
-39.516602	130.41621	6.2915039
-39.51511	127.71172	6.3012695
-39.513878	125.27716	6.3110352
-39.512505	128.27927	6.3208008
-39.512257	136.42825	6.3305664
-39.510681	137.71642	6.340332
-39.51046	135.35571	6.3500977
-39.509556	131.34966	6.3598633
-39.509178	133.02768	6.3696289
-39.508862	135.52296	6.3793945
-39.50811	137.67331	6.3891602
-39.507248	138.69252	6.3989258
-39.505974	138.2693	6.4086914
-39.505615	138.1138	6.418457
-39.505234	131.83337	6.4282227
-39.504242	136.18915	6.4379883
-39.503223	139.64465	6.4477539
-39.501236	144.14761	6.4575195
-39.501434	141.10039	6.4672852
-39.500984	137.49469	6.4770508
-39.499073	138.56012	6.4868164
-39.498859	139.40221	6.496582
-39.499107	141.55591	6.5063477
-39.496449	143.5127	6.5161133
-39.496449	144.7576	6.5258789
-39.495491	146.08424	6.5356445
-39.494476	141.84406	6.5454102
-39.494019	142.37842	6.5551758
-39.492565	142.41797	6.5649414
-39.492859	147.66753	6.574707
-39.491444	151.08818	6.5844727
-39.49091	146.65694	6.5942383
-39.489975	146.84001	6.6040039
-39.488686	148.84024	6.6137695
-39.488514	146.93073	6.6235352
-39.487457	148.85049	6.6333008
-39.487213	150.15018	6.6430664
-39.486004	154.48448	6.652832
-39.484623	151.80272	6.6625977
-39.483753	148.48444	6.6723633
-39.482758	147.41608	6.6821289
-39.482067	152.19838	6.6918945
-39.481079	153.1656	6.7016602
-39.480648	154.28551	6.7114258
-39.480167	156.0715	6.7211914
-39.478798	154.96031	6.730957
-39.478359	154.11581	6.7407227
-39.477516	152.85223	6.7504883
-39.476555	153.48375	6.7602539
-39.476757	159.36086	6.7700195
-39.474277	161.45322	6.7797852
-39.474781	160.85449	6.7895508
-39.473282	155.45882	6.7993164
-39.471947	155.33817	6.809082
-39.472557	159.97983	6.8188477
-39.470955	159.46442	6.8286133
-39.470905	164.81787	6.8383789
-39.469425	163.6842	6.8481445
-39.468018	160.79044	6.8579102
-39.468262	160.70952	6.8676758
-39.46772	157.05728	6.8774414
-39.466125	164.91225	6.887207
-39.465855	169.93866	6.8969727
-39.463959	169.21843	6.9067383
-39.463951	165.66263	6.9165039
-39.462322	161.32402	6.9262695
-39.463142	166.22185	6.9360352
-39.461433	165.47009	6.9458008
-39.461704	170.40475	6.9555664
-39.460464	170.9464	6.965332
-39.460335	169.52573	6.9750977
-39.458427	167.71812	6.9848633
-39.458374	164.01813	6.9946289
-39.455547	168.86255	7.0043945
-39.456379	173.47974	7.0141602
-39.45396	176.53757	7.0239258
-39.453976	174.57697	7.0336914
-39.453468	168.36613	7.043457
-39.452736	168.61258	7.0532227
-39.452679	171.97327	7.0629883
-39.450325	174.16637	7.0727539
-39.449867	176.0864	7.0825195
-39.44944	178.3154	7.0922852
-39.449039	176.33096	7.1020508
-39.447945	172.13579	7.1118164
-39.447701	172.75964	7.121582
-39.445545	176.29088	7.1313477
-39.444958	181.80937	7.1411133
-39.44466	181.13985	7.1508789
-39.443378	177.94174	7.1606445
-39.441414	177.45792	7.1704102
-39.44083	177.12952	7.1801758
-39.441223	178.94028	7.1899414
-39.440689	179.59563	7.199707
-39.439049	182.46698	7.2094727
-39.439857	185.93735	7.2192383
-39.437683	180.82498	7.2290039
-39.437416	180.74852	7.2387695
-39.436329	181.13548	7.2485352
-39.434883	184.97202	7.2583008
-39.434757	187.55911	7.2680664
-39.433224	185.17772	7.277832
-39.432568	186.50677	7.2875977
-39.430744	185.66338	7.2973633
-39.431931	184.11688	7.3071289
-39.431286	185.08333	7.3168945
-39.429138	186.39522	7.3266602
-39.429466	191.61824	7.3364258
-39.427376	192.82433	7.3461914
-39.427166	188.76427	7.355957
-39.426331	186.69157	7.3657227
-39.425472	188.04156	7.3754883
-39.424744	191.39699	7.3852539
-39.425079	192.93816	7.3950195
-39.423382	194.79703	7.4047852
-39.422451	195.36072	7.4145508
-39.421886	192.34331	7.4243164
-39.420452	189.70341	7.434082
-39.419846	191.09747	7.4438477
-39.418636	195.80869	7.4536133
-39.417885	200.59369	7.4633789
-39.416576	198.97412	7.4731445
-39.417324	193.00626	7.4829102
-39.416592	193.83441	7.4926758
-39.415253	195.25327	7.5024414
-39.414398	197.66667	7.512207
-39.413124	203.55415	7.5219727
-39.413193	201.86821	7.5317383
-39.412563	201.45471	7.5415039
-39.411243	197.8031	7.5512695
-39.410767	195.27223	7.5610352
-39.409565	202.19632	7.5708008
-39.408398	205.31432	7.5805664
-39.407101	208.28255	7.590332
-39.405682	203.17056	7.6000977
-39.406586	200.50636	7.6098633
-39.40501	204.04243	7.6196289
-39.404011	202.77946	7.6293945
-39.403	207.23174	7.6391602
-39.403328	208.40433	7.6489258
-39.402855	209.17059	7.6586914
