MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_hd_uprint_typei_090_r0			Time:	20.018799	s	4/15/2019 4:00:09 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typei_hd_090_uprint.tst
10.65506	221.55215	8.1867676
10.657301	226.92511	8.1965332
10.657609	228.78986	8.2062988
10.657403	232.00784	8.2160645
10.6594	234.29141	8.2258301
10.659001	230.61418	8.2355957
10.661012	225.34103	8.2453613
10.66003	225.96556	8.255127
10.661334	230.32578	8.2648926
10.663198	237.9478	8.2746582
10.662826	237.20398	8.2844238
10.664841	232.44371	8.2941895
10.665013	228.33012	8.3039551
10.667233	229.84337	8.3137207
10.666654	231.093	8.3234863
10.667257	238.35303	8.333252
10.668076	240.23946	8.3430176
10.669292	237.87428	8.3527832
10.669131	234.92166	8.3625488
10.67089	227.26973	8.3723145
10.672036	234.42821	8.3820801
10.672887	239.86566	8.3918457
10.673031	244.49892	8.4016113
10.67388	243.22099	8.411377
10.675169	235.70621	8.4211426
10.675406	236.08719	8.4309082
10.676421	236.66464	8.4406738
10.677321	239.99193	8.4504395
10.678063	244.20108	8.4602051
10.679592	245.07655	8.4699707
10.679713	245.45557	8.4797363
10.680761	237.62621	8.489502
10.68171	236.86592	8.4992676
10.682756	240.7746	8.5090332
10.683016	244.2634	8.5187988
10.683699	250.61902	8.5285645
10.684168	243.92087	8.5383301
10.685084	243.9612	8.5480957
10.68567	243.95003	8.5578613
10.687713	241.85768	8.567627
10.687737	244.86066	8.5773926
10.688611	249.0705	8.5871582
10.691378	252.60425	8.5969238
10.690805	246.9698	8.6066895
10.691065	245.30054	8.6164551
10.691939	243.11673	8.6262207
10.692783	247.92752	8.6359863
10.693709	252.38809	8.645752
10.693639	252.25424	8.6555176
10.694094	254.7876	8.6652832
10.696525	249.32318	8.6750488
10.696365	249.9024	8.6848145
10.697067	248.09677	8.6945801
10.697729	251.99231	8.7043457
10.698666	257.66766	8.7141113
10.699803	257.86441	8.723877
10.700827	255.39851	8.7336426
10.703214	248.87994	8.7434082
10.700973	251.19209	8.7531738
10.704848	254.9949	8.7629395
10.704348	255.9796	8.7727051
10.705381	261.3042	8.7824707
10.705192	258.9621	8.7922363
10.706833	255.15825	8.802002
10.707768	254.23756	8.8117676
10.707108	252.6778	8.8215332
10.70853	259.71027	8.8312988
10.70971	265.34583	8.8410645
10.709835	262.68741	8.8508301
10.711972	258.20822	8.8605957
10.711906	253.535	8.8703613
10.711303	257.46823	8.880127
10.71398	258.95175	8.8898926
10.715067	265.38388	8.8996582
10.715446	268.09433	8.9094238
10.716086	264.16241	8.9191895
10.717697	261.13672	8.9289551
10.717297	255.70328	8.9387207
10.718503	260.48196	8.9484863
10.720072	268.93332	8.958252
10.720138	270.66675	8.9680176
10.720104	268.18317	8.9777832
10.721823	261.39764	8.9875488
10.722739	261.39462	8.9973145
10.723047	263.06796	9.0070801
10.725232	268.96307	9.0168457
10.72576	271.82916	9.0266113
10.72575	272.25986	9.036377
10.726707	271.41513	9.0461426
10.728024	262.45007	9.0559082
10.728053	263.33664	9.0656738
10.729385	269.73514	9.0754395
10.730375	275.99155	9.0852051
10.730928	275.68317	9.0949707
10.732744	269.82458	9.1047363
10.732555	269.90991	9.114502
10.733776	268.90884	9.1242676
10.733092	270.74576	9.1340332
10.735939	272.88968	9.1437988
10.735884	276.44403	9.1535645
10.737495	280.99725	9.1633301
10.737298	271.28424	9.1730957
10.737369	270.91046	9.1828613
10.739482	273.19867	9.192627
10.739646	277.0694	9.2023926
10.740682	283.31747	9.2121582
10.742034	278.47119	9.2219238
10.742579	279.14017	9.2316895
10.743272	277.34891	9.2414551
10.743505	275.98264	9.2512207
10.74518	276.89713	9.2609863
10.74518	280.14276	9.270752
10.746731	285.22839	9.2805176
10.747101	283.14758	9.2902832
10.748375	279.05112	9.3000488
10.748858	276.04279	9.3098145
10.750635	280.11075	9.3195801
10.750205	284.08136	9.3293457
10.751631	286.25208	9.3391113
10.752433	287.43839	9.348877
10.752986	286.00726	9.3586426
10.753611	282.82214	9.3684082
10.754117	278.02625	9.3781738
10.754747	280.9097	9.3879395
10.756459	288.73883	9.3977051
10.756957	291.69391	9.4074707
10.757476	290.80951	9.4172363
10.75835	284.10959	9.427002
10.759732	282.3779	9.4367676
10.760144	288.30847	9.4465332
10.760503	287.75714	9.4562988
10.761401	295.20847	9.4660645
10.763319	294.80789	9.4758301
10.764431	290.31464	9.4855957
10.764985	287.64368	9.4953613
10.765785	283.81311	9.505127
10.765786	292.59366	9.5148926
10.766003	297.99939	9.5246582
10.767484	299.3017	9.5344238
10.768975	295.62808	9.5441895
10.769097	287.60947	9.5539551
10.770481	290.4873	9.5637207
10.770987	291.85571	9.5734863
10.772035	297.91165	9.583252
10.772207	301.40607	9.5930176
10.773456	298.77393	9.6027832
10.774358	295.31653	9.6125488
10.775194	289.42709	9.6223145
10.775015	293.23535	9.6320801
10.776172	300.24606	9.6418457
10.777531	303.35089	9.6516113
10.778244	304.40399	9.661377
10.779641	296.98026	9.6711426
10.779831	294.42633	9.6809082
10.780978	296.77933	9.6906738
10.781368	300.61084	9.7004395
10.78198	303.50156	9.7102051
10.782793	305.75204	9.7199707
10.785194	304.68445	9.7297363
10.784468	296.99008	9.739502
10.785898	298.63101	9.7492676
10.785964	299.91321	9.7590332
10.787039	308.79462	9.7687988
10.788398	309.82813	9.7785645
10.788951	304.98859	9.7883301
10.789843	304.36404	9.7980957
10.790408	302.79001	9.8078613
10.791331	302.92389	9.817627
10.791869	306.50082	9.8273926
10.79161	308.7926	9.8371582
10.793158	315.54877	9.8469238
10.793496	307.51361	9.8566895
10.795305	305.12454	9.8664551
10.795961	304.07736	9.8762207
10.796574	307.60266	9.8859863
10.797215	314.7012	9.895752
10.798473	312.13123	9.9055176
10.800124	313.81998	9.9152832
10.799929	311.23825	9.9250488
10.800289	307.9502	9.9348145
10.802126	309.59396	9.9445801
10.802587	310.21005	9.9543457
10.803296	318.83844	9.9641113
10.804095	319.42526	9.973877
10.805445	314.17047	9.9836426
10.805083	310.84149	9.9934082
10.806899	309.5137	10.003174
10.80698	315.82108	10.012939
10.808093	316.50311	10.022705
10.810062	319.94339	10.032471
10.809752	319.78857	10.042236
10.810037	315.17093	10.052002
10.811486	312.21744	10.061768
10.811941	312.90927	10.071533
10.81185	320.21039	10.081299
10.814114	325.7851	10.091064
10.814247	325.04019	10.10083
10.816005	318.17352	10.110596
10.816892	315.58255	10.120361
10.817286	319.0116	10.130127
10.818688	319.92807	10.139893
10.818718	327.20966	10.149658
10.819195	327.96603	10.159424
10.820312	326.36136	10.169189
10.821008	320.79907	10.178955
10.82222	315.77786	10.188721
10.821916	322.66278	10.198486
10.823535	328.52188	10.208252
10.823865	333.08719	10.218018
10.825394	329.48047	10.227783
10.82601	321.48795	10.237549
10.826849	322.95081	10.247314
10.827299	322.39233	10.25708
10.828566	330.09302	10.266846
10.828903	334.02887	10.276611
10.830736	331.05093	10.286377
10.8324	333.84662	10.296143
10.831259	321.40286	10.305908
10.831942	324.03821	10.315674
10.833508	331.2309	10.325439
10.834702	335.15991	10.335205
10.835198	337.38184	10.344971
10.834705	330.49622	10.354736
10.836423	329.34735	10.364502
10.837403	329.78366	10.374268
10.83826	329.05579	10.384033
10.838457	334.44485	10.393799
10.839943	338.19714	10.403564
10.841339	337.81937	10.41333
10.841971	332.33942	10.423096
10.842287	330.40466	10.432861
10.843126	330.30359	10.442627
10.844144	338.13904	10.452393
10.844981	340.61591	10.462158
10.845132	338.6626	10.471924
10.846581	339.32626	10.481689
10.848186	336.12543	10.491455
10.846765	335.07489	10.501221
10.849038	336.19772	10.510986
10.849718	339.17047	10.520752
10.850223	346.53073	10.530518
10.850817	343.23877	10.540283
10.852736	340.51013	10.550049
10.852733	334.84363	10.559814
10.854177	338.44077	10.56958
10.854642	345.70245	10.579346
10.856038	344.62808	10.589111
10.856303	348.06177	10.598877
10.856937	343.85526	10.608643
10.857485	340.49527	10.618408
10.85929	341.29459	10.628174
10.859589	341.23834	10.637939
10.859318	350.02582	10.647705
10.86147	353.19254	10.657471
10.862342	347.32095	10.667236
10.863278	343.918	10.677002
10.862707	341.27582	10.686768
10.86442	344.90164	10.696533
10.865943	349.67291	10.706299
10.865461	353.77405	10.716064
10.866831	354.77249	10.72583
10.867332	349.48972	10.735596
10.869144	345.04523	10.745361
10.869638	344.81241	10.755127
10.870287	350.53897	10.764893
10.871789	357.98669	10.774658
10.872291	357.20386	10.784424
10.871385	353.28601	10.794189
10.872197	346.48621	10.803955
10.873589	349.23352	10.813721
10.875644	350.4072	10.823486
10.876563	358.71506	10.833252
10.876258	359.04758	10.843018
10.877172	360.50006	10.852783
10.878513	354.42001	10.862549
10.8786	348.15228	10.872314
10.879329	355.76431	10.88208
10.880032	359.87021	10.891846
10.881566	363.18781	10.901611
10.883348	363.26352	10.911377
10.882652	355.18695	10.921143
10.884081	355.50742	10.930908
10.883924	355.05298	10.940674
10.884997	359.82397	10.950439
10.886717	362.71106	10.960205
10.887212	365.57861	10.969971
10.887271	365.54172	10.979736
10.888527	355.16284	10.989502
10.890128	357.24902	10.999268
10.890247	361.77454	11.009033
10.891671	365.1871	11.018799
10.892315	369.89203	11.028564
10.89234	365.19058	11.03833
10.893518	362.74725	11.048096
10.894487	362.29782	11.057861
10.8967	360.33917	11.067627
10.895659	365.25153	11.077393
10.897478	367.86679	11.087158
10.898338	371.42542	11.096924
10.898148	368.15555	11.106689
10.8992	364.3002	11.116455
10.898963	362.4631	11.126221
10.900447	365.91577	11.135986
10.901127	373.08548	11.145752
10.90324	372.96692	11.155518
10.90317	372.64014	11.165283
10.904105	370.32108	11.175049
10.905849	365.56168	11.184814
10.905965	366.79376	11.19458
10.907098	370.06537	11.204346
10.907081	376.54221	11.214111
10.908421	376.72235	11.223877
10.909615	374.03378	11.233643
10.9108	366.9899	11.243408
10.910281	367.67877	11.253174
10.911074	373.34732	11.262939
10.912971	376.19998	11.272705
10.913383	380.39258	11.282471
10.913207	377.68787	11.292236
10.914452	374.97473	11.302002
10.915115	372.23862	11.311768
10.916324	370.48547	11.321533
10.917634	380.18741	11.331299
10.917369	385.35364	11.341064
10.918988	383.5318	11.35083
10.91936	377.11728	11.360596
10.919999	372.10013	11.370361
10.921777	377.36319	11.380127
10.921194	378.9158	11.389893
10.922976	384.41296	11.399658
10.922974	387.34229	11.409424
10.92512	382.85181	11.419189
10.92537	379.64828	11.428955
10.926577	374.38538	11.438721
10.927752	378.54797	11.448486
10.927203	387.70609	11.458252
10.929433	389.01151	11.468018
10.928911	386.61905	11.477783
10.930938	378.64554	11.487549
10.93028	379.37146	11.497314
10.9323	381.14926	11.50708
10.933537	388.47241	11.516846
10.934156	389.99176	11.526611
10.934608	391.74142	11.536377
10.93461	389.04758	11.546143
10.936741	381.48499	11.555908
10.936376	383.24347	11.565674
10.937214	388.47842	11.575439
10.938743	395.46475	11.585205
10.939738	395.05414	11.594971
10.940373	390.57611	11.604736
10.940627	387.79712	11.614502
10.942094	385.50745	11.624268
10.94237	388.90616	11.634033
10.943275	393.9917	11.643799
10.943517	396.30206	11.653564
10.945945	400.52652	11.66333
10.945709	389.94333	11.673096
10.945876	390.90634	11.682861
10.948174	389.86935	11.692627
10.948316	394.76126	11.702393
10.949438	400.66922	11.712158
10.950287	395.98886	11.721924
10.950781	396.56509	11.731689
10.951184	393.7543	11.741455
10.951152	394.12244	11.751221
10.952905	395.87241	11.760986
10.953952	398.03998	11.770752
10.954513	404.35294	11.780518
10.956359	403.2475	11.790283
10.955992	397.73712	11.800049
10.957143	394.88318	11.809814
10.958469	397.08878	11.81958
10.958624	403.26245	11.829346
10.959478	402.87485	11.839111
10.961725	404.58121	11.848877
10.960653	403.84555	11.858643
10.962803	399.48532	11.868408
10.962405	396.95428	11.878174
10.964255	400.84659	11.887939
10.9644	406.75543	11.897705
10.966181	410.2243	11.907471
10.966716	407.34625	11.917236
10.967125	400.52548	11.927002
10.967622	398.80679	11.936768
10.968214	404.06769	11.946533
10.96967	405.8732	11.956299
10.970247	412.10788	11.966064
10.970606	411.7305	11.97583
10.971376	408.96762	11.985596
10.971939	405.17233	11.995361
10.97404	400.6882	12.005127
10.974549	411.46118	12.014893
10.974316	417.00333	12.024658
10.9754	416.32352	12.034424
10.976871	412.28119	12.044189
10.977442	404.70111	12.053955
10.979054	408.36859	12.063721
10.979315	409.34158	12.073486
10.979658	416.45724	12.083252
10.979341	418.54721	12.093018
10.981534	415.58804	12.102783
10.982571	414.08209	12.112549
10.983196	404.67059	12.122314
10.98385	409.2807	12.13208
10.985138	417.47827	12.141846
10.985572	421.05478	12.151611
10.986536	422.58237	12.161377
10.987398	413.04926	12.171143
10.988359	412.08383	12.180908
10.989389	413.30396	12.190674
10.988922	416.93903	12.200439
10.990323	421.00574	12.210205
10.990014	423.49973	12.219971
10.9921	421.87381	12.229736
10.992352	414.9278	12.239502
10.993968	414.63974	12.249268
10.993538	418.15121	12.259033
10.995669	423.98962	12.268799
10.99567	427.15341	12.278564
10.997335	423.55722	12.28833
10.99854	420.57358	12.298096
10.998161	418.66507	12.307861
10.999097	420.26633	12.317627
11.000509	423.91058	12.327393
10.999061	425.14316	12.337158
11.002663	433.51468	12.346924
11.002853	424.20514	12.356689
11.002767	423.59338	12.366455
11.003756	420.84308	12.376221
11.005387	426.06543	12.385986
11.00596	431.15756	12.395752
11.007453	429.06818	12.405518
11.005982	430.38275	12.415283
11.007601	428.61276	12.425049
11.009637	423.70737	12.434814
11.009409	425.97012	12.44458
11.011681	428.15344	12.454346
11.012175	435.43958	12.464111
11.012666	435.91803	12.473877
11.013694	430.56198	12.483643
11.014671	426.49017	12.493408
11.01511	424.51031	12.503174
11.015955	432.74081	12.512939
11.017517	432.1637	12.522705
11.017591	438.83957	12.532471
11.018099	437.33047	12.542236
11.018828	431.79987	12.552002
11.019867	428.62646	12.561768
11.018925	429.25989	12.571533
11.020719	436.66254	12.581299
11.022189	443.3262	12.591064
11.023642	440.23996	12.60083
11.023812	434.44821	12.610596
11.02485	430.8432	12.620361
11.024218	435.08832	12.630127
11.026194	436.54813	12.639893
11.026968	443.7265	12.649658
11.027123	442.82303	12.659424
11.028556	442.10867	12.669189
11.029724	437.39661	12.678955
11.029848	431.42828	12.688721
11.031069	439.40671	12.698486
11.031924	444.13025	12.708252
11.032599	448.04697	12.718018
11.033452	445.11758	12.727783
11.034647	437.0498	12.737549
11.034618	439.66946	12.747314
11.035456	437.95483	12.75708
11.036769	447.87195	12.766846
11.037508	448.62036	12.776611
11.038474	449.99164	12.786377
11.039782	448.66986	12.796143
11.040136	436.63416	12.805908
11.041024	442.40994	12.815674
11.042512	446.90952	12.825439
11.042782	451.11459	12.835205
11.043229	453.90689	12.844971
11.04509	446.90005	12.854736
11.045437	445.73657	12.864502
11.045707	445.54385	12.874268
11.04589	446.24036	12.884033
11.047432	451.1553	12.893799
11.049016	452.89734	12.903564
11.048046	455.99213	12.91333
11.049922	450.4454	12.923096
11.049579	447.14703	12.932861
11.051147	448.98407	12.942627
11.051128	453.22748	12.952393
11.053228	458.09384	12.962158
11.05359	455.05533	12.971924
11.05433	454.28635	12.981689
11.055505	453.18701	12.991455
11.056864	450.81638	13.001221
11.057349	450.54633	13.010986
11.057611	456.86771	13.020752
11.057943	462.12955	13.030518
11.059124	458.9581	13.040283
11.060452	456.47211	13.050049
11.061199	451.26874	13.059814
11.062694	455.80353	13.06958
11.064139	460.75198	13.079346
11.063933	460.3446	13.089111
11.064127	463.04514	13.098877
11.064806	460.17026	13.108643
11.065763	457.27963	13.118408
11.066947	455.30524	13.128174
11.068265	456.37369	13.137939
11.069189	466.62457	13.147705
11.069726	466.29425	13.157471
11.070355	464.85577	13.167236
11.070722	459.27011	13.177002
11.071663	455.17499	13.186768
11.072463	462.07236	13.196533
11.073708	465.49335	13.206299
11.074069	470.55646	13.216064
11.075502	470.09662	13.22583
11.075875	464.67474	13.235596
11.07661	462.76514	13.245361
11.077924	458.9808	13.255127
11.078481	463.76605	13.264893
11.079512	474.62589	13.274658
11.080377	472.43509	13.284424
11.080468	469.84808	13.294189
11.081228	462.11456	13.303955
11.081276	463.54175	13.313721
11.082415	466.94614	13.323486
11.084147	472.91315	13.333252
11.085234	474.67941	13.343018
11.085114	474.54529	13.352783
11.085974	469.80432	13.362549
11.088735	464.69885	13.372314
11.087502	469.41479	13.38208
11.08976	475.08978	13.391846
11.09034	480.06982	13.401611
11.090857	477.25061	13.411377
11.092108	470.92548	13.421143
11.09206	470.32275	13.430908
11.093729	470.19199	13.440674
11.093771	477.6936	13.450439
11.094317	479.17047	13.460205
11.095469	478.25812	13.469971
11.096477	481.36975	13.479736
11.097332	470.46838	13.489502
11.097379	473.38272	13.499268
11.098304	475.03259	13.509033
11.098933	480.9848	13.518799
11.09998	486.05722	13.528564
11.100374	479.05762	13.53833
11.101972	477.89178	13.548096
11.102414	477.48251	13.557861
11.103477	476.12051	13.567627
11.104392	481.70132	13.577393
11.105187	483.46072	13.587158
11.105376	487.99637	13.596924
11.105986	482.07001	13.606689
11.107527	478.93234	13.616455
11.108482	478.1713	13.626221
11.108922	479.55646	13.635986
11.110782	487.54788	13.645752
11.111912	487.60052	13.655518
11.112247	485.91833	13.665283
11.111789	485.99066	13.675049
11.113291	480.67786	13.684814
11.114446	481.88196	13.69458
11.114838	484.88321	13.704346
11.114638	491.90332	13.714111
11.117685	492.83026	13.723877
11.117262	488.86044	13.733643
11.117593	483.40372	13.743408
11.119304	482.56293	13.753174
11.119646	489.65042	13.762939
11.120429	489.73596	13.772705
11.12154	497.3591	13.782471
11.121907	492.38486	13.792236
11.123792	489.54083	13.802002
11.123348	486.94983	13.811768
11.124392	484.23068	13.821533
11.125633	494.4613	13.831299
11.124945	498.71677	13.841064
11.126517	498.52802	13.85083
11.127316	491.74362	13.860596
11.12904	485.20889	13.870361
11.130373	490.85876	13.880127
11.131216	492.60715	13.889893
11.131023	499.50137	13.899658
11.131751	501.38623	13.909424
11.133265	496.11087	13.919189
11.133762	493.08383	13.928955
11.133733	488.87964	13.938721
11.135538	495.05481	13.948486
11.135631	503.43466	13.958252
11.135741	502.59613	13.968018
11.137922	503.29871	13.977783
11.138449	492.85031	13.987549
11.139689	493.78094	13.997314
11.140235	498.23709	14.00708
11.140884	501.50406	14.016846
11.141917	506.47266	14.026611
11.142466	505.13727	14.036377
11.142631	501.46359	14.046143
11.144442	495.62927	14.055908
11.144307	497.46329	14.065674
11.145144	501.39868	14.075439
11.14648	510.39792	14.085205
11.147868	507.31497	14.094971
11.148578	503.84558	14.104736
11.148396	501.83218	14.114502
11.14908	500.026	14.124268
11.150158	502.97321	14.134033
11.151425	506.27042	14.143799
11.151724	510.18698	14.153564
11.152346	512.34796	14.16333
11.154375	504.69501	14.173096
11.154933	503.95728	14.182861
11.155249	503.37558	14.192627
11.155527	508.16071	14.202393
11.157048	513.67969	14.212158
11.15806	510.07068	14.221924
11.158051	511.03516	14.231689
11.159944	508.56894	14.241455
11.160875	507.64291	14.251221
11.161728	511.26813	14.260986
11.162169	509.38297	14.270752
11.163065	520.06793	14.280518
11.163119	516.2301	14.290283
11.165562	511.08606	14.300049
11.165155	509.97269	14.309814
11.166519	509.92667	14.31958
11.167049	517.46503	14.329346
11.167315	517.88318	14.339111
11.168212	519.99951	14.348877
11.16862	519.85266	14.358643
11.169836	513.28705	14.368408
11.170681	511.24478	14.378174
11.171615	514.56671	14.387939
11.172556	520.3811	14.397705
11.173963	524.95685	14.407471
11.173922	521.21008	14.417236
11.175483	518.09326	14.427002
11.175759	512.70679	14.436768
11.176832	517.46088	14.446533
11.17687	520.35742	14.456299
11.178099	525.92871	14.466064
11.180017	525.90961	14.47583
11.180043	521.36487	14.485596
11.180833	515.72546	14.495361
11.182302	514.24371	14.505127
11.182455	522.20453	14.514893
11.182461	527.60742	14.524658
11.184132	530.89331	14.534424
11.184825	523.28192	14.544189
11.186265	517.7973	14.553955
11.186657	521.56433	14.563721
11.186993	522.27246	14.573486
11.1877	529.87305	14.583252
11.188128	532.07202	14.593018
11.190288	530.53876	14.602783
11.190954	526.97052	14.612549
11.192107	518.99426	14.622314
11.192419	525.50769	14.63208
11.19372	529.69794	14.641846
11.194002	534.31262	14.651611
11.19452	533.50336	14.661377
11.195557	525.51746	14.671143
11.195925	524.25134	14.680908
11.197108	526.76849	14.690674
11.198124	527.8175	14.700439
11.19908	534.96234	14.710205
11.200354	534.2627	14.719971
11.2005	533.87817	14.729736
11.200188	528.59454	14.739502
11.202323	526.4071	14.749268
11.202939	531.32849	14.759033
11.202839	536.43646	14.768799
11.203746	538.35779	14.778564
11.205455	535.33752	14.78833
11.205907	533.2912	14.798096
11.20719	531.09546	14.807861
11.207977	532.79199	14.817627
11.208195	535.50446	14.827393
11.209398	539.16876	14.837158
11.209106	542.79297	14.846924
11.211266	537.25751	14.856689
11.212155	534.41461	14.866455
11.213607	533.45837	14.876221
11.213361	538.38391	14.885986
11.214697	543.82196	14.895752
11.215189	540.71088	14.905518
11.215792	543.01251	14.915283
11.215561	538.79712	14.925049
11.2174	537.92535	14.934814
11.218266	537.18011	14.94458
11.21872	538.33655	14.954346
11.220166	549.66565	14.964111
11.220311	548.24817	14.973877
11.220136	543.93634	14.983643
11.222203	538.99597	14.993408
11.2233	536.7348	15.003174
11.224738	546.17639	15.012939
11.225322	546.36121	15.022705
11.224499	548.40381	15.032471
11.22626	548.36816	15.042236
11.226765	543.133	15.052002
11.227095	542.4826	15.061768
11.229907	540.29523	15.071533
11.229076	548.87659	15.081299
11.230175	554.36859	15.091064
11.231387	550.77039	15.10083
11.232123	546.56415	15.110596
11.231702	543.08533	15.120361
11.232868	543.3158	15.130127
11.234659	548.03143	15.139893
11.234738	554.29254	15.149658
11.235748	555.95526	15.159424
11.237498	553.24829	15.169189
11.237506	546.9884	15.178955
11.237642	543.14331	15.188721
11.23982	549.72156	15.198486
11.241016	555.02924	15.208252
11.240959	558.67169	15.218018
11.241513	555.99475	15.227783
11.242046	548.37543	15.237549
11.244138	549.8172	15.247314
11.24483	549.70288	15.25708
11.244786	555.71149	15.266846
11.246567	557.15723	15.276611
11.246292	557.28381	15.286377
11.247639	556.75201	15.296143
11.248766	547.55469	15.305908
11.24868	550.92627	15.315674
11.249269	553.77942	15.325439
11.250387	560.57776	15.335205
11.251698	563.24176	15.344971
11.251882	555.25916	15.354736
11.253695	554.69055	15.364502
11.253112	554.08514	15.374268
11.255298	555.70575	15.384033
11.256045	562.07312	15.393799
11.255978	560.92511	15.403564
11.256285	564.63885	15.41333
11.257284	557.3476	15.423096
11.258221	555.37732	15.432861
11.260738	558.2088	15.442627
11.261132	562.03601	15.452393
11.261085	565.84595	15.462158
11.260708	565.39844	15.471924
11.262882	562.40454	15.481689
11.263014	561.66711	15.491455
11.263995	559.00537	15.501221
11.264578	559.97791	15.510986
11.266521	565.32904	15.520752
11.268115	568.33264	15.530518
11.268067	567.93713	15.540283
11.268951	563.73145	15.550049
11.268589	559.00861	15.559814
11.269998	562.36609	15.56958
11.272077	568.67316	15.579346
11.271402	567.79279	15.589111
11.272384	572.14282	15.598877
11.273781	566.56567	15.608643
11.274633	564.5589	15.618408
11.275661	563.06561	15.628174
11.276253	564.81659	15.637939
11.27667	572.90472	15.647705
11.277626	575.84515	15.657471
11.278294	572.80853	15.667236
11.279031	567.50043	15.677002
11.279634	562.02606	15.686768
11.281413	569.84808	15.696533
11.281285	572.31158	15.706299
11.282268	575.96222	15.716064
11.28352	576.48334	15.72583
11.283614	571.45813	15.735596
11.285005	570.59729	15.745361
11.286047	566.34698	15.755127
11.287151	573.74634	15.764893
11.286559	580.96027	15.774658
11.287456	580.27112	15.784424
11.288919	578.51874	15.794189
11.289439	569.20837	15.803955
11.289003	571.75677	15.813721
11.291419	574.98895	15.823486
11.291836	579.61908	15.833252
11.292876	582.75854	15.843018
11.293711	580.86548	15.852783
11.295031	577.37146	15.862549
11.295183	572.01306	15.872314
11.296534	575.6922	15.88208
11.297066	581.01312	15.891846
11.298344	584.96228	15.901611
11.299583	584.32458	15.911377
11.299423	577.57104	15.921143
11.301348	577.13599	15.930908
11.300678	577.99451	15.940674
11.300503	582.75946	15.950439
11.302946	584.953	15.960205
11.303129	586.92041	15.969971
11.304529	586.94214	15.979736
11.305832	577.4549	15.989502
11.30732	579.02264	15.999268
11.306302	582.13171	16.009033
11.306755	588.53442	16.018799
11.308844	592.68451	16.028564
11.309797	585.67218	16.03833
11.311035	585.64044	16.048096
11.309648	581.71051	16.057861
11.311813	582.07245	16.067627
11.312433	587.8667	16.077393
11.313711	588.4021	16.087158
11.314253	594.04254	16.096924
11.314908	587.61005	16.106689
11.314536	585.23547	16.116455
11.316937	584.40814	16.126221
11.317588	587.27588	16.135986
11.3172	593.57837	16.145752
11.318255	592.92023	16.155518
11.319993	593.3186	16.165283
11.320694	591.79413	16.175049
11.321742	587.11853	16.184814
11.322488	589.96088	16.19458
11.322527	590.53906	16.204346
11.323179	597.76831	16.214111
11.32485	600.526	16.223877
11.325746	595.35168	16.233643
11.326645	588.92236	16.243408
11.327231	589.34106	16.253174
11.328485	594.42285	16.262939
11.328489	596.74695	16.272705
11.330009	600.74396	16.282471
11.330781	598.10303	16.292236
11.331775	594.91412	16.302002
11.332129	592.21057	16.311768
11.332283	590.78351	16.321533
11.334137	600.31207	16.331299
11.334323	603.99884	16.341064
11.334427	604.38873	16.35083
11.335844	596.23798	16.360596
11.336993	592.06122	16.370361
11.337561	597.45966	16.380127
11.338774	598.39008	16.389893
11.338413	607.17987	16.399658
11.340445	608.19312	16.409424
11.340737	603.60291	16.419189
11.341442	600.41119	16.428955
11.34317	590.7005	16.438721
11.343281	602.52026	16.448486
11.344434	607.28699	16.458252
11.344176	609.35199	16.468018
11.346192	608.98346	16.477783
11.346239	598.99457	16.487549
11.347238	599.4079	16.497314
11.348729	602.69629	16.50708
11.348549	606.81927	16.516846
11.350415	610.6488	16.526611
11.350007	609.99231	16.536377
11.351516	609.16827	16.546143
11.352425	600.13251	16.555908
11.353652	602.74493	16.565674
11.354088	608.65399	16.575439
11.355122	614.31689	16.585205
11.355413	613.33777	16.594971
11.356152	606.56689	16.604736
11.356704	605.41669	16.614502
11.358528	606.09851	16.624268
11.35861	607.25189	16.634033
11.36006	611.7475	16.643799
11.36125	615.7298	16.653564
11.361819	615.54987	16.66333
11.361907	609.43445	16.673096
11.363045	607.93481	16.682861
11.363796	607.30768	16.692627
11.364038	613.42114	16.702393
11.36547	619.87384	16.712158
11.3667	614.98828	16.721924
11.366798	616.04236	16.731689
11.36734	611.86108	16.741455
11.368448	611.19067	16.751221
11.369651	613.41077	16.760986
11.369016	617.48254	16.770752
11.370914	624.81152	16.780518
11.372572	619.29272	16.790283
11.372781	616.72797	16.800049
11.373355	614.09296	16.809814
11.374308	613.89069	16.81958
11.375868	622.71698	16.829346
11.376618	620.89783	16.839111
11.375941	622.83282	16.848877
11.37639	621.5564	16.858643
11.37901	614.59473	16.868408
11.379523	616.72675	16.878174
11.381046	616.09674	16.887939
11.381679	625.54376	16.897705
11.381809	629.4057	16.907471
11.383057	625.10736	16.917236
11.382778	619.13446	16.927002
11.384492	616.95703	16.936768
11.384678	622.06006	16.946533
11.385038	625.90027	16.956299
11.387753	630.474	16.966064
11.388081	628.14319	16.97583
11.388434	623.90399	16.985596
11.389235	619.78973	16.995361
11.38993	619.91132	17.005127
11.391363	624.98779	17.014893
11.391608	632.29303	17.024658
11.393239	632.93793	17.034424
11.392465	626.91998	17.044189
11.394039	620.48438	17.053955
11.394142	626.12671	17.063721
11.394809	624.60461	17.073486
11.396577	634.24579	17.083252
11.396952	634.86603	17.093018
