MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_uprint_typeiv_090_r0			Time:	20.017578	s	4/14/2019 1:09:21 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_090_uprint.tst
Displacement	Force	Running Time
mm	N	s
-40.040573	-177.75433	0.022705078
-40.041183	-172.97952	0.032470703
-40.041004	-171.45139	0.042236328
-40.040451	-172.72362	0.052001953
-40.040657	-174.88818	0.061767578
-40.042023	-176.69997	0.071533203
-40.040771	-174.90611	0.081298828
-40.040272	-177.12128	0.091064453
-40.039768	-173.89772	0.10083008
-40.038612	-169.75401	0.1105957
-40.038441	-169.13303	0.12036133
-40.03783	-173.93642	0.13012695
-40.035381	-177.25381	0.13989258
-40.03566	-176.23303	0.1496582
-40.035225	-170.58435	0.15942383
-40.035286	-167.2205	0.16918945
-40.033302	-167.22058	0.17895508
-40.033142	-168.04405	0.1887207
-40.031673	-169.06335	0.19848633
-40.03223	-171.83437	0.20825195
-40.030243	-168.98825	0.21801758
-40.028881	-167.30115	0.2277832
-40.028717	-161.18745	0.23754883
-40.028507	-167.01871	0.24731445
-40.026703	-169.00392	0.25708008
-40.026089	-170.19557	0.2668457
-40.024902	-167.54289	0.27661133
-40.024464	-162.71814	0.28637695
-40.023075	-164.01579	0.29614258
-40.022209	-162.92953	0.3059082
-40.021812	-162.74356	0.31567383
-40.021278	-165.2318	0.32543945
-40.019958	-165.02434	0.33520508
-40.019344	-165.39966	0.3449707
-40.018635	-160.20731	0.35473633
-40.018188	-158.23381	0.36450195
-40.017097	-162.1501	0.37426758
-40.016605	-160.96205	0.3840332
-40.015766	-161.75151	0.39379883
-40.015427	-158.78134	0.40356445
-40.015102	-159.40894	0.41333008
-40.013474	-158.94968	0.4230957
-40.012394	-154.82776	0.43286133
-40.01125	-153.62225	0.44262695
-40.01009	-159.50505	0.45239258
-40.010487	-160.46971	0.4621582
-40.009262	-157.21426	0.47192383
-40.008396	-152.33974	0.48168945
-40.007298	-151.63268	0.49145508
-40.006973	-153.07776	0.5012207
-40.005661	-155.01532	0.51098633
-40.006157	-155.15805	0.52075195
-40.003082	-155.4796	0.53051758
-40.002823	-152.689	0.5402832
-40.003479	-149.8998	0.55004883
-40.000595	-147.16324	0.55981445
-40.001137	-150.10994	0.56958008
-39.999611	-153.55896	0.5793457
-39.998936	-153.27992	0.58911133
-39.998192	-149.30714	0.59887695
-39.997925	-145.53354	0.60864258
-39.995724	-144.06734	0.6184082
-39.996746	-147.50992	0.62817383
-39.995827	-148.04193	0.63793945
-39.994373	-149.57315	0.64770508
-39.993607	-149.66721	0.6574707
-39.993027	-144.52312	0.66723633
-39.991573	-143.166	0.67700195
-39.990963	-140.94514	0.68676758
-39.990341	-146.1879	0.6965332
-39.989723	-149.70039	0.70629883
-39.988674	-146.33949	0.71606445
-39.98888	-142.32565	0.72583008
-39.987247	-138.93777	0.7355957
-39.985111	-139.21222	0.74536133
-39.985481	-144.29778	0.75512695
-39.984425	-141.76994	0.76489258
-39.982403	-145.04424	0.7746582
-39.982777	-141.65488	0.78442383
-39.982521	-137.12758	0.79418945
-39.981472	-135.67694	0.80395508
-39.979977	-137.80629	0.8137207
-39.980431	-141.51593	0.82348633
-39.979614	-142.75009	0.83325195
-39.978062	-136.39838	0.84301758
-39.977009	-133.97375	0.8527832
-39.977566	-134.04541	0.86254883
-39.976025	-134.0385	0.87231445
-39.974274	-135.96567	0.88208008
-39.973835	-136.45874	0.8918457
-39.973827	-136.55583	0.90161133
-39.972614	-135.80762	0.91137695
-39.971821	-128.41296	0.92114258
-39.971745	-132.49965	0.9309082
-39.969276	-132.1351	0.94067383
-39.968853	-134.11873	0.95043945
-39.967999	-134.2567	0.96020508
-39.967377	-128.28635	0.9699707
-39.966885	-129.69005	0.97973633
-39.966713	-128.80769	0.98950195
-39.964756	-125.88892	0.99926758
-39.964207	-129.26451	1.0090332
-39.963387	-128.08401	1.0187988
-39.962677	-132.95493	1.0285645
-39.962143	-127.29092	1.0383301
-39.961922	-123.15079	1.0480957
-39.959736	-125.36676	1.0578613
-39.959831	-126.38921	1.067627
-39.959251	-127.88142	1.0773926
-39.957016	-128.23083	1.0871582
-39.957424	-125.71047	1.0969238
-39.956295	-125.4292	1.1066895
-39.955421	-120.4615	1.1164551
-39.954399	-120.10533	1.1262207
-39.953979	-123.72279	1.1359863
-39.952435	-125.31319	1.145752
-39.951332	-124.61445	1.1555176
-39.950634	-119.29601	1.1652832
-39.950554	-117.82378	1.1750488
-39.949921	-118.61296	1.1848145
-39.949123	-121.23783	1.1945801
-39.947647	-121.32999	1.2043457
-39.947754	-121.89569	1.2141113
-39.946335	-119.45739	1.223877
-39.945557	-115.3828	1.2336426
-39.944153	-112.67978	1.2434082
-39.943134	-115.15206	1.2531738
-39.943069	-120.88891	1.2629395
-39.941776	-121.4501	1.2727051
-39.940926	-118.72682	1.2824707
-39.94017	-112.40588	1.2922363
-39.939995	-109.82148	1.302002
-39.938526	-113.6366	1.3117676
-39.937714	-113.10812	1.3215332
-39.936771	-117.35106	1.3312988
-39.937424	-115.27576	1.3410645
-39.936455	-108.93467	1.3508301
-39.93491	-110.10648	1.3605957
-39.934307	-105.81612	1.3703613
-39.93327	-110.15356	1.380127
-39.932262	-116.0426	1.3898926
-39.93272	-113.47284	1.3996582
-39.930847	-108.46845	1.4094238
-39.930454	-106.36784	1.4191895
-39.929111	-106.44207	1.4289551
-39.928627	-108.01591	1.4387207
-39.928131	-108.79372	1.4484863
-39.92712	-110.37286	1.458252
-39.925312	-108.51526	1.4680176
-39.925854	-105.23788	1.4777832
-39.924252	-101.96271	1.4875488
-39.923836	-101.87993	1.4973145
-39.924175	-108.08562	1.5070801
-39.922932	-107.78654	1.5168457
-39.921585	-104.64178	1.5266113
-39.921055	-101.39587	1.536377
-39.919685	-99.484482	1.5461426
-39.918781	-101.47958	1.5559082
-39.918461	-101.08569	1.5656738
-39.917252	-102.26175	1.5754395
-39.915913	-102.77377	1.5852051
-39.914906	-102.42609	1.5949707
-39.914024	-97.014175	1.6047363
-39.913582	-96.002434	1.614502
-39.913464	-97.29493	1.6242676
-39.912487	-97.038597	1.6340332
-39.911572	-101.3322	1.6437988
-39.909519	-97.88694	1.6535645
-39.909973	-97.358063	1.6633301
-39.909103	-96.58625	1.6730957
-39.906837	-94.127579	1.6828613
-39.907444	-95.381569	1.692627
