MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_hd_uprint_typeiv_090_r0			Time:	20.018311	s	4/13/2019 11:11:39 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_4545_uprint.tst
Displacement	Force	Running Time
mm	N	s
-40.04248	-158.14629	0.022949219
-40.04277	-159.87885	0.032714844
-40.043098	-159.95978	0.042480469
-40.042866	-161.34236	0.052246094
-40.043831	-167.37733	0.062011719
-40.041409	-164.95345	0.071777344
-40.042351	-162.36852	0.081542969
-40.041607	-161.73335	0.091308594
-40.040623	-158.98805	0.10107422
-40.039623	-161.56857	0.11083984
-40.03817	-160.52341	0.12060547
-40.036186	-160.28445	0.13037109
-40.035305	-160.07335	0.14013672
-40.035797	-160.48961	0.14990234
-40.035748	-160.36874	0.15966797
-40.033001	-152.61624	0.16943359
-40.033222	-156.17165	0.17919922
-40.032768	-158.66786	0.18896484
-40.031986	-157.89999	0.19873047
-40.030117	-158.10692	0.20849609
-40.030682	-154.15071	0.21826172
-40.03027	-156.31206	0.22802734
-40.028831	-152.50195	0.23779297
-40.028187	-151.95834	0.24755859
-40.027557	-154.53479	0.25732422
-40.026665	-157.45522	0.26708984
-40.025795	-154.18465	0.27685547
-40.024532	-149.48117	0.28662109
-40.024345	-149.05682	0.29638672
-40.022774	-146.71935	0.30615234
-40.022217	-152.5905	0.31591797
-40.021317	-151.86729	0.32568359
-40.019184	-150.24188	0.33544922
-40.018848	-150.98723	0.34521484
-40.019035	-144.7225	0.35498047
-40.018364	-145.61388	0.36474609
-40.017262	-146.3826	0.37451172
-40.017345	-151.16136	0.38427734
-40.01466	-153.10701	0.39404297
-40.015564	-146.48524	0.40380859
-40.012859	-141.36627	0.41357422
-40.01305	-141.34445	0.42333984
-40.012299	-144.08264	0.43310547
-40.011784	-147.49019	0.44287109
-40.010708	-145.48404	0.45263672
-40.009903	-146.33525	0.46240234
-40.009338	-140.89641	0.47216797
-40.008854	-138.02951	0.48193359
-40.007778	-138.59276	0.49169922
-40.005459	-140.20746	0.50146484
-40.004887	-144.94644	0.51123047
-40.005028	-143.55759	0.52099609
-40.002842	-136.58168	0.53076172
-40.003635	-134.78598	0.54052734
-40.002876	-136.99083	0.55029297
-40.001762	-140.60942	0.56005859
-40.001183	-139.83824	0.56982422
-40.000404	-140.38606	0.57958984
-39.999756	-137.68617	0.58935547
-39.998775	-135.82683	0.59912109
-39.998554	-131.63817	0.60888672
-39.996769	-132.90154	0.61865234
-39.994686	-138.78716	0.62841797
-39.99596	-137.20415	0.63818359
-39.995457	-136.29471	0.64794922
-39.993908	-131.38809	0.65771484
-39.992367	-132.24831	0.66748047
-39.992035	-134.30562	0.67724609
-39.992111	-132.30344	0.68701172
-39.989689	-132.62309	0.69677734
-39.989437	-131.68185	0.70654297
-39.989677	-131.63864	0.71630859
-39.988003	-130.14447	0.72607422
-39.986496	-125.60688	0.73583984
-39.986023	-130.73888	0.74560547
-39.985878	-131.12646	0.75537109
-39.98489	-133.08705	0.76513672
-39.984161	-129.06837	0.77490234
-39.983494	-124.75472	0.78466797
-39.981247	-128.49368	0.79443359
-39.98185	-124.68431	0.80419922
-39.981644	-125.86792	0.81396484
-39.979446	-127.84824	0.82373047
-39.978966	-128.26704	0.83349609
-39.979084	-126.50061	0.84326172
-39.977417	-121.37974	0.85302734
-39.976212	-120.19158	0.86279297
-39.975353	-123.83207	0.87255859
-39.973618	-124.11996	0.88232422
-39.974525	-124.91442	0.89208984
-39.97337	-121.67722	0.90185547
-39.972317	-120.58656	0.91162109
-39.971897	-117.86596	0.92138672
-39.971115	-118.57091	0.93115234
-39.970154	-120.61243	0.94091797
-39.96917	-121.21101	0.95068359
-39.96854	-123.08437	0.96044922
-39.968246	-118.81532	0.97021484
-39.967106	-113.29506	0.97998047
-39.96619	-113.61525	0.98974609
-39.96497	-118.30946	0.99951172
-39.964687	-120.32898	1.0092773
-39.962688	-118.33147	1.019043
-39.96307	-116.95503	1.0288086
-39.962326	-110.62526	1.0385742
-39.960865	-111.97535	1.0483398
-39.959045	-112.02747	1.0581055
-39.959175	-115.36827	1.0678711
-39.958122	-117.90321	1.0776367
-39.958214	-113.54161	1.0874023
-39.957054	-109.9409	1.097168
-39.957134	-106.92107	1.1069336
-39.955345	-110.03562	1.1166992
-39.953846	-115.8108	1.1264648
-39.954536	-112.90647	1.1362305
-39.952904	-111.65445	1.1459961
-39.953156	-108.21042	1.1557617
-39.950573	-105.3841	1.1655273
-39.950417	-105.90342	1.175293
-39.949978	-106.72659	1.1850586
-39.949921	-113.06246	1.1948242
-39.948872	-110.27546	1.2045898
-39.946911	-105.64414	1.2143555
-39.946201	-104.26861	1.2241211
-39.945225	-101.43581	1.2338867
-39.944389	-107.57578	1.2436523
-39.943901	-107.15282	1.253418
-39.94389	-104.96714	1.2631836
-39.943302	-104.86713	1.2729492
-39.940948	-102.89006	1.2827148
-39.940678	-100.73174	1.2924805
-39.939388	-100.02956	1.3022461
-39.939045	-104.1102	1.3120117
-39.939106	-105.1599	1.3217773
-39.937366	-103.96845	1.331543
-39.937248	-99.524811	1.3413086
-39.936176	-97.958702	1.3510742
-39.935871	-98.735085	1.3608398
-39.933834	-98.428604	1.3706055
-39.932945	-100.74422	1.3803711
-39.932869	-99.648209	1.3901367
-39.931362	-99.950081	1.3999023
-39.93148	-97.1054	1.409668
-39.928921	-92.112389	1.4194336
-39.929489	-95.677086	1.4291992
-39.928101	-95.165695	1.4389648
-39.928745	-98.998795	1.4487305
-39.926838	-96.217529	1.4584961
-39.927517	-91.772736	1.4682617
-39.924534	-94.356949	1.4780273
-39.923996	-90.128151	1.487793
-39.923908	-91.653633	1.4975586
-39.922813	-95.651505	1.5073242
-39.922482	-94.004478	1.5170898
-39.921234	-96.667862	1.5268555
-39.920734	-88.721077	1.5366211
-39.920094	-86.078506	1.5463867
-39.919029	-89.494774	1.5561523
-39.917629	-90.836311	1.565918
-39.917744	-92.876602	1.5756836
-39.916389	-89.312904	1.5854492
-39.914333	-88.431725	1.5952148
-39.914627	-84.925491	1.6049805
-39.913666	-83.992165	1.6147461
-39.913097	-85.695412	1.6245117
-39.912365	-88.110435	1.6342773
-39.911385	-90.438217	1.644043
-39.910389	-85.966736	1.6538086
-39.909687	-80.933426	1.6635742
-39.909439	-78.73925	1.6733398
-39.90781	-84.021538	1.6831055
-39.90786	-86.817863	1.6928711
