MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_dimension_typei_090_r0			Time:	20.029297	s	4/15/2019 2:14:56 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typei_solid_090_dimension.tst
Displacement	Force	Running Time
mm	N	s
9.9725256	-102.90841	0.034179688
9.9733458	-101.2096	0.043945313
9.972971	-97.225761	0.053710938
9.9734297	-96.580971	0.063476563
9.9728365	-97.380707	0.073242188
9.9733925	-95.852509	0.083007813
9.9747705	-96.752213	0.092773438
9.9756851	-100.24281	0.10253906
9.9754486	-102.09519	0.11230469
9.976222	-99.365707	0.12207031
9.9776754	-93.323868	0.13183594
9.9787025	-89.014175	0.14160156
9.9790583	-91.675087	0.15136719
9.980237	-98.875565	0.16113281
9.9813881	-97.786545	0.17089844
9.9815254	-92.749481	0.18066406
9.9822683	-92.438515	0.19042969
9.9838343	-87.907402	0.20019531
9.9839993	-88.482758	0.20996094
9.9844875	-89.697052	0.21972656
9.986763	-95.242058	0.22949219
9.9863863	-97.834312	0.23925781
9.9881983	-89.014687	0.24902344
9.9875746	-84.671883	0.25878906
9.9902105	-83.000107	0.26855469
9.9900265	-88.829697	0.27832031
9.9904289	-91.884293	0.28808594
9.9926786	-90.62101	0.29785156
9.9925852	-87.399963	0.30761719
9.9939299	-84.248749	0.31738281
9.9942951	-79.335098	0.32714844
9.9951859	-80.645775	0.33691406
9.994813	-84.866577	0.34667969
9.9960718	-90.514191	0.35644531
9.9967422	-87.507835	0.36621094
9.9979401	-77.332397	0.37597656
9.9990673	-75.332726	0.38574219
9.9993067	-77.188332	0.39550781
10.001811	-80.633492	0.40527344
10.001701	-85.047318	0.41503906
10.002223	-82.107872	0.42480469
10.003088	-78.096962	0.43457031
10.004534	-76.037201	0.44433594
10.004425	-72.203415	0.45410156
10.00543	-75.805412	0.46386719
10.006916	-79.926582	0.47363281
10.006471	-81.336037	0.48339844
10.007578	-77.682976	0.49316406
10.009362	-69.944885	0.50292969
10.008844	-70.814552	0.51269531
10.009521	-71.80172	0.52246094
10.010163	-75.111465	0.53222656
10.012589	-75.811272	0.54199219
10.012533	-74.095604	0.55175781
10.01292	-73.112953	0.56152344
10.014831	-67.571396	0.57128906
10.014979	-64.533791	0.58105469
10.016281	-71.049232	0.59082031
10.016326	-72.361641	0.60058594
10.016825	-73.083641	0.61035156
10.01784	-68.728622	0.62011719
10.018738	-64.648834	0.62988281
10.020537	-65.689148	0.63964844
10.021319	-63.774368	0.64941406
10.022019	-66.598671	0.65917969
10.021283	-68.9552	0.66894531
10.023129	-70.223595	0.67871094
10.023884	-63.873158	0.68847656
10.025178	-58.966316	0.69824219
10.025214	-59.741856	0.70800781
10.027114	-63.150578	0.71777344
10.027115	-66.434837	0.72753906
10.028398	-65.003319	0.73730469
10.028417	-61.20837	0.74707031
10.030396	-59.142349	0.75683594
10.030013	-56.551487	0.76660156
10.03166	-54.47834	0.77636719
10.031578	-60.198101	0.78613281
10.033773	-63.098125	0.79589844
10.034386	-60.993919	0.80566406
10.034642	-56.94487	0.81542969
10.036366	-49.307964	0.82519531
10.03601	-51.370174	0.83496094
10.037011	-58.610641	0.84472656
10.036632	-58.853043	0.85449219
10.038329	-58.392815	0.86425781
10.039733	-54.442135	0.87402344
10.040998	-47.365898	0.88378906
10.042028	-48.880955	0.89355469
10.041389	-47.407478	0.90332031
10.043001	-55.122826	0.91308594
10.043674	-58.058643	0.92285156
10.044913	-51.544422	0.93261719
10.046169	-46.193287	0.94238281
10.046289	-42.09761	0.95214844
10.047166	-47.24987	0.96191406
10.047312	-50.246834	0.97167969
10.048098	-50.86673	0.98144531
10.050607	-51.757408	0.99121094
10.050074	-44.38839	1.0009766
10.051773	-40.526241	1.0107422
10.051631	-39.867424	1.0205078
10.052859	-44.077721	1.0302734
10.053215	-50.389988	1.0400391
10.054411	-49.308163	1.0498047
10.055277	-41.780869	1.0595703
10.055644	-37.849094	1.0693359
10.056349	-37.67453	1.0791016
10.057448	-40.209217	1.0888672
10.05893	-44.201801	1.0986328
10.058593	-42.213326	1.1083984
10.059492	-43.072601	1.1181641
10.060997	-38.420933	1.1279297
10.061396	-33.292301	1.1376953
10.062697	-34.917637	1.1474609
10.063641	-39.080677	1.1572266
10.064419	-40.724106	1.1669922
10.064137	-39.262512	1.1767578
10.065062	-33.099445	1.1865234
10.067343	-33.588554	1.1962891
10.067616	-32.274162	1.2060547
10.068185	-33.904152	1.2158203
10.068241	-35.004147	1.2255859
10.069343	-34.730644	1.2353516
10.069769	-35.169682	1.2451172
10.071372	-28.579325	1.2548828
10.072497	-26.929068	1.2646484
10.073011	-28.193304	1.2744141
10.073573	-30.575165	1.2841797
10.075034	-34.531132	1.2939453
10.07618	-29.586432	1.3037109
10.077002	-26.949211	1.3134766
10.076866	-26.021839	1.3232422
10.078004	-23.591146	1.3330078
10.078794	-26.694891	1.3427734
10.079144	-27.322803	1.3525391
10.08055	-29.060408	1.3623047
10.081416	-28.393595	1.3720703
10.081545	-20.373209	1.3818359
10.083299	-18.53046	1.3916016
10.083811	-22.012548	1.4013672
10.084954	-25.797844	1.4111328
10.083998	-26.970369	1.4208984
10.085713	-25.066505	1.4306641
10.086657	-21.249023	1.4404297
10.087658	-16.863583	1.4501953
10.088724	-15.179594	1.4599609
10.089583	-19.16725	1.4697266
10.090424	-24.524979	1.4794922
10.090364	-23.472673	1.4892578
10.0919	-18.377905	1.4990234
10.093446	-10.156711	1.5087891
10.093702	-11.516115	1.5185547
10.093677	-15.573204	1.5283203
10.095476	-20.312716	1.5380859
10.094193	-19.220226	1.5478516
10.096724	-16.733219	1.5576172
10.097353	-10.35871	1.5673828
10.098415	-10.067176	1.5771484
10.098839	-7.6957016	1.5869141
10.100709	-15.395368	1.5966797
10.09916	-17.827024	1.6064453
10.101496	-15.443382	1.6162109
10.101765	-9.4179897	1.6259766
10.101407	-3.5560689	1.6357422
10.104082	-6.2255607	1.6455078
10.104721	-10.251341	1.6552734
10.105903	-10.920267	1.6650391
10.105377	-12.604141	1.6748047
10.10669	-7.1551375	1.6845703
10.108282	-4.1895027	1.6943359
10.108692	0.080770753	1.7041016
10.109341	-2.4789698	1.7138672
10.109799	-9.8575325	1.7236328
10.110641	-7.2147102	1.7333984
10.111466	-3.9050732	1.7431641
10.113726	-0.0090021864	1.7529297
10.113649	1.6877458	1.7626953
10.114703	-1.9500883	1.7724609
