MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_hd_dimension_typeiv_090_r0			Time:	20.01709	s	4/14/2019 12:33:00 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_hd_090_dimension.tst
-39.902233	57.480736	1.7412109
-39.901539	54.35495	1.7509766
-39.902287	51.107731	1.7607422
-39.900955	49.085808	1.7705078
-39.899109	50.210556	1.7802734
-39.899525	52.60548	1.7900391
-39.898643	57.430046	1.7998047
-39.897419	57.299927	1.8095703
-39.897274	58.615463	1.8193359
-39.896664	54.446407	1.8291016
-39.893738	50.613564	1.8388672
-39.894268	55.304256	1.8486328
-39.893433	58.743534	1.8583984
-39.892391	63.471436	1.8681641
-39.891846	60.537533	1.8779297
-39.890472	54.437046	1.8876953
-39.889866	57.047737	1.8974609
-39.889412	57.180241	1.9072266
-39.887955	61.496353	1.9169922
-39.887329	63.164799	1.9267578
-39.88728	63.314766	1.9365234
-39.885052	65.263588	1.9462891
-39.886093	56.148067	1.9560547
-39.884594	60.003727	1.9658203
-39.88419	62.886833	1.9755859
-39.88324	65.249336	1.9853516
-39.881966	68.248581	1.9951172
-39.88192	63.504398	2.0048828
-39.880405	62.981525	2.0146484
-39.878345	64.851707	2.0244141
-39.87941	63.908844	2.0341797
-39.877186	67.546249	2.0439453
-39.876591	68.5495	2.0537109
-39.875645	71.82312	2.0634766
-39.874985	66.741287	2.0732422
-39.874397	65.659767	2.0830078
-39.873802	66.132462	2.0927734
-39.872581	69.382843	2.1025391
-39.872917	71.768944	2.1123047
-39.872005	72.146179	2.1220703
-39.870235	72.525551	2.1318359
-39.869553	71.059288	2.1416016
-39.868187	70.276077	2.1513672
-39.86771	69.879272	2.1611328
-39.86813	72.620697	2.1708984
-39.867535	76.55954	2.1806641
-39.867245	76.641525	2.1904297
-39.864597	74.388214	2.2001953
-39.864185	69.988861	2.2099609
-39.86343	72.362762	2.2197266
-39.862049	76.601974	2.2294922
-39.861008	75.277969	2.2392578
-39.861164	79.074783	2.2490234
-39.859814	76.699234	2.2587891
-39.858978	77.009468	2.2685547
-39.857502	74.699669	2.2783203
-39.857384	73.497841	2.2880859
-39.856598	80.883774	2.2978516
-39.855373	82.493469	2.3076172
-39.855877	82.891281	2.3173828
-39.854107	77.456329	2.3271484
-39.854092	75.411591	2.3369141
-39.85326	80.74279	2.3466797
-39.852085	79.758759	2.3564453
-39.85104	86.051323	2.3662109
-39.85017	85.467079	2.3759766
-39.849468	83.269432	2.3857422
-39.849102	81.985809	2.3955078
-39.847427	78.138107	2.4052734
-39.846878	84.412399	2.4150391
-39.847195	90.057068	2.4248047
-39.844311	89.424095	2.4345703
-39.844105	85.490707	2.4443359
-39.844227	83.112892	2.4541016
-39.842781	83.937698	2.4638672
-39.841484	85.660606	2.4736328
-39.841316	89.49353	2.4833984
-39.840935	91.188644	2.4931641
-39.839417	92.672462	2.5029297
-39.838459	90.092438	2.5126953
-39.838173	83.828239	2.5224609
-39.836777	86.11647	2.5322266
-39.836651	92.23127	2.5419922
-39.835384	97.128006	2.5517578
-39.83527	92.796822	2.5615234
-39.833351	89.65065	2.5712891
-39.831989	89.492615	2.5810547
-39.834084	91.856758	2.5908203
-39.832336	92.671082	2.6005859
-39.831177	94.627884	2.6103516
-39.830082	95.547745	2.6201172
-39.829075	97.689697	2.6298828
-39.829399	90.483864	2.6396484
-39.827049	94.207962	2.6494141
-39.827282	94.000534	2.6591797
-39.82637	97.384293	2.6689453
-39.825573	101.49783	2.6787109
-39.823883	95.877441	2.6884766
-39.824177	97.023392	2.6982422
-39.823341	98.037354	2.7080078
-39.821701	96.852097	2.7177734
-39.820808	100.19386	2.7275391
-39.819477	99.657944	2.7373047
-39.818226	106.1698	2.7470703
-39.819847	101.04975	2.7568359
-39.81868	99.892685	2.7666016
-39.81649	98.894371	2.7763672
-39.816353	100.67405	2.7861328
-39.815311	106.4958	2.7958984
-39.815704	103.60703	2.8056641
-39.812859	107.51231	2.8154297
-39.813354	104.65496	2.8251953
-39.81216	104.8438	2.8349609
-39.811844	101.51879	2.8447266
-39.809017	103.09613	2.8544922
-39.808552	107.79717	2.8642578
-39.808979	110.67384	2.8740234
-39.807713	109.14233	2.8837891
-39.80801	104.92937	2.8935547
-39.806774	105.79785	2.9033203
-39.805367	108.17763	2.9130859
-39.804596	109.6422	2.9228516
-39.803848	115.34065	2.9326172
-39.803749	111.07339	2.9423828
-39.801785	110.94664	2.9521484
-39.801273	108.73277	2.9619141
-39.801231	105.68964	2.9716797
-39.80027	113.55406	2.9814453
-39.79887	117.01966	2.9912109
-39.79871	118.70989	3.0009766
-39.797764	113.18159	3.0107422
-39.797337	109.11225	3.0205078
-39.795444	112.83415	3.0302734
-39.795246	113.58658	3.0400391
-39.794052	119.41497	3.0498047
-39.79324	120.1171	3.0595703
-39.79184	117.91708	3.0693359
-39.792095	116.03564	3.0791016
-39.790775	111.00507	3.0888672
-39.790096	117.54102	3.0986328
-39.789021	120.55814	3.1083984
-39.788544	122.43316	3.1181641
-39.787041	121.18867	3.1279297
-39.787037	116.21444	3.1376953
-39.786488	117.99495	3.1474609
-39.78463	118.48695	3.1572266
-39.784363	120.96976	3.1669922
-39.782948	123.18998	3.1767578
-39.783348	124.43193	3.1865234
-39.78289	124.46133	3.1962891
-39.780682	118.93407	3.2060547
-39.779438	120.76299	3.2158203
-39.778992	121.46162	3.2255859
-39.778641	128.18912	3.2353516
-39.778385	127.55413	3.2451172
-39.776905	124.17186	3.2548828
-39.775833	124.18296	3.2646484
-39.774784	123.14484	3.2744141
-39.774654	127.09457	3.2841797
-39.774181	127.99265	3.2939453
-39.772961	129.63474	3.3037109
-39.773201	132.22049	3.3134766
-39.771236	127.78543	3.3232422
-39.770832	126.94711	3.3330078
-39.768936	126.57936	3.3427734
-39.76828	130.69295	3.3525391
-39.768379	134.49228	3.3623047
-39.768967	129.41557	3.3720703
-39.766113	133.815	3.3818359
-39.765617	130.13521	3.3916016
-39.76442	130.95119	3.4013672
-39.76376	131.79321	3.4111328
-39.764572	130.52557	3.4208984
-39.762142	137.86839	3.4306641
-39.76107	137.26039	3.4404297
-39.761265	133.50284	3.4501953
-39.759724	131.02017	3.4599609
-39.75967	132.15569	3.4697266
-39.759048	137.14316	3.4794922
-39.75737	136.56705	3.4892578
-39.756065	138.89824	3.4990234
-39.755627	138.54729	3.5087891
-39.753654	136.08662	3.5185547
-39.753841	134.6891	3.5283203
-39.752773	134.74098	3.5380859
-39.753078	140.00861	3.5478516
-39.752876	145.67804	3.5576172
-39.752499	143.04205	3.5673828
-39.74942	137.60027	3.5771484
-39.749031	136.66362	3.5869141
-39.747482	139.16336	3.5966797
-39.748032	140.54579	3.6064453
-39.746746	147.41063	3.6162109
-39.745823	144.58914	3.6259766
-39.746147	143.21317	3.6357422
-39.744228	141.25462	3.6455078
-39.745388	137.86292	3.6552734
-39.742882	143.88995	3.6650391
-39.742565	148.38596	3.6748047
-39.741711	150.01501	3.6845703
-39.740635	146.38483	3.6943359
-39.73967	139.67133	3.7041016
-39.739075	143.31372	3.7138672
-39.73774	144.30968	3.7236328
-39.737736	150.28482	3.7333984
-39.73547	151.23302	3.7431641
-39.735924	150.48	3.7529297
-39.734585	149.19812	3.7626953
-39.734127	143.10587	3.7724609
-39.734352	146.2157	3.7822266
-39.732441	152.81531	3.7919922
-39.731621	154.33727	3.8017578
-39.730362	154.0907	3.8115234
-39.730286	149.28331	3.8212891
-39.729321	148.93515	3.8310547
-39.729492	150.68092	3.8408203
-39.727974	153.23819	3.8505859
-39.726185	155.67924	3.8603516
-39.726768	155.79643	3.8701172
-39.726189	155.61766	3.8798828
-39.723797	152.18486	3.8896484
-39.724884	151.63075	3.8994141
-39.722725	152.48203	3.9091797
-39.722775	158.09735	3.9189453
-39.721249	159.6176	3.9287109
-39.719849	157.17999	3.9384766
-39.718563	157.13757	3.9482422
-39.717587	157.55408	3.9580078
-39.717377	158.51067	3.9677734
-39.717171	157.95744	3.9775391
-39.715366	159.47766	3.9873047
-39.714294	162.2903	3.9970703
-39.713528	160.79617	4.0068359
-39.71386	159.04532	4.0166016
-39.7127	157.38638	4.0263672
-39.712234	159.14485	4.0361328
-39.712395	163.40964	4.0458984
-39.711208	160.92644	4.0556641
-39.709129	164.54311	4.0654297
-39.709019	161.82933	4.0751953
-39.707951	161.82236	4.0849609
-39.705822	161.74342	4.0947266
-39.707054	160.65367	4.1044922
-39.705215	168.62088	4.1142578
-39.704453	169.64114	4.1240234
-39.703854	168.08055	4.1337891
-39.703003	164.25699	4.1435547
-39.702156	162.53333	4.1533203
-39.700695	166.96675	4.1630859
-39.700424	167.18504	4.1728516
-39.69968	170.87634	4.1826172
-39.699535	171.70105	4.1923828
-39.697605	168.30994	4.2021484
-39.698299	167.29308	4.2119141
-39.695889	165.67114	4.2216797
-39.695316	169.42406	4.2314453
-39.69595	176.45627	4.2412109
-39.694603	175.89241	4.2509766
-39.693512	171.01555	4.2607422
-39.692814	167.46741	4.2705078
-39.691437	170.49129	4.2802734
-39.691257	173.96451	4.2900391
-39.690163	176.65947	4.2998047
-39.688423	175.28607	4.3095703
-39.688271	177.15485	4.3193359
-39.687775	173.72173	4.3291016
-39.686737	169.39105	4.3388672
-39.685741	176.28426	4.3486328
-39.685165	178.64644	4.3583984
-39.684658	183.42679	4.3681641
-39.683426	178.81557	4.3779297
-39.682636	173.35713	4.3876953
-39.682999	176.01051	4.3974609
-39.680695	176.78142	4.4072266
-39.679363	180.74591	4.4169922
-39.679695	180.99796	4.4267578
-39.678417	182.44049	4.4365234
-39.678001	183.21454	4.4462891
-39.677185	175.03293	4.4560547
-39.677017	178.82823	4.4658203
-39.675465	180.33534	4.4755859
-39.675014	182.90312	4.4853516
-39.673702	187.07768	4.4951172
-39.672588	182.41505	4.5048828
-39.671402	181.91473	4.5146484
-39.671223	183.92154	4.5244141
-39.670162	181.65877	4.5341797
-39.669178	186.56369	4.5439453
-39.669518	186.20792	4.5537109
-39.668507	188.51425	4.5634766
-39.667606	186.99574	4.5732422
-39.666058	186.10287	4.5830078
-39.665474	184.10968	4.5927734
-39.664944	188.48404	4.6025391
-39.664803	190.77614	4.6123047
-39.662746	189.73239	4.6220703
-39.662483	190.02542	4.6318359
-39.662384	189.06825	4.6416016
-39.660683	189.68839	4.6513672
-39.659363	188.63156	4.6611328
-39.659595	190.46735	4.6708984
-39.658619	193.70293	4.6806641
-39.657867	196.60173	4.6904297
-39.6567	193.29593	4.7001953
-39.656448	188.54893	4.7099609
-39.654194	190.03972	4.7197266
-39.653561	193.87727	4.7294922
-39.652637	194.53156	4.7392578
-39.65136	198.55846	4.7490234
-39.65147	194.09966	4.7587891
-39.651268	193.85826	4.7685547
-39.649963	192.57361	4.7783203
-39.649273	191.14417	4.7880859
-39.648029	198.8353	4.7978516
-39.648438	201.15474	4.8076172
-39.648273	200.39726	4.8173828
-39.645794	197.463	4.8271484
-39.64632	193.36185	4.8369141
-39.644489	197.82388	4.8466797
-39.643993	199.39815	4.8564453
-39.642551	202.37856	4.8662109
-39.642574	203.4026	4.8759766
-39.642235	201.94431	4.8857422
-39.641376	199.42635	4.8955078
-39.639568	195.74768	4.9052734
-39.637966	201.06407	4.9150391
-39.638073	207.8269	4.9248047
-39.636974	207.67078	4.9345703
-39.63755	204.60715	4.9443359
-39.634998	199.23692	4.9541016
-39.635159	201.6916	4.9638672
-39.633408	204.75165	4.9736328
-39.632839	207.93919	4.9833984
-39.633965	208.28279	4.9931641
-39.632004	208.92358	5.0029297
-39.630322	207.34639	5.0126953
-39.631168	201.78255	5.0224609
-39.629124	204.79118	5.0322266
-39.628292	208.16463	5.0419922
-39.628384	213.90804	5.0517578
-39.62809	211.42798	5.0615234
-39.626762	207.15584	5.0712891
-39.625122	206.59952	5.0810547
-39.623978	207.6449	5.0908203
-39.623817	211.76445	5.1005859
-39.621662	212.19005	5.1103516
-39.621719	212.1852	5.1201172
-39.621765	215.00067	5.1298828
-39.62048	208.88429	5.1396484
-39.618938	210.8183	5.1494141
-39.618664	211.77463	5.1591797
-39.617531	214.10548	5.1689453
-39.617443	218.3396	5.1787109
-39.616066	213.92715	5.1884766
-39.616215	216.45792	5.1982422
-39.615131	215.05247	5.2080078
-39.614376	213.09142	5.2177734
-39.61253	216.0219	5.2275391
-39.613041	216.77875	5.2373047
-39.610653	221.09317	5.2470703
-39.609818	220.35155	5.2568359
-39.609333	217.15268	5.2666016
-39.609207	216.38116	5.2763672
-39.608948	217.26494	5.2861328
-39.607769	222.36575	5.2958984
-39.607391	222.68065	5.3056641
-39.604855	223.37598	5.3154297
-39.604069	220.80334	5.3251953
-39.604401	222.04948	5.3349609
-39.604111	219.59213	5.3447266
-39.602215	221.362	5.3544922
-39.601833	225.59389	5.3642578
-39.601536	228.67026	5.3740234
-39.600601	225.84914	5.3837891
-39.599182	221.1738	5.3935547
-39.597427	222.10632	5.4033203
-39.597649	225.22099	5.4130859
-39.596382	227.1143	5.4228516
-39.595985	231.57738	5.4326172
-39.594856	227.77649	5.4423828
-39.594788	227.09465	5.4521484
-39.59333	225.77109	5.4619141
-39.591576	220.97348	5.4716797
-39.59214	229.69508	5.4814453
-39.590347	233.44467	5.4912109
-39.589867	234.2081	5.5009766
-39.589115	229.04868	5.5107422
-39.587753	223.34273	5.5205078
-39.587311	228.58261	5.5302734
-39.586987	230.73329	5.5400391
-39.586124	235.20688	5.5498047
-39.585052	236.08571	5.5595703
-39.584873	232.97391	5.5693359
-39.584221	232.05394	5.5791016
-39.581963	227.85054	5.5888672
-39.582115	233.19656	5.5986328
-39.58263	236.69046	5.6083984
-39.581085	239.20448	5.6181641
-39.579098	238.91846	5.6279297
-39.579876	232.47879	5.6376953
-39.579464	231.39987	5.6474609
-39.577129	236.34758	5.6572266
-39.575432	236.24176	5.6669922
-39.576069	239.48834	5.6767578
-39.574966	240.19229	5.6865234
-39.574154	240.09465	5.6962891
-39.572807	233.72421	5.7060547
-39.572266	236.71152	5.7158203
-39.572094	237.4964	5.7255859
-39.571182	243.77888	5.7353516
-39.57103	244.94955	5.7451172
-39.570499	240.49092	5.7548828
-39.567665	240.64113	5.7646484
-39.566803	240.43733	5.7744141
-39.566986	240.77066	5.7841797
-39.56535	243.15923	5.7939453
-39.565208	244.04776	5.8037109
-39.562542	248.67467	5.8134766
-39.56374	242.31639	5.8232422
-39.562828	244.09071	5.8330078
-39.562729	240.67529	5.8427734
-39.560509	243.52823	5.8525391
-39.560108	249.68544	5.8623047
-39.559616	246.28737	5.8720703
-39.558479	248.42824	5.8818359
-39.557091	245.89557	5.8916016
-39.556664	245.2442	5.9013672
-39.556194	246.88115	5.9111328
-39.555588	245.97223	5.9208984
-39.553131	252.67625	5.9306641
-39.553032	252.72726	5.9404297
-39.552761	248.84473	5.9501953
-39.552235	247.17618	5.9599609
-39.5513	245.58952	5.9697266
-39.54953	252.12845	5.9794922
-39.550133	252.46849	5.9892578
-39.549805	254.68185	5.9990234
-39.547596	254.05402	6.0087891
-39.546783	251.92383	6.0185547
-39.547966	249.6487	6.0283203
-39.545521	248.29869	6.0380859
-39.544228	255.24852	6.0478516
-39.543774	259.70081	6.0576172
-39.5438	258.97662	6.0673828
-39.541668	252.91109	6.0771484
-39.541897	250.6647	6.0869141
-39.540962	253.16489	6.0966797
-39.539707	256.6366	6.1064453
-39.538673	263.08066	6.1162109
-39.537655	259.4198	6.1259766
-39.536873	258.55682	6.1357422
-39.535831	255.98827	6.1455078
-39.536621	251.98349	6.1552734
-39.533947	259.81296	6.1650391
-39.533825	262.36017	6.1748047
-39.53384	265.03046	6.1845703
-39.534111	261.64938	6.1943359
-39.532745	255.27394	6.2041016
-39.52993	257.91531	6.2138672
-39.530205	260.83734	6.2236328
-39.529568	263.97397	6.2333984
-39.528133	267.46826	6.2431641
-39.527355	265.02203	6.2529297
-39.526398	264.47906	6.2626953
-39.52634	257.49268	6.2724609
-39.524727	261.99988	6.2822266
-39.52383	265.95801	6.2919922
-39.523369	269.4202	6.3017578
-39.522125	270.48691	6.3115234
-39.52182	264.01532	6.3212891
-39.520538	263.19501	6.3310547
-39.5205	265.53726	6.3408203
-39.519665	266.74033	6.3505859
-39.518375	269.5679	6.3603516
-39.516907	269.87381	6.3701172
-39.516766	271.34109	6.3798828
-39.5159	267.80731	6.3896484
-39.515793	265.55875	6.3994141
-39.515091	266.07687	6.4091797
-39.513622	272.02988	6.4189453
-39.512581	273.99139	6.4287109
-39.511929	271.84964	6.4384766
-39.511333	271.57098	6.4482422
-39.51141	269.92499	6.4580078
-39.50946	272.1424	6.4677734
-39.508286	271.22412	6.4775391
-39.508121	274.36258	6.4873047
-39.507156	278.17383	6.4970703
-39.505779	274.84485	6.5068359
-39.505577	274.58661	6.5166016
-39.504101	270.41156	6.5263672
-39.504353	272.46249	6.5361328
-39.502655	278.51663	6.5458984
-39.502171	276.57568	6.5556641
-39.50251	278.53513	6.5654297
-39.500999	276.8186	6.5751953
-39.499428	276.87152	6.5849609
-39.499241	276.3071	6.5947266
-39.499191	274.52417	6.6044922
-39.498726	282.57556	6.6142578
-39.49609	285.42184	6.6240234
-39.496609	280.53302	6.6337891
-39.494823	277.69742	6.6435547
-39.493671	274.43719	6.6533203
-39.493515	280.50043	6.6630859
-39.492676	282.87296	6.6728516
-39.491985	285.02753	6.6826172
-39.490742	283.20193	6.6923828
-39.490189	280.50262	6.7021484
-39.489208	278.74136	6.7119141
-39.488228	278.52747	6.7216797
-39.488525	282.6048	6.7314453
-39.487324	291.35641	6.7412109
-39.48637	289.98438	6.7509766
-39.485352	284.06143	6.7607422
-39.483994	280.22614	6.7705078
-39.48378	283.25955	6.7802734
-39.482468	287.72934	6.7900391
-39.481838	290.59195	6.7998047
-39.48209	289.00912	6.8095703
-39.480721	289.04132	6.8193359
-39.480633	286.72183	6.8291016
-39.478497	282.06857	6.8388672
-39.477402	285.38617	6.8486328
-39.477177	291.47421	6.8583984
-39.476269	295.74246	6.8681641
-39.475166	292.20334	6.8779297
-39.474564	287.8541	6.8876953
-39.472778	289.40393	6.8974609
-39.473457	289.99588	6.9072266
-39.472294	294.19467	6.9169922
-39.471584	294.57449	6.9267578
-39.470818	292.36057	6.9365234
-39.470207	297.04398	6.9462891
-39.469234	289.65637	6.9560547
-39.467747	291.2728	6.9658203
-39.468102	294.18997	6.9755859
-39.467155	296.87653	6.9853516
-39.466797	300.59726	6.9951172
-39.465042	294.24899	7.0048828
-39.464512	294.90323	7.0146484
-39.463699	296.03183	7.0244141
-39.462387	295.87906	7.0341797
-39.461315	298.50262	7.0439453
-39.461296	298.88205	7.0537109
-39.459286	300.97891	7.0634766
-39.458355	298.84082	7.0732422
-39.458206	295.98425	7.0830078
-39.458328	295.23053	7.0927734
-39.456264	299.5271	7.1025391
-39.455448	303.27222	7.1123047
-39.455467	301.78735	7.1220703
-39.45414	301.1156	7.1318359
-39.45417	300.26575	7.1416016
-39.452305	302.0878	7.1513672
-39.451141	297.87863	7.1611328
-39.450985	301.1048	7.1708984
-39.450535	305.6951	7.1806641
-39.449947	306.82108	7.1904297
-39.449535	304.54596	7.2001953
-39.448242	299.30643	7.2099609
-39.446358	300.69302	7.2197266
-39.446438	307.8172	7.2294922
-39.44453	306.2283	7.2392578
-39.444565	311.31131	7.2490234
-39.444912	306.80502	7.2587891
-39.44249	306.53033	7.2685547
-39.442123	304.06122	7.2783203
-39.441971	301.50348	7.2880859
-39.439838	309.79245	7.2978516
-39.439495	312.9971	7.3076172
-39.43869	312.0191	7.3173828
-39.437954	307.38651	7.3271484
-39.438251	302.60065	7.3369141
-39.4356	308.12552	7.3466797
-39.435066	309.87259	7.3564453
-39.435429	314.3049	7.3662109
-39.434616	312.76611	7.3759766
-39.432804	309.54712	7.3857422
-39.432026	309.20941	7.3955078
-39.432167	307.52338	7.4052734
-39.430832	313.08206	7.4150391
-39.429916	316.59711	7.4248047
-39.428715	317.81509	7.4345703
-39.428074	312.95737	7.4443359
-39.427299	310.00323	7.4541016
-39.425949	310.87524	7.4638672
-39.425877	315.63004	7.4736328
-39.425579	319.13803	7.4833984
-39.424568	317.5271	7.4931641
-39.424019	318.04297	7.5029297
-39.422756	315.89987	7.5126953
-39.420879	312.48322	7.5224609
-39.420368	315.56848	7.5322266
-39.419308	318.14111	7.5419922
-39.418659	323.38336	7.5517578
-39.418316	320.69611	7.5615234
-39.417416	316.52228	7.5712891
-39.418945	317.98828	7.5810547
-39.416214	315.09293	7.5908203
-39.415665	321.43564	7.6005859
-39.413586	321.94357	7.6103516
-39.413532	322.05707	7.6201172
-39.414215	325.65857	7.6298828
-39.411373	318.68558	7.6396484
-39.410702	319.83142	7.6494141
-39.410244	320.3959	7.6591797
-39.410072	324.31918	7.6689453
-39.408623	328.27646	7.6787109
-39.407551	322.96564	7.6884766
-39.40712	323.1918	7.6982422
-39.406139	322.30481	7.7080078
-39.405437	322.04361	7.7177734
-39.404766	324.3089	7.7275391
-39.404079	325.30988	7.7373047
-39.402939	328.88388	7.7470703
-39.402454	328.00391	7.7568359
-39.402542	324.18201	7.7666016
-39.400227	322.24066	7.7763672
-39.400265	325.66464	7.7861328
-39.398514	329.35992	7.7958984
-39.398586	329.28799	7.8056641
-39.398155	331.2728	7.8154297
