MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_dimension_typeiv_090_r0			Time:	20.017578	s	4/14/2019 1:43:05 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_090_dimension.tst
-39.90604	-238.99013	1.7023926
-39.904774	-232.91772	1.7121582
-39.905128	-229.01103	1.7219238
-39.903652	-233.64233	1.7316895
-39.902004	-236.87321	1.7414551
-39.901756	-237.87059	1.7512207
-39.901245	-234.41434	1.7609863
-39.901363	-229.95984	1.770752
-39.900475	-232.1601	1.7805176
-39.898094	-227.65707	1.7902832
-39.896587	-231.21698	1.8000488
-39.896679	-233.27594	1.8098145
-39.89608	-230.99216	1.8195801
-39.895168	-231.36542	1.8293457
-39.893883	-225.01877	1.8391113
-39.893604	-225.4113	1.848877
-39.893143	-229.29216	1.8586426
-39.892967	-229.76933	1.8684082
-39.891823	-229.76819	1.8781738
-39.890877	-226.50562	1.8879395
-39.889267	-227.09528	1.8977051
-39.889107	-225.45412	1.9074707
-39.888393	-222.01888	1.9172363
-39.887276	-225.4753	1.927002
-39.88644	-227.91907	1.9367676
-39.885555	-227.1008	1.9465332
-39.883846	-224.4568	1.9562988
-39.884029	-219.68941	1.9660645
-39.882149	-221.54025	1.9758301
-39.882061	-221.50951	1.9855957
-39.882	-221.14175	1.9953613
-39.881729	-223.3232	2.005127
-39.880272	-223.79349	2.0148926
-39.877647	-220.48302	2.0246582
-39.879181	-217.44525	2.0344238
-39.87775	-215.22975	2.0441895
-39.87632	-217.72908	2.0539551
-39.876087	-223.64494	2.0637207
-39.874992	-221.95	2.0734863
-39.874798	-216.19989	2.083252
-39.873459	-214.74042	2.0930176
-39.872963	-214.3858	2.1027832
-39.871521	-215.46605	2.1125488
-39.871731	-214.97723	2.1223145
-39.870571	-220.22441	2.1320801
-39.868256	-217.20091	2.1418457
-39.868416	-213.40503	2.1516113
-39.868057	-210.17908	2.161377
-39.867107	-208.95088	2.1711426
-39.866489	-216.48244	2.1809082
-39.865383	-216.771	2.1906738
-39.864094	-211.71155	2.2004395
-39.863331	-209.47115	2.2102051
-39.861641	-206.35469	2.2199707
-39.861355	-208.23679	2.2297363
-39.861557	-209.76508	2.239502
-39.860714	-208.97458	2.2492676
-39.859917	-213.03302	2.2590332
-39.858688	-208.31117	2.2687988
-39.859119	-204.93588	2.2785645
-39.857185	-203.46609	2.2883301
-39.855293	-205.49861	2.2980957
-39.856323	-211.87761	2.3078613
-39.854595	-209.73207	2.317627
-39.853596	-204.05681	2.3273926
-39.852955	-202.84195	2.3371582
-39.851917	-202.46855	2.3469238
-39.85199	-202.50352	2.3566895
-39.849915	-205.04059	2.3664551
-39.850128	-206.81161	2.3762207
-39.848976	-204.98122	2.3859863
-39.848648	-199.50792	2.395752
-39.847641	-196.90871	2.4055176
-39.846676	-199.73358	2.4152832
-39.846252	-201.64249	2.4250488
-39.844612	-204.19824	2.4348145
-39.843864	-198.76979	2.4445801
-39.843014	-197.22267	2.4543457
-39.842663	-198.90125	2.4641113
-39.842617	-195.7762	2.473877
-39.84053	-194.61917	2.4836426
-39.839748	-198.63734	2.4934082
-39.83783	-196.80441	2.5031738
-39.838776	-199.18481	2.5129395
-39.837948	-193.00806	2.5227051
-39.838058	-190.95795	2.5324707
-39.835644	-194.98782	2.5422363
-39.835419	-194.71928	2.552002
-39.834362	-193.97214	2.5617676
-39.834461	-192.65881	2.5715332
-39.832165	-192.19409	2.5812988
-39.831562	-191.48026	2.5910645
-39.831787	-187.65646	2.6008301
-39.830425	-189.10959	2.6105957
-39.829762	-191.48607	2.6203613
-39.828102	-193.85455	2.630127
-39.82896	-190.26791	2.6398926
-39.827698	-187.24557	2.6496582
-39.827312	-187.06673	2.6594238
-39.825897	-185.13536	2.6691895
-39.825066	-187.19063	2.6789551
-39.824379	-189.03302	2.6887207
-39.823151	-189.41759	2.6984863
-39.822193	-187.61693	2.708252
-39.821255	-184.16548	2.7180176
-39.82085	-179.10684	2.7277832
-39.818996	-184.16754	2.7375488
-39.819233	-186.15121	2.7473145
-39.817726	-186.63449	2.7570801
-39.817909	-185.71065	2.7668457
-39.816353	-180.16481	2.7766113
-39.81601	-177.80795	2.786377
-39.81638	-180.90958	2.7961426
-39.814049	-180.05626	2.8059082
-39.813755	-185.10138	2.8156738
-39.812443	-183.69171	2.8254395
-39.811668	-179.36285	2.8352051
-39.811039	-176.46559	2.8449707
-39.809586	-174.31944	2.8547363
-39.808475	-179.87572	2.864502
-39.808319	-182.48949	2.8742676
-39.807621	-178.9621	2.8840332
-39.806381	-176.27362	2.8937988
-39.806496	-172.21611	2.9035645
-39.80547	-173.38354	2.9133301
-39.804722	-173.34314	2.9230957
-39.803677	-175.84422	2.9328613
-39.802197	-179.60951	2.942627
-39.802338	-173.77353	2.9523926
-39.801514	-172.11159	2.9621582
-39.800591	-168.68813	2.9719238
-39.798504	-170.10825	2.9816895
-39.797855	-176.33368	2.9914551
-39.798389	-176.43388	3.0012207
-39.796501	-171.71954	3.0109863
-39.796364	-169.65678	3.020752
-39.795631	-168.34499	3.0305176
-39.794464	-168.55563	3.0402832
-39.795517	-169.13583	3.0500488
-39.793774	-171.8625	3.0598145
-39.792145	-172.11137	3.0695801
-39.790813	-169.26694	3.0793457
-39.790665	-163.18338	3.0891113
-39.789745	-163.97714	3.098877
-39.788536	-165.42673	3.1086426
-39.787743	-168.76677	3.1184082
-39.787857	-167.59601	3.1281738
-39.785629	-164.03249	3.1379395
-39.78561	-164.99051	3.1477051
-39.784374	-162.36159	3.1574707
-39.783752	-160.76018	3.1672363
-39.783634	-162.29518	3.177002
-39.782455	-163.41396	3.1867676
-39.780846	-165.57076	3.1965332
-39.780758	-159.31129	3.2062988
-39.77932	-157.65579	3.2160645
-39.77985	-159.79964	3.2258301
-39.779812	-157.67685	3.2355957
-39.777737	-161.61917	3.2453613
-39.777061	-159.409	3.255127
-39.776146	-160.72983	3.2648926
-39.776184	-159.35988	3.2746582
-39.773808	-153.47353	3.2844238
-39.773342	-154.41266	3.2941895
-39.773464	-155.83398	3.3039551
-39.77203	-159.81882	3.3137207
-39.771473	-159.74062	3.3234863
-39.76984	-152.79935	3.333252
-39.769993	-152.66531	3.3430176
-39.768974	-149.99947	3.3527832
-39.768547	-152.17188	3.3625488
-39.76701	-154.16338	3.3723145
-39.765869	-155.49149	3.3820801
-39.765385	-155.86771	3.3918457
-39.764072	-151.63055	3.4016113
-39.76453	-146.06758	3.411377
-39.763424	-147.73018	3.4211426
-39.762566	-151.58655	3.4309082
-39.762665	-153.84265	3.4406738
-39.760689	-150.20354	3.4504395
-39.760921	-147.54855	3.4602051
-39.758499	-144.10284	3.4699707
-39.757999	-146.78302	3.4797363
-39.757298	-146.08505	3.489502
-39.757458	-149.74376	3.4992676
-39.755184	-149.72459	3.5090332
-39.754631	-145.76782	3.5187988
-39.754131	-141.96683	3.5285645
-39.753071	-138.74609	3.5383301
-39.752228	-144.00497	3.5480957
-39.752445	-147.03056	3.5578613
-39.750843	-144.50406	3.567627
-39.750343	-143.28589	3.5773926
-39.749302	-138.54492	3.5871582
-39.747097	-137.1322	3.5969238
-39.747749	-139.07008	3.6066895
-39.745663	-139.41959	3.6164551
-39.745739	-143.56624	3.6262207
-39.745609	-139.76262	3.6359863
-39.744625	-137.96591	3.645752
-39.743324	-133.67892	3.6555176
-39.743008	-133.59595	3.6652832
-39.741463	-138.86446	3.6750488
-39.741001	-140.37863	3.6848145
-39.73893	-136.82631	3.6945801
-39.740086	-136.37761	3.7043457
-39.739925	-134.03087	3.7141113
-39.737148	-133.96812	3.723877
-39.735764	-133.25381	3.7336426
-39.73671	-134.14803	3.7434082
-39.735657	-135.79613	3.7531738
-39.733704	-133.37074	3.7629395
-39.733551	-131.24165	3.7727051
-39.73283	-129.905	3.7824707
-39.731758	-129.3598	3.7922363
-39.731556	-131.99062	3.802002
-39.730453	-130.43713	3.8117676
-39.730232	-130.35605	3.8215332
-39.729561	-130.45036	3.8312988
-39.726997	-127.06619	3.8410645
-39.728065	-125.25421	3.8508301
-39.727161	-125.91351	3.8605957
-39.724998	-127.12157	3.8703613
-39.725403	-131.181	3.880127
-39.724434	-127.82334	3.8898926
-39.722775	-123.90273	3.8996582
-39.721554	-122.46563	3.9094238
-39.721512	-121.3346	3.9191895
-39.721081	-124.68407	3.9289551
-39.718403	-124.33256	3.9387207
-39.718914	-123.70595	3.9484863
-39.718342	-125.89336	3.958252
-39.718121	-120.0274	3.9680176
-39.716442	-118.43826	3.9777832
-39.716084	-118.33548	3.9875488
-39.715576	-122.71055	3.9973145
-39.714283	-124.30988	4.0070801
-39.713646	-120.35829	4.0168457
-39.712875	-117.00458	4.0266113
-39.71183	-113.83216	4.036377
-39.709881	-115.57238	4.0461426
-39.709259	-118.48753	4.0559082
-39.709251	-119.94035	4.0656738
-39.707592	-120.64552	4.0754395
-39.707874	-116.11431	4.0852051
-39.706959	-109.78662	4.0949707
-39.707054	-111.29907	4.1047363
-39.705479	-114.30862	4.114502
-39.7047	-118.0362	4.1242676
-39.703003	-116.64549	4.1340332
-39.702423	-110.13548	4.1437988
-39.701344	-108.34168	4.1535645
-39.701645	-109.33612	4.1633301
-39.700195	-110.99446	4.1730957
-39.699615	-112.27162	4.1828613
-39.699001	-114.27301	4.192627
-39.696907	-111.31359	4.2023926
-39.697487	-106.91101	4.2121582
-39.696766	-101.85741	4.2219238
-39.695393	-105.90313	4.2316895
-39.693752	-111.06702	4.2414551
-39.694584	-110.44252	4.2512207
-39.692024	-108.82478	4.2609863
-39.692558	-102.70771	4.270752
-39.690868	-102.44002	4.2805176
-39.689846	-104.82409	4.2902832
-39.690155	-104.49982	4.3000488
-39.688969	-106.21252	4.3098145
-39.688217	-105.27714	4.3195801
-39.68766	-104.74387	4.3293457
-39.686813	-99.246094	4.3391113
-39.6861	-98.265816	4.348877
-39.683865	-103.13718	4.3586426
-39.683578	-101.92592	4.3684082
-39.684044	-103.21613	4.3781738
-39.681969	-100.90128	4.3879395
-39.681839	-98.622589	4.3977051
-39.681309	-98.456917	4.4074707
-39.680367	-95.184227	4.4172363
-39.679344	-96.684807	4.427002
-39.677803	-99.700485	4.4367676
-39.677425	-100.58649	4.4465332
-39.676685	-96.606369	4.4562988
-39.676048	-92.898354	4.4660645
-39.67577	-93.682655	4.4758301
-39.674507	-93.722984	4.4855957
-39.672997	-95.245354	4.4953613
-39.673203	-94.588089	4.505127
-39.672005	-95.093025	4.5148926
-39.670773	-93.598663	4.5246582
-39.669807	-89.804733	4.5344238
-39.669666	-89.657768	4.5441895
-39.668774	-89.756882	4.5539551
-39.669338	-95.422371	4.5637207
-39.667267	-93.512993	4.5734863
-39.667416	-89.378998	4.583252
-39.665104	-85.864479	4.5930176
-39.663601	-85.032227	4.6027832
-39.664295	-90.056915	4.6125488
-39.662899	-88.590103	4.6223145
-39.662334	-90.586624	4.6320801
-39.661926	-89.909782	4.6418457
-39.659306	-84.739021	4.6516113
-39.659687	-81.726517	4.661377
-39.659027	-81.379143	4.6711426
-39.658707	-88.413139	4.6809082
-39.657269	-90.663864	4.6906738
-39.657398	-86.025917	4.7004395
-39.655739	-82.271278	4.7102051
-39.655029	-78.377426	4.7199707
-39.655594	-80.512962	4.7297363
-39.652824	-81.094765	4.739502
-39.6516	-82.705833	4.7492676
-39.651455	-84.353348	4.7590332
-39.650578	-80.256859	4.7687988
-39.649761	-75.976364	4.7785645
-39.648575	-74.83889	4.7883301
-39.648079	-77.469688	4.7980957
-39.647762	-81.411575	4.8078613
-39.646748	-83.155899	4.817627
-39.646633	-75.685501	4.8273926
-39.644463	-72.917641	4.8371582
-39.644333	-75.101692	4.8469238
-39.644005	-75.813744	4.8566895
-39.641346	-76.656593	4.8664551
-39.642731	-78.039505	4.8762207
-39.64106	-76.120361	4.8859863
-39.639481	-73.898865	4.895752
-39.638809	-69.259888	4.9055176
-39.638359	-69.770683	4.9152832
-39.638012	-74.553329	4.9250488
-39.637196	-74.531296	4.9348145
-39.635658	-73.535858	4.9445801
-39.634037	-69.436958	4.9543457
-39.634457	-70.067184	4.9641113
-39.633949	-67.680962	4.973877
-39.633606	-67.401535	4.9836426
-39.631317	-68.722862	4.9934082
-39.630222	-68.719337	5.0031738
-39.630329	-70.503517	5.0129395
-39.629089	-66.792511	5.0227051
-39.628036	-62.757835	5.0324707
-39.62756	-67.019554	5.0422363
-39.626106	-64.905945	5.052002
-39.626637	-66.895775	5.0617676
-39.625713	-66.50547	5.0715332
-39.625179	-64.636345	5.0812988
-39.623592	-65.197441	5.0910645
-39.623768	-60.511604	5.1008301
-39.6222	-59.359158	5.1105957
-39.621334	-63.554367	5.1203613
-39.620487	-67.178841	5.130127
-39.620003	-64.3172	5.1398926
-39.618443	-59.624874	5.1496582
-39.618595	-57.518894	5.1594238
-39.618244	-57.66098	5.1691895
-39.616058	-59.263493	5.1789551
-39.616901	-59.605198	5.1887207
-39.615097	-61.285103	5.1984863
-39.612915	-58.424465	5.208252
-39.613754	-54.701851	5.2180176
-39.611694	-51.80336	5.2277832
-39.611885	-54.126385	5.2375488
-39.610809	-58.286678	5.2473145
-39.610043	-59.826107	5.2570801
-39.610397	-55.858006	5.2668457
-39.60881	-50.181988	5.2766113
-39.608532	-48.315659	5.286377
-39.606117	-53.153194	5.2961426
-39.605747	-53.122135	5.3059082
-39.606846	-53.684296	5.3156738
-39.603352	-56.204048	5.3254395
-39.604767	-48.587296	5.3352051
-39.602467	-47.210148	5.3449707
-39.602448	-45.448433	5.3547363
-39.60099	-49.472515	5.364502
-39.600166	-55.565063	5.3742676
-39.599297	-51.028484	5.3840332
-39.598183	-47.404819	5.3937988
-39.598358	-44.305576	5.4035645
-39.596725	-44.993675	5.4133301
-39.596554	-46.713768	5.4230957
-39.595612	-46.332825	5.4328613
-39.594513	-49.455544	5.442627
-39.593796	-45.91584	5.4523926
-39.593243	-42.271366	5.4621582
-39.592068	-39.943481	5.4719238
-39.590656	-41.540741	5.4816895
-39.591892	-46.107689	5.4914551
-39.589931	-46.217758	5.5012207
-39.589458	-41.834148	5.5109863
-39.588139	-39.806812	5.520752
-39.587597	-39.95509	5.5305176
-39.5868	-38.584152	5.5402832
-39.585899	-40.043198	5.5500488
-39.584522	-40.740711	5.5598145
-39.583492	-41.235199	5.5695801
-39.582413	-40.074661	5.5793457
-39.58173	-34.379662	5.5891113
-39.581245	-33.467213	5.598877
-39.581032	-35.139294	5.6086426
-39.580757	-36.191818	5.6184082
-39.579712	-37.698204	5.6281738
-39.578777	-33.61396	5.6379395
-39.57695	-34.049496	5.6477051
-39.57716	-32.703785	5.6574707
-39.57502	-30.490126	5.6672363
-39.574951	-32.338966	5.677002
-39.57439	-32.010029	5.6867676
-39.573505	-35.630363	5.6965332
-39.573593	-32.732018	5.7062988
-39.572372	-26.612511	5.7160645
-39.571953	-27.882713	5.7258301
-39.569839	-27.193983	5.7355957
-39.569073	-29.893076	5.7453613
-39.569111	-30.55493	5.755127
-39.567158	-26.986631	5.7648926
-39.567265	-28.52408	5.7746582
-39.565197	-24.184696	5.7844238
-39.564796	-22.900957	5.7941895
-39.564762	-25.643744	5.8039551
-39.563557	-29.101723	5.8137207
-39.562916	-29.676237	5.8234863
-39.561771	-25.154333	5.833252
-39.562313	-19.855597	5.8430176
-39.561134	-20.204559	5.8527832
-39.559814	-22.889202	5.8625488
-39.559757	-25.37978	5.8723145
-39.558548	-25.134966	5.8820801
-39.557468	-22.957443	5.8918457
-39.55452	-19.252394	5.9016113
-39.554344	-17.280663	5.911377
-39.55439	-16.283073	5.9211426
-39.554482	-21.468279	5.9309082
-39.553257	-22.77247	5.9406738
-39.552277	-22.103411	5.9504395
-39.55175	-15.399438	5.9602051
-39.550564	-12.14462	5.9699707
-39.548035	-16.025261	5.9797363
-39.549164	-17.094124	5.989502
-39.547298	-18.396133	5.9992676
-39.547703	-18.33946	6.0090332
-39.546097	-14.21237	6.0187988
-39.54623	-12.629485	6.0285645
-39.545311	-8.3929853	6.0383301
-39.543728	-11.931528	6.0480957
-39.544365	-16.094475	6.0578613
-39.541767	-16.650438	6.067627
-39.541615	-12.192054	6.0773926
-39.540768	-8.3434591	6.0871582
-39.540432	-9.1711864	6.0969238
-39.539211	-10.717573	6.1066895
-39.539303	-10.188817	6.1164551
-39.537083	-12.280025	6.1262207
-39.537075	-11.591772	6.1359863
-39.535866	-9.6479006	6.145752
-39.53619	-5.4179564	6.1555176
-39.534096	-4.0220432	6.1652832
-39.533066	-8.8863115	6.1750488
-39.532799	-10.238768	6.1848145
-39.531994	-8.5659132	6.1945801
-39.532162	-6.3754449	6.2043457
-39.530567	-3.1738713	6.2141113
-39.528767	-3.352951	6.223877
-39.529659	-4.3061829	6.2336426
-39.527302	-0.77509636	6.2434082
-39.52676	-5.0855851	6.2531738
-39.524868	-7.1778193	6.2629395
-39.524586	-0.83706129	6.2727051
-39.525661	0.48224264	6.2824707
-39.523785	1.3013016	6.2922363
-39.523048	1.3393836	6.302002
-39.522621	-2.5926464	6.3117676
-39.520954	0.18111801	6.3215332
-39.519905	-0.41891488	6.3312988
-39.519485	0.3979381	6.3410645
-39.520004	4.1377044	6.3508301
-39.517933	6.0146189	6.3605957
-39.516941	4.5780554	6.3703613
-39.516571	-1.7063404	6.380127
-39.516052	0.53228682	6.3898926
-39.514874	5.8360052	6.3996582
-39.51429	9.0959606	6.4094238
-39.513466	9.680768	6.4191895
-39.512398	3.076751	6.4289551
-39.5117	3.9668269	6.4387207
-39.510109	5.5808859	6.4484863
-39.509815	5.35461	6.458252
-39.509094	11.690448	6.4680176
-39.508675	12.268401	6.4777832
-39.508308	10.331612	6.4875488
-39.506359	7.7866406	6.4973145
-39.506065	5.2580328	6.5070801
-39.505177	8.2137041	6.5168457
-39.504467	15.303793	6.5266113
-39.504288	16.727552	6.536377
-39.502651	13.102207	6.5461426
-39.502098	11.143143	6.5559082
-39.500759	11.047528	6.5656738
-39.501438	12.984346	6.5754395
-39.498684	15.692611	6.5852051
-39.499146	19.378023	6.5949707
-39.49818	20.26874	6.6047363
-39.498013	15.15567	6.614502
-39.495628	12.017983	6.6242676
-39.496365	13.083223	6.6340332
-39.494637	18.143656	6.6437988
-39.493565	22.907312	6.6535645
-39.49305	20.144491	6.6633301
-39.491936	18.729563	6.6730957
-39.490158	17.455469	6.6828613
-39.491093	18.368797	6.692627
-39.489525	21.471132	6.7023926
-39.488346	21.380798	6.7121582
-39.487854	26.190165	6.7219238
-39.48716	25.38574	6.7316895
-39.485733	19.368279	6.7414551
-39.485569	20.500805	6.7512207
-39.485481	21.836096	6.7609863
-39.483566	27.239799	6.770752
-39.483597	26.891739	6.7805176
-39.482327	24.306053	6.7902832
-39.480751	25.404865	6.8000488
-39.481812	24.957554	6.8098145
-39.480129	24.007288	6.8195801
-39.478966	26.217789	6.8293457
-39.4786	27.993904	6.8391113
-39.478722	33.256233	6.848877
-39.475983	30.327019	6.8586426
-39.47599	27.251808	6.8684082
-39.474743	28.610456	6.8781738
-39.474941	29.740761	6.8879395
-39.473076	31.373806	6.8977051
-39.472858	32.672836	6.9074707
-39.471848	33.620037	6.9172363
-39.470623	36.246471	6.927002
-39.470436	31.105053	6.9367676
-39.46981	30.377455	6.9465332
-39.467129	32.651634	6.9562988
-39.469517	35.279655	6.9660645
-39.467251	39.371437	6.9758301
-39.466293	37.084633	6.9855957
-39.465435	33.464649	6.9953613
-39.466232	35.19949	7.005127
-39.464695	35.46019	7.0148926
-39.462784	37.669994	7.0246582
-39.462418	40.948994	7.0344238
-39.461353	42.206535	7.0441895
-39.460049	41.365513	7.0539551
-39.459187	36.67271	7.0637207
-39.458263	36.158241	7.0734863
-39.458118	40.096321	7.083252
-39.457619	45.051373	7.0930176
-39.45702	46.731731	7.1027832
-39.45631	41.130386	7.1125488
-39.454967	39.851276	7.1223145
-39.453743	41.880527	7.1320801
-39.45314	40.943783	7.1418457
-39.452202	48.050522	7.1516113
-39.452595	49.447868	7.161377
-39.45097	47.676712	7.1711426
-39.449413	44.710289	7.1809082
-39.44833	41.814255	7.1906738
-39.44836	44.094505	7.2004395
-39.447617	50.574589	7.2102051
-39.446289	52.130718	7.2199707
-39.445114	51.687309	7.2297363
-39.445648	48.046288	7.239502
-39.443802	46.771412	7.2492676
-39.442989	49.068718	7.2590332
-39.442532	50.066776	7.2687988
-39.442665	52.98946	7.2785645
-39.440887	55.939873	7.2883301
-39.440353	52.756165	7.2980957
-39.438713	50.035091	7.3078613
-39.438095	48.692398	7.317627
-39.437603	53.206661	7.3273926
-39.437172	57.27718	7.3371582
-39.436085	56.17067	7.3469238
-39.43515	56.009899	7.3566895
-39.434933	53.262291	7.3664551
-39.433628	54.712635	7.3762207
-39.431461	56.363808	7.3859863
-39.43235	54.755619	7.395752
-39.431358	60.974518	7.4055176
-39.429062	61.112995	7.4152832
-39.429146	57.297386	7.4250488
-39.428753	57.857952	7.4348145
-39.428055	56.539764	7.4445801
-39.427132	60.553535	7.4543457
-39.425945	62.633648	7.4641113
-39.424942	59.988525	7.473877
-39.423496	61.10984	7.4836426
-39.423901	64.790855	7.4934082
-39.423325	60.615948	7.5031738
-39.422039	61.881935	7.5129395
-39.422688	62.722244	7.5227051
-39.420021	66.685364	7.5324707
