MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_uprint_typeiv_090_r0			Time:	20.02124	s	4/14/2019 1:04:37 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_090_uprint.tst
Displacement	Force	Running Time
mm	N	s
-40.040253	-203.27586	0.022949219
-40.040768	-201.27948	0.032714844
-40.040279	-199.95096	0.042480469
-40.041527	-199.92067	0.052246094
-40.041569	-197.38538	0.062011719
-40.041592	-197.9731	0.071777344
-40.040565	-200.57332	0.081542969
-40.040058	-201.98038	0.091308594
-40.039425	-203.40346	0.10107422
-40.040108	-199.51071	0.11083984
-40.037781	-194.2547	0.12060547
-40.036888	-193.3334	0.13037109
-40.036697	-197.77609	0.14013672
-40.035587	-197.31621	0.14990234
-40.035336	-199.12265	0.15966797
-40.035454	-197.54295	0.16943359
-40.033817	-195.32077	0.17919922
-40.032135	-190.9823	0.18896484
-40.032566	-190.21497	0.19873047
-40.0298	-195.10577	0.20849609
-40.029922	-195.983	0.21826172
-40.029671	-197.95975	0.22802734
-40.028866	-191.31183	0.23779297
-40.027126	-185.32779	0.24755859
-40.026554	-190.78804	0.25732422
-40.025375	-190.98581	0.26708984
-40.025478	-190.66028	0.27685547
-40.024609	-192.49097	0.28662109
-40.023243	-189.51723	0.29638672
-40.023178	-188.06055	0.30615234
-40.020897	-184.37047	0.31591797
-40.0219	-186.41252	0.32568359
-40.020927	-191.13072	0.33544922
-40.019901	-188.68428	0.34521484
-40.018597	-188.34677	0.35498047
-40.018417	-184.32428	0.36474609
-40.016605	-182.4626	0.37451172
-40.016335	-183.63574	0.38427734
-40.016136	-183.67624	0.39404297
-40.015377	-184.14705	0.40380859
-40.013729	-184.71701	0.41357422
-40.013374	-183.99194	0.42333984
-40.012115	-180.15257	0.43310547
-40.009918	-177.50931	0.44287109
-40.01149	-182.29874	0.45263672
-40.008797	-181.08374	0.46240234
-40.009056	-181.86101	0.47216797
-40.007988	-179.57355	0.48193359
-40.007702	-178.88153	0.49169922
-40.00676	-178.35216	0.50146484
-40.006126	-177.10042	0.51123047
-40.00523	-173.98781	0.52099609
-40.00404	-178.38795	0.53076172
-40.003651	-179.14545	0.54052734
-40.0019	-177.38745	0.55029297
-40.001114	-172.69566	0.56005859
-40.000137	-171.95238	0.56982422
-40.000046	-173.02528	0.57958984
-39.999519	-176.77214	0.58935547
-39.998501	-174.30687	0.59912109
-39.99725	-173.51457	0.60888672
-39.996361	-173.30925	0.61865234
-39.995121	-168.66441	0.62841797
-39.994453	-169.99594	0.63818359
-39.993679	-169.49646	0.64794922
-39.995075	-174.8428	0.65771484
-39.992611	-174.98302	0.66748047
-39.990891	-168.6969	0.67724609
-39.990376	-166.567	0.68701172
-39.990593	-164.5797	0.69677734
-39.990028	-168.68414	0.70654297
-39.988876	-169.90517	0.71630859
-39.987526	-168.87907	0.72607422
-39.986897	-169.73711	0.73583984
-39.986736	-164.19586	0.74560547
-39.984859	-162.96895	0.75537109
-39.984276	-160.77092	0.76513672
-39.983589	-166.26012	0.77490234
-39.982582	-171.74863	0.78466797
-39.982128	-167.17865	0.79443359
-39.98246	-161.43419	0.80419922
-39.981209	-158.41588	0.81396484
-39.97897	-160.40759	0.82373047
-39.97839	-162.83417	0.83349609
-39.976749	-164.396	0.84326172
-39.977867	-163.95377	0.85302734
-39.976204	-159.44809	0.86279297
-39.975552	-156.3889	0.87255859
-39.974586	-154.74831	0.88232422
-39.974216	-158.90649	0.89208984
-39.972782	-163.04848	0.90185547
-39.971573	-163.09702	0.91162109
-39.971882	-155.37572	0.92138672
-39.971458	-154.54066	0.93115234
-39.970333	-155.24492	0.94091797
-39.969151	-155.17026	0.95068359
-39.968807	-155.74954	0.96044922
-39.96666	-157.03871	0.97021484
-39.96653	-156.04144	0.97998047
-39.965584	-154.25946	0.98974609
-39.964417	-148.4967	0.99951172
-39.963177	-150.80312	1.0092773
-39.963184	-154.99828	1.019043
-39.962845	-153.5954	1.0288086
-39.961731	-154.63525	1.0385742
-39.961555	-148.20819	1.0483398
-39.960636	-150.84108	1.0581055
-39.960541	-150.50594	1.0678711
-39.95853	-148.22775	1.0776367
-39.957428	-148.98944	1.0874023
-39.957085	-150.16377	1.097168
-39.955902	-151.70183	1.1069336
-39.954502	-147.11728	1.1166992
-39.955002	-143.13182	1.1264648
-39.95409	-146.81894	1.1362305
-39.952557	-145.91917	1.1459961
-39.951916	-146.98804	1.1557617
-39.951469	-146.54572	1.1655273
-39.951263	-145.91173	1.175293
-39.95034	-145.02908	1.1850586
-39.948257	-141.11568	1.1948242
-39.947605	-140.41487	1.2045898
-39.947777	-144.85448	1.2143555
-39.946018	-146.93359	1.2241211
-39.944736	-143.71117	1.2338867
-39.944004	-138.15776	1.2436523
-39.943554	-138.45502	1.253418
-39.942822	-138.4576	1.2631836
-39.943325	-140.52698	1.2729492
-39.941525	-142.55583	1.2827148
-39.940228	-141.50932	1.2924805
-39.939968	-139.672	1.3022461
-39.939041	-137.57999	1.3120117
-39.938099	-133.78006	1.3217773
-39.937508	-135.16013	1.331543
-39.936352	-141.56844	1.3413086
-39.935829	-141.0386	1.3510742
-39.935707	-135.85226	1.3608398
-39.935116	-132.39732	1.3706055
-39.933258	-129.8204	1.3803711
-39.932323	-134.85475	1.3901367
-39.931343	-133.44852	1.3999023
-39.930145	-136.50952	1.409668
-39.930035	-136.82536	1.4194336
-39.929607	-130.6563	1.4291992
-39.927689	-128.80112	1.4389648
-39.92783	-126.95578	1.4487305
-39.926006	-131.81963	1.4584961
-39.926311	-136.6797	1.4682617
-39.924099	-133.42369	1.4780273
-39.924732	-127.01425	1.487793
-39.92347	-125.17321	1.4975586
-39.922134	-126.01337	1.5073242
-39.921188	-128.96753	1.5170898
-39.920654	-128.49571	1.5268555
-39.92017	-130.23967	1.5366211
-39.920357	-127.21095	1.5463867
-39.918388	-123.50734	1.5561523
-39.917465	-121.64001	1.565918
-39.917091	-122.41089	1.5756836
-39.916294	-126.92352	1.5854492
-39.915695	-127.90054	1.5952148
-39.914551	-124.03734	1.6049805
-39.912704	-120.57832	1.6147461
-39.912689	-121.03024	1.6245117
-39.91256	-119.82298	1.6342773
-39.912003	-123.11072	1.644043
-39.910515	-122.67036	1.6538086
-39.909645	-121.9788	1.6635742
-39.910023	-123.0659	1.6733398
-39.907833	-116.21085	1.6831055
-39.908173	-118.71872	1.6928711
-39.9062	-118.4437	1.7026367
