MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_hd_uprint_typeiv_090_r0			Time:	20.022949	s	4/13/2019 11:04:23 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_4545_uprint.tst
Displacement	Force	Running Time
mm	N	s
-40.04422	-153.72784	0.028076172
-40.043053	-157.49722	0.037841797
-40.043221	-158.7749	0.047607422
-40.044163	-160.64684	0.057373047
-40.043884	-156.83928	0.067138672
-40.041721	-156.47701	0.076904297
-40.04213	-156.50217	0.086669922
-40.040161	-152.80835	0.096435547
-40.040127	-151.54659	0.10620117
-40.038319	-156.38127	0.1159668
-40.038944	-154.95296	0.12573242
-40.037426	-156.20485	0.13549805
-40.037132	-149.96355	0.14526367
-40.035755	-149.69368	0.1550293
-40.034683	-151.81525	0.16479492
-40.034309	-151.40691	0.17456055
-40.033947	-151.83627	0.18432617
-40.033592	-152.8293	0.1940918
-40.032291	-151.39728	0.20385742
-40.033031	-149.81679	0.21362305
-40.030399	-144.71211	0.22338867
-40.029854	-147.00645	0.2331543
-40.029148	-149.47061	0.24291992
-40.027473	-150.8092	0.25268555
-40.027187	-148.97218	0.26245117
-40.026169	-144.96794	0.2722168
-40.024948	-145.02286	0.28198242
-40.023716	-145.91331	0.29174805
-40.025005	-143.29878	0.30151367
-40.022415	-146.57942	0.3112793
-40.022964	-147.19678	0.32104492
-40.021919	-146.77925	0.33081055
-40.019382	-142.35419	0.34057617
-40.020031	-138.61841	0.3503418
-40.019508	-140.96043	0.36010742
-40.018955	-146.0883	0.36987305
-40.017227	-143.36685	0.37963867
-40.016823	-142.87003	0.3894043
-40.014889	-140.11153	0.39916992
-40.014652	-135.79002	0.40893555
-40.013638	-137.31958	0.41870117
-40.014198	-137.27531	0.4284668
-40.011791	-141.91008	0.43823242
-40.011387	-142.85469	0.44799805
-40.011665	-139.05194	0.45776367
-40.010277	-133.08846	0.4675293
-40.009964	-132.37256	0.47729492
-40.009022	-134.92871	0.48706055
-40.007832	-139.45956	0.49682617
-40.007523	-137.43062	0.5065918
-40.006618	-135.49054	0.51635742
-40.005001	-129.96744	0.52612305
-40.004707	-131.72247	0.53588867
-40.004112	-130.45364	0.5456543
-40.003162	-133.31696	0.55541992
-40.002205	-139.29208	0.56518555
-40.001282	-134.52551	0.57495117
-40.000713	-128.9462	0.5847168
-39.999798	-127.82322	0.59448242
-39.99905	-128.29184	0.60424805
-39.999107	-132.88585	0.61401367
-39.997215	-132.1131	0.6237793
-39.996788	-130.16031	0.63354492
-39.995235	-127.61543	0.64331055
-39.994911	-126.32825	0.65307617
-39.99387	-124.60216	0.6628418
-39.992756	-124.55475	0.67260742
-39.993065	-129.38742	0.68237305
-39.99078	-129.44774	0.69213867
-39.99044	-126.29992	0.7019043
-39.989197	-120.51704	0.71166992
-39.989769	-122.19038	0.72143555
-39.988739	-124.21265	0.73120117
-39.987213	-125.27322	0.7409668
-39.987007	-124.00323	0.75073242
-39.986359	-122.1333	0.76049805
-39.984776	-122.2066	0.77026367
-39.985394	-117.77496	0.7800293
-39.983704	-117.06989	0.78979492
-39.982304	-121.87697	0.79956055
-39.982262	-121.65588	0.80932617
-39.981358	-124.09989	0.8190918
-39.979603	-117.56143	0.82885742
-39.978596	-117.10555	0.83862305
-39.979137	-117.98949	0.84838867
-39.97747	-115.25214	0.8581543
-39.977062	-117.88881	0.86791992
-39.975777	-117.42698	0.87768555
-39.975018	-119.47767	0.88745117
-39.974499	-117.99913	0.8972168
-39.974106	-111.22729	0.90698242
-39.973183	-110.91908	0.91674805
-39.971573	-113.93987	0.92651367
-39.97118	-115.86291	0.9362793
-39.970856	-115.40143	0.94604492
-39.970284	-112.46712	0.95581055
-39.969437	-111.69829	0.96557617
-39.96854	-108.95317	0.9753418
-39.966824	-108.25814	0.98510742
-39.966488	-113.2159	0.99487305
-39.965179	-114.32829	1.0046387
-39.965252	-111.90401	1.0144043
-39.964031	-110.22459	1.0241699
-39.963337	-102.66032	1.0339355
-39.962025	-105.89291	1.0437012
-39.962379	-109.50863	1.0534668
-39.960205	-109.4509	1.0632324
-39.959461	-108.91282	1.072998
-39.958851	-106.76228	1.0827637
-39.957478	-103.86959	1.0925293
-39.958618	-103.1531	1.1022949
-39.956993	-103.48813	1.1120605
-39.955246	-108.0661	1.1218262
-39.955185	-109.14804	1.1315918
-39.95348	-105.43803	1.1413574
-39.95269	-101.11355	1.151123
-39.952545	-96.603554	1.1608887
-39.951603	-102.89346	1.1706543
-39.949009	-104.909	1.1804199
-39.949612	-103.66058	1.1901855
-39.949135	-100.88102	1.1999512
-39.948162	-96.581818	1.2097168
-39.946903	-97.35376	1.2194824
-39.947113	-95.704636	1.229248
-39.945789	-98.314102	1.2390137
-39.945194	-104.60013	1.2487793
-39.944408	-99.118355	1.2585449
-39.943806	-96.954353	1.2683105
-39.942299	-92.585579	1.2780762
-39.94162	-93.707283	1.2878418
-39.94257	-96.976685	1.2976074
-39.940845	-97.085434	1.307373
-39.939545	-95.851746	1.3171387
-39.938435	-95.722054	1.3269043
-39.938145	-91.589272	1.3366699
-39.937283	-89.951088	1.3464355
-39.93549	-89.373924	1.3562012
-39.934933	-93.115059	1.3659668
-39.934227	-95.060135	1.3757324
-39.933559	-91.234047	1.385498
-39.932854	-89.486916	1.3952637
-39.93227	-87.659081	1.4050293
-39.93095	-86.849403	1.4147949
-39.930923	-90.507835	1.4245605
-39.929382	-89.151733	1.4343262
-39.929836	-90.613968	1.4440918
-39.928116	-91.434792	1.4538574
-39.928028	-85.706367	1.463623
-39.926521	-85.062378	1.4733887
-39.925934	-85.152779	1.4831543
-39.925148	-85.095215	1.4929199
-39.924953	-89.324898	1.5026855
-39.922668	-87.258316	1.5124512
-39.922737	-84.17569	1.5222168
-39.922562	-83.322182	1.5319824
-39.921505	-79.640816	1.541748
-39.920044	-81.55117	1.5515137
-39.91925	-81.682579	1.5612793
-39.917431	-86.535431	1.5710449
-39.91647	-84.506035	1.5808105
-39.917477	-78.263809	1.5905762
-39.915531	-76.753311	1.6003418
-39.915119	-77.469322	1.6101074
-39.914154	-82.675522	1.619873
-39.914616	-83.858459	1.6296387
-39.914101	-79.522789	1.6394043
-39.911224	-77.681259	1.6491699
-39.911392	-74.379478	1.6589355
-39.910233	-73.991615	1.6687012
-39.909279	-77.928123	1.6784668
-39.908279	-78.359772	1.6882324
-39.908039	-81.898994	1.697998
