MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_uprint_typei_4545_r0			Time:	20.018066	s	4/14/2019 4:20:54 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typei_solid_4545_uprint.tst
10.097259	-63.984692	1.7712402
10.097427	-63.928215	1.7810059
10.098534	-54.216106	1.7907715
10.099652	-43.994076	1.8005371
10.099917	-45.740879	1.8103027
10.102067	-53.85421	1.8200684
10.102267	-61.931938	1.829834
10.103277	-60.450497	1.8395996
10.103446	-53.796085	1.8493652
10.104555	-44.177383	1.8591309
10.105463	-42.652214	1.8688965
10.106359	-48.100216	1.8786621
10.106684	-55.22303	1.8884277
10.107121	-58.858894	1.8981934
10.107785	-56.06712	1.907959
10.109122	-43.385544	1.9177246
10.108441	-38.405174	1.9274902
10.111385	-41.691696	1.9372559
10.111526	-51.557449	1.9470215
10.112101	-56.904766	1.9567871
10.113072	-52.01289	1.9665527
10.113808	-42.907265	1.9763184
10.114148	-39.291904	1.986084
10.114661	-37.111565	1.9958496
10.117079	-41.447231	2.0056152
10.118061	-52.283203	2.0153809
10.116776	-50.061176	2.0251465
10.119013	-47.702141	2.0349121
10.120077	-33.744579	2.0446777
10.120341	-33.085617	2.0544434
10.120594	-40.155735	2.064209
10.122966	-45.478447	2.0739746
10.123072	-48.801788	2.0837402
10.123435	-43.538284	2.0935059
10.125001	-39.12225	2.1032715
10.125338	-31.973557	2.1130371
10.126081	-28.388199	2.1228027
10.126418	-38.072697	2.1325684
10.127546	-42.621239	2.142334
10.128263	-45.741295	2.1520996
10.129234	-38.661255	2.1618652
10.130594	-28.468733	2.1716309
10.130591	-30.884804	2.1813965
10.132229	-31.864737	2.1911621
10.133078	-39.353214	2.2009277
10.133076	-41.286381	2.2106934
10.134121	-38.800636	2.220459
10.135259	-31.696964	2.2302246
10.135441	-25.885317	2.2399902
10.136912	-23.717417	2.2497559
10.136999	-33.850769	2.2595215
10.138206	-40.882999	2.2692871
10.139303	-37.488884	2.2790527
10.140965	-29.705648	2.2888184
10.140127	-22.038389	2.298584
10.14214	-21.93251	2.3083496
10.142453	-26.941475	2.3181152
10.143044	-32.756065	2.3278809
10.144309	-37.520588	2.3376465
10.14428	-30.984676	2.3474121
10.145628	-24.136909	2.3571777
10.147385	-15.988296	2.3669434
10.14763	-18.48366	2.376709
10.148255	-30.302895	2.3864746
10.148614	-33.205601	2.3962402
10.149589	-28.863846	2.4060059
10.150575	-23.465622	2.4157715
10.150577	-13.555893	2.4255371
10.151763	-15.643725	2.4353027
10.153579	-21.850351	2.4450684
10.153709	-28.310595	2.454834
10.153632	-32.126999	2.4645996
10.154927	-20.997446	2.4743652
10.156672	-12.196301	2.4841309
10.157088	-11.991618	2.4938965
10.157039	-16.849911	2.5036621
10.159492	-26.838011	2.5134277
10.159862	-25.945345	2.5231934
10.160275	-21.542152	2.532959
10.16126	-14.262994	2.5427246
10.161677	-8.4480724	2.5524902
10.162693	-11.506857	2.5622559
10.163644	-17.904877	2.5720215
10.164036	-25.016762	2.5817871
10.164069	-23.086945	2.5915527
10.165486	-13.476829	2.6013184
10.166761	-5.7049651	2.611084
10.166887	-5.6738839	2.6208496
10.168176	-13.357673	2.6306152
10.168921	-20.625305	2.6403809
10.170556	-18.627607	2.6501465
10.170801	-13.73608	2.6599121
10.171323	-9.1348238	2.6696777
10.172338	-1.8789784	2.6794434
10.172477	-5.6253414	2.689209
10.174661	-12.386275	2.6989746
10.176338	-17.146872	2.7087402
10.174542	-15.659559	2.7185059
10.175911	-6.6941452	2.7282715
10.176588	0.90050298	2.7380371
10.178914	-2.6153483	2.7478027
10.179079	-7.2165227	2.7575684
10.179945	-14.515339	2.767334
10.180857	-11.797469	2.7770996
10.181402	-7.9318266	2.7868652
10.181688	-1.0011755	2.7966309
10.183755	5.2984138	2.8063965
10.183676	-0.39502171	2.8161621
10.183827	-6.3240542	2.8259277
10.185011	-12.773196	2.8356934
10.186453	-9.1344404	2.845459
10.187352	2.0542943	2.8552246
10.187942	5.4512911	2.8649902
10.188557	4.7523918	2.8747559
10.189103	-2.2473187	2.8845215
10.190222	-7.7163429	2.8942871
10.191515	-6.3910112	2.9040527
10.192166	0.57824004	2.9138184
10.192453	6.7113128	2.923584
10.194423	12.814122	2.9333496
10.194436	3.9593284	2.9431152
10.194747	-4.0383344	2.9528809
10.195939	-5.2071018	2.9626465
10.196805	-0.49659103	2.9724121
10.197658	9.4759731	2.9821777
10.199501	14.987584	2.9919434
10.199888	10.34955	3.001709
10.201059	3.4695232	3.0114746
10.20118	-2.5745218	3.0212402
10.200687	-0.31466311	3.0310059
10.20238	7.9907532	3.0407715
10.203789	17.329437	3.0505371
10.20413	19.507473	3.0603027
10.205433	7.3339958	3.0700684
10.205658	1.2393678	3.079834
10.207681	2.2842782	3.0895996
10.207632	10.679167	3.0993652
10.208569	19.116409	3.1091309
10.209308	17.539604	3.1188965
10.209645	15.896959	3.1286621
10.211141	9.6073494	3.1384277
10.210706	1.1981891	3.1481934
10.212847	8.9498158	3.157959
10.213657	19.315737	3.1677246
10.213826	24.085003	3.1774902
10.215384	21.167046	3.1872559
10.215189	11.119756	3.1970215
10.216361	7.3705654	3.2067871
10.216833	11.633258	3.2165527
10.21753	18.241652	3.2263184
10.218725	24.641211	3.236084
10.21904	26.151686	3.2458496
10.219209	19.935904	3.2556152
10.220896	12.817033	3.2653809
10.221951	10.402981	3.2751465
10.222102	17.199812	3.2849121
10.22358	25.163008	3.2946777
10.224403	30.937599	3.3044434
10.225754	23.450636	3.314209
10.225755	16.482115	3.3239746
10.227314	16.503487	3.3337402
10.227575	19.394558	3.3435059
10.228792	24.460451	3.3532715
10.22894	31.995155	3.3630371
10.229654	30.72472	3.3728027
10.23078	26.105772	3.3825684
10.231465	20.388645	3.392334
10.232857	17.320024	3.4020996
10.232454	27.775232	3.4118652
10.233928	33.627666	3.4216309
10.234962	36.241467	3.4313965
10.235644	33.003902	3.4411621
10.236321	24.150536	3.4509277
10.237515	25.613922	3.4606934
10.238528	24.739418	3.470459
10.239814	32.130276	3.4802246
10.239627	39.13958	3.4899902
10.240461	39.298019	3.4997559
10.241292	31.441133	3.5095215
10.243359	23.504187	3.5192871
10.243528	25.41881	3.5290527
10.244378	35.87067	3.5388184
10.244943	40.551716	3.548584
10.245476	42.929543	3.5583496
10.246602	36.207333	3.5681152
10.247745	29.465315	3.5778809
10.248483	29.023146	3.5876465
10.248329	30.438799	3.5974121
10.249079	41.010395	3.6071777
10.250154	48.425529	3.6169434
10.250302	44.62011	3.626709
10.252157	35.729218	3.6364746
10.253081	29.625628	3.6462402
10.253441	32.858734	3.6560059
10.25437	42.726055	3.6657715
10.255325	50.821476	3.6755371
10.256193	47.492039	3.6853027
10.257121	42.285076	3.6950684
10.256993	34.400471	3.704834
10.258637	34.104294	3.7145996
10.2598	41.323627	3.7243652
10.261276	50.973335	3.7341309
10.260559	55.713535	3.7438965
10.261867	46.849514	3.7536621
10.263487	38.390244	3.7634277
10.26362	35.709454	3.7731934
10.264599	43.431786	3.782959
10.265757	52.789421	3.7927246
10.266351	54.809776	3.8024902
10.266578	52.72715	3.8122559
10.266988	46.405598	3.8220215
10.268498	38.091064	3.8317871
10.268921	43.249619	3.8415527
10.269615	49.749771	3.8513184
10.270722	59.536243	3.861084
10.271905	60.646149	3.8708496
10.272431	48.349709	3.8806152
10.27282	45.316792	3.8903809
10.274749	44.685173	3.9001465
10.274974	51.166504	3.9099121
10.275242	57.266445	3.9196777
10.277588	59.942238	3.9294434
10.276862	57.101746	3.939209
10.277901	52.856701	3.9489746
10.278767	46.59613	3.9587402
10.279558	48.740719	3.9685059
10.280335	57.488075	3.9782715
10.281184	64.959938	3.9880371
10.282435	62.63575	3.9978027
10.282612	55.151604	4.0075684
10.283932	51.526661	4.017334
10.284061	53.195763	4.0270996
10.285346	57.531124	4.0368652
10.28573	63.979305	4.0466309
10.287921	66.633202	4.0563965
10.287212	64.691673	4.0661621
10.289209	56.175785	4.0759277
10.290148	50.120529	4.0856934
10.289918	56.222549	4.095459
10.291597	64.48526	4.1052246
10.292461	71.744026	4.1149902
10.293226	70.179443	4.1247559
10.294236	62.790661	4.1345215
10.294665	58.543732	4.1442871
10.295132	59.390854	4.1540527
10.296287	62.740765	4.1638184
10.296954	75.508896	4.173584
10.297812	76.260544	4.1833496
10.29737	71.582039	4.1931152
10.299973	59.685062	4.2028809
10.300563	57.972969	4.2126465
10.301299	66.057335	4.2224121
10.301144	76.584465	4.2321777
10.302695	80.61412	4.2419434
10.303626	73.206718	4.251709
10.304364	66.029678	4.2614746
10.304154	63.441277	4.2712402
10.305169	64.108215	4.2810059
10.306468	71.862022	4.2907715
10.307561	82.43541	4.3005371
10.308173	81.673965	4.3103027
10.309376	73.639084	4.3200684
10.31015	64.935638	4.329834
10.309865	66.735329	4.3395996
10.310714	76.751755	4.3493652
10.311062	82.958969	4.3591309
10.312928	83.950417	4.3688965
10.313771	80.356804	4.3786621
10.315409	72.372696	4.3884277
10.315909	69.296135	4.3981934
10.316217	74.123619	4.407959
10.317147	82.306854	4.4177246
10.317717	89.168472	4.4274902
10.318339	86.222267	4.4372559
10.319695	75.59697	4.4470215
10.320238	72.52182	4.4567871
10.320787	75.338005	4.4665527
10.322843	85.198586	4.4763184
10.322961	88.502609	4.486084
10.323403	90.921379	4.4958496
10.32458	86.47657	4.5056152
10.324443	77.297295	4.5153809
10.325947	77.847504	4.5251465
10.327166	81.665161	4.5349121
10.328461	92.416977	4.5446777
10.328861	95.775009	4.5544434
10.3291	90.025162	4.564209
10.330724	85.27774	4.5739746
10.331404	80.137344	4.5837402
10.330417	83.8908	4.5935059
10.33294	91.162971	4.6032715
10.332633	94.691391	4.6130371
10.334506	98.549637	4.6228027
10.334546	92.277863	4.6325684
10.335775	85.228889	4.642334
10.336951	84.081024	4.6520996
10.3372	89.667412	4.6618652
10.33725	100.34167	4.6716309
10.338998	100.94077	4.6813965
10.339258	97.120567	4.6911621
10.341593	91.151398	4.7009277
10.341786	87.124092	4.7106934
10.342742	88.676804	4.720459
10.344101	97.398247	4.7302246
10.344871	103.33753	4.7399902
10.345365	107.24953	4.7497559
10.346055	97.923126	4.7595215
10.345855	87.801552	4.7692871
10.348322	90.719437	4.7790527
10.347582	100.66566	4.7888184
10.349339	107.81785	4.798584
10.350117	109.81167	4.8083496
10.350835	101.56355	4.8181152
10.350976	96.120003	4.8278809
10.352613	93.227081	4.8376465
10.352726	96.237213	4.8474121
10.354019	108.1076	4.8571777
10.355476	113.47436	4.8669434
10.355965	111.06281	4.876709
10.356516	99.451843	4.8864746
10.357691	92.939514	4.8962402
10.35681	99.587105	4.9060059
10.358704	107.94406	4.9157715
10.35978	116.6435	4.9255371
10.360492	113.44124	4.9353027
10.36127	104.41895	4.9450684
10.362164	101.73454	4.954834
10.362439	99.071602	4.9645996
10.363215	107.05502	4.9743652
10.364659	116.50089	4.9841309
10.365504	120.18118	4.9938965
10.366038	114.81731	5.0036621
10.367822	103.04173	5.0134277
10.367952	100.36235	5.0231934
10.368257	108.86555	5.032959
10.369371	116.2309	5.0427246
10.369866	120.78436	5.0524902
10.371236	117.50046	5.0622559
10.371763	111.2186	5.0720215
10.371235	106.28299	5.0817871
10.373979	106.81981	5.0915527
10.373928	115.22912	5.1013184
10.374964	125.22758	5.111084
10.375815	122.58964	5.1208496
10.376642	118.4863	5.1306152
10.376517	111.0388	5.1403809
10.378502	110.00153	5.1501465
10.378868	118.01724	5.1599121
10.380361	122.7374	5.1696777
10.380669	125.95467	5.1794434
10.381861	124.38575	5.189209
10.381939	117.36254	5.1989746
10.383263	114.37686	5.2087402
10.383726	113.82359	5.2185059
10.384424	124.03078	5.2282715
10.385751	131.66014	5.2380371
10.385993	128.4209	5.2478027
10.387163	125.73824	5.2575684
10.388649	116.66838	5.267334
10.388882	118.51453	5.2770996
10.389079	122.74625	5.2868652
10.390643	128.70305	5.2966309
10.391456	134.94333	5.3063965
10.392284	132.23453	5.3161621
10.393206	123.07762	5.3259277
10.392487	117.66306	5.3356934
10.394548	120.46378	5.345459
10.39508	134.1196	5.3552246
10.395511	136.86617	5.3649902
10.396785	136.16524	5.3747559
10.396994	128.70354	5.3845215
10.398684	122.59831	5.3942871
10.400162	123.08203	5.4040527
10.400362	130.10405	5.4138184
10.400779	137.7612	5.423584
10.401595	143.58662	5.4333496
10.402956	136.22037	5.4431152
10.403119	126.10218	5.4528809
10.404325	124.32178	5.4626465
10.405242	130.05525	5.4724121
10.405764	141.20464	5.4821777
10.407178	146.39696	5.4919434
10.40691	140.41722	5.501709
10.408732	135.16258	5.5114746
10.40925	128.75198	5.5212402
10.409817	131.30777	5.5310059
10.41006	141.58719	5.5407715
10.411799	147.5898	5.5505371
10.411264	150.22079	5.5603027
10.413286	138.79938	5.5700684
10.41378	128.51086	5.579834
10.414978	130.92744	5.5895996
10.415804	140.6127	5.5993652
10.415623	149.73868	5.6091309
10.41694	149.78918	5.6188965
10.418688	144.75847	5.6286621
10.418384	138.87219	5.6384277
10.419544	133.53651	5.6481934
10.419797	140.73355	5.657959
10.421312	149.45042	5.6677246
10.422442	153.30734	5.6774902
10.423336	152.77386	5.6872559
10.424633	141.19437	5.6970215
10.423825	136.26247	5.7067871
10.425603	141.97624	5.7165527
10.425269	147.14938	5.7263184
10.427068	156.68748	5.736084
10.427819	154.69746	5.7458496
10.428295	149.66194	5.7556152
10.430026	144.85123	5.7653809
10.42936	142.73727	5.7751465
10.431127	146.21495	5.7849121
10.432172	155.80234	5.7946777
10.433578	161.55066	5.8044434
10.433698	153.81699	5.814209
10.434285	150.06783	5.8239746
10.435016	145.80525	5.8337402
10.436504	150.16132	5.8435059
10.436976	154.8495	5.8532715
10.437261	162.66374	5.8630371
10.43858	162.56233	5.8728027
10.439314	157.58	5.8825684
10.440186	150.54549	5.892334
10.439139	146.70676	5.9020996
10.441845	153.69046	5.9118652
10.442481	163.79405	5.9216309
10.443225	166.03244	5.9313965
10.443705	162.87036	5.9411621
10.444602	154.17281	5.9509277
10.445259	151.57802	5.9606934
10.445752	155.6342	5.970459
10.449022	159.93729	5.9802246
10.447704	171.0092	5.9899902
10.449152	171.0303	5.9997559
10.449408	161.25154	6.0095215
10.451078	154.2639	6.0192871
10.451271	153.86711	6.0290527
10.452765	164.21068	6.0388184
10.452622	174.56044	6.048584
10.454221	173.92635	6.0583496
10.454756	166.91803	6.0681152
10.455844	159.48064	6.0778809
10.457298	157.7063	6.0876465
10.456538	162.15376	6.0974121
10.457504	170.89723	6.1071777
10.45885	179.0674	6.1169434
10.459176	176.01842	6.126709
10.459812	165.87312	6.1364746
10.461277	158.80157	6.1462402
10.461856	161.31348	6.1560059
10.462051	174.79175	6.1657715
10.464033	180.9276	6.1755371
10.464115	177.66106	6.1853027
10.465198	174.25146	6.1950684
10.466722	165.08742	6.204834
10.466811	163.22639	6.2145996
10.467326	171.73589	6.2243652
10.468069	179.90764	6.2341309
10.469693	185.64607	6.2438965
10.471122	179.91357	6.2536621
10.470934	167.15482	6.2634277
10.470958	166.83981	6.2731934
10.471755	171.31494	6.282959
10.473837	180.81329	6.2927246
10.474181	185.43356	6.3024902
10.475581	184.35213	6.3122559
10.475119	178.59178	6.3220215
10.476468	171.8837	6.3317871
10.476881	172.53606	6.3415527
10.478353	179.13429	6.3513184
10.478967	188.79259	6.361084
10.480454	192.55757	6.3708496
10.480803	182.59747	6.3806152
10.480601	174.58406	6.3903809
10.48175	174.47447	6.4001465
10.484266	180.12415	6.4099121
10.483678	189.01169	6.4196777
10.484693	191.50999	6.4294434
10.485196	189.66222	6.439209
10.486185	185.42438	6.4489746
10.486374	177.75873	6.4587402
10.488031	178.3015	6.4685059
10.489195	189.05104	6.4782715
10.489439	195.59235	6.4880371
10.490738	197.27711	6.4978027
10.491527	189.69504	6.5075684
10.492198	180.53851	6.517334
10.492743	182.66656	6.5270996
10.493664	187.43268	6.5368652
10.495049	195.41908	6.5466309
10.495792	198.73274	6.5563965
10.495925	195.06575	6.5661621
10.496475	188.239	6.5759277
10.497781	180.22668	6.5856934
10.498563	186.95625	6.595459
10.499716	197.35228	6.6052246
10.499839	203.51309	6.6149902
10.50021	202.57904	6.6247559
10.502166	190.96806	6.6345215
10.501756	188.78477	6.6442871
10.503766	187.9543	6.6540527
10.505263	193.97581	6.6638184
10.505033	205.37428	6.673584
10.505358	206.4866	6.6833496
10.507339	200.63983	6.6931152
10.50883	190.90385	6.7028809
10.507593	185.73453	6.7126465
10.510152	195.24855	6.7224121
10.509342	206.65285	6.7321777
10.510205	210.02545	6.7419434
10.512521	207.82036	6.751709
10.512163	197.13159	6.7614746
10.513721	192.54022	6.7712402
10.513673	195.63606	6.7810059
10.514051	204.02979	6.7907715
10.515543	211.74098	6.8005371
10.516496	212.78473	6.8103027
10.517441	203.47176	6.8200684
10.518412	195.4595	6.829834
10.519113	193.76216	6.8395996
10.519336	206.72751	6.8493652
10.520674	216.49745	6.8591309
10.521432	215.28447	6.8688965
10.522532	210.69151	6.8786621
10.523626	201.951	6.8884277
10.524693	199.65475	6.8981934
10.524349	205.0545	6.907959
10.525282	210.33328	6.9177246
10.526018	221.45096	6.9274902
10.527088	217.16058	6.9372559
10.5277	205.55637	6.9470215
10.528234	203.22328	6.9567871
10.52863	203.80492	6.9665527
10.530417	214.77785	6.9763184
10.531186	219.64784	6.986084
10.532188	219.22466	6.9958496
10.533689	215.79254	7.0056152
10.533232	207.85965	7.0153809
10.534836	208.23363	7.0251465
10.535177	212.04393	7.0349121
10.536338	219.99001	7.0446777
10.536879	226.3421	7.0544434
10.537945	221.0085	7.064209
10.538335	214.30379	7.0739746
10.540039	210.25305	7.0837402
10.539191	212.55008	7.0935059
10.54104	220.01218	7.1032715
10.542035	224.99388	7.1130371
10.542405	226.53314	7.1228027
10.544073	222.89685	7.1325684
10.54436	214.13448	7.142334
10.544483	212.57538	7.1520996
10.545622	217.27185	7.1618652
10.546342	228.1512	7.1716309
10.547062	233.60503	7.1813965
10.548238	227.91402	7.1911621
10.549172	218.61224	7.2009277
10.548922	218.50169	7.2106934
10.551167	219.25009	7.220459
10.550884	227.80455	7.2302246
10.552014	233.47224	7.2399902
10.552409	234.09656	7.2497559
10.552825	229.43349	7.2595215
10.555198	218.03069	7.2692871
10.555895	218.5303	7.2790527
10.555974	229.54436	7.2888184
10.557475	237.40596	7.298584
10.55761	240.49571	7.3083496
10.55889	231.48625	7.3181152
10.559334	224.28107	7.3278809
10.561012	223.03285	7.3376465
10.560259	225.35498	7.3474121
10.561424	238.78265	7.3571777
10.563368	242.68752	7.3669434
10.564046	238.27306	7.376709
10.564433	230.31029	7.3864746
10.565682	222.64258	7.3962402
10.566408	227.18962	7.4060059
10.566901	238.72369	7.4157715
10.56827	244.94759	7.4255371
10.568633	244.95023	7.4353027
10.569867	235.56885	7.4450684
10.570007	228.7708	7.454834
10.570689	228.84462	7.4645996
10.571669	235.30348	7.4743652
10.571944	244.81532	7.4841309
10.572482	248.97101	7.4938965
10.573827	244.51614	7.5036621
10.574914	232.88139	7.5134277
10.576429	229.08588	7.5231934
10.577308	238.59305	7.532959
10.577414	247.32625	7.5427246
10.578329	249.9155	7.5524902
10.579357	248.99979	7.5622559
10.579064	238.44307	7.5720215
10.580316	236.00624	7.5817871
10.582047	238.45692	7.5915527
10.582225	241.78267	7.6013184
10.583094	254.38148	7.611084
10.583719	255.58325	7.6208496
10.583991	247.92917	7.6306152
10.585617	241.54677	7.6403809
10.586299	237.8562	7.6501465
10.586669	247.31281	7.6599121
10.588078	251.6824	7.6696777
10.588267	255.46423	7.6794434
10.589045	254.75684	7.689209
10.59112	248.30847	7.6989746
10.591883	243.80812	7.7087402
10.592186	243.54976	7.7185059
10.592342	251.05623	7.7282715
10.594427	261.88779	7.7380371
10.593887	258.02188	7.7478027
10.595264	253.93745	7.7575684
10.596126	245.24734	7.767334
10.597249	244.54359	7.7770996
10.597142	252.38225	7.7868652
10.598925	259.18069	7.7966309
10.599259	263.40012	7.8063965
10.600145	262.58755	7.8161621
10.600249	252.69765	7.8259277
10.601736	247.32922	7.8356934
10.603309	249.89986	7.845459
10.604476	260.7811	7.8552246
10.604195	269.612	7.8649902
10.604772	266.24872	7.8747559
10.605923	256.74652	7.8845215
10.607249	251.67653	7.8942871
10.607862	251.25357	7.9040527
10.607796	259.93042	7.9138184
10.608855	268.26541	7.923584
10.611046	271.71069	7.9333496
10.611192	266.64578	7.9431152
10.611097	255.66248	7.9528809
10.613002	251.38858	7.9626465
10.613176	257.75705	7.9724121
10.613536	268.55365	7.9821777
10.61466	277.39182	7.9919434
10.615363	268.93494	8.001709
10.616719	262.06705	8.0114746
10.618547	257.47427	8.0212402
10.618505	258.89926	8.0310059
10.61949	270.0246	8.0407715
10.620763	276.4852	8.0505371
10.619829	278.4165	8.0603027
10.621479	269.82135	8.0700684
10.62143	258.64169	8.079834
10.622464	260.40009	8.0895996
10.62339	269.24933	8.0993652
10.624946	277.73669	8.1091309
10.624941	279.80161	8.1188965
10.625383	273.23434	8.1286621
10.627395	267.1116	8.1384277
10.627316	264.29263	8.1481934
10.627898	268.47449	8.157959
10.629186	277.06741	8.1677246
10.630438	283.64832	8.1774902
10.630499	282.04044	8.1872559
