MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.3302solid_typei_85%uts_0.25hz_r0			Time:	20.062744	s	4/5/2019 11:47:47 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	0.3302Solid_TypeI_85%UTS_0.25HZ.tst
Force	Displacement	Running Time	Count
N	mm	s	segments
-110.75279	9.9483814	0.065429688	0
-101.42111	9.9479675	0.075195313	0
-90.231972	9.9481001	0.084960938	0
-91.350693	9.9495964	0.094726563	0
-84.447929	9.9530535	0.10449219	0
-84.45565	9.9601936	0.11425781	0
-85.134262	9.9670649	0.12402344	0
-84.100502	9.97542	0.13378906	0
-77.841705	9.984973	0.14355469	0
-57.851837	9.9935913	0.15332031	0
-42.66708	10.005574	0.16308594	0
-31.379465	10.018669	0.17285156	0
-31.40423	10.032603	0.18261719	0
-27.275545	10.045412	0.19238281	0
-16.577839	10.05947	0.20214844	0
-0.48011336	10.072821	0.21191406	0
23.029243	10.087996	0.22167969	0
37.544498	10.102504	0.23144531	0
42.644646	10.116718	0.24121094	0
46.202724	10.13235	0.25097656	0
49.858334	10.146866	0.26074219	0
71.921127	10.16161	0.27050781	0
94.04615	10.176574	0.28027344	0
111.79964	10.191287	0.29003906	0
120.47351	10.207408	0.29980469	0
120.84003	10.223285	0.30957031	0
131.25037	10.236938	0.31933594	0
142.12154	10.2526	0.32910156	0
164.6674	10.268745	0.33886719	0
185.68697	10.283441	0.34863281	0
197.84837	10.300272	0.35839844	0
205.11095	10.315825	0.36816406	0
202.96738	10.330578	0.37792969	0
217.33083	10.346237	0.38769531	0
237.84154	10.36293	0.39746094	0
258.85138	10.378447	0.40722656	0
274.88751	10.393579	0.41699219	0
281.96237	10.409283	0.42675781	0
287.16467	10.426871	0.43652344	0
293.85931	10.441601	0.44628906	0
311.02875	10.456106	0.45605469	0
329.80072	10.472609	0.46582031	0
350.47549	10.48842	0.47558594	0
365.14368	10.504709	0.48535156	0
363.99225	10.520744	0.49511719	0
372.48398	10.536393	0.50488281	0
381.1058	10.55229	0.51464844	0
404.42084	10.568111	0.52441406	0
424.70892	10.583014	0.53417969	0
437.45303	10.598895	0.54394531	0
447.25104	10.617245	0.55371094	0
450.82178	10.631594	0.56347656	0
459.35608	10.648691	0.57324219	0
476.51785	10.66467	0.58300781	0
494.8652	10.679605	0.59277344	0
514.13507	10.692463	0.60253906	0
517.22284	10.704519	0.61230469	0
519.67847	10.714721	0.62207031	0
517.37726	10.722071	0.63183594	0
524.38043	10.730442	0.64160156	0
539.27618	10.736577	0.65136719	0
544.52856	10.743269	0.66113281	0
550.39435	10.748229	0.67089844	0
550.30774	10.751388	0.68066406	0
546.37561	10.75502	0.69042969	0
545.11578	10.759507	0.70019531	0
550.57666	10.763479	0.70996094	0
562.7865	10.766068	0.71972656	0
567.68225	10.768731	0.72949219	0
560.09509	10.769754	0.73925781	0
553.17432	10.772491	0.74902344	0
554.8797	10.773886	0.75878906	0
565.01941	10.775664	0.76855469	0
569.98944	10.776294	0.77832031	0
573.85278	10.778202	0.78808594	0
567.83575	10.77809	0.79785156	0
560.42352	10.780466	0.80761719	0
556.77783	10.781514	0.81738281	0
562.1853	10.782533	0.82714844	0
573.89587	10.782909	0.83691406	0
580.98157	10.783597	0.84667969	0
574.36487	10.784295	0.85644531	0
562.87354	10.783476	0.86621094	0
557.06482	10.78571	0.87597656	0
565.12219	10.785663	0.88574219	0
572.52423	10.785937	0.89550781	0
580.63757	10.786955	0.90527344	0
577.63281	10.788271	0.91503906	0
569.47015	10.787695	0.92480469	0
565.0722	10.788361	0.93457031	0
558.46106	10.789603	0.94433594	0
571.16705	10.790659	0.95410156	0
583.32037	10.791912	0.96386719	0
583.05841	10.792415	0.97363281	0
576.93854	10.792447	0.98339844	0
565.86774	10.794172	0.99316406	0
565.2663	10.795966	1.0029297	0
571.09198	10.796281	1.0126953	0
581.12836	10.798149	1.0224609	0
587.7652	10.798999	1.0322266	0
584.83887	10.800756	1.0419922	0
580.38458	10.801018	1.0517578	0
570.14667	10.803224	1.0615234	0
573.62122	10.804106	1.0712891	0
582.62	10.805343	1.0810547	0
590.25067	10.807505	1.0908203	0
594.12836	10.809299	1.1005859	0
588.65149	10.810653	1.1103516	0
584.75812	10.811783	1.1201172	0
584.86157	10.814968	1.1298828	0
587.05743	10.816298	1.1396484	0
593.4837	10.817743	1.1494141	0
601.81549	10.820981	1.1591797	0
603.50861	10.822963	1.1689453	0
594.60205	10.825194	1.1787109	0
592.03247	10.828459	1.1884766	0
592.91931	10.831076	1.1982422	0
602.7323	10.8324	1.2080078	0
610.71808	10.834912	1.2177734	0
610.65039	10.836998	1.2275391	0
612.8476	10.840452	1.2373047	0
608.70374	10.842281	1.2470703	0
607.9552	10.845246	1.2568359	0
609.1615	10.848574	1.2666016	0
615.95178	10.850738	1.2763672	0
628.35919	10.854606	1.2861328	0
628.57379	10.85818	1.2958984	0
625.23096	10.861471	1.3056641	0
620.85248	10.864416	1.3154297	0
621.60272	10.866882	1.3251953	0
631.99951	10.870021	1.3349609	0
636.77979	10.872713	1.3447266	0
645.29865	10.876315	1.3544922	0
644.78601	10.88116	1.3642578	0
638.36981	10.884133	1.3740234	0
636.98187	10.887683	1.3837891	0
640.12061	10.891927	1.3935547	0
651.80634	10.894557	1.4033203	0
661.59906	10.898415	1.4130859	0
662.43591	10.90193	1.4228516	0
656.71875	10.90655	1.4326172	0
653.71777	10.91026	1.4423828	0
658.7912	10.912467	1.4521484	0
666.29169	10.916631	1.4619141	0
677.83594	10.920377	1.4716797	0
680.80658	10.924758	1.4814453	0
678.26172	10.928992	1.4912109	0
674.90387	10.933505	1.5009766	0
671.89679	10.936452	1.5107422	0
682.31818	10.940978	1.5205078	0
693.01556	10.945562	1.5302734	0
702.10352	10.949452	1.5400391	0
698.68829	10.95391	1.5498047	0
693.66724	10.957245	1.5595703	0
694.02863	10.9635	1.5693359	0
697.30548	10.96669	1.5791016	0
708.81873	10.970477	1.5888672	0
715.87671	10.974844	1.5986328	0
719.78137	10.97819	1.6083984	0
718.7547	10.982314	1.6181641	0
709.50543	10.986465	1.6279297	0
714.78546	10.99069	1.6376953	0
723.67957	10.995234	1.6474609	0
735.20691	10.999619	1.6572266	0
738.45142	11.004276	1.6669922	0
736.11444	11.008534	1.6767578	0
734.35663	11.013055	1.6865234	0
734.68823	11.016993	1.6962891	0
739.36572	11.021032	1.7060547	0
748.86035	11.02497	1.7158203	0
757.89117	11.029202	1.7255859	0
760.76697	11.032622	1.7353516	0
752.41449	11.037012	1.7451172	0
751.20239	11.040581	1.7548828	0
754.96405	11.045672	1.7646484	0
764.60419	11.049284	1.7744141	0
774.79968	11.052332	1.7841797	0
773.96271	11.056062	1.7939453	0
774.50677	11.061845	1.8037109	0
773.69312	11.064038	1.8134766	0
772.23145	11.067924	1.8232422	0
775.29907	11.071285	1.8330078	0
785.23145	11.075086	1.8427734	0
794.71954	11.07903	1.8525391	0
791.76123	11.08252	1.8623047	0
789.00134	11.085597	1.8720703	0
784.60034	11.088971	1.8818359	0
791.33508	11.092378	1.8916016	0
799.91943	11.096601	1.9013672	0
803.20563	11.098846	1.9111328	0
810.01666	11.102961	1.9208984	0
804.9483	11.106496	1.9306641	0
801.42609	11.10891	1.9404297	0
801.2674	11.112189	1.9501953	0
805.41107	11.114782	1.9599609	0
820.11371	11.117089	1.9697266	0
821.67255	11.120681	1.9794922	0
820.30835	11.122719	1.9892578	0
812.29907	11.12611	1.9990234	0
811.87463	11.127603	2.0087891	0
818.37726	11.129079	2.0185547	0
824.97229	11.131147	2.0283203	0
833.64545	11.134246	2.0380859	0
832.30096	11.136874	2.0478516	0
824.40668	11.139207	2.0576172	0
821.15741	11.141005	2.0673828	0
819.76019	11.142248	2.0771484	0
831.16284	11.144414	2.0869141	0
842.78009	11.145793	2.0966797	0
838.98242	11.147278	2.1064453	0
831.33521	11.149291	2.1162109	0
824.49054	11.150518	2.1259766	0
827.69946	11.149608	2.1357422	0
834.00055	11.152328	2.1455078	0
844.01709	11.153676	2.1552734	0
844.75201	11.154587	2.1650391	0
840.97168	11.156094	2.1748047	0
829.20264	11.156772	2.1845703	0
824.90021	11.156291	2.1943359	0
832.87994	11.156437	2.2041016	0
843.38684	11.156357	2.2138672	0
849.46136	11.157081	2.2236328	0
842.82538	11.158051	2.2333984	0
830.17627	11.156762	2.2431641	0
826.79529	11.156714	2.2529297	0
827.72308	11.15584	2.2626953	0
840.02649	11.15477	2.2724609	0
842.0177	11.155455	2.2822266	0
841.47516	11.154618	2.2919922	0
835.96832	11.15347	2.3017578	0
820.3219	11.152742	2.3115234	0
822.79034	11.151411	2.3212891	0
829.04138	11.149267	2.3310547	0
836.86353	11.148215	2.3408203	0
837.20038	11.147237	2.3505859	0
827.46716	11.14593	2.3603516	0
820.90308	11.144132	2.3701172	0
815.06024	11.140862	2.3798828	0
813.5022	11.139324	2.3896484	0
820.0202	11.136832	2.3994141	0
823.22852	11.134541	2.4091797	0
824.49225	11.131686	2.4189453	0
812.2085	11.129482	2.4287109	0
801.64929	11.126772	2.4384766	0
800.94073	11.123657	2.4482422	0
804.27295	11.120984	2.4580078	0
809.0675	11.118318	2.4677734	0
805.6781	11.114463	2.4775391	0
802.77252	11.112093	2.4873047	0
794.33667	11.108818	2.4970703	0
785.52637	11.105033	2.5068359	0
780.8139	11.1006	2.5166016	0
784.54968	11.096321	2.5263672	0
790.70074	11.092833	2.5361328	0
787.61951	11.088177	2.5458984	0
777.80444	11.083711	2.5556641	0
765.64258	11.07986	2.5654297	0
759.20941	11.074347	2.5751953	0
762.21967	11.069056	2.5849609	0
762.46613	11.065504	2.5947266	0
765.73895	11.059671	2.6044922	0
758.13599	11.053038	2.6142578	0
744.18396	11.04762	2.6240234	0
734.1402	11.041479	2.6337891	0
728.3678	11.036449	2.6435547	0
736.00836	11.030386	2.6533203	0
734.62732	11.024241	2.6630859	0
731.67798	11.01789	2.6728516	0
718.2417	11.012017	2.6826172	0
702.89923	11.004913	2.6923828	0
700.51202	10.998705	2.7021484	0
698.47021	10.991194	2.7119141	0
705.08704	10.985578	2.7216797	0
701.73157	10.978624	2.7314453	0
689.16681	10.970792	2.7412109	0
675.33508	10.964774	2.7509766	0
659.92218	10.957031	2.7607422	0
662.61633	10.948888	2.7705078	0
667.60333	10.940716	2.7802734	0
667.77606	10.932948	2.7900391	0
656.50916	10.925574	2.7998047	0
640.50635	10.918708	2.8095703	0
629.08044	10.909584	2.8193359	0
622.04047	10.901664	2.8291016	0
625.54486	10.893821	2.8388672	0
626.47498	10.884908	2.8486328	1
621.46375	10.876853	2.8583984	1
607.13916	10.868024	2.8681641	1
588.72168	10.859962	2.8779297	1
582.13062	10.853195	2.8876953	1
580.93988	10.842037	2.8974609	1
585.91742	10.834332	2.9072266	1
580.47443	10.825812	2.9169922	1
566.8266	10.816552	2.9267578	1
554.17487	10.807314	2.9365234	1
540.22729	10.799108	2.9462891	1
538.33643	10.79021	2.9560547	1
537.98608	10.781192	2.9658203	1
537.46637	10.771989	2.9755859	1
532.87769	10.764137	2.9853516	1
510.58746	10.754256	2.9951172	1
500.94778	10.747177	3.0048828	1
491.36023	10.736811	3.0146484	1
493.30698	10.728513	3.0244141	1
493.66309	10.719749	3.0341797	1
486.58267	10.711469	3.0439453	1
479.095	10.701901	3.0537109	1
462.67297	10.693299	3.0634766	1
450.88443	10.685006	3.0732422	1
447.17883	10.676858	3.0830078	1
448.09637	10.668233	3.0927734	1
451.91241	10.659604	3.1025391	1
436.99896	10.650194	3.1123047	1
425.00439	10.64203	3.1220703	1
411.27481	10.633505	3.1318359	1
405.32733	10.625071	3.1416016	1
408.4209	10.616832	3.1513672	1
405.31958	10.608446	3.1611328	1
401.59326	10.600436	3.1708984	1
391.2146	10.592025	3.1806641	1
373.39307	10.584231	3.1904297	1
364.50537	10.576102	3.2001953	1
360.95331	10.569563	3.2099609	1
367.15271	10.559486	3.2197266	1
364.41	10.552496	3.2294922	1
354.66827	10.544781	3.2392578	1
339.08496	10.537399	3.2490234	1
328.89288	10.528736	3.2587891	1
324.99234	10.520762	3.2685547	1
323.94958	10.513841	3.2783203	1
327.77432	10.507346	3.2880859	1
322.58902	10.500288	3.2978516	1
309.59793	10.492171	3.3076172	1
292.02393	10.485662	3.3173828	1
284.14075	10.478204	3.3271484	1
288.47769	10.470691	3.3369141	1
291.99142	10.46368	3.3466797	1
290.43866	10.456691	3.3564453	1
277.67737	10.450612	3.3662109	1
260.67905	10.444194	3.3759766	1
256.08896	10.437428	3.3857422	1
250.60681	10.430627	3.3955078	1
256.35461	10.424119	3.4052734	1
256.5047	10.418885	3.4150391	1
249.9166	10.411322	3.4248047	1
236.44655	10.405462	3.4345703	1
220.54398	10.399473	3.4443359	1
219.75334	10.393818	3.4541016	1
225.49178	10.388449	3.4638672	1
228.41699	10.382232	3.4736328	1
222.6633	10.377114	3.4833984	1
210.51355	10.370829	3.4931641	1
200.02122	10.366584	3.5029297	1
192.82355	10.359586	3.5126953	1
195.9192	10.355155	3.5224609	1
199.01155	10.350264	3.5322266	1
198.72302	10.343954	3.5419922	1
192.06845	10.34052	3.5517578	1
174.85396	10.334882	3.5615234	1
168.85124	10.330301	3.5712891	1
169.93419	10.326156	3.5810547	1
175.19467	10.322312	3.5908203	1
175.73108	10.316651	3.6005859	1
169.43842	10.313228	3.6103516	1
161.56425	10.308875	3.6201172	1
151.43237	10.304355	3.6298828	1
149.46457	10.300264	3.6396484	1
152.02373	10.296511	3.6494141	1
156.52817	10.293702	3.6591797	1
156.75291	10.290129	3.6689453	1
143.80449	10.28602	3.6787109	1
137.08128	10.283197	3.6884766	1
131.25232	10.279453	3.6982422	1
134.1288	10.277122	3.7080078	1
140.38579	10.274872	3.7177734	1
138.2901	10.271995	3.7275391	1
135.9124	10.270218	3.7373047	1
127.40479	10.266622	3.7470703	1
121.09238	10.264346	3.7568359	1
119.71059	10.261611	3.7666016	1
125.34286	10.259646	3.7763672	1
131.35419	10.258581	3.7861328	1
125.84978	10.25542	3.7958984	1
117.06513	10.253797	3.8056641	1
110.88425	10.25241	3.8154297	1
109.50617	10.250806	3.8251953	1
118.84864	10.249695	3.8349609	1
121.43994	10.247745	3.8447266	1
120.95048	10.247657	3.8544922	1
115.55147	10.246085	3.8642578	1
105.61052	10.246365	3.8740234	1
103.99468	10.245736	3.8837891	1
108.59206	10.244512	3.8935547	1
121.34733	10.243505	3.9033203	1
123.40369	10.243518	3.9130859	1
114.70981	10.244792	3.9228516	1
103.72754	10.244165	3.9326172	1
102.46329	10.24328	3.9423828	1
111.05465	10.244877	3.9521484	1
117.18334	10.244752	3.9619141	1
124.72709	10.244861	3.9716797	1
120.0692	10.246442	3.9814453	1
113.15124	10.246797	3.9912109	1
105.6695	10.246995	4.0009766	1
106.11681	10.249159	4.0107422	1
120.68643	10.249888	4.0205078	1
127.6363	10.250037	4.0302734	1
129.48486	10.253626	4.0400391	1
