MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.2540hd_typei_85%uts_0.25hz_r			Time:	20.023926	s	4/27/2019 7:57:37 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	0.2540HD_TypeI_85%UTS_0.25HZ.tst
Force	Displacement	Running Time	Count
N	mm	s	segments
-2.8875568	10.630299	0.023681641	0
-2.4856706	10.630603	0.033447266	0
-3.5982316	10.632138	0.043212891	0
6.6032081	10.636811	0.052978516	0
14.125068	10.640925	0.062744141	0
17.400635	10.648066	0.072509766	0
13.247555	10.655789	0.082275391	0
14.611983	10.66406	0.092041016	0
19.247656	10.671995	0.10180664	0
28.291124	10.682189	0.11157227	0
39.955425	10.692374	0.12133789	0
50.701736	10.703965	0.13110352	0
57.089317	10.715546	0.14086914	0
51.704979	10.726305	0.15063477	0
55.17474	10.739943	0.16040039	0
64.686539	10.752228	0.17016602	0
79.988548	10.764863	0.17993164	0
95.607452	10.778138	0.18969727	0
100.20115	10.793102	0.19946289	0
102.83887	10.806375	0.20922852	0
105.22247	10.819349	0.21899414	0
109.70323	10.833316	0.22875977	0
125.73315	10.84855	0.23852539	0
140.60713	10.863473	0.24829102	0
154.23763	10.877898	0.25805664	0
158.39279	10.892673	0.26782227	0
156.88847	10.907608	0.27758789	0
161.88264	10.923301	0.28735352	0
173.95683	10.937231	0.29711914	0
193.36987	10.95207	0.30688477	0
205.6866	10.967352	0.31665039	0
214.07986	10.982802	0.32641602	0
215.18007	10.998081	0.33618164	0
216.35995	11.012842	0.34594727	0
225.43451	11.029249	0.35571289	0
240.53119	11.044456	0.36547852	0
258.80844	11.059631	0.37524414	0
269.1077	11.074786	0.38500977	0
270.6174	11.090597	0.39477539	0
271.07162	11.106631	0.40454102	0
277.89609	11.12236	0.41430664	0
296.10855	11.138531	0.42407227	0
308.59848	11.154091	0.43383789	0
322.77634	11.170457	0.44360352	0
330.24921	11.186038	0.45336914	0
329.11703	11.201653	0.46313477	0
333.55267	11.217659	0.47290039	0
341.82047	11.23278	0.48266602	0
362.88541	11.25019	0.49243164	0
378.03802	11.265206	0.50219727	0
384.54135	11.281855	0.51196289	0
385.56439	11.29866	0.52172852	0
385.93481	11.312881	0.53149414	0
397.78183	11.328967	0.54125977	0
410.40558	11.343606	0.55102539	0
422.19382	11.354891	0.56079102	0
432.97192	11.368078	0.57055664	0
433.74744	11.377233	0.58032227	0
433.52054	11.385836	0.59008789	0
429.6449	11.394497	0.59985352	0
438.3938	11.401608	0.60961914	0
453.29221	11.409986	0.61938477	0
457.83716	11.415429	0.62915039	0
458.60577	11.421006	0.63891602	0
451.10596	11.424964	0.64868164	0
450.97067	11.42852	0.65844727	0
456.68604	11.432746	0.66821289	0
462.64645	11.437263	0.67797852	0
470.67093	11.440654	0.68774414	0
468.77029	11.442277	0.69750977	0
466.11453	11.446704	0.70727539	0
459.51422	11.449327	0.71704102	0
462.56607	11.45184	0.72680664	0
472.2757	11.452788	0.73657227	0
478.89078	11.45529	0.74633789	0
474.74234	11.457026	0.75610352	0
467.04681	11.459162	0.76586914	0
465.67236	11.460576	0.77563477	0
470.285	11.461738	0.78540039	0
476.52151	11.463626	0.79516602	0
479.62625	11.463655	0.80493164	0
476.3353	11.465869	0.81469727	0
473.9093	11.466343	0.82446289	0
469.05731	11.466615	0.83422852	0
471.76678	11.468499	0.84399414	0
477.86246	11.469273	0.85375977	0
482.85126	11.46929	0.86352539	0
485.82108	11.471102	0.87329102	0
474.81061	11.471879	0.88305664	0
471.07578	11.472131	0.89282227	0
471.19269	11.473543	0.90258789	0
476.88388	11.474432	0.91235352	0
482.88251	11.475566	0.92211914	0
483.6662	11.476329	0.93188477	0
485.45975	11.477888	0.94165039	0
478.52655	11.478912	0.95141602	0
472.66956	11.480189	0.96118164	0
474.57022	11.481236	0.97094727	0
483.08463	11.483295	0.98071289	0
490.50409	11.484623	0.99047852	0
490.86859	11.486467	1.0002441	0
484.23517	11.487426	1.0100098	0
480.92282	11.490009	1.0197754	0
479.72278	11.491769	1.029541	0
