MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.2540solid_typei_65%uts_0.25hz_r0			Time:	20.047363	s	4/21/2019 3:46:28 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	0.2540Solid_TypeI_65%UTS_0.25HZ.tst
Force	Displacement	Running Time	Count
N	mm	s	segments
-8.0402842	10.176147	0.050537109	0
-4.7899914	10.175562	0.060302734	0
7.130836	10.176723	0.070068359	0
13.007266	10.180114	0.079833984	0
12.117936	10.184278	0.089599609	0
10.766786	10.189513	0.099365234	0
6.3077793	10.194489	0.10913086	0
10.281972	10.20145	0.11889648	0
25.463133	10.207676	0.12866211	0
32.882339	10.215943	0.13842773	0
46.236614	10.224374	0.14819336	0
47.996418	10.23307	0.15795898	0
48.140312	10.241203	0.16772461	0
48.919605	10.2508	0.17749023	0
57.748413	10.260079	0.18725586	0
77.986786	10.268933	0.19702148	0
89.933487	10.279334	0.20678711	0
93.391075	10.28885	0.21655273	0
92.528664	10.299616	0.22631836	0
93.053078	10.308897	0.23608398	0
102.93162	10.317568	0.24584961	0
116.24994	10.329594	0.25561523	0
133.82413	10.338213	0.26538086	0
144.71045	10.351433	0.27514648	0
147.06114	10.360245	0.28491211	0
143.95491	10.371385	0.29467773	0
147.85733	10.382145	0.30444336	0
163.20415	10.391932	0.31420898	0
183.37398	10.402285	0.32397461	0
195.1339	10.413525	0.33374023	0
196.15598	10.424431	0.34350586	0
195.85893	10.434505	0.35327148	0
198.86615	10.445653	0.36303711	0
210.6796	10.455302	0.37280273	0
228.67361	10.466506	0.38256836	0
241.88351	10.478584	0.39233398	0
250.93404	10.489372	0.40209961	0
251.34566	10.498651	0.41186523	0
248.93456	10.509898	0.42163086	0
257.4787	10.52016	0.43139648	0
274.76422	10.531164	0.44116211	0
291.86823	10.541453	0.45092773	0
300.20944	10.552042	0.46069336	0
300.20963	10.563697	0.47045898	0
303.52637	10.573545	0.48022461	0
307.89374	10.585161	0.48999023	0
321.25058	10.594936	0.49975586	0
333.90576	10.607284	0.50952148	0
349.28802	10.618027	0.51928711	0
358.08194	10.628025	0.52905273	0
353.55627	10.639478	0.53881836	0
357.48026	10.649624	0.54858398	0
367.33521	10.661802	0.55834961	0
382.97272	10.672359	0.56811523	0
397.5462	10.681497	0.57788086	0
403.03262	10.68818	0.58764648	0
401.34348	10.696877	0.59741211	0
401.00858	10.702746	0.60717773	0
401.19235	10.708268	0.61694336	0
408.79486	10.713163	0.62670898	0
420.44971	10.716034	0.63647461	0
428.70154	10.719949	0.64624023	0
424.88928	10.722871	0.65600586	0
418.38446	10.726453	0.66577148	0
415.51312	10.728839	0.67553711	0
424.55167	10.731777	0.68530273	0
434.22794	10.732973	0.69506836	0
437.33817	10.735786	0.70483398	0
437.81342	10.737607	0.71459961	0
428.20804	10.738461	0.72436523	0
426.3125	10.740456	0.73413086	0
426.66934	10.742295	0.74389648	0
435.77966	10.744135	0.75366211	0
448.22552	10.745541	0.76342773	0
446.14365	10.747249	0.77319336	0
440.24716	10.74898	0.78295898	0
430.81824	10.750109	0.79272461	0
432.03766	10.751822	0.80249023	0
442.13275	10.752857	0.81225586	0
449.07825	10.755448	0.82202148	0
455.86465	10.755991	0.83178711	0
448.51682	10.757907	0.84155273	0
443.04178	10.759193	0.85131836	0
438.04172	10.761331	0.86108398	0
441.47888	10.763332	0.87084961	0
453.68024	10.76532	0.88061523	0
463.71951	10.767071	0.89038086	0
462.82129	10.769441	0.90014648	0
452.9805	10.771543	0.90991211	0
