MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.3302hd_typei_85%uts_0.25hz_r0			Time:	20.02002	s	4/27/2019 9:19:16 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	0.3302HD_TypeI_85%UTS_0.25HZ.tst
Force	Displacement	Running Time	Count
N	mm	s	segments
-3.8598449	10.170011	0.022460938	0
-4.7050653	10.169657	0.032226563	0
-7.2473755	10.171602	0.041992188	0
-2.5190611	10.175154	0.051757813	0
0.3901912	10.180056	0.061523438	0
11.908552	10.18596	0.071289063	0
22.350218	10.193373	0.081054688	0
23.924767	10.202333	0.090820313	0
22.859205	10.211262	0.10058594	0
21.303574	10.221851	0.11035156	0
30.362564	10.231523	0.12011719	0
43.066349	10.241719	0.12988281	0
55.168118	10.253797	0.13964844	0
63.358879	10.265008	0.14941406	0
65.729515	10.276552	0.15917969	0
67.621315	10.290184	0.16894531	0
69.494362	10.301897	0.17871094	0
81.922203	10.315942	0.18847656	0
99.863312	10.328835	0.19824219	0
110.20145	10.342254	0.20800781	0
117.79552	10.356309	0.21777344	0
114.41988	10.370669	0.22753906	0
116.52386	10.384212	0.23730469	0
131.02515	10.398207	0.24707031	0
144.60466	10.412639	0.25683594	0
160.06279	10.426016	0.26660156	0
168.94829	10.439956	0.27636719	0
170.71684	10.4544	0.28613281	0
172.75928	10.469065	0.29589844	0
175.60318	10.48511	0.30566406	0
194.22823	10.499808	0.31542969	0
210.38838	10.514219	0.32519531	0
221.31079	10.529632	0.33496094	0
224.65904	10.544121	0.34472656	0
226.04059	10.559361	0.35449219	0
232.71988	10.574283	0.36425781	0
243.22701	10.58985	0.37402344	0
258.72775	10.604938	0.38378906	0
274.46033	10.619042	0.39355469	0
281.13138	10.634595	0.40332031	0
284.33191	10.649678	0.41308594	0
283.92929	10.665735	0.42285156	0
293.16086	10.681021	0.43261719	0
310.14737	10.696351	0.44238281	0
326.76974	10.711679	0.45214844	0
337.19458	10.726154	0.46191406	0
338.62152	10.742481	0.47167969	0
341.77429	10.756908	0.48144531	0
346.38654	10.773019	0.49121094	0
359.31732	10.789175	0.50097656	0
375.00519	10.805448	0.51074219	0
390.6575	10.819752	0.52050781	0
398.2829	10.83514	0.53027344	0
396.63974	10.851039	0.54003906	0
397.75308	10.864071	0.54980469	0
405.01013	10.876342	0.55957031	0
420.67352	10.886611	0.56933594	0
432.05853	10.897482	0.57910156	0
435.14697	10.905641	0.58886719	0
434.99924	10.912637	0.59863281	0
431.74222	10.920233	0.60839844	0
433.46176	10.926224	0.61816406	0
440.87915	10.932073	0.62792969	0
450.31302	10.936338	0.63769531	0
459.08856	10.941807	0.64746094	0
451.85748	10.946347	0.65722656	0
447.54288	10.949286	0.66699219	0
445.9111	10.953458	0.67675781	0
453.48993	10.956929	0.68652344	0
464.58307	10.959851	0.69628906	0
461.83868	10.962595	0.70605469	0
462.62402	10.964781	0.71582031	0
454.38113	10.967523	0.72558594	0
457.40408	10.969776	0.73535156	0
460.7355	10.971058	0.74511719	0
467.30408	10.972037	0.75488281	0
473.06879	10.974231	0.76464844	0
466.4549	10.975529	0.77441406	0
