Time,Extension,Load
545.10006,4.54245,1127.18418
545.2,4.54315,1127.15811
545.30006,4.5443,1127.22963
545.4,4.54502,1127.17925
545.5,4.54577,1126.93133
545.60006,4.54671,1127.2748
545.7,4.54746,1127.08462
545.80006,4.54819,1127.18353
545.9,4.54936,1126.98302
546,4.55001,1127.31131
546.10006,4.55073,1126.91671
546.2,4.55183,1127.0782
546.30006,4.5525,1127.06171
546.4,4.55317,1127.00034
546.5,4.55421,1127.066
546.60006,4.5551,1127.50428
546.7,4.55577,1127.08649
546.80006,4.5567,1127.18092
546.9,4.55751,1127.10046
547,4.55818,1127.18623
547.10006,4.55927,1127.17878
547.2,4.56008,1127.09934
547.30006,4.56069,1127.04728
547.4,4.56174,1127.09822
547.5,4.5626,1127.0362
547.60006,4.56319,1127.00947
547.7,4.5641,1127.00872
547.80006,4.56514,1126.79433
547.9,4.56578,1127.17235
548,4.56664,1126.64523
548.10006,4.56755,1126.98385
548.2,4.56822,1127.13594
548.30006,4.56913,1126.96169
548.4,4.57015,1127.21017
548.5,4.57074,1126.93701
548.60006,4.57165,1126.91661
548.7,4.57267,1127.23717
548.80006,4.57323,1127.00295
548.9,4.57401,1126.87321
549,4.57516,1126.98898
549.10006,4.57583,1127.028
549.2,4.57661,1126.98013
549.30006,4.57757,1126.89389
549.4,4.57827,1126.88635
549.5,4.57904,1126.91345
549.60006,4.58019,1127.23866
549.7,4.58081,1127.04057
549.80006,4.58159,1127.18344
549.9,4.58269,1127.29343
550,4.58327,1127.05538
550.10006,4.58397,1126.80364
550.2,4.5851,1127.00788
550.30006,4.58587,1127.19527
550.4,4.5866,1127.04094
550.5,4.58756,1126.91885
550.60006,4.58831,1126.89584
550.7,4.58903,1126.91689
550.80006,4.59016,1126.90292
550.9,4.59086,1127.1351
551,4.59155,1126.65575
551.10006,4.59265,1127.19415
551.2,4.59335,1126.92732
551.30006,4.59399,1126.96784
551.4,4.59501,1127.09794
551.5,4.59594,1127.20039
551.60006,4.59661,1126.79461
551.7,4.59752,1126.94455
551.80006,4.59835,1127.01459
551.9,4.59902,1126.60406
552,4.60007,1127.15494
552.10006,4.6009,1126.92909
552.2,4.60154,1127.02847
552.30006,4.60256,1126.81799
552.4,4.60342,1126.91429
552.5,4.60403,1126.72299
552.60006,4.60492,1126.79796
552.7,4.60596,1127.03685
552.80006,4.60663,1127.26036
552.9,4.60749,1126.73119
553,4.6084,1126.92136
553.10006,4.60904,1126.72076
553.2,4.60995,1126.86129
553.30006,4.61097,1127.03051
553.4,4.61156,1127.02074
553.5,4.61247,1126.41994
553.60006,4.61349,1127.16258
553.7,4.61405,1126.93254
553.80006,4.61488,1126.91037
553.9,4.61598,1126.88066
554,4.61668,1126.85021
554.10006,4.61745,1126.853
554.2,4.61842,1126.82208
554.30006,4.61909,1126.89165
554.4,4.61989,1126.89501
554.5,4.62104,1127.19927
554.60006,4.62163,1127.16323
554.7,4.62241,1126.45011
554.80006,4.62351,1126.90516
554.9,4.6241,1126.9629
555,4.62482,1126.62008
555.10006,4.62594,1126.99056
555.2,4.62669,1126.93403
555.30006,4.62744,1126.86083
555.4,4.62841,1127.03191
555.5,4.62913,1126.91792
555.60006,4.62983,1126.89985
555.7,4.63103,1127.06246
555.80006,4.63168,1126.82655
555.9,4.63237,1126.97212
556,4.6335,1126.78288
556.10006,4.63417,1127.1039
556.2,4.63484,1126.80914
556.30006,4.63588,1126.90758
556.4,4.63674,1126.84406
556.5,4.63744,1126.52574
556.60006,4.63837,1126.79591
556.7,4.63918,1127.07783
556.80006,4.63985,1126.75093
556.9,4.64097,1126.76742
557,4.64172,1127.03638
557.10006,4.64239,1126.75978
557.2,4.64341,1126.87256
557.30006,4.64424,1126.73538
557.4,4.64486,1126.78995
557.5,4.64577,1126.64122
557.60006,4.64678,1126.99028
557.7,4.64745,1126.79992
557.80006,4.64834,1126.62343
557.9,4.64922,1127.02716
558,4.64984,1127.14106
558.10006,4.65088,1126.75074
558.2,4.65179,1127.14581
558.30006,4.65241,1126.94036
558.4,4.65335,1126.67708
558.5,4.65428,1126.81426
558.60006,4.65487,1126.68267
558.7,4.65573,1126.57351
558.80006,4.6568,1126.81324
558.9,4.65747,1126.78111
559,4.6583,1126.67056
559.10006,4.65924,1126.77375
559.2,4.65991,1126.67968
559.30006,4.66077,1126.83708
559.4,4.66186,1126.87089
559.5,4.66245,1126.80197
559.60006,4.66328,1126.77263
559.7,4.66433,1126.95051
559.80006,4.66492,1126.48131
559.9,4.66567,1126.49687
560,4.66679,1126.88607
560.10006,4.66752,1126.78939
560.2,4.66827,1126.41323
560.30006,4.66926,1126.9792
560.4,4.66995,1126.85962
560.5,4.6707,1126.66124
560.60006,4.67186,1127.03377
560.7,4.67247,1126.69496
560.80006,4.67325,1126.82227
560.9,4.67432,1127.00621
561,4.67496,1127.03424
561.10006,4.67566,1126.67345
561.2,4.67673,1126.5575
561.30006,4.67753,1126.95899
561.4,4.67828,1126.75559
561.5,4.67925,1126.58665
561.60006,4.67997,1126.80625
561.7,4.68067,1126.62902
561.80006,4.68185,1126.78502
561.9,4.68254,1126.82395
562,4.68321,1126.51531
562.10006,4.68428,1126.73957
562.2,4.68503,1126.87675
562.30006,4.68568,1126.65547
562.4,4.68667,1126.60145
562.5,4.68758,1126.8897
562.60006,4.68827,1126.74572
562.7,4.68919,1126.64383
562.80006,4.69002,1126.6998
562.9,4.69069,1126.6645
563,4.69173,1127.34716
563.10006,4.69261,1126.94073
563.2,4.6932,1126.52173
563.30006,4.69425,1126.64169
563.4,4.69508,1126.90562
563.5,4.69569,1126.60183
563.60006,4.69661,1126.67037
563.7,4.69762,1126.8938
563.80006,4.69832,1126.8422
563.9,4.69915,1126.76406
564,4.70006,1126.56616
564.10006,4.70073,1127.04234
564.2,4.70164,1126.55479
564.30006,4.70266,1126.82292
564.4,4.70325,1126.7243
564.5,4.70419,1126.57798
564.60006,4.70515,1126.891
564.7,4.70574,1126.58059
564.80006,4.70652,1126.48308
564.9,4.70764,1126.84984
565,4.70834,1126.46567
565.10006,4.70911,1126.36127
565.2,4.71008,1126.56513
565.30006,4.71077,1126.81845
565.4,4.71152,1126.64727
565.5,4.7127,1126.58432
565.60006,4.71329,1126.64346
565.7,4.7141,1126.52238
565.80006,4.71519,1126.94269
565.9,4.71578,1126.67251
566,4.71648,1126.67186
566.10006,4.71758,1126.58935
566.2,4.71838,1126.60713
566.30006,4.7191,1126.54874
566.4,4.72007,1126.53682
566.5,4.72082,1126.69896
566.60006,4.72152,1126.4991
566.7,4.72267,1126.73836
566.80006,4.72336,1126.60713
566.9,4.72403,1126.64113
567,4.72513,1126.54595
567.10006,4.72585,1126.73957
567.2,4.7265,1126.3405
567.30006,4.72752,1126.33342
567.4,4.72843,1126.70483
567.5,4.7291,1126.49556
567.60006,4.73001,1126.61598
567.7,4.73086,1126.60918
567.80006,4.73151,1126.60229
567.9,4.73258,1126.28769
568,4.73344,1126.66711
568.10006,4.73402,1126.54045
568.2,4.73507,1126.31787
568.30006,4.73593,1126.60639
568.4,4.73652,1126.28769
568.5,4.7374,1126.34152
568.60006,4.73847,1126.56495
568.7,4.73914,1126.52527
568.80006,4.73997,1126.31973
568.9,4.74091,1126.62185
569,4.74155,1126.5086
569.10006,4.74246,1126.2252
569.2,4.74351,1126.41426
569.30006,4.74407,1126.411
569.4,4.74498,1126.27856
569.5,4.746,1126.6062
569.60006,4.74659,1126.45589
569.7,4.74734,1126.57901
569.80006,4.74846,1126.39833
569.9,4.74919,1126.35028
570,4.74994,1125.88666
570.10006,4.7509,1126.47042
570.2,4.7516,1126.25808
570.30006,4.75237,1126.3446
570.4,4.75355,1126.31563
570.5,4.75414,1126.26767
570.60006,4.75489,1126.20406
570.7,4.75602,1126.63051
570.80006,4.75663,1126.3472
570.9,4.7573,1126.36024
571,4.75843,1126.29542
571.10006,4.75923,1126.36592
571.2,4.75993,1126.26133
571.30006,4.76086,1125.96601
571.4,4.76164,1126.17314
571.5,4.76234,1126.18757
571.60006,4.76349,1126.58869
571.7,4.76421,1126.28778
571.80006,4.76488,1126.27437
571.9,4.76595,1126.34972
572,4.7667,1126.14855
572.10006,4.76735,1126.4543
572.2,4.76831,1126.27586
572.30006,4.76927,1126.06734
572.4,4.76994,1126.32606
572.5,4.77083,1126.35484
572.60006,4.77171,1126.43829
572.7,4.77236,1126.10999
572.80006,4.77335,1126.44201
572.9,4.77431,1126.39172
573,4.7749,1126.36369
573.10006,4.77584,1126.14874
573.2,4.7768,1126.41789
573.30006,4.77739,1125.97924
573.4,4.77819,1126.06222
573.5,4.77929,1126.46082
573.60006,4.77999,1126.34599
573.7,4.78079,1126.21039
573.80006,4.78176,1126.67
573.9,4.7824,1126.39554
574,4.78323,1126.00978
574.10006,4.78436,1126.61347
574.2,4.78492,1126.08681
574.30006,4.7858,1126.15982
574.4,4.78685,1126.33165
574.5,4.78744,1126.21449
574.60006,4.78816,1126.41184
574.7,4.78931,1126.05579
574.80006,4.79003,1125.83889
574.9,4.79076,1125.93947
575,4.79175,1125.96443
575.10006,4.79244,1126.10757
575.2,4.79319,1126.01081
575.30006,4.79435,1126.28415
575.4,4.79502,1126.16327
575.5,4.79571,1126.42003
575.60006,4.79684,1126.05533
575.7,4.79748,1125.99572
575.80006,4.79815,1125.99516
575.9,4.79922,1125.97095
576,4.80008,1126.06576
576.10006,4.80077,1126.18953
576.2,4.80171,1125.8373
576.30006,4.80249,1126.05328
576.4,4.80319,1125.91628
576.5,4.80426,1126.40988
576.60006,4.80506,1125.92448
576.7,4.8057,1126.23218
576.80006,4.80677,1125.89886
576.9,4.80755,1126.28369
577,4.80817,1125.91367
577.10006,4.80913,1125.93155
577.2,4.81012,1126.28033
577.30006,4.81079,1126.13188
577.4,4.81165,1126.31498
577.5,4.81253,1125.992
577.60006,4.8132,1126.06967
577.7,4.81417,1126.08634
577.80006,4.81513,1126.21253
577.9,4.81572,1126.0923
578,4.81668,1126.24159
578.10006,4.81762,1126.04974
578.2,4.81821,1126.1031
578.30006,4.81904,1126.00774
578.4,4.82017,1126.16792
578.5,4.82084,1126.21626
578.60006,4.82164,1125.97011
578.7,4.82258,1126.02413
578.80006,4.82325,1126.03717
578.9,4.82408,1126.0679
579,4.82518,1126.53701
579.10006,4.82577,1126.11633
579.2,4.8266,1126.1059
579.30006,4.82767,1126.26832
579.4,4.82826,1126.20257
579.5,4.82903,1125.73421
579.60006,4.83013,1126.16923
579.7,4.83085,1126.19381
579.80006,4.83161,1126.35987
579.9,4.83257,1125.97011
580,4.83329,1126.17603
580.10006,4.83402,1126.02655
580.2,4.83522,1126.11987
580.30006,4.83581,1126.19465
580.4,4.83656,1126.07079
580.5,4.83769,1126.18543
580.60006,4.8383,1126.27978
580.7,4.839,1125.85649
580.80006,4.84007,1126.41919
580.9,4.8409,1126.12965
581,4.8416,1125.84662
581.10006,4.84253,1126.20629
581.2,4.84331,1126.08615
581.30006,4.84401,1125.92885
581.4,4.84513,1125.75246
581.5,4.84588,1125.92299
581.60006,4.84652,1125.90194
581.7,4.84762,1126.22241
581.80006,4.84837,1126.08578
581.9,4.84899,1125.83358
582,4.84998,1125.89076
582.10006,4.85094,1126.14818
582.2,4.85161,1126.1655
582.30006,4.8525,1125.8699
582.4,4.85338,1126.00327
582.5,4.85402,1126.12788
582.60006,4.85507,1125.87037
582.7,4.85595,1126.20946
582.80006,4.85657,1125.85993
582.9,4.85753,1125.84317
583,4.85844,1125.8468
583.10006,4.85903,1125.59674
583.2,4.85989,1125.93714
583.30006,4.86096,1126.0666
583.4,4.86163,1125.83013
583.5,4.86249,1125.90622
583.60006,4.8634,1125.94133
583.7,4.86404,1125.90389
583.80006,4.86495,1125.8645
583.9,4.866,1126.39507
584,4.86659,1126.20015
584.10006,4.86747,1125.91321
584.2,4.86846,1126.17472
584.30006,4.86905,1126.12341
584.4,4.86985,1125.72052
584.5,4.87095,1125.89896
584.60006,4.87165,1126.23489
584.7,4.87248,1125.8197
584.80006,4.87342,1125.85677
584.9,4.87409,1125.93928
585,4.87489,1125.85975
585.10006,4.87602,1125.92857
585.2,4.87663,1125.70245
585.30006,4.87744,1125.71344
585.4,4.87851,1126.10646
585.5,4.87912,1125.68131
585.60006,4.87985,1125.72685
585.7,4.88094,1125.5593
585.80006,4.88169,1125.95009
585.9,4.88244,1125.6828
586,4.88341,1125.66296
586.10006,4.88413,1125.92028
586.2,4.88486,1125.92056
586.30006,4.88603,1125.83768
586.4,4.88668,1125.69761
586.5,4.88737,1125.65253
586.60006,4.8885,1125.81644
586.7,4.88917,1125.79204
586.80006,4.88984,1125.67814
586.9,4.89085,1125.70673
587,4.89174,1125.75125
587.10006,4.89244,1125.72545
587.2,4.89335,1125.88331
587.30006,4.89418,1125.96396
587.4,4.89482,1125.83982
587.5,4.89597,1125.958
587.60006,4.89672,1126.0408
587.7,4.89736,1125.61751
587.80006,4.89841,1125.8903
587.9,4.89924,1125.85891
588,4.89986,1125.4847
588.10006,4.90079,1125.49765
588.2,4.90178,1125.8631
588.30006,4.90245,1125.79511
588.4,4.90334,1125.99684
588.5,4.90422,1125.70943
588.60006,4.90486,1125.94515
588.7,4.90583,1125.94878
588.80006,4.90682,1125.99107
588.9,4.90738,1125.85705
589,4.90835,1125.98278
589.10006,4.90928,1126.01984
589.2,4.90987,1125.81206
589.30006,4.91073,1125.89858
589.4,4.91177,1125.84382
589.5,4.9125,1125.57663
589.60006,4.9133,1125.64871
589.7,4.91424,1125.78357
589.80006,4.91491,1125.86543
589.9,4.91574,1125.83013
590,4.91686,1126.09752
590.10006,4.91743,1125.90073
590.2,4.91828,1125.62599
590.30006,4.91933,1126.08811
590.4,4.91992,1125.60829
590.5,4.92067,1125.56173
590.60006,4.92179,1125.86217
590.7,4.92252,1125.8496
590.80006,4.92329,1125.91833
590.9,4.92423,1125.99572
591,4.92495,1125.7153
591.10006,4.92568,1125.85612
591.2,4.92686,1125.78683
591.30006,4.9275,1125.96517
591.4,4.92822,1125.88499
591.5,4.92932,1125.94897
591.60006,4.92999,1125.62561
591.7,4.93066,1125.5011
591.80006,4.9317,1125.85993
591.9,4.93256,1125.65123
592,4.93328,1126.04722
592.10006,4.93419,1125.97691
592.2,4.935,1125.86496
592.30006,4.93569,1125.63614
592.4,4.93677,1125.90417
592.5,4.93757,1125.80284
592.60006,4.93821,1125.84746
592.7,4.93926,1125.72219
592.80006,4.94006,1125.93165
592.9,4.94068,1125.79148
593,4.94161,1125.71204
593.10006,4.94263,1125.79446
593.2,4.9433,1125.44969
593.30006,4.94416,1125.39614
593.4,4.94504,1125.88182
593.5,4.94569,1125.46403
593.60006,4.94668,1125.85844
593.7,4.94764,1125.74985
593.80006,4.94823,1125.73188
593.9,4.94919,1125.6963
594,4.95013,1125.88638
594.10006,4.95072,1125.61844
594.2,4.95152,1125.50994
594.30006,4.95265,1125.91488
594.4,4.95332,1125.61742
594.5,4.95412,1125.83973
594.60006,4.95506,1125.86794
594.7,4.95573,1125.62431
594.80006,4.95656,1125.52587
594.9,4.95771,1125.82222
595,4.95827,1125.89551
595.10006,4.9591,1125.55064
595.2,4.96018,1126.12462
595.30006,4.96079,1125.97914
595.4,4.96149,1125.78962
595.5,4.96261,1125.75181
595.60006,4.96336,1125.63362
595.7,4.96409,1125.7817
595.80006,4.96505,1125.56079
595.9,4.9658,1125.85099
596,4.96652,1125.42305
596.10006,4.9677,1125.78366
596.2,4.96835,1125.52
596.30006,4.96904,1125.77518
596.4,4.97017,1125.50603
596.5,4.97084,1125.69975
596.60006,4.97148,1125.6096
596.7,4.97252,1125.55111
596.80006,4.97341,1125.84261
596.9,4.9741,1125.68932
597,4.97502,1125.51944
597.10006,4.97585,1125.55679
597.2,4.97652,1125.63865
597.30006,4.97761,1125.34035
597.4,4.97842,1125.7234
597.5,4.97903,1125.45937
597.60006,4.98008,1125.69202
597.7,4.98091,1125.66333
597.80006,4.98152,1125.40303
597.9,4.98241,1125.39418
598,4.98345,1125.76475
598.10006,4.98415,1125.71716
598.2,4.98498,1125.56871
598.30006,4.98589,1125.35059
598.4,4.98656,1125.53323
598.5,4.98747,1125.26705
598.60006,4.98852,1125.86562
598.7,4.98908,1125.75591
598.80006,4.98996,1125.24536
598.9,4.99098,1125.5146
599,4.99157,1125.73495
599.10006,4.99235,1125.57011
599.2,4.99347,1125.7112
599.30006,4.99417,1125.57737
599.4,4.99494,1125.44894
599.5,4.99591,1125.60699
599.60006,4.99661,1125.61807
599.7,4.99738,1125.12745
599.80006,4.99853,1125.83265
599.9,4.99912,1125.62217
600,4.9999,1125.39828
600.10006,5.001,1125.65514
600.2,5.00164,1125.47502
600.30006,5.00231,1125.40824
600.4,5.00344,1125.49039
600.5,5.00424,1125.56461
600.60006,5.00496,1125.30924
600.7,5.00587,1125.65691
600.80006,5.00665,1125.6435
600.9,5.00737,1125.40247
601,5.00847,1125.42063
601.10006,5.00919,1125.39222
601.2,5.00986,1125.53639
601.30006,5.01096,1125.55064
601.4,5.01169,1125.58426
601.5,5.01233,1125.42249
601.60006,5.01335,1125.18556
601.7,5.01428,1125.51469
601.80006,5.01498,1125.15092
601.9,5.01584,1125.43935
602,5.01669,1125.31474
602.10006,5.01736,1125.37192
602.2,5.01838,1125.33169
602.30006,5.01927,1125.24042
602.4,5.01988,1125.3641
602.5,5.0209,1125.67162
602.60006,5.02178,1125.37565
602.7,5.02237,1125.25662
602.80006,5.02326,1125.04484
602.9,5.0243,1125.3885
603,5.025,1125.3925
603.10006,5.0258,1125.10119
603.2,5.02671,1125.22095
603.30006,5.02738,1125.13183
603.4,5.02827,1125.30636
603.5,5.02934,1125.49644
603.60006,5.02993,1125.39791
603.7,5.03078,1125.11879
603.80006,5.03183,1125.13807
603.9,5.03242,1125.68215
604,5.03317,1125.24927
604.10006,5.03432,1125.7452
604.2,5.03502,1125.21555
604.30006,5.03579,1125.20251
604.4,5.03673,1125.49383
604.5,5.03743,1125.52606
604.60006,5.0382,1125.10249
604.7,5.03936,1125.45416
604.80006,5.03997,1125.66482
604.9,5.04075,1125.18817
605,5.04185,1125.38431
605.10006,5.04246,1125.35534
605.2,5.04316,1125.19488
605.30006,5.04426,1125.44214
605.4,5.04506,1125.45798
605.5,5.04578,1125.4725
605.60006,5.04669,1125.1526
605.7,5.04747,1125.31902
605.80006,5.04817,1125.01141
605.9,5.04935,1125.24377
606,5.05002,1125.23884
606.10006,5.05071,1125.30589
606.2,5.05181,1125.5797
606.30006,5.05251,1125.3098
606.4,5.05315,1125.46897
606.5,5.05417,1125.19767
606.60006,5.0551,1125.41802
606.7,5.05577,1125.24191
606.80006,5.05668,1125.35805
606.9,5.05752,1125.46347
607,5.05819,1125.25476
607.10006,5.05926,1125.29024
607.2,5.06009,1125.28717
607.30006,5.0607,1124.89825
607.4,5.06175,1125.2543
607.5,5.06258,1125.24386
607.60006,5.06319,1125.03627
607.7,5.06408,1125.27013
607.80006,5.06512,1125.31986
607.9,5.06579,1125.13769
608,5.06668,1125.22999
608.10006,5.06756,1125.05779
608.2,5.0682,1125.29648
608.30006,5.06917,1125.07641
608.4,5.07013,1125.28075
608.5,5.07075,1125.27013
608.60006,5.07163,1125.19404
608.7,5.07265,1125.08079
608.80006,5.07321,1125.13574
608.9,5.07404,1125.06049
609,5.07514,1125.30459
609.10006,5.07584,1125.08582
609.2,5.07664,1124.94435
609.30006,5.07758,1125.41663
609.4,5.07822,1125.28568
609.5,5.07908,1124.96568
609.60006,5.0802,1125.4089
609.7,5.08079,1124.86333
609.80006,5.0816,1125.25187
609.9,5.08267,1125.39399
610,5.08326,1125.10649
610.10006,5.08401,1124.75585
610.2,5.0851,1125.11832
610.30006,5.08585,1125.04223
610.4,5.0866,1125.28484
610.5,5.08757,1125.162
610.60006,5.08829,1125.19506
610.7,5.08904,1125.11199
610.80006,5.09017,1125.06701
610.9,5.09084,1125.2379
611,5.09156,1125.17644
611.10006,5.09266,1125.29332
611.2,5.09333,1124.95422
611.30006,5.094,1125.03748
611.4,5.09507,1124.98691
611.5,5.0959,1124.88652
611.60006,5.09662,1124.99651
611.7,5.09756,1125.13294
611.80006,5.09834,1125.30878
611.9,5.09901,1124.98822
612,5.10016,1125.03106
612.10006,5.10088,1125.03935
612.2,5.10152,1125.12726
612.30006,5.10265,1124.94249
612.4,5.10337,1125.11516
612.5,5.10402,1125.01178
612.60006,5.10498,1124.88922
612.7,5.10594,1125.23809
612.80006,5.10664,1124.95013
612.9,5.1075,1125.10826
613,5.10835,1125.24591
613.10006,5.109,1124.83045
613.2,5.11007,1124.68144
613.30006,5.11093,1124.83026
613.4,5.11154,1124.76926
613.5,5.11253,1125.04987
613.60006,5.11344,1125.11301
613.7,5.11403,1124.6521
613.80006,5.11489,1124.68973
613.9,5.11599,1124.90496
614,5.11663,1124.7986
614.10006,5.11749,1124.70407
614.2,5.1184,1125.00452
614.30006,5.11907,1124.86416
614.4,5.11993,1124.76768
614.5,5.121,1124.95301
614.60006,5.12159,1124.77606
614.7,5.12247,1124.80689
614.80006,5.12349,1125.11823
614.9,5.12408,1124.90579
615,5.12485,1124.77196
615.10006,5.12595,1124.91231
615.2,5.12668,1125.0833
615.30006,5.12745,1124.84805
615.4,5.12842,1125.10268
615.5,5.12909,1124.85532
615.60006,5.12986,1124.95897
615.7,5.13104,1124.77764
615.80006,5.13161,1125.1335
615.9,5.13241,1124.59343
616,5.13351,1124.92889
616.10006,5.13412,1125.0006
616.2,5.13482,1124.74291
616.30006,5.13592,1124.81462
616.4,5.13672,1125.04857
616.5,5.13744,1124.85169
616.60006,5.13838,1125.03832
616.7,5.13913,1124.99874
616.80006,5.13983,1124.63376
616.9,5.14101,1125.08638
617,5.1417,1124.89928
617.10006,5.14237,1124.56782
617.2,5.14347,1125.20736
617.30006,5.14419,1124.77681
617.4,5.14484,1124.85457
617.5,5.14583,1125.02547
617.60006,5.14677,1125.07828
617.7,5.14746,1124.88084
617.80006,5.14835,1125.06999
617.9,5.14918,1124.78724
618,5.14987,1125.12074
618.10006,5.15089,1124.92563
618.2,5.15177,1124.86677
618.30006,5.15239,1124.53429
618.4,5.15338,1124.95758
618.5,5.15427,1124.80931
618.60006,5.15485,1124.61764
618.7,5.15574,1124.66291
618.80006,5.15681,1124.66346
618.9,5.15748,1124.76489
619,5.15831,1124.91557
619.10006,5.15922,1124.69774
619.2,5.15989,1124.55515
619.30006,5.1608,1124.52339
619.4,5.16185,1124.6792
619.5,5.16241,1124.5491
619.60006,5.16329,1124.53224
619.7,5.16434,1124.64204
619.80006,5.1649,1124.69401
619.9,5.16568,1124.37932
620,5.1668,1124.70137
620.10006,5.1675,1124.49517
620.2,5.16827,1124.84358
620.30006,5.16924,1124.79143
620.4,5.16994,1124.36647
620.5,5.17069,1124.53932
620.60006,5.17189,1124.59753
620.7,5.17248,1124.6236
620.80006,5.17323,1124.66766
620.9,5.17436,1124.58337
621,5.17497,1124.75818
621.10006,5.17567,1124.58635
621.2,5.17674,1124.64912
621.30006,5.17754,1124.74561
621.4,5.17829,1124.77317
621.5,5.1792,1124.67455
621.60006,5.17998,1124.82104
621.7,5.18068,1124.35324
621.80006,5.1818,1124.88708
621.9,5.18255,1124.69243
622,5.18319,1124.5545
622.10006,5.18427,1124.65592
622.2,5.18504,1124.5288
622.30006,5.18566,1124.6169
622.4,5.18662,1124.29354
622.5,5.18761,1124.6088
622.60006,5.18828,1124.54416
622.7,5.18914,1124.54481
622.80006,5.19005,1124.35948
622.9,5.19069,1124.38668
623,5.19171,1124.44693
623.10006,5.19262,1124.57536
623.2,5.19321,1124.41108
623.30006,5.1942,1124.3497
623.4,5.19511,1124.65853
623.5,5.1957,1124.27361
623.60006,5.19656,1124.03315
623.7,5.19763,1124.49983
623.80006,5.19833,1124.71683
623.9,5.19913,1124.25108
624,5.20007,1124.35706
624.10006,5.20074,1124.34495
624.2,5.20157,1124.61615
624.30006,5.20272,1124.45671
624.4,5.20328,1124.23394
624.5,5.20409,1124.13438
624.60006,5.20519,1124.57843
624.7,5.20577,1124.39161
624.80006,5.2065,1124.15589
624.9,5.2076,1124.50756
625,5.20835,1124.39552
625.10006,5.20912,1124.32875
625.2,5.21006,1124.65797
625.30006,5.21078,1124.33126
625.4,5.21151,1124.16465
625.5,5.21271,1124.3565
625.60006,5.21333,1124.38453
625.7,5.21405,1124.3104
625.80006,5.21515,1124.32474
625.9,5.21582,1124.34262
626,5.21646,1123.9958
626.10006,5.21753,1124.10216
626.2,5.21842,1124.32931
626.30006,5.21911,1124.41974
626.4,5.22002,1124.58067
626.5,5.22083,1124.1545
626.60006,5.22155,1124.20479
626.7,5.2226,1124.5911
626.80006,5.22343,1124.55981
626.9,5.22404,1124.24139
627,5.22509,1124.35259
627.10006,5.22592,1124.24772
627.2,5.22651,1124.18309
627.30006,5.22742,1124.2209
627.4,5.22846,1124.17098
627.5,5.22913,1124.27035
627.60006,5.22999,1124.2805
627.7,5.23087,1124.28172
627.80006,5.23157,1124.10747
627.9,5.23248,1124.3809
628,5.23347,1124.23645
628.10006,5.23406,1124.14984
628.2,5.23502,1124.14164
628.30006,5.23596,1124.43203
628.4,5.23655,1124.24009
628.5,5.23735,1124.16754
628.60006,5.23848,1124.44116
628.7,5.23918,1124.33266
628.80006,5.23995,1124.55096
628.9,5.24092,1124.14649
629,5.24159,1124.28404
629.10006,5.24242,1124.08334
629.2,5.24352,1124.22444
629.30006,5.24413,1124.0894
629.4,5.24493,1124.1544
629.5,5.24601,1124.08251
629.60006,5.2466,1124.21121
629.7,5.24732,1124.4012
629.80006,5.24847,1124.25778
629.9,5.24919,1124.49061
630,5.24997,1124.40847
630.10006,5.25091,1124.33117
630.2,5.25163,1124.00856
630.30006,5.25235,1124.21988
630.4,5.25351,1124.24511
630.5,5.25415,1124.25713
630.60006,5.25487,1124.02178
630.7,5.25597,1124.43333
630.80006,5.25664,1124.29382
630.9,5.25734,1124.07468
631,5.25838,1124.2047
631.10006,5.25927,1124.24036
631.2,5.25996,1124.07925
631.30006,5.26085,1124.26924
631.4,5.26165,1124.33713
631.5,5.26232,1124.31943
631.60006,5.26344,1124.34542
631.7,5.26422,1124.25415
631.80006,5.26486,1124.16735
631.9,5.26594,1124.23217
632,5.26671,1124.11538
632.10006,5.26735,1124.30602
632.2,5.26829,1124.11138
632.30006,5.26928,1124.3307
632.4,5.26995,1124.18598
632.5,5.27081,1124.4203
632.60006,5.27172,1124.29811
632.7,5.27236,1124.25555
632.80006,5.27335,1124.34831
632.9,5.27429,1124.3239
633,5.27491,1123.9144
633.10006,5.27587,1124.33797
633.2,5.27678,1124.38621
633.30006,5.27737,1124.13457
633.4,5.27823,1123.89261
633.5,5.2793,1124.4189
633.60006,5.28,1123.95631
633.7,5.2808,1123.98444
633.80006,5.28174,1123.96134
633.9,5.28241,1124.1585
634,5.28327,1123.84902
634.10006,5.28434,1124.05093
634.2,5.28495,1124.24484
634.30006,5.28576,1124.0568
634.4,5.28683,1124.31441
634.5,5.28742,1124.38826
634.60006,5.28817,1124.35212
634.7,5.28929,1123.83133
634.80006,5.29002,1124.12283
634.9,5.29079,1124.15506
635,5.29173,1123.94085
635.10006,5.29243,1123.86998
635.2,5.2932,1123.88236
635.30006,5.29438,1124.19035
635.4,5.29497,1124.08381
635.5,5.29572,1124.04479
635.60006,5.29685,1124.21978
635.7,5.29746,1124.13829
635.80006,5.29816,1123.81205
635.9,5.29923,1123.89987
636,5.30006,1124.15766
636.10006,5.30078,1124.01163
636.2,5.30172,1123.67282
636.30006,5.30247,1124.32586
636.4,5.30322,1123.91552
636.5,5.30432,1123.86188
636.60006,5.30502,1124.40325
636.7,5.30568,1124.13345
636.80006,5.30678,1124.09899
636.9,5.30751,1124.16903
637,5.30818,1124.03426
637.10006,5.30917,1123.86402
