Time,Extension,Load
196.50002,1.63744,851.43326
196.6,1.63835,851.93412
196.70002,1.63918,852.45417
196.8,1.63985,852.74223
196.90002,1.64095,853.422
197.00002,1.64172,853.97819
197.1,1.64239,854.47002
197.20002,1.64341,854.74588
197.3,1.64421,855.60801
197.40002,1.64483,855.35794
197.50002,1.64577,855.78337
197.6,1.64678,856.891
197.70002,1.64745,857.07381
197.8,1.64834,857.531
197.90002,1.64922,858.28779
198.00002,1.64987,858.53934
198.1,1.65086,858.84472
198.20002,1.65179,859.69726
198.3,1.65238,859.66829
198.40002,1.65335,860.14951
198.50002,1.65428,860.77293
198.6,1.65487,861.34421
198.70002,1.6557,861.74877
198.8,1.6568,862.34333
198.90002,1.65747,862.50966
199.00002,1.6583,863.25658
199.1,1.65924,863.50786
199.20002,1.65991,863.87722
199.3,1.66077,864.20653
199.40002,1.66184,865.31788
199.50002,1.66243,865.35793
199.6,1.66328,866.00641
199.70002,1.66433,866.41759
199.8,1.66489,866.80902
199.90002,1.66567,866.81619
200.00002,1.66682,867.77061
200.1,1.66752,868.15553
200.20002,1.66829,868.44815
200.3,1.66923,868.79358
200.40002,1.66993,869.30599
200.50002,1.6707,869.70087
200.6,1.67188,870.3717
200.70002,1.67247,870.79536
200.8,1.67325,870.85506
200.90002,1.67435,871.71104
201.00002,1.67496,871.98764
201.1,1.67566,872.0736
201.20002,1.67673,872.95882
201.3,1.67756,873.73611
201.40002,1.67828,873.72214
201.50002,1.67922,874.47874
201.6,1.67997,874.657
201.70002,1.68067,875.16615
201.8,1.68185,875.88811
201.90002,1.68252,876.37976
202.00002,1.68321,876.67676
202.1,1.68428,877.26265
202.20002,1.68503,877.46298
202.3,1.68568,878.05679
202.40002,1.68667,878.42857
202.50002,1.68761,879.08152
202.6,1.6883,879.61331
202.70002,1.68919,879.96498
202.8,1.69002,880.5831
202.90002,1.69069,880.78203
203.00002,1.69173,881.63037
203.1,1.69259,882.17575
203.20002,1.6932,882.44667
203.3,1.69425,883.04123
203.40002,1.69508,883.25553
203.50002,1.6957,883.61353
203.6,1.69658,884.22848
203.70002,1.69762,884.69442
203.8,1.69829,885.04823
203.90002,1.69915,885.29699
204.00002,1.70006,886.13527
204.1,1.70073,886.5471
204.20002,1.70162,886.80247
204.3,1.70266,887.32932
204.40002,1.70322,887.76825
204.50002,1.70419,887.93738
204.6,1.70515,888.90763
204.70002,1.70574,889.03494
204.8,1.70652,889.42954
204.90002,1.70764,889.80375
205.00002,1.70834,890.52785
205.1,1.70914,890.72781
205.20002,1.71005,891.05787
205.3,1.71075,891.64879
205.40002,1.71155,892.05066
205.50002,1.7127,892.86426
205.6,1.71329,892.84573
205.70002,1.7141,893.28913
205.8,1.71517,893.92671
205.90002,1.71578,894.30837
206.00002,1.71651,894.60621
206.1,1.71761,895.31066
206.20002,1.71838,895.62945
206.3,1.71911,895.86154
206.40002,1.72004,896.5821
206.50002,1.72079,896.72673
206.6,1.72152,897.14807
206.70002,1.7227,897.62164
206.8,1.72337,898.13834
206.90002,1.72403,898.56097
207.00002,1.72513,899.0461
207.1,1.72586,899.65761
207.20002,1.7265,899.91111
207.3,1.72749,900.11926
207.40002,1.72843,900.74865
207.50002,1.72912,901.31601
207.6,1.73001,901.42814
207.70002,1.73087,901.78782
207.8,1.73151,902.45679
207.90002,1.73258,903.0343
208.00002,1.73344,903.56506
208.1,1.73405,903.74397
208.20002,1.73507,904.38873
208.3,1.73593,904.78547
208.40002,1.73652,905.02528
208.50002,1.73737,905.34622
208.6,1.73847,905.98483
208.70002,1.73914,906.04387
208.8,1.73997,906.99503
208.90002,1.74088,907.40034
209.00002,1.74155,907.46582
209.1,1.74244,907.98205
209.20002,1.74351,908.87574
209.3,1.74407,908.85116
209.40002,1.74498,909.52525
209.50002,1.746,910.11068
209.6,1.74659,910.21899
209.70002,1.74734,910.42491
209.8,1.74849,911.17546
209.90002,1.74916,911.54147
210.00002,1.74994,911.94399
210.1,1.7509,912.46208
210.20002,1.7516,912.7616
210.3,1.75237,913.05096
210.40002,1.75355,913.66144
210.50002,1.75414,914.17478
210.6,1.75492,914.41972
210.70002,1.75602,915.19803
210.8,1.75666,915.69042
210.90002,1.7573,915.82146
211.00002,1.75845,916.00753
211.1,1.75923,916.7037
211.20002,1.75993,917.15651
211.3,1.76087,917.47222
211.40002,1.76164,917.85658
211.50002,1.76237,918.18003
211.6,1.76349,918.48578
211.70002,1.76421,919.23038
211.8,1.76488,919.58754
211.90002,1.76595,919.93026
212.00002,1.7667,920.33418
212.1,1.76732,920.57707
212.20002,1.76828,921.26997
212.3,1.76928,921.87803
212.40002,1.76995,922.13973
212.50002,1.77083,922.20278
212.6,1.77169,922.58276
212.70002,1.77238,923.28144
212.8,1.77337,923.81304
212.90002,1.77431,924.38851
213.00002,1.77487,924.76802
213.1,1.77584,925.05077
213.20002,1.7768,925.22055
213.3,1.77737,925.54064
213.40002,1.7782,925.91532
213.50002,1.77932,926.94703
213.6,1.77999,927.56012
213.70002,1.78079,927.54671
213.8,1.78173,928.27389
213.90002,1.7824,928.82663
214.00002,1.78323,928.86416
214.1,1.78436,929.50864
214.20002,1.78492,929.92876
214.3,1.78578,930.16392
214.40002,1.78685,930.88159
214.50002,1.78741,930.95126
214.6,1.78813,931.34278
214.70002,1.78931,932.06018
214.8,1.79003,932.36007
214.90002,1.79078,932.68687
215.00002,1.79172,933.39747
215.1,1.79245,933.47458
215.20002,1.7932,933.78955
215.3,1.79437,934.58071
215.40002,1.79499,935.1179
215.50002,1.79571,935.17909
215.6,1.79684,935.66673
215.70002,1.79748,936.36513
215.8,1.79815,936.09449
215.90002,1.79922,936.81486
216.00002,1.80008,937.29245
216.1,1.80078,937.66535
216.20002,1.80171,938.23634
216.3,1.80249,938.55122
216.40002,1.80321,938.32361
216.50002,1.80428,939.04873
216.6,1.80506,939.64851
216.70002,1.8057,939.79156
216.8,1.80678,940.35845
216.90002,1.80755,940.70258
217.00002,1.80817,940.63506
217.1,1.80911,941.45909
217.20002,1.81012,942.27921
217.3,1.81079,942.30184
217.40002,1.81165,942.7011
217.50002,1.81253,943.08043
217.6,1.8132,943.60951
217.70002,1.81417,943.80351
217.8,1.81513,944.6376
217.90002,1.81572,944.63238
218.00002,1.81669,945.19332
218.1,1.81762,945.68199
218.20002,1.81819,946.11449
218.3,1.81902,946.11105
218.40002,1.82014,947.00307
218.50002,1.82081,947.20917
218.6,1.82164,947.39031
218.70002,1.82255,947.99632
218.8,1.82325,948.26398
218.90002,1.82408,948.60913
219.00002,1.82518,949.53924
219.1,1.82577,949.67773
219.20002,1.8266,949.80104
219.3,1.82767,950.60878
219.40002,1.82826,950.51462
219.50002,1.82901,951.12724
219.6,1.83013,951.5034
219.70002,1.83086,952.27426
219.8,1.83161,952.17265
219.90002,1.83254,952.90989
220.00002,1.83327,953.20502
220.1,1.83402,953.25587
220.20002,1.83522,953.96135
220.3,1.83581,954.48373
220.40002,1.83656,954.71544
220.50002,1.83766,955.39056
220.6,1.8383,955.23996
220.70002,1.839,955.69985
220.8,1.84007,956.33417
220.90002,1.8409,956.94233
221.00002,1.84162,957.19332
221.1,1.84253,957.80678
221.20002,1.84331,957.98941
221.3,1.84401,958.04641
221.40002,1.84516,958.65261
221.50002,1.84588,959.16372
221.6,1.84655,959.52461
221.70002,1.84762,959.91334
221.8,1.84837,960.50333
221.90002,1.84899,960.42734
222.00002,1.84998,960.78832
222.1,1.85095,961.51354
222.20002,1.85162,961.5873
222.3,1.8525,962.50549
222.40002,1.85336,962.73636
222.50002,1.85403,962.83294
222.6,1.85507,963.53367
222.70002,1.85595,964.02289
222.8,1.85654,964.03686
222.90002,1.85753,964.5028
223.00002,1.85845,964.92525
223.1,1.85901,965.43441
223.20002,1.85987,965.66072
223.3,1.86096,966.17406
223.40002,1.86163,966.82394
223.50002,1.86249,966.66813
223.6,1.8634,967.45584
223.70002,1.86404,967.57561
223.8,1.86498,968.11885
223.90002,1.866,968.61292
224.00002,1.86659,968.94614
224.1,1.86747,969.31811
224.20002,1.86846,970.03449
224.3,1.86905,970.02853
224.40002,1.86986,970.50136
224.50002,1.87098,970.99766
224.6,1.87168,971.33983
224.70002,1.87245,971.67222
224.8,1.87342,972.13434
224.90002,1.87409,972.44624
225.00002,1.87489,972.79437
225.1,1.87604,973.10925
225.20002,1.87663,973.42161
225.30002,1.87741,974.06758
225.40002,1.87851,974.57711
225.50002,1.8791,974.75098
225.6,1.87985,974.85203
225.70002,1.88095,975.66424
225.80002,1.8817,975.91458
225.90002,1.88247,976.19621
226.00002,1.88338,976.6818
226.1,1.88413,977.12874
226.20002,1.88486,977.15864
226.30002,1.88603,977.60921
226.40002,1.88668,978.11818
226.50002,1.88737,978.48969
226.6,1.8885,979.01998
226.70002,1.88917,979.14711
226.80002,1.88984,979.61295
226.90002,1.89086,980.07508
227.00002,1.89174,980.40616
227.1,1.89246,980.64337
227.20002,1.89337,981.26652
227.30002,1.89418,981.61176
227.40002,1.89485,981.79625
227.50002,1.89597,982.15276
227.6,1.89675,982.59179
227.70002,1.89737,982.9931
227.80002,1.89841,983.21559
227.90002,1.89924,983.81974
228.00002,1.89986,983.76153
228.1,1.90077,984.32135
228.20002,1.90178,984.8753
228.30002,1.90245,985.33835
228.40002,1.90331,985.29141
228.50002,1.90422,985.6998
228.6,1.90487,986.04262
228.70002,1.90583,986.5392
228.80002,1.90679,986.95224
228.90002,1.90738,987.10991
229.00002,1.90835,987.71909
229.1,1.90928,988.12599
229.20002,1.90987,988.41898
229.30002,1.9107,988.79216
229.40002,1.91178,988.85298
229.50002,1.91247,989.41298
229.6,1.9133,989.46542
229.70002,1.91424,990.40363
229.80002,1.91491,990.64475
229.90002,1.91574,990.86007
230.00002,1.91687,991.3736
230.1,1.9174,991.58129
230.20002,1.91831,991.74138
230.30002,1.91933,992.34693
230.40002,1.91992,992.75038
230.50002,1.92067,993.21632
230.6,1.92179,993.63113
230.70002,1.92252,993.8648
230.80002,1.92329,993.89479
230.90002,1.9242,994.49521
231.00002,1.92495,994.98732
231.1,1.92568,994.76064
231.20002,1.92688,995.44516
231.30002,1.9275,995.8609
231.40002,1.92825,996.07976
231.50002,1.92932,996.48545
231.6,1.92999,996.78664
231.70002,1.93066,997.30967
231.80002,1.9317,997.81798
231.90002,1.93256,997.99279
232.00002,1.93328,998.49831
232.1,1.9342,998.8144
232.20002,1.935,999.01259
232.30002,1.9357,999.00048
232.40002,1.93679,999.66517
232.50002,1.93757,1000.24883
232.6,1.93821,1000.37279
232.70002,1.93926,1000.7537
232.80002,1.94006,1001.17838
232.90002,1.94068,1001.43114
233.00002,1.94159,1001.65317
233.1,1.94263,1002.20293
233.20002,1.9433,1002.61457
233.30002,1.94416,1002.77178
233.40002,1.94504,1003.30329
233.50002,1.94571,1003.69528
233.6,1.94668,1003.78245
233.70002,1.94764,1004.78902
233.80002,1.9482,1004.6117
233.90002,1.9492,1005.31997
234.00002,1.95013,1005.69883
234.1,1.9507,1006.03011
234.20002,1.9515,1005.97013
234.30002,1.95265,1006.97465
234.40002,1.95332,1007.05605
234.50002,1.95415,1007.30136
234.6,1.95506,1007.77643
234.70002,1.95576,1007.8459
234.80002,1.95656,1007.964
234.90002,1.95771,1009.0665
235.00002,1.95828,1009.31237
235.1,1.95911,1009.17025
235.20002,1.96018,1009.73258
235.30002,1.96077,1009.98878
235.40002,1.96149,1010.37053
235.50002,1.96262,1010.6761
235.6,1.96337,1011.1358
235.70002,1.96412,1011.20304
235.80002,1.96505,1011.75392
235.90002,1.96578,1011.62335
236.00002,1.96653,1012.02149
236.1,1.9677,1012.58215
236.20002,1.96835,1012.98457
236.30002,1.96907,1013.19896
236.40002,1.97014,1013.62746
236.50002,1.97087,1013.96553
236.6,1.97148,1014.11175
236.70002,1.97253,1014.08362
236.80002,1.97344,1014.93755
236.90002,1.97411,1015.31465
237.00002,1.97502,1015.54459
237.1,1.97585,1015.75237
237.20002,1.97654,1016.21086
237.30002,1.97759,1016.10851
237.40002,1.97845,1016.63442
237.50002,1.97903,1017.15578
237.6,1.98008,1017.64193
237.70002,1.98091,1017.86759
237.80002,1.98153,1018.07499
237.90002,1.98241,1018.09548
238.00002,1.98345,1018.87221
238.1,1.98415,1019.16203
238.20002,1.98498,1019.26271
238.30002,1.98589,1019.98551
238.40002,1.98653,1020.3707
238.50002,1.98745,1020.22523
238.6,1.98852,1020.78523
238.70002,1.98908,1020.96302
238.80002,1.98996,1021.36368
238.90002,1.99101,1021.85467
239.00002,1.99157,1021.88149
239.1,1.99235,1022.53603
239.20002,1.99347,1022.41924
239.30002,1.99417,1023.045
239.40002,1.99495,1023.32635
239.50002,1.99588,1023.54819
239.6,1.99658,1023.92398
239.70002,1.99736,1024.34987
239.80002,1.99853,1024.7889
239.90002,1.99912,1025.12864
240.00002,1.99993,1025.13302
240.1,2.001,1025.76185
240.20002,2.00162,1026.37224
240.30002,2.00231,1026.1829
240.40002,2.00344,1026.80596
240.50002,2.00421,1027.15045
240.6,2.00496,1027.27944
240.70002,2.00587,1027.6542
240.80002,2.00665,1027.86459
240.90002,2.00735,1028.22976
241.00002,2.0085,1028.57919
241.1,2.0092,1029.19303
241.20002,2.00989,1029.05836
241.30002,2.01096,1029.73534
241.40002,2.01169,1029.94731
241.50002,2.01233,1029.83806
241.6,2.01332,1030.32403
241.70002,2.01426,1030.98182
241.80002,2.01495,1030.88627
241.90002,2.01584,1031.5977
242.00002,2.0167,1032.18071
242.1,2.01739,1031.99631
242.20002,2.01838,1032.25559
242.30002,2.01927,1032.48525
242.40002,2.01988,1032.75897
242.50002,2.0209,1033.37346
242.6,2.02176,1033.4637
242.70002,2.02235,1033.73742
242.80002,2.02323,1034.2679
242.90002,2.02433,1034.66483
243.00002,2.02497,1034.81635
243.1,2.0258,1035.10981
243.20002,2.02674,1035.52444
243.30002,2.02738,1035.63359
243.40002,2.02827,1035.81501
243.50002,2.02934,1036.4389
243.6,2.02993,1036.60338
243.70002,2.03081,1036.59257
243.80002,2.03183,1037.27914
243.90002,2.03239,1037.37609
244.00002,2.03317,1037.62653
244.1,2.03432,1038.16288
244.20002,2.03502,1038.64968
244.30002,2.03579,1038.73005
244.40002,2.03673,1039.09867
244.50002,2.03743,1039.27525
244.6,2.0382,1039.18295
244.70002,2.03936,1039.92205
244.80002,2.03997,1040.44722
244.90002,2.04075,1040.55321
245.00002,2.04185,1040.94176
245.1,2.04246,1041.05249
245.20002,2.04316,1041.04942
245.30002,2.04426,1041.57794
245.40002,2.04506,1042.08831
245.50002,2.04576,1042.03839
245.6,2.0467,1042.23667
245.70002,2.04747,1042.82973
245.80002,2.04817,1042.69469
245.90002,2.04935,1043.51146
246.00002,2.05002,1043.59901
246.1,2.05071,1043.9489
246.20002,2.05178,1044.48888
246.30002,2.05251,1044.88935
246.40002,2.05318,1044.91841
246.50002,2.05417,1045.0772
246.6,2.05511,1045.63832
246.70002,2.05575,1045.75315
246.80002,2.05669,1046.05332
246.90002,2.05752,1046.51609
247.00002,2.05819,1046.86236
247.1,2.05926,1047.16802
247.20002,2.06009,1047.53934
247.30002,2.0607,1047.75028
247.40002,2.06175,1048.12197
247.50002,2.06258,1048.40128
247.6,2.06317,1048.54107
247.70002,2.06408,1048.69222
247.80002,2.06512,1048.88184
247.90002,2.06579,1049.08422
248.00002,2.06668,1049.61796
248.1,2.06756,1049.92753
248.20002,2.0682,1050.20208
248.30002,2.06917,1050.32455
248.40002,2.07016,1051.067
248.50002,2.07075,1050.98505
248.6,2.07166,1051.27413
248.70002,2.07265,1051.81132
248.80002,2.07321,1051.59879
248.90002,2.07402,1051.90258
249.00002,2.07514,1052.28033
249.1,2.07581,1052.52648
249.20002,2.07664,1052.95079
249.30002,2.07758,1053.49571
249.40002,2.07822,1053.63186
249.50002,2.07908,1053.76877
249.6,2.0802,1054.1291
249.70002,2.08077,1054.72645
249.80002,2.0816,1054.31797
249.90002,2.08267,1055.4444
250.00002,2.08326,1055.04552
250.1,2.08401,1055.51481
250.20002,2.08513,1055.72846
250.30002,2.08586,1056.29386
250.40002,2.08663,1056.26965
250.50002,2.08757,1056.49838
250.6,2.08827,1056.86691
250.70002,2.08904,1057.42002
250.80002,2.0902,1057.41899
250.90002,2.09084,1057.75073
251.00002,2.09156,1058.07548
251.1,2.09266,1058.6801
251.20002,2.0933,1058.46152
251.30002,2.094,1058.76978
251.40002,2.09507,1059.44276
251.50002,2.0959,1059.74246
251.6,2.09662,1059.48849
251.70002,2.09753,1060.00127
251.80002,2.09831,1059.97827
251.90002,2.09901,1060.13278
252.00002,2.10016,1060.51927
252.1,2.10088,1061.05441
252.20002,2.10153,1061.09465
252.30002,2.10262,1061.37376
252.40002,2.10337,1061.85963
252.50002,2.10402,1061.90369
252.6,2.10495,1062.43417
252.70002,2.10595,1062.73014
252.80002,2.10664,1062.61624
252.90002,2.1075,1062.96251
253.00002,2.10836,1063.09047
253.1,2.10903,1063.50612
253.20002,2.11007,1063.47231
253.30002,2.11095,1064.12098
253.40002,2.11154,1064.21178
253.50002,2.11256,1064.67716
253.6,2.11345,1064.9927
253.70002,2.11403,1064.92182
253.80002,2.11489,1065.4767
253.90002,2.11596,1065.78069
254.00002,2.11663,1065.88379
254.1,2.11749,1066.02311
254.20002,2.1184,1066.13738
254.30002,2.11907,1066.69338
254.40002,2.11993,1066.81837
254.50002,2.12103,1066.92407
254.6,2.12156,1067.19667
254.70002,2.1225,1067.38275
254.80002,2.12349,1068.14429
254.90002,2.12408,1068.08646
255.00002,2.12486,1068.1049
255.1,2.12595,1068.45796
255.20002,2.12668,1068.95687
255.30002,2.12748,1068.90332
255.40002,2.12839,1069.29429
255.50002,2.12909,1069.15524
255.6,2.12987,1069.56968
255.70002,2.13104,1070.23194
255.80002,2.13161,1070.20531
255.90002,2.13244,1070.56331
256,2.13348,1070.76829
256.1,2.13412,1071.09863
256.20002,2.13482,1071.01193
256.30002,2.13592,1071.51568
256.40003,2.13672,1071.60276
256.5,2.13745,1071.90637
256.6,2.13838,1072.47196
256.70002,2.13916,1072.53762
256.80002,2.13983,1072.59611
256.90003,2.14101,1072.97553
257,2.1417,1073.22363
257.1,2.14237,1073.3569
257.20002,2.14345,1073.72329
257.30002,2.1442,1074.04143
257.40003,2.14484,1074.08157
257.5,2.1458,1074.38928
257.6,2.14677,1074.6344
257.70002,2.14746,1074.82141
257.80002,2.14835,1075.15585
257.90003,2.1492,1075.16628
258,2.14987,1075.22942
258.1,2.15089,1075.46933
258.20002,2.15178,1076.31069
258.30002,2.15237,1076.05858
258.40003,2.15338,1076.59465
258.5,2.15427,1076.69346
258.6,2.15486,1077.0971
258.70002,2.15571,1077.11479
258.80002,2.15681,1077.47065
258.90003,2.15748,1077.67703
259,2.15831,1077.82166
259.1,2.15922,1078.34935
259.20002,2.15989,1078.17268
259.30002,2.16078,1078.21384
259.40003,2.16185,1078.54763
259.5,2.16238,1078.69022
259.6,2.16332,1079.17907
259.70002,2.16434,1079.41087
259.80002,2.1649,1079.42885
259.90003,2.16568,1079.53548
260,2.1668,1080.04361
260.1,2.1675,1080.17959
260.20002,2.16828,1080.33344
260.30002,2.16924,1080.38839
260.40003,2.16994,1080.85768
260.5,2.17069,1080.9402
260.6,2.17189,1081.77988
260.70002,2.17248,1081.63217
260.80002,2.17326,1081.59138
260.90003,2.17433,1082.0156
261,2.17497,1082.17997
261.1,2.17567,1082.24992
261.20002,2.17674,1082.63427
261.30002,2.17757,1082.91628
261.40003,2.17827,1083.08503
261.5,2.17918,1083.41053
261.6,2.17998,1083.8652
261.70002,2.18068,1083.70846
261.80002,2.18183,1084.25617
261.90003,2.18255,1084.09822
262,2.18322,1084.60067
262.1,2.18429,1084.69101
262.2,2.18504,1084.92719
262.30003,2.18566,1085.22372
262.40003,2.18662,1085.20472
262.5,2.18762,1085.68622
262.6,2.18828,1085.757
262.7,2.18917,1085.9577
262.80003,2.19003,1086.26708
262.90003,2.19072,1086.45791
263,2.19169,1086.50969
263.1,2.19265,1086.97275
263.2,2.19321,1087.04548
263.30003,2.1942,1087.18956
263.40003,2.19512,1087.53629
263.5,2.1957,1087.53778
263.6,2.19653,1087.83543
263.7,2.19763,1087.97075
263.80003,2.1983,1088.14631
263.90003,2.19913,1088.11734
264,2.20007,1088.68778
264.1,2.20074,1089.10874
264.2,2.20157,1088.99344
264.30003,2.20272,1089.38226
264.40003,2.20328,1089.40965
264.5,2.20412,1089.57281
264.6,2.20519,1089.88751
264.7,2.20578,1090.2144
264.80003,2.2065,1090.01752
264.90003,2.20762,1090.56635
265,2.20837,1090.84724
265.1,2.2091,1091.06321
265.2,2.21006,1091.08426
265.30003,2.21078,1091.00975
265.40003,2.21151,1091.42894
265.5,2.21269,1091.73609
265.6,2.21333,1091.99323
265.7,2.21405,1092.00999
265.80003,2.21515,1092.197
265.90003,2.21582,1092.41214
266,2.21646,1092.6282
266.1,2.21753,1092.93163
266.2,2.21842,1093.16604
266.30003,2.21912,1093.36479
266.40003,2.22003,1093.45019
266.5,2.22083,1093.65042
266.6,2.22153,1094.04251
266.7,2.2226,1093.78966
266.80003,2.2234,1094.33401
266.90003,2.22404,1094.29732
267,2.22509,1094.52875
267.1,2.22592,1094.89122
267.2,2.22651,1094.86422
267.30003,2.22742,1095.10357
267.40003,2.22846,1095.32196
267.5,2.22913,1095.40755
267.6,2.22999,1095.63097
267.7,2.23087,1095.82059
267.80003,2.23154,1096.07726
267.90003,2.23248,1096.25654
268,2.23347,1096.5433
268.1,2.23406,1096.55224
268.2,2.235,1096.86004
268.30003,2.23599,1096.96379
268.40003,2.23655,1097.19243
268.5,2.23736,1097.44929
268.6,2.23851,1097.79146
268.7,2.23915,1097.99216
268.80003,2.23998,1098.0688
268.90003,2.24089,1098.04226
269,2.24159,1098.25209
269.1,2.24239,1098.35705
269.2,2.24352,1098.60031
269.30003,2.24411,1098.86248
269.40003,2.24494,1099.00469
269.5,2.24603,1099.41354
269.6,2.2466,1099.24022
269.7,2.24732,1099.62523
269.80003,2.24847,1099.80972
269.90003,2.2492,1099.91347
270,2.24995,1100.02924
270.1,2.25088,1100.30947
270.2,2.25161,1100.31161
270.30003,2.25236,1100.51585
270.40003,2.25351,1100.81406
270.5,2.25418,1101.03888
270.6,2.2549,1100.87823
270.7,2.256,1101.47977
270.80003,2.25667,1101.34333
270.90003,2.25734,1101.46897
271,2.25836,1101.58147
271.1,2.25924,1101.89151
271.2,2.25994,1102.01221
271.30003,2.26085,1102.66479
271.40003,2.26165,1102.66535
271.5,2.26232,1102.5602
271.6,2.26347,1102.83215
271.7,2.26422,1103.06125
271.80003,2.26487,1103.4579
271.90003,2.26594,1103.39653
272,2.26671,1104.05842
272.1,2.26733,1103.54777
272.2,2.26827,1103.88584
272.30003,2.26928,1104.14298
272.40003,2.26995,1104.42918
272.5,2.27084,1104.61386
272.6,2.2717,1104.66182
272.7,2.27237,1104.66732
272.80003,2.27336,1105.18327
272.90003,2.27429,1105.44935
273,2.27491,1105.20869
273.1,2.27587,1105.68339
273.2,2.27678,1105.80791
273.30003,2.27735,1105.85382
273.40003,2.2782,1106.07352
273.5,2.2793,1106.39185
273.6,2.27997,1106.29816
273.7,2.28083,1107.03399
273.80003,2.28171,1106.74268
273.90003,2.28241,1106.79446
274,2.28327,1106.90203
274.1,2.28437,1107.34766
274.2,2.28493,1107.42012
274.30003,2.28576,1107.48215
274.40003,2.28683,1108.00713
274.5,2.28739,1107.70408
274.6,2.28817,1107.91605
274.7,2.28929,1108.43582
274.80003,2.29002,1108.49403
274.90003,2.29079,1108.62767
275,2.29173,1108.30888
275.1,2.29243,1108.73943
275.2,2.2932,1108.96491
275.30003,2.29438,1109.25846
275.40003,2.29497,1109.25408
275.5,2.29572,1109.19764
275.6,2.29682,1109.42256
275.7,2.29746,1109.83104
275.80003,2.29816,1109.64943
275.90003,2.29926,1109.74237
276,2.30006,1109.7406
276.1,2.30078,1110.4363
276.2,2.30172,1110.39672
276.30003,2.30247,1110.67146
276.40003,2.3032,1110.17395
276.5,2.30432,1110.60217
276.6,2.30502,1110.75277
276.7,2.30571,1110.86788
276.80003,2.30681,1111.00385
276.90003,2.30751,1111.18015
277,2.30818,1111.41438
277.1,2.30917,1111.46355
277.2,2.31011,1111.8589
277.30003,2.3108,1111.89373
277.40003,2.31169,1111.96293
277.5,2.31252,1112.27268
277.6,2.31319,1112.11492
277.7,2.31423,1112.12442
277.80003,2.31509,1112.587
277.90003,2.3157,1112.44796
278,2.31675,1112.37196
278.1,2.31758,1112.82403
278.2,2.3182,1113.02333
278.30003,2.31908,1112.68694
278.40003,2.32012,1113.40852
278.5,2.32079,1113.26268
278.6,2.32165,1113.56592
278.7,2.32253,1113.46385
278.80003,2.3232,1113.5607
278.90003,2.32417,1113.59609
279,2.32516,1114.34339
279.1,2.32572,1113.96024
279.2,2.32666,1113.82352
279.30003,2.32762,1114.16811
279.40003,2.32821,1114.41538
279.5,2.32904,1114.54334
279.6,2.33014,1114.78828
279.7,2.33081,1114.99755
279.80003,2.33164,1115.03806
279.90003,2.33255,1115.06563
280,2.33325,1114.97073
280.1,2.33405,1115.12113
280.2,2.3352,1115.35694
280.30003,2.33577,1115.30358
280.40003,2.33662,1115.61725
280.5,2.33767,1115.95485
280.6,2.33826,1115.57012
280.7,2.33901,1115.73525
280.80003,2.34011,1115.91909
280.90003,2.34086,1116.41278
281,2.34163,1116.30494
281.1,2.34257,1116.33418
281.2,2.34329,1116.7136
281.30003,2.34402,1116.7651
281.40003,2.3452,1116.71295
281.5,2.34584,1117.21139
281.6,2.34659,1117.15458
281.7,2.34766,1116.94578
281.80003,2.34833,1117.21233
281.90003,2.34897,1117.3185
282,2.35002,1117.34476
282.1,2.3509,1117.73591
282.2,2.35162,1117.65247
282.30003,2.35253,1117.72651
282.40003,2.35334,1118.22933
282.5,2.35401,1118.02975
282.6,2.35511,1118.26994
282.7,2.35591,1118.6379
282.80003,2.35655,1118.68093
282.90003,2.35757,1118.61369
283,2.3584,1118.8833
283.1,2.35902,1118.68624
283.2,2.35993,1119.0718
283.30003,2.36095,1119.28144
283.40003,2.36164,1119.30491
283.5,2.3625,1119.29355
283.6,2.36338,1119.56801
283.7,2.36405,1119.4584
283.80003,2.36499,1119.57258
283.90003,2.36601,1120.051
284,2.36654,1119.80373
284.1,2.36751,1120.14916
284.2,2.36847,1120.27815
284.30003,2.36906,1120.01514
284.40003,2.36986,1120.17598
284.5,2.37099,1120.49729
284.6,2.37166,1120.62702
284.7,2.37246,1120.83387
284.80003,2.3734,1120.82753
284.90003,2.37407,1120.86628
285,2.3749,1120.98828
285.1,2.37605,1121.29711
285.2,2.37659,1121.08029
285.30003,2.37745,1121.34293
285.40003,2.37852,1121.31871
285.5,2.37911,1121.37478
285.6,2.37983,1121.4138
285.7,2.38095,1121.78093
285.80003,2.3817,1122.04123
285.90003,2.38245,1121.90368
286,2.38339,1121.97902
286.1,2.38411,1122.30275
286.2,2.38484,1122.14684
286.30003,2.38604,1122.50596
286.40003,2.38669,1122.40445
286.5,2.38738,1122.57777
286.6,2.38848,1122.61744
286.7,2.38918,1122.79067
286.80003,2.38982,1122.85838
286.90003,2.39086,1122.82475
287,2.39175,1123.10182
287.1,2.39245,1123.13731
287.2,2.39333,1123.32311
287.30003,2.39416,1123.26033
287.40003,2.39486,1123.49438
287.5,2.39593,1123.56506
287.6,2.39676,1123.7897
287.7,2.39737,1123.57
287.80003,2.39842,1123.88683
287.90003,2.39925,1123.76679
288,2.39984,1124.03417
288.1,2.40072,1124.01163
288.2,2.40179,1124.13773
288.30003,2.40246,1124.28367
288.40003,2.40332,1124.44479
288.5,2.4042,1124.48651
288.6,2.4049,1124.5627
288.7,2.40578,1124.58831
288.80003,2.40686,1124.93513
