MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			low_high_4545_typei_monotonic			Time:	20.017822	s	4/13/2019 9:44:14 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_solid_4545_uprint.tst
Displacement	Force	Running Time
mm	N	s
19.959251	-57.662895	0.022705078
19.957926	-71.338646	0.032470703
19.957731	-82.788437	0.042236328
19.958675	-88.897263	0.052001953
19.959377	-74.511971	0.061767578
19.960062	-63.769363	0.071533203
19.961521	-58.787586	0.081298828
19.961309	-63.138134	0.091064453
19.962212	-77.187988	0.10083008
19.963655	-85.679398	0.1105957
19.963863	-81.670876	0.12036133
19.965313	-65.870407	0.13012695
19.965033	-55.740414	0.13989258
19.965933	-59.340401	0.1496582
19.967279	-69.901344	0.15942383
19.967686	-79.392273	0.16918945
19.96928	-79.259018	0.17895508
19.970409	-69.982651	0.1887207
19.97086	-57.055004	0.19848633
19.971426	-53.639469	0.20825195
19.972475	-58.605865	0.21801758
19.973133	-73.122246	0.2277832
19.973125	-82.18644	0.23754883
19.973993	-72.633095	0.24731445
19.975552	-58.343994	0.25708008
19.976419	-48.942787	0.2668457
19.977205	-52.66972	0.27661133
19.977386	-67.090042	0.28637695
19.979195	-75.08358	0.29614258
19.979771	-74.456352	0.3059082
19.981167	-61.971401	0.31567383
19.981144	-49.521397	0.32543945
19.981331	-46.855183	0.33520508
19.984354	-55.911613	0.3449707
19.983603	-72.733246	0.35473633
19.98436	-73.825958	0.36450195
19.984926	-63.804062	0.37426758
19.987091	-50.365406	0.3840332
19.986748	-41.422344	0.39379883
19.987902	-51.308716	0.40356445
19.988482	-63.45932	0.41333008
19.988554	-71.074211	0.4230957
19.989496	-70.93734	0.43286133
19.990583	-51.367817	0.44262695
19.991383	-42.156582	0.45239258
19.992014	-41.459515	0.4621582
19.993111	-55.545746	0.47192383
19.992939	-68.553146	0.48168945
19.994184	-68.231857	0.49145508
19.995777	-53.511688	0.5012207
19.996466	-41.317459	0.51098633
19.996933	-38.038956	0.52075195
19.998247	-47.123524	0.53051758
19.99852	-59.947655	0.5402832
20.000166	-66.023407	0.55004883
20.000084	-59.043835	0.55981445
20.001513	-43.913647	0.56958008
20.002119	-34.360168	0.5793457
20.003252	-39.192696	0.58911133
20.004126	-54.11805	0.59887695
20.004833	-64.11557	0.60864258
20.005131	-57.91687	0.6184082
20.00597	-47.00177	0.62817383
20.006554	-36.864628	0.63793945
20.007694	-33.850357	0.64770508
20.007998	-44.339611	0.6574707
20.009405	-55.672565	0.66723633
20.009768	-59.364174	0.67700195
20.010828	-51.492355	0.68676758
20.012543	-35.473965	0.6965332
20.012846	-29.181408	0.70629883
20.012285	-37.661015	0.71606445
20.014408	-46.590679	0.72583008
20.014492	-55.885395	0.7355957
20.016184	-49.80262	0.74536133
20.01652	-39.21167	0.75512695
20.017849	-30.341486	0.76489258
20.018137	-27.940868	0.7746582
20.018661	-38.542797	0.78442383
20.020737	-48.82502	0.79418945
20.021042	-54.060173	0.80395508
20.021303	-42.735081	0.8137207
20.022511	-27.434855	0.82348633
20.024233	-24.135645	0.83325195
20.023956	-30.674995	0.84301758
20.024277	-43.718151	0.8527832
20.026112	-51.1674	0.86254883
20.025932	-44.04752	0.87231445
20.026802	-34.494827	0.88208008
20.028149	-22.382433	0.8918457
20.028822	-22.05438	0.90161133
20.029409	-35.953804	0.91137695
20.030939	-47.125671	0.92114258
20.031864	-48.188393	0.9309082
20.031998	-33.951481	0.94067383
20.03245	-21.718292	0.95043945
20.033899	-18.353928	0.96020508
20.033802	-27.909372	0.9699707
20.036018	-37.264347	0.97973633
20.036461	-45.274563	0.98950195
20.03783	-38.213387	0.99926758
20.038933	-23.214987	1.0090332
20.038155	-14.526027	1.0187988
20.040462	-18.550915	1.0285645
20.039104	-37.623501	1.0383301
20.040861	-43.56916	1.0480957
20.041115	-37.92997	1.0578613
20.042515	-23.864731	1.067627
20.043858	-12.49204	1.0773926
20.044107	-14.814764	1.0871582
20.044806	-23.976658	1.0969238
20.046715	-37.104553	1.1066895
20.046072	-40.822941	1.1164551
20.048161	-26.492714	1.1262207
20.04793	-13.876062	1.1359863
20.050329	-6.3311796	1.145752
20.050707	-16.852459	1.1555176
20.051037	-33.463112	1.1652832
20.051212	-37.102634	1.1750488
20.052696	-30.257366	1.1848145
20.053875	-15.13509	1.1945801
20.054441	-7.3136487	1.2043457
20.055334	-11.882997	1.2141113
20.055611	-21.138268	1.223877
20.056667	-34.29055	1.2336426
20.057413	-30.244328	1.2434082
20.058863	-17.803537	1.2531738
20.05958	-6.0240169	1.2629395
20.061003	-1.5450433	1.2727051
20.059948	-15.443103	1.2824707
20.060778	-25.730835	1.2922363
20.063171	-27.924585	1.302002
20.062897	-21.84713	1.3117676
20.063435	-8.2882872	1.3215332
20.064417	-1.8837528	1.3312988
20.066351	-7.4822373	1.3410645
20.067348	-17.890223	1.3508301
20.067116	-26.600052	1.3605957
20.067526	-25.186884	1.3703613
20.070084	-9.9221077	1.380127
20.06955	0.47154406	1.3898926
20.070761	-1.4209375	1.3996582
20.071615	-9.5808811	1.4094238
20.071487	-21.175884	1.4191895
20.073187	-21.38271	1.4289551
20.073578	-15.177916	1.4387207
20.075628	-2.1078229	1.4484863
20.076059	4.8183541	1.458252
20.075842	-1.0979702	1.4680176
20.077377	-12.728237	1.4777832
20.078215	-22.836559	1.4875488
20.078739	-16.97298	1.4973145
20.079828	-1.2534469	1.5070801
20.080391	4.8360333	1.5168457
20.080988	7.8340955	1.5266113
20.082605	-7.5222869	1.536377
20.082212	-16.153746	1.5461426
20.083635	-15.931623	1.5559082
20.084545	-8.9251804	1.5656738
20.084688	7.2652164	1.5754395
20.08691	11.641274	1.5852051
20.086632	2.1293609	1.5949707
20.08699	-13.492788	1.6047363
20.088715	-17.760088	1.614502
20.088634	-7.498425	1.6242676
20.090643	7.1907401	1.6340332
20.091488	14.680204	1.6437988
20.091677	10.093468	1.6535645
20.092329	-3.1573935	1.6633301
20.093231	-12.762197	1.6730957
20.09458	-10.352454	1.6828613
20.095255	3.3783624	1.692627
20.096045	17.916039	1.7023926
20.095966	17.276731	1.7121582
20.097727	5.0950475	1.7219238
20.098827	-8.5403833	1.7316895
20.098749	-10.447809	1.7414551
20.09971	3.3704913	1.7512207
20.100109	16.267992	1.7609863
20.102152	18.108723	1.770752
20.102919	13.677943	1.7805176
20.103384	0.35093886	1.7902832
